,CXXC1 (30827)
ACH-000004,-0.4909961073731609
ACH-000005,0.2167592274654844
ACH-000007,-0.5465323744494917
ACH-000009,-0.4824296147992796
ACH-000011,-0.3100517011137769
ACH-000012,-0.4312288823770051
ACH-000013,-0.43617996061478576
ACH-000014,-0.5131391517044586
ACH-000015,-0.5777375626886447
ACH-000017,-0.3967857773526761
ACH-000018,-0.5414872887106632
ACH-000019,-0.3838615405636401
ACH-000021,-0.2700036821625377
ACH-000022,-0.1814937380366648
ACH-000025,-0.680092935403941
ACH-000028,-0.3065898567806044
ACH-000030,-0.6040094912179972
ACH-000035,-0.3918641134575366
ACH-000036,-0.35706313263769845
ACH-000037,-0.5045789587422439
ACH-000039,-0.3467358264754213
ACH-000040,-0.4811775796922338
ACH-000041,-0.6166635386953011
ACH-000042,-0.6847846231392885
ACH-000045,-0.4518394753725684
ACH-000047,-0.5826048259710616
ACH-000052,-0.6668973270615655
ACH-000053,-0.20455832360011106
ACH-000054,-0.5561051750015191
ACH-000055,-0.4991859015374357
ACH-000060,-0.3408669098629729
ACH-000067,-0.5209637395252799
ACH-000070,-0.4084700242042744
ACH-000075,-0.2631010549306028
ACH-000078,-0.2129198367455014
ACH-000082,-0.53310324250515
ACH-000085,-0.8123369200016514
ACH-000086,-0.4219822742591737
ACH-000087,-0.5751246141653621
ACH-000092,-0.1527530561502789
ACH-000095,-0.4087772163704933
ACH-000097,-0.3915686447804864
ACH-000098,-0.7095967151467776
ACH-000099,-0.2279524171478449
ACH-000108,-0.4500836698978894
ACH-000113,-0.5400226877325605
ACH-000116,-0.429919799351165
ACH-000118,-0.5352952642860951
ACH-000120,-0.6441287195358744
ACH-000123,-0.2853138721021728
ACH-000127,-0.4319328938220564
ACH-000128,-0.34930833967347713
ACH-000132,-0.6021006405749925
ACH-000133,-0.3756395115816867
ACH-000137,-0.6293323271860096
ACH-000138,-0.20728639348403613
ACH-000142,-0.5157440305811601
ACH-000143,-0.34926222573367066
ACH-000146,-0.4169141959425377
ACH-000148,-0.4309327141725976
ACH-000150,-0.4019143979265706
ACH-000152,-0.2164522184727198
ACH-000153,-0.4339866942676725
ACH-000159,-0.4188661241950217
ACH-000160,-0.2788441886358006
ACH-000163,-0.27245396415108025
ACH-000167,0.3088563568025643
ACH-000168,-0.4183284232765954
ACH-000169,-0.29126769377699224
ACH-000178,-0.4648915719095156
ACH-000183,-0.5192736379122449
ACH-000188,-0.4488497618272405
ACH-000189,-0.28713496282061673
ACH-000190,-0.08421807983977198
ACH-000198,-0.4523571243469562
ACH-000203,-0.7170801180485564
ACH-000204,-0.3219172737416989
ACH-000206,-0.3635331478082955
ACH-000207,-0.6784896909313721
ACH-000208,-0.5350946237241846
ACH-000210,-0.2658873910236808
ACH-000211,-0.41709272273947495
ACH-000215,-0.2593425364647219
ACH-000221,-0.8349917628143533
ACH-000222,-0.6532536523470837
ACH-000223,-0.6724660529321558
ACH-000226,-0.3144268965515656
ACH-000227,-0.5348477282230439
ACH-000228,-0.7373124397398887
ACH-000231,-0.3399005198910731
ACH-000232,-0.475263220587848
ACH-000233,-0.3943348631863123
ACH-000234,-0.2844839516159781
ACH-000235,-0.4739855744271244
ACH-000237,-0.4776443469126898
ACH-000238,-0.5304755514126283
ACH-000242,-0.7398759515787301
ACH-000243,-0.5560977068265015
ACH-000244,-3.454003522376379e-05
ACH-000246,0.14542000034209285
ACH-000248,-0.39968878870079294
ACH-000250,-0.4706723145033665
ACH-000251,-0.3664582044612607
ACH-000252,-0.6806686654598633
ACH-000253,-0.14879108403096092
ACH-000255,-0.5970381355820186
ACH-000256,-0.4556849819841282
ACH-000257,-0.2855236823158978
ACH-000258,-0.6122428616641209
ACH-000259,-0.5472042591404809
ACH-000260,-0.5032077643062249
ACH-000261,-0.5834871329869871
ACH-000262,-0.528605107056338
ACH-000263,-0.5563454571455003
ACH-000264,-0.4607956333745212
ACH-000265,-0.5152918187384915
ACH-000266,-0.5559938503065962
ACH-000272,-0.28131170608297285
ACH-000274,-0.5289491193492893
ACH-000277,-0.395265273546696
ACH-000278,-0.21322789174318715
ACH-000279,-0.4250682570732872
ACH-000280,-0.37806184176136776
ACH-000281,-0.4485006632886371
ACH-000288,-0.2551200217498339
ACH-000291,-0.3895916965751475
ACH-000293,-0.26516464984032
ACH-000294,-0.4256852204013112
ACH-000295,-0.3273092140494134
ACH-000296,-0.720874641821703
ACH-000302,-0.5567532873762678
ACH-000304,-0.3267809252660583
ACH-000307,-0.45849568273405
ACH-000308,-0.1845368295751745
ACH-000310,-0.227268612548732
ACH-000311,-0.4437631707558396
ACH-000312,-0.3252672236648098
ACH-000315,-0.3666008918983594
ACH-000316,-0.5129308197415794
ACH-000317,-0.14251267185720315
ACH-000318,-0.5724669572299337
ACH-000319,-0.3244716213736183
ACH-000320,-0.4374754596145419
ACH-000322,-0.388072980102176
ACH-000323,-0.6284647630999156
ACH-000324,-0.534215745413014
ACH-000329,-0.2263453144466581
ACH-000330,-0.6885630119009573
ACH-000331,-0.43423290521533575
ACH-000332,-0.569733877586197
ACH-000334,-0.42621400624738587
ACH-000335,-0.458247978505416
ACH-000336,-0.6639848407682813
ACH-000337,-0.8538574403077029
