,FDXACB1 (91893)
ACH-000004,-0.05474204309505752
ACH-000005,-0.3445882866122236
ACH-000007,0.07273067475954824
ACH-000009,0.015054488472914063
ACH-000011,-0.022059110678337542
ACH-000012,0.10550263275681124
ACH-000013,0.048813960317655225
ACH-000014,-0.07104221145505292
ACH-000015,0.13430443068707545
ACH-000017,0.12186090427395385
ACH-000018,0.06073574174003017
ACH-000019,0.026275197800443968
ACH-000021,0.09804386699113284
ACH-000022,0.02111959947034802
ACH-000025,0.11929382935741448
ACH-000028,0.002929196918253264
ACH-000030,0.0934388367986433
ACH-000035,0.09679697340464824
ACH-000036,-0.09577252785507144
ACH-000037,-0.11729904552521801
ACH-000039,0.006264629501800204
ACH-000040,0.069720237932986
ACH-000041,0.033443254366244145
ACH-000042,-0.07096491718044548
ACH-000045,0.11563666044697188
ACH-000047,-0.01912102061369489
ACH-000052,-0.013491377426421166
ACH-000053,0.06527945780931024
ACH-000054,-0.029380364768950708
ACH-000055,-0.012803684626298495
ACH-000060,0.06819719052708699
ACH-000067,0.24388044754822424
ACH-000070,0.10010001293781384
ACH-000075,0.07885983083000893
ACH-000078,0.0427747606509424
ACH-000082,-0.08974308337364892
ACH-000085,-0.14208804784748044
ACH-000086,-0.016362348385970175
ACH-000087,-0.010522121564421949
ACH-000092,-0.03706620800503863
ACH-000095,-0.0037468284617563365
ACH-000097,0.07816811448838408
ACH-000098,0.10705613181906537
ACH-000099,-0.03596581312468629
ACH-000108,0.06707876038398654
ACH-000113,0.1529810388098954
ACH-000116,-0.013411563820541057
ACH-000118,-0.0562596535731756
ACH-000120,0.03351614042682334
ACH-000123,0.17230779017379474
ACH-000127,0.02282772681219087
ACH-000128,-0.00878360670651257
ACH-000132,-0.12833408556368225
ACH-000133,0.044576144747251294
ACH-000137,-0.03792352578146642
ACH-000138,-0.020238539523818804
ACH-000142,-0.02215980432693031
ACH-000143,0.009362470172121476
ACH-000146,0.0032819567539667787
ACH-000148,0.12979808497755035
ACH-000150,0.02740615474301746
ACH-000152,0.024715608005733785
ACH-000153,0.07991840657115014
ACH-000159,0.0923463052825714
ACH-000160,-0.013215447381751762
ACH-000163,-0.05510766553456901
