,DBNDD2 (55861)
ACH-000004,0.2400799169633317
ACH-000005,0.676994423212467
ACH-000007,0.328959997155049
ACH-000009,0.18972229755953451
ACH-000011,0.17243276427220713
ACH-000012,0.12898236463267088
ACH-000013,0.2643939210507462
ACH-000014,0.40103824803431803
ACH-000015,0.2051978914500571
ACH-000017,0.19853883211386691
ACH-000018,0.2438970931146261
ACH-000019,0.157394398178797
ACH-000021,0.15140474351871874
ACH-000022,0.3331236082969814
ACH-000025,0.2258585682288126
ACH-000028,0.2654269388581823
ACH-000030,0.2041602946397344
ACH-000035,0.2941434271496107
ACH-000036,0.29000776612860185
ACH-000037,0.2555222783380107
ACH-000039,0.07211190983913901
ACH-000040,0.04790429531660214
ACH-000041,0.11071830663212308
ACH-000042,0.2362520778995993
ACH-000045,0.22281694219121212
ACH-000047,0.27455884746159714
ACH-000052,0.3322923909833382
ACH-000053,0.20864174179405834
ACH-000054,0.13385456748505042
ACH-000055,0.2621419456010499
ACH-000060,0.11915199265575603
ACH-000067,0.21313351475843656
ACH-000070,0.2297006634665268
ACH-000075,0.16729546527651326
ACH-000078,0.2786381576606045
ACH-000082,0.19892756793771
ACH-000085,0.2786007651413233
ACH-000086,0.09525928862044394
ACH-000087,0.1847891477891888
ACH-000092,0.15109027249755655
ACH-000095,0.13054933708861213
ACH-000097,0.1085631436597962
ACH-000098,0.25867349620213664
ACH-000099,0.24218666871119546
ACH-000108,0.1710939873824097
ACH-000113,0.31707003340024154
ACH-000116,0.16039060513057565
ACH-000118,0.19247954068650294
ACH-000120,0.20627097376168446
ACH-000123,0.22666847686865824
ACH-000127,0.34568119950883497
ACH-000128,0.1453807022703921
ACH-000132,0.29216649830345315
ACH-000133,0.20745125228476144
ACH-000137,0.22126858665153384
ACH-000138,0.3652648980393042
ACH-000142,0.33998496371669606
ACH-000143,0.024954177866165248
ACH-000146,0.16552446740270038
ACH-000148,0.2904104703092508
ACH-000150,0.2532307882036205
ACH-000152,0.19445509384120008
ACH-000153,0.4256732105866741
ACH-000159,0.20267948695252044
ACH-000160,0.11722615798439365
ACH-000163,0.2578578681841539
