,TMIGD1 (388364)
ACH-000004,-0.2978783214105134
ACH-000005,-0.2713868398067511
ACH-000007,0.008369066852497388
ACH-000009,-0.1662714629675927
ACH-000011,0.02750474251058777
ACH-000012,-0.04243685157009253
ACH-000013,-0.18085575278659105
ACH-000014,-0.004955209658355108
ACH-000015,-0.006317458200971591
ACH-000017,-0.1227992459920562
ACH-000018,-0.000163001617253358
ACH-000019,-0.04741353689405954
ACH-000021,-0.13829617750794218
ACH-000022,-0.17115908402354718
ACH-000025,-0.04574733938608114
ACH-000028,-0.0954122815201436
ACH-000030,-0.1157079110670774
ACH-000035,-0.3578176471290237
ACH-000036,-0.22888002398690654
ACH-000037,-0.0433809190282168
ACH-000039,-0.1635140715149989
ACH-000040,-0.2669865658970373
ACH-000041,-0.1969746515358412
ACH-000042,-0.10325953516675178
ACH-000045,-0.026274498171028303
ACH-000047,-0.11774344016814425
ACH-000052,0.00894866347258656
ACH-000053,-0.11529098143966818
ACH-000054,-0.058163960724528486
ACH-000055,-0.2957724825423079
ACH-000060,-0.16094305683569926
ACH-000067,-0.015651843621742715
ACH-000070,-0.07271426568437825
ACH-000075,-0.2196574583193016
ACH-000078,-0.17034441918397888
ACH-000082,-0.12882425837170045
ACH-000085,-0.04610107258485868
ACH-000086,-0.19843935090317116
ACH-000087,0.1188131340366195
ACH-000092,-0.047608316844474
ACH-000095,-0.19933365468474065
ACH-000097,-0.08036611636493006
ACH-000098,-0.15595093637579238
ACH-000099,-0.1009196675968406
ACH-000108,-0.1981302389968435
ACH-000113,-0.06431789816142884
ACH-000116,-0.13433466819114087
ACH-000118,0.03439943362192818
ACH-000120,0.08491994283386367
ACH-000123,-0.20409394803007155
ACH-000127,-0.0619916153538497
ACH-000128,-0.2167942436628811
ACH-000132,-0.017269180264900083
ACH-000133,-0.16120120902686486
ACH-000137,-0.20796168979809815
ACH-000138,0.014862263949192463
ACH-000142,-0.18517980920193874
ACH-000143,-0.2066602267413845
ACH-000146,-0.028994580771861667
ACH-000148,-0.12804968875024753
ACH-000150,0.08839960865442087
ACH-000152,-0.0962115231808002
ACH-000153,-0.16703980560426984
ACH-000159,-0.22810950700204025
ACH-000160,-0.19977201974012335
ACH-000163,-0.15682731301919567
ACH-000167,-0.3949136644646096
ACH-000168,-0.155025782345951
ACH-000169,-0.11745725945650885
ACH-000178,-0.15878388267013271
ACH-000183,-0.1677941762110466
ACH-000188,-0.22218203381096926
ACH-000189,-0.27612550058751434
ACH-000190,-0.20349151044076186
ACH-000198,-0.07273285393156358
ACH-000203,-0.21355442436493974
ACH-000204,-0.1411969882158715
ACH-000206,-0.15272026534989291
ACH-000207,-0.15638617245160644
ACH-000208,-0.008381262482762527
ACH-000210,-0.1630369490142816
ACH-000211,-0.12199446725134727
ACH-000215,-0.17042205677753147
ACH-000221,-0.22009180717679472
ACH-000222,0.2590627559077597
ACH-000223,-0.10721592550652352
ACH-000226,-0.1832312790117357
ACH-000227,-0.00205983716039633
ACH-000228,-0.0986393202534694
ACH-000231,-0.12527483139002246
ACH-000232,-0.11075678485852522
ACH-000233,-0.1913657396663992
ACH-000234,-0.05487571773150048
ACH-000235,-0.1306756745645736
ACH-000237,-0.061221326805659525
ACH-000238,-0.1384583782716946
ACH-000242,-0.2818277252587038
ACH-000243,-0.13870203154928462
ACH-000244,-0.5237650244373715
ACH-000246,-0.09928650902283814
ACH-000248,-0.10501741530169234
ACH-000250,-0.11364345919421705
ACH-000251,0.0
ACH-000252,-0.2378392781199139
ACH-000253,0.029535391344167036
ACH-000255,-0.17394036559629233
ACH-000256,-0.17609723633506988
ACH-000257,-0.32375566026890834
ACH-000258,-0.2612901254971939
ACH-000259,-0.10382993618153348
ACH-000260,-0.026402396916341074
ACH-000261,0.016450731261477326
ACH-000262,-0.2282793670493109
ACH-000263,-0.14389390630788645
ACH-000264,-0.16671969048820934
ACH-000265,-0.1308011694003407
ACH-000266,-0.07945513967322312
ACH-000272,-0.1455025998613136
ACH-000274,-0.2432504556770511
ACH-000277,0.07634516624206282
ACH-000278,-0.0475206484037696
ACH-000279,-0.18480562991001853
ACH-000280,-0.12943174078803754
ACH-000281,-0.0562782668540068
ACH-000288,-0.2880250695917193
ACH-000291,-0.025697966077400904
ACH-000293,-0.19184103500371405
ACH-000294,-0.26364093735115113
ACH-000295,-0.21337259176873813
ACH-000296,-0.26825645696329625
ACH-000302,-0.16512948002739686
ACH-000304,-0.03279074554376634
ACH-000307,-0.16838708593874005
ACH-000308,-0.06459670697171936
ACH-000310,-0.1947534127090707
ACH-000311,-0.14100694467834896
ACH-000312,-0.05829172971977015
ACH-000315,-0.15700000237485934
ACH-000316,-0.21409260354505533
ACH-000317,-0.3069786582078366
ACH-000318,-0.2312788004581568
ACH-000319,-0.1177498455860924
ACH-000320,-0.04692417963462557
ACH-000322,-0.16090142136756058
ACH-000323,-0.11903022287834535
ACH-000324,-0.11576322576146432
ACH-000329,-0.09096412472393386
ACH-000330,-0.16714945912645282
ACH-000331,-0.08742858200873498
ACH-000332,-0.07843966899808945
ACH-000334,-0.06991969477370147
ACH-000335,-0.06269508831653609
ACH-000336,-0.04002371473783276
ACH-000337,-0.2805621481525628
ACH-000338,0.3102342819288953
ACH-000339,-0.07231375116915119
ACH-000341,-0.14287289749858506
ACH-000348,-0.22134594109169706
ACH-000350,-0.3078689444865543
ACH-000352,-0.0017969107311286067
ACH-000356,-0.15668002362470304
ACH-000361,-0.2418946605470976
ACH-000362,-0.0685057368070448
ACH-000363,-0.1705441631629974
ACH-000364,-0.09711448911442554
ACH-000365,-0.2282559527238532
ACH-000366,-0.19389720444249367
ACH-000368,-0.030479279574862232
ACH-000374,-0.10048275384593147
ACH-000375,-0.41469946777901895
ACH-000376,0.013856987437985224
ACH-000381,-0.18645548672237375
ACH-000383,-0.1919561988883905
ACH-000387,-0.048255657682663766
ACH-000389,-0.10157112992428664
ACH-000390,-0.13023911168256389
ACH-000393,0.0027679372185575005
ACH-000395,0.02490111035109208
ACH-000396,0.00879331989671227
ACH-000397,0.06742914048790116
ACH-000401,-0.11252036485771463
ACH-000402,-0.13778605274483754
ACH-000403,-0.17927985218311246
ACH-000404,-0.14451118844725938
ACH-000406,-0.053485431781017896
ACH-000407,-0.13347491143798895
ACH-000408,-0.34067983030420995
ACH-000410,-0.04199558749459318
ACH-000411,-0.12507362507920047
ACH-000414,-0.08880603071043472
