,ANK2 (287)
ACH-000004,0.12667808942962352
ACH-000005,0.015575481421658259
ACH-000007,-0.10585414949890727
ACH-000009,0.20525565969459306
ACH-000011,0.05567164068405578
ACH-000012,0.13541721826930647
ACH-000013,0.23583442086531925
ACH-000014,0.12741926800765496
ACH-000015,0.08810091477017144
ACH-000017,0.11531640699340699
ACH-000018,0.02563385215506913
ACH-000019,0.047117533126132254
ACH-000021,0.1060618559389813
ACH-000022,0.22050205013702665
ACH-000025,0.2362058072305468
ACH-000028,-0.03291578489605543
ACH-000030,0.166975853656686
ACH-000035,0.10129199252788393
ACH-000036,0.2510494489698058
ACH-000037,0.25974209226287825
ACH-000039,0.10768529927217513
ACH-000040,0.11185669807584007
ACH-000041,0.09018509802472448
ACH-000042,0.0810474805981196
ACH-000045,0.17247887372361115
ACH-000047,0.06426656651960759
ACH-000052,0.07218566714796221
ACH-000053,0.1560774029420395
ACH-000054,0.16865111939108074
ACH-000055,0.10062927945573497
ACH-000060,0.07881354552629435
ACH-000067,0.06376515407053776
ACH-000070,0.15093336752904676
ACH-000075,0.06554660637270822
ACH-000078,0.13764868724602228
ACH-000082,0.17356100716902584
ACH-000085,0.19322879383686528
ACH-000086,0.07820061794813933
ACH-000087,-0.11591213263599275
ACH-000092,0.033542893016132995
ACH-000095,0.02772170935116953
ACH-000097,0.05434527906955328
ACH-000098,0.043978511005919485
ACH-000099,0.21407821936248536
ACH-000108,0.1068248933642706
ACH-000113,0.1868624049209223
ACH-000116,0.14143645610600014
ACH-000118,0.28344876951147363
ACH-000120,-0.013813487152569076
ACH-000123,0.02962963999270635
ACH-000127,0.13554779658843336
ACH-000128,0.10372130114118902
ACH-000132,0.11081728628787883
ACH-000133,0.17356808591285874
ACH-000137,0.2085594380154676
ACH-000138,0.20058632347193994
ACH-000142,0.07095638985729819
ACH-000143,-0.027888657504110882
ACH-000146,0.11168458345788286
ACH-000148,0.032782309505243606
ACH-000150,0.2223219010311493
ACH-000152,0.06282148872704893
ACH-000153,0.08623177935617425
ACH-000159,0.011313952728978572
ACH-000160,0.14194478494749618
ACH-000163,0.2239238660501716
ACH-000167,0.07838387971759156
ACH-000168,0.11060174848471883
ACH-000169,0.12653987353509816
ACH-000178,0.1278422185234624
ACH-000183,0.1583537292205467
ACH-000188,0.07779588413637206
ACH-000189,0.15844094602609948
ACH-000190,0.1221296402155083
ACH-000198,0.12849124367315531
ACH-000203,0.4146907918215516
ACH-000204,0.2102419053141508
ACH-000206,0.18002154128986844
ACH-000207,0.21004767135322652
ACH-000208,-0.06286629910510272
ACH-000210,0.15654272858218632
ACH-000211,0.0843483309442925
ACH-000215,0.045448291048077016
ACH-000221,0.25807093268280273
ACH-000222,0.25567735441000644
ACH-000223,0.10422123730972828
ACH-000226,0.1394902685568545
ACH-000227,0.14329630002478025
ACH-000228,0.1509015757401038
ACH-000231,0.1119140143407274
ACH-000232,0.06608672304330558
ACH-000233,0.1374583691714099
ACH-000234,0.08899302554078893
ACH-000235,0.1958815709406854
ACH-000237,0.1730524778564675
ACH-000238,0.17075483085810986
ACH-000242,0.18232874180304398
ACH-000243,0.10978598586774588
ACH-000244,0.0997249829293223
ACH-000246,0.2561461567474652
ACH-000248,0.16565304877937784
ACH-000250,0.08977561593967644
ACH-000251,0.015704403680013298
ACH-000252,0.09583965591995153
ACH-000253,0.09651103410977256
ACH-000255,0.042625495083936184
ACH-000256,0.23238716063645884
ACH-000257,-0.03821561584637921
ACH-000258,0.102661468097954
ACH-000259,0.23466491361092
ACH-000260,0.03806151772544472
ACH-000261,0.14264061683771465
ACH-000262,0.34240870951818586
ACH-000263,0.11359629930905996
ACH-000264,0.13917065868081405
ACH-000265,0.1221684583987675
ACH-000266,0.1670428524864299
ACH-000272,0.11371056509158307
ACH-000274,0.060517078921992186
ACH-000277,0.042007942918991965
ACH-000278,0.19728325675428698
ACH-000279,0.13518937174280288
ACH-000280,0.17465831203158927
ACH-000281,0.12525772882599587
ACH-000288,0.14009188289855104
ACH-000291,0.07725823264499175
ACH-000293,0.16271656225270684
ACH-000294,0.055965709291777625
ACH-000295,0.01228840974951638
ACH-000296,-0.03904492914942602
ACH-000302,0.06768774922886364
ACH-000304,0.11486404212141778
ACH-000307,0.10301839289705787
ACH-000308,0.1287126645530229
ACH-000310,0.13617576232364648
ACH-000311,0.07941621248023102
ACH-000312,0.3091801059914357
ACH-000315,0.22100203886265765
ACH-000316,0.10402021756528436
ACH-000317,0.31286462953730704
ACH-000318,0.02915143153098916
ACH-000319,0.008148902739376225
ACH-000320,0.32596967527371296
ACH-000322,0.06024209707778164
ACH-000323,0.21857035303527186
ACH-000324,0.10172530273072236
ACH-000329,0.09807811767520866
ACH-000330,0.100260406016495
ACH-000331,0.21108104418249599
ACH-000332,0.1770972679442425
ACH-000334,0.21851689149296585
ACH-000335,0.2569624335868441
ACH-000336,0.07704936497127311
ACH-000337,-0.028832280194081024
ACH-000338,0.17550969516526085
ACH-000339,0.027565037702721937
ACH-000341,-0.05728006624889821
ACH-000348,0.16056234545508707
ACH-000350,0.1455014844636855
ACH-000352,0.07495033703265958
ACH-000356,0.16925302068278167
ACH-000361,-0.08191866059294688
ACH-000362,-0.03296705015822985
ACH-000363,0.14334011298081714
ACH-000364,0.13256662035839742
ACH-000365,0.058684993647401325
ACH-000366,0.09058192179290757
ACH-000368,0.16452891183008822
ACH-000374,0.06289008670458425
ACH-000375,-0.02959301311825016
ACH-000376,0.10725532422968544
ACH-000381,-0.04735636995779988
ACH-000383,0.1888266830624949
ACH-000387,0.11590641749472964
ACH-000389,0.1815189986667439
ACH-000390,0.09381757542751362
ACH-000393,0.017789990397762374
ACH-000395,0.20181291650278171
ACH-000396,0.10848887722723817
ACH-000397,0.10550507166983172
ACH-000401,-0.008459247720467933
ACH-000402,0.08713311837200638
ACH-000403,0.0645462359364475
ACH-000404,0.17220389400273595
ACH-000406,0.13998731703710807
ACH-000407,0.031581417177942925
ACH-000408,0.2265222821094072
ACH-000410,0.04937480221295257
ACH-000411,0.1038344192741492
ACH-000414,0.10091754276664014
ACH-000415,0.13218179528510732
ACH-000416,0.04575859795174498
ACH-000420,0.0481696850951668
ACH-000421,0.037928121185107314
ACH-000424,0.15770136478696248
ACH-000425,0.07981323897831559
ACH-000426,0.037664595187433786
ACH-000427,0.12200176098788933
ACH-000433,0.11777780180067945
ACH-000435,0.18872650475322011
ACH-000436,0.007503191577634592
ACH-000444,0.12463058331447273
ACH-000445,0.05617392108283523
ACH-000448,0.07444519785908943
ACH-000450,-0.03065772766549874
ACH-000452,0.1184503343512032
ACH-000454,0.12377425529498988
ACH-000458,-0.008326505456559271
ACH-000459,0.15183566237541418
ACH-000460,0.1683358849757877
ACH-000461,0.1208645746070896
ACH-000463,0.04564565536342298
ACH-000464,0.049808358440523406
ACH-000466,0.1491140358945444
ACH-000467,0.08993147435763467
ACH-000468,0.017771530620919698
ACH-000469,0.1493428163696317
ACH-000470,0.0907059393787588
ACH-000471,0.08854886943816442
ACH-000472,0.18206169694271626
ACH-000473,0.166534281476141
ACH-000475,0.10489626313600016
ACH-000476,-0.028656873901855506
ACH-000477,0.29564124910730105
ACH-000479,0.23644601024660555
ACH-000480,-0.03569186892641887
ACH-000481,0.1361810018894849
ACH-000483,-0.09792539284204058
ACH-000484,0.2272428678646305
ACH-000485,0.16442997707172055
ACH-000486,0.16609419493424246
ACH-000487,0.07616070967249189
ACH-000488,0.08326095087328708
ACH-000490,0.24347254585097225
ACH-000491,0.19052411957023627
ACH-000495,0.21789239519136186
ACH-000496,0.017089402195338773
ACH-000499,0.0588294800610489
ACH-000500,-0.10908540636576082
ACH-000502,0.16310354211124695
ACH-000503,0.21057135940505164
ACH-000505,0.13888187232890611
ACH-000507,0.1877401871232936
ACH-000510,0.09658228730841864
ACH-000511,0.19459044030538575
ACH-000512,0.08235451775676389
ACH-000516,0.06878663752448146
ACH-000517,0.1771605444188697
ACH-000518,0.12661534425920054
ACH-000520,0.07390459434371116
ACH-000521,0.2533011010891927
ACH-000522,0.10129941489315336
ACH-000524,0.024225460069655726
ACH-000527,0.1058211084916248
ACH-000528,0.09350316784287638
ACH-000537,0.12440397325968205
ACH-000541,0.23829406980837234
ACH-000542,0.1111620998785356
ACH-000544,0.11318597778780012
ACH-000545,0.020562529770063228
ACH-000547,-0.02188692690582515
ACH-000548,0.0870610070601295
ACH-000549,0.16778342616289504
ACH-000550,0.08148750100161954
ACH-000552,0.11443621478715067
ACH-000556,0.0490865133301889
ACH-000557,0.18233490928968554
ACH-000569,0.04130891787242008
ACH-000570,-0.00615537697500665
ACH-000571,0.2501887157307361
ACH-000573,0.12348558275319302
ACH-000576,0.15993686131975812
ACH-000579,0.186142061392102
ACH-000580,-0.04845265066467621
ACH-000584,0.16742308757763594
ACH-000585,0.17285451339452548
ACH-000588,0.13169522159013136
ACH-000589,0.11992325495831653
ACH-000591,0.290496319890011
ACH-000593,-0.020227899198106046
ACH-000600,-0.024747905178990063
ACH-000601,0.145429579331162
ACH-000605,0.09675809984666048
ACH-000606,0.015065085077989074
ACH-000608,0.10152245592636644
ACH-000614,0.16551237440079775
ACH-000616,0.06305951166910569
ACH-000618,0.07916448958170465
ACH-000619,0.09565230626509158
ACH-000620,0.0027499861578507323
ACH-000621,0.09884217896229396
ACH-000622,0.01401581330593642
ACH-000623,0.09051694682288776
ACH-000624,0.06499323035423551
ACH-000627,0.1462979563574542
ACH-000630,0.09037768476909326
ACH-000631,0.2031363311872134
ACH-000632,0.2701243706090851
ACH-000633,0.11366179939325473
ACH-000637,0.24347593639865314
ACH-000638,-0.012458454518510636
ACH-000646,0.1781114298263167
ACH-000647,0.09285057523590734
ACH-000648,0.05943819383758421
ACH-000649,0.004439058421400156
ACH-000651,0.06637141949877337
ACH-000652,0.09136981821980407
ACH-000653,0.21691755080581207
ACH-000657,0.09437594750361264
ACH-000658,0.13081327533826995
ACH-000661,0.12160657191571833
ACH-000662,0.04420908654459283
ACH-000663,0.1890828592022358
ACH-000665,0.14366828854585728
ACH-000671,-0.0027625475212126435
ACH-000672,0.07677109756346216
ACH-000673,0.12129696948487464
ACH-000676,0.058252437474044724
ACH-000677,0.07816757553170109
ACH-000681,0.29370681888382816
ACH-000683,0.09958652569924642
ACH-000684,0.08414202497755235
ACH-000688,0.13728229929022112
ACH-000693,0.0754625050208795
ACH-000694,0.09650736406302568
ACH-000695,0.08638035512725631
ACH-000696,0.1790064674865224
ACH-000697,-0.1351546293466916
