,KPTN (11133)
ACH-000004,0.002952580907212148
ACH-000005,-0.187507371467827
ACH-000007,0.14937629917565864
ACH-000009,0.02099277305501564
ACH-000011,0.14037396247133227
ACH-000012,-0.00758670078074367
ACH-000013,-0.19804287399364093
ACH-000014,0.11477909437458934
ACH-000015,-0.056458645934840436
ACH-000017,-0.015350190950922804
ACH-000018,-0.07682794669539005
ACH-000019,-0.04274898996184366
ACH-000021,-0.007976453637925134
ACH-000022,-0.10782656397444264
ACH-000025,0.16286026612141655
ACH-000028,-0.008587266400841067
ACH-000030,-0.0876268007647429
ACH-000035,0.05003851349128899
ACH-000036,0.2575215987851581
ACH-000037,0.03390523180676741
ACH-000039,-0.042129715004882884
ACH-000040,-0.0063094072912286605
ACH-000041,-0.28016390477786063
ACH-000042,-0.06951255534183041
ACH-000045,0.1738075985858565
ACH-000047,-0.06444621284782953
ACH-000052,-0.1504520317401052
ACH-000053,-0.2986380752239354
ACH-000054,-0.045057314594144963
ACH-000055,-0.03353321429349622
ACH-000060,0.07502574664440519
ACH-000067,0.06855461271287462
ACH-000070,-0.11338479822563287
ACH-000075,-0.08229555415080238
ACH-000078,-0.0048096107425496205
ACH-000082,-0.03639836337306202
ACH-000085,-0.03306742625035921
ACH-000086,0.014809420935597997
ACH-000087,-0.2294512270308157
ACH-000092,0.08193551064936322
ACH-000095,-0.17141705841737478
ACH-000097,-0.19540777096384976
ACH-000098,-0.06281413390941999
ACH-000099,-0.04829320718450653
ACH-000108,-0.031136434320963836
ACH-000113,-0.013745593669960705
ACH-000116,0.06456862925782897
ACH-000118,-0.0638240734801225
ACH-000120,-0.16398627802129845
ACH-000123,-0.015368484259393054
ACH-000127,-0.07339993913304484
ACH-000128,0.247924319746172
ACH-000132,0.18601996171471155
ACH-000133,-0.07308929598810279
ACH-000137,-0.06309060326801008
ACH-000138,-0.06996539223861763
ACH-000142,-0.11903152305220265
ACH-000143,-0.08686742638404707
ACH-000146,-0.06479060227348536
ACH-000148,0.17644108478499104
ACH-000150,-0.2822294481912139
ACH-000152,-0.006031799683209657
ACH-000153,0.05841849005677625
ACH-000159,-0.00717995473233567
ACH-000160,-0.06317024246432905
ACH-000163,0.0006473998926611352
ACH-000167,0.19047628814125755
ACH-000168,-0.01594585904519064
ACH-000169,0.10361790413131623
ACH-000178,0.09425267356765336
ACH-000183,-0.038607189456912855
ACH-000188,0.039511292877189706
ACH-000189,0.013644867838954312
ACH-000190,-0.2022266617939469
ACH-000198,-0.1335314577853818
ACH-000203,-0.09929259847460993
ACH-000204,0.0902605714146592
ACH-000206,-0.1411552955063925
ACH-000207,-0.06955108999848095
ACH-000208,-0.07366415363036698
ACH-000210,0.15218461627157462
ACH-000211,0.044551865111691034
ACH-000215,0.02217952172737413
ACH-000221,-0.050095613054072695
ACH-000222,0.02410191587494014
ACH-000223,0.06553734237555528
ACH-000226,0.11059194816624196
ACH-000227,-0.0006834744775780145
ACH-000228,-0.04155107724324118
ACH-000231,0.09591471352308764
ACH-000232,0.13419795284352326
ACH-000233,-0.016034144469407575
ACH-000234,0.054428790731268065
ACH-000235,-0.06550897181827994
ACH-000237,-0.1177792562680422
ACH-000238,0.027321979607551374
ACH-000242,0.20800510269213174
ACH-000243,0.06103875498506672
ACH-000244,0.2190479092971632
ACH-000246,0.008659653392058595
ACH-000248,-0.012858286501730626
ACH-000250,0.05455303990800822
ACH-000251,-0.0002203340956886805
ACH-000252,-0.03481537772477384
ACH-000253,-0.045441950829581024
ACH-000255,-0.028426051413837226
ACH-000256,0.1433900686680589
ACH-000257,-0.1851426262474679
ACH-000258,0.08879281650879498
ACH-000259,-0.07116276820459502
ACH-000260,-0.04183038899576524
ACH-000261,-0.06965508546680674
ACH-000262,-0.023944812614250847
ACH-000263,-0.14411245318086666
ACH-000264,0.121744782795041
ACH-000265,-0.04477089607397605
ACH-000266,-0.05042645518263606
ACH-000272,0.07910802361974921
ACH-000274,0.018939394234890758
ACH-000277,-0.038288657260499424
ACH-000278,0.1603243166799354
ACH-000279,0.0073506877163548295
