,CD163L1 (283316)
ACH-000004,0.20254929802926214
ACH-000005,0.054540998063460314
ACH-000007,0.20544669576892466
ACH-000009,0.10501274647864788
ACH-000011,0.2537280528807892
ACH-000012,0.3076835550325732
ACH-000013,0.2715803173338518
ACH-000014,0.22579617211170716
ACH-000015,0.14169010209234115
ACH-000017,0.1922303034503325
ACH-000018,0.12520881001054712
ACH-000019,0.1761616379987246
ACH-000021,0.15754256607259262
ACH-000022,0.2262554679840333
ACH-000025,0.16456530777953654
ACH-000028,0.3286885526994733
ACH-000030,0.17324745041004586
ACH-000035,0.3689420588819194
ACH-000036,0.3034656872733355
ACH-000037,0.2258941956290277
ACH-000039,0.2049238107758332
ACH-000040,0.30253207603319593
ACH-000041,0.08275423149191823
ACH-000042,0.1877485146623434
ACH-000045,0.13373765060687695
ACH-000047,0.2758128946044649
ACH-000052,0.1931328571056818
ACH-000053,0.2772667766506115
ACH-000054,0.2273670458077203
ACH-000055,0.19616875199322767
ACH-000060,0.2080308931596728
ACH-000067,0.2688071993071162
ACH-000070,0.14365100895623412
ACH-000075,0.3840865724438318
ACH-000078,0.2641556600869049
ACH-000082,0.2594236719968757
ACH-000085,0.17694447508354771
ACH-000086,0.11910090073674448
ACH-000087,0.3542224938034028
ACH-000092,0.23602514856465925
ACH-000095,0.17898040773007867
ACH-000097,0.2709182711906296
ACH-000098,0.208832958379662
ACH-000099,0.17117954499555407
ACH-000108,0.20151558329062727
ACH-000113,0.15112640507916753
ACH-000116,0.20579092485170475
ACH-000118,0.2108792717865645
ACH-000120,0.05716513915214974
ACH-000123,0.19763717753079288
ACH-000127,0.27023104249197194
ACH-000128,0.2408148224226888
ACH-000132,0.2479977120451973
ACH-000133,0.2183783385463417
ACH-000137,0.21779451955955514
ACH-000138,0.21559912181655705
ACH-000142,0.1900050518800093
ACH-000143,0.04729300897857941
ACH-000146,0.18643699590007504
ACH-000148,0.15460270006128388
ACH-000150,0.2682815696554211
ACH-000152,0.2550423004285916
ACH-000153,0.18858454074443767
ACH-000159,0.2754540779205568
ACH-000160,0.20744549911479404
ACH-000163,0.2164521146288123
ACH-000167,0.0067281577094902645
ACH-000168,0.33322722698643825
ACH-000169,0.0915140342418563
ACH-000178,0.2672190663241491
ACH-000183,0.2788908092099263
ACH-000188,0.2388346318172141
ACH-000189,0.1470154339537013
ACH-000190,0.26116854098722025
ACH-000198,0.17706444768221474
ACH-000203,0.3667847460335144
ACH-000204,0.2456053503515232
ACH-000206,0.17457978086612236
ACH-000207,0.2001929180772064
ACH-000208,0.2384960255014083
ACH-000210,0.08479857302991305
ACH-000211,0.20566137052666936
ACH-000215,0.12962027288388978
ACH-000221,0.08592568938283876
ACH-000222,0.1707363989827919
ACH-000223,0.15535378541213532
ACH-000226,0.09427273080154888
ACH-000227,0.18480463325695926
ACH-000228,0.1516085147554549
ACH-000231,0.25222591572205805
ACH-000232,0.12775090584722126
ACH-000233,0.10968096620419598
ACH-000234,0.19607165223906048
ACH-000235,0.22751184753454226
ACH-000237,0.1655985971017821
ACH-000238,0.20923223251390247
ACH-000242,0.6254059506458488
ACH-000243,0.25665719145470306
ACH-000244,0.3870406316806683
ACH-000246,0.1856012026673366
ACH-000248,0.19494629649209205
ACH-000250,0.18078308927336634
ACH-000251,0.061054530733556725
ACH-000252,0.12004599376706596
ACH-000253,0.2533079361479962
ACH-000255,0.10663563524414137
ACH-000256,0.19384472999653865
ACH-000257,0.19075224489296608
ACH-000258,0.15947128059204954
ACH-000259,0.20672769411116226
ACH-000260,0.23485083395454626
