,ITGA4 (3676)
ACH-000004,-0.5154119719937021
ACH-000005,-0.21220530169191995
ACH-000007,-0.3533982382199569
ACH-000009,-0.33075991901903834
ACH-000011,-0.4068701903797538
ACH-000012,-0.19850078291640647
ACH-000013,-0.2757746920552249
ACH-000014,-0.02004683782577949
ACH-000015,-0.16938605049377284
ACH-000017,-0.12158745575610412
ACH-000018,-0.3763839571543418
ACH-000019,-0.16222184433134068
ACH-000021,-0.06710421966543535
ACH-000022,-0.2936278045378125
ACH-000025,-0.2377066079540967
ACH-000028,-0.15601150720359802
ACH-000030,-0.3765953566472723
ACH-000035,-0.035789696876760285
ACH-000036,-0.02082704166643081
ACH-000037,-0.2871657501885265
ACH-000039,-0.4309190261434637
ACH-000040,-0.33909453222136443
ACH-000041,-0.21462201158555635
ACH-000042,-0.3430519763499483
ACH-000045,-0.15043416366639473
ACH-000047,-0.3696307281585695
ACH-000052,-0.4824181754364724
ACH-000053,-0.18249945400651807
ACH-000054,-0.21270108221844056
ACH-000055,-0.2933868253101569
ACH-000060,-0.2408165953793737
ACH-000067,-0.1325701246370637
ACH-000070,-0.11066866864635458
ACH-000075,-0.034654032702509704
ACH-000078,-0.09239266316744996
ACH-000082,-0.2947320146611788
ACH-000085,-0.2740146078508192
ACH-000086,-0.13543175883412445
ACH-000087,-0.4016463512288416
ACH-000092,-0.3585962088524366
ACH-000095,-0.30195544500643434
ACH-000097,-0.23488343986664775
ACH-000098,-0.3223115709837434
ACH-000099,0.037220675337743134
ACH-000108,-0.3599847509925612
ACH-000113,-0.181116437457492
ACH-000116,-0.26175197418454393
ACH-000118,-0.27922195464241023
ACH-000120,-0.2985212662504338
ACH-000123,-0.31714095136986165
ACH-000127,-0.3210160488626899
ACH-000128,-0.2506756029177685
ACH-000132,-0.25391045158461645
ACH-000133,-0.25983109942899457
ACH-000137,-0.3587906556022025
ACH-000138,-0.21944695921956647
ACH-000142,-0.1521784816276011
ACH-000143,-0.2501079146241413
ACH-000146,-0.2303449672796128
ACH-000148,-0.17648153897811014
ACH-000150,-0.007829875393495465
ACH-000152,-0.2374148752883321
ACH-000153,-0.4140328410209455
ACH-000159,-0.3515193731109496
ACH-000160,-0.2952844846590423
ACH-000163,-0.16642026625532425
ACH-000167,-0.5688664325825392
ACH-000168,-0.5010758802750704
ACH-000169,-0.06617556554095685
ACH-000178,-0.28476789021340976
ACH-000183,-0.18447991165386354
ACH-000188,-0.15933438688604687
ACH-000189,-0.26594344887831445
ACH-000190,-0.2366300305604547
