,LIPK (643414)
ACH-000004,0.03056518403159131
ACH-000005,-0.019831802761600483
ACH-000007,0.054135697198739306
ACH-000009,0.008698545660125723
ACH-000011,-0.040820502107186914
ACH-000012,0.12104935896448628
ACH-000013,0.0586734534959397
ACH-000014,0.11910488146506296
ACH-000015,0.038772956828394864
ACH-000017,-0.008749399447457874
ACH-000018,0.11404099378111925
ACH-000019,-0.004490309228367543
ACH-000021,0.02167557094849513
ACH-000022,-0.022965318455158958
ACH-000025,-0.2397134019641143
ACH-000028,-0.01765787467521492
ACH-000030,-0.033840267670312334
ACH-000035,-0.05045411576808465
ACH-000036,0.015621923714325575
ACH-000037,0.04894739065450632
ACH-000039,-0.07787881459699306
ACH-000040,0.11588857897471785
ACH-000041,-0.022783769210136817
ACH-000042,-0.1100655619051048
ACH-000045,-0.10112216390641207
ACH-000047,-0.0322966944268991
ACH-000052,-0.04904172315860417
ACH-000053,-0.011751399407236863
ACH-000054,0.06205060977947021
ACH-000055,-0.12333830382160316
ACH-000060,-0.09634162641790484
ACH-000067,0.10801176300109096
ACH-000070,-0.03385028552804768
ACH-000075,0.09198855933236348
ACH-000078,-0.08630506355305224
ACH-000082,0.012337003699821266
ACH-000085,0.035257430197703984
ACH-000086,-0.157091412865715
ACH-000087,-0.02781723475804228
ACH-000092,0.1141103391097838
ACH-000095,-0.04026344781538915
ACH-000097,-0.0064028928500031185
ACH-000098,0.025958543307611888
ACH-000099,0.02866292394763842
ACH-000108,-0.041170504653790366
ACH-000113,0.03949993625243466
ACH-000116,0.007670485922876908
ACH-000118,-0.08456631697846452
ACH-000120,0.008329487054962503
ACH-000123,0.08910470131951513
ACH-000127,-0.0840123344995758
ACH-000128,0.003296773319865609
ACH-000132,-0.05956815209606636
ACH-000133,-0.14249978516184686
ACH-000137,0.039013663173806834
ACH-000138,0.1522574442619875
ACH-000142,0.13433492584484838
ACH-000143,-0.044680507872482116
ACH-000146,-0.013095824510771178
ACH-000148,0.0055213247338853355
ACH-000150,0.009524565598800615
ACH-000152,-0.08488136643564359
ACH-000153,0.0743356436642098
ACH-000159,0.02826277093354853
ACH-000160,-0.1114239893315023
ACH-000163,0.012663044132679064
ACH-000167,-0.2027768894230944
ACH-000168,-0.14692334721898856
ACH-000169,-0.04378896109531248
ACH-000178,-0.04291071928229293
ACH-000183,-0.12457209034964267
ACH-000188,0.04139998143165432
ACH-000189,0.2606804729886005
ACH-000190,0.016853133052530462
ACH-000198,-0.08023680721569085
ACH-000203,-0.18436544401639696
ACH-000204,-0.14404633684629772
ACH-000206,0.023618010544698927
ACH-000207,0.060518919935777175
ACH-000208,0.2220424950769185
ACH-000210,-0.04227984629803688
ACH-000211,-0.02832913938233149
ACH-000215,-0.02730362550768483
ACH-000221,0.16109680731953105
ACH-000222,0.1376197308777914
ACH-000223,-0.010218892109779179
ACH-000226,0.026773929803748174
ACH-000227,-0.053872499953144866
ACH-000228,-0.13152899215162486
ACH-000231,0.11276206168858025
ACH-000232,-0.08360270588497679
