,GOT1 (2805)
ACH-000004,0.02546638254414155
ACH-000005,0.2198918163256725
ACH-000007,-0.018061726428188884
ACH-000009,-0.14078480737147595
ACH-000011,0.01096842669420752
ACH-000012,-0.2253944543211179
ACH-000013,0.056934038032420226
ACH-000014,0.0385088839850888
ACH-000015,-0.06763785042953926
ACH-000017,0.3257378218189864
ACH-000018,-0.10314727718711426
ACH-000019,0.02335362824151103
ACH-000021,0.05527406342328132
ACH-000022,0.0842587684355907
ACH-000025,0.010721859436770186
ACH-000028,0.06085214697747965
ACH-000030,-0.059444755745993325
ACH-000035,-0.04365974214854742
ACH-000036,0.1012130925784866
ACH-000037,0.010267854270601891
ACH-000039,0.1753627516983629
ACH-000040,-0.15497523086728748
ACH-000041,-0.05626421170767165
ACH-000042,0.0039363633820219054
ACH-000045,-0.3357848515047964
ACH-000047,-0.1120411026004016
ACH-000052,-0.2766249596772094
ACH-000053,0.05590764215687258
ACH-000054,-0.049312449257804335
ACH-000055,0.003571013306287929
ACH-000060,-0.012918204472863615
ACH-000067,-0.25222303644540284
ACH-000070,0.13975982684928848
ACH-000075,0.09787498116514284
ACH-000078,0.21835807044532451
ACH-000082,-0.00800392660045678
ACH-000085,-0.21497848287868115
ACH-000086,-0.06462644201554173
ACH-000087,0.12066180387504513
ACH-000092,-0.041581320374417856
ACH-000095,-0.013250941453329829
ACH-000097,0.12840424856540122
ACH-000098,0.0539930264465697
ACH-000099,-0.023492999691208497
ACH-000108,0.05843720025375197
ACH-000113,0.018725345807257498
ACH-000116,-0.012421614731595507
ACH-000118,-0.00677792538278991
ACH-000120,-0.1419547332748103
ACH-000123,-0.034303986303693815
ACH-000127,-0.08984094853463627
ACH-000128,0.054093688991114185
ACH-000132,-0.013859681925824308
ACH-000133,0.11577882145328645
ACH-000137,0.06414423215657906
ACH-000138,0.060667692635351024
ACH-000142,0.11520272292596535
ACH-000143,-0.0992050978015984
ACH-000146,0.1013904548658352
ACH-000148,0.28815849551279793
ACH-000150,-0.13517897074476729
ACH-000152,-0.01801632964288801
ACH-000153,-0.12854917217419629
ACH-000159,-0.013285167246666806
ACH-000160,0.42344321706381866
ACH-000163,0.029992739535916236
ACH-000167,0.9847381554910419
ACH-000168,0.061906581680398226
ACH-000169,-0.0576798854631955
ACH-000178,0.09139361407412304
ACH-000183,-0.13166525653711258
ACH-000188,-0.09411246965185333
ACH-000189,-0.04131448957523134
ACH-000190,0.3400644451998228
ACH-000198,0.00851724738508924
ACH-000203,0.03842927187126259
ACH-000204,0.0035686801886175017
ACH-000206,-0.04239718279641736
ACH-000207,-0.15847543936046024
ACH-000208,-0.14078873662635094
ACH-000210,0.06827461023958807
ACH-000211,0.0736280822119713
ACH-000215,0.07901704274110287
ACH-000221,0.3475608321227425
ACH-000222,0.11206464100027703
ACH-000223,-0.05927717641651905
ACH-000226,-0.10067244257377203
ACH-000227,0.09345380068705736
ACH-000228,0.007036924739742441
ACH-000231,-0.014896906206726884
ACH-000232,0.12348096523625672
ACH-000233,0.11810336313661005
ACH-000234,-0.04698127889955615
ACH-000235,-0.009490364398415236
ACH-000237,-0.04198645076798012
ACH-000238,0.028405212784446108
ACH-000242,-0.3626942953689708
ACH-000243,0.011665102455151387
ACH-000244,0.02431059528198653
ACH-000246,-0.06674040639994815
ACH-000248,0.04503255724788478
ACH-000250,-0.07109240569582903
ACH-000251,-0.030423779099090182
ACH-000252,-0.14999635974366415
ACH-000253,-0.2093678947655706
ACH-000255,-0.007512941963611256
ACH-000256,-0.03161699086812246
ACH-000257,-0.3840827536457699
ACH-000258,-0.16402653051646562
ACH-000259,-0.037050864620797014
ACH-000260,-0.020426210128062682
ACH-000261,0.39104184535004255
ACH-000262,-0.03169188771896169
ACH-000263,-0.10885134871981858
ACH-000264,0.1346047537210332
ACH-000265,-0.09328361210951656
ACH-000266,0.0822918444236861
ACH-000272,0.03093607292373398
ACH-000274,-0.023866438366017786
ACH-000277,0.10280851321268436
ACH-000278,0.08114208014153447
ACH-000279,-0.08820721840350154
ACH-000280,-0.07340810109267529
ACH-000281,-0.10558074213844418
ACH-000288,-0.06069608518971244
ACH-000291,-0.021765859539471855
ACH-000293,-0.05141047871018898
ACH-000294,-0.180467937784256
ACH-000295,0.0972127081162962
ACH-000296,0.029431134829350638
ACH-000302,0.09744023341108962
ACH-000304,0.13652415769648
ACH-000307,-0.010501868269662358
ACH-000308,0.12167058478843075
ACH-000310,0.11630109591969227
ACH-000311,-0.021023024473471437
ACH-000312,0.054276628727255
ACH-000315,-0.07220337834514212
ACH-000316,-0.14869769923552795
ACH-000317,-0.17629154722331494
ACH-000318,0.065473215072291
ACH-000319,-0.04492706365459834
ACH-000320,-0.01588633454024604
ACH-000322,-0.08376692880986775
