,YKT6 (10652)
ACH-000004,-1.112876114723523
ACH-000005,-1.030522462988824
ACH-000007,-1.1582885094951247
ACH-000009,-1.1200466031651115
ACH-000011,-0.8695896502236563
ACH-000012,-1.060596540207135
ACH-000013,-1.1537130291530715
ACH-000014,-1.0380384962292235
ACH-000015,-1.1477726819938974
ACH-000017,-0.9339112903804908
ACH-000018,-1.0912573150572742
ACH-000019,-1.1786784513002326
ACH-000021,-1.1151848250719922
ACH-000022,-1.1560951239154502
ACH-000025,-0.8718550731267174
ACH-000028,-0.9388564092912031
ACH-000030,-1.000643538520813
ACH-000035,-1.1059432534090383
ACH-000036,-0.9992081184032616
ACH-000037,-0.8888371901300862
ACH-000039,-1.005091090948077
ACH-000040,-0.9826113150885896
ACH-000041,-1.0868511857813608
ACH-000042,-1.0665560543879915
ACH-000045,-0.9587084930443144
ACH-000047,-0.9459065928483646
ACH-000052,-1.1909384599995456
ACH-000053,-1.2044044662297888
ACH-000054,-1.0147881545949475
ACH-000055,-1.1613296455988984
ACH-000060,-1.1946003882845038
ACH-000067,-0.4432926047792815
ACH-000070,-0.9378777869452456
ACH-000075,-0.9424668814851664
ACH-000078,-0.9363739835645448
ACH-000082,-1.443395235683203
ACH-000085,-1.0797505513657335
ACH-000086,-1.1769837824693992
ACH-000087,-0.8857447767675735
ACH-000092,-1.2474604519450367
ACH-000095,-1.1589676471170864
ACH-000097,-1.175750876917385
ACH-000098,-1.0975386195636565
ACH-000099,-0.9334937428296448
ACH-000108,-1.097815659301153
ACH-000113,-0.8548694787370785
ACH-000116,-1.0393282093819247
ACH-000118,-1.1519618820347433
ACH-000120,-0.9627273512946004
ACH-000123,-1.0670511848398494
ACH-000127,-1.1834988554887798
ACH-000128,-1.0487716557326272
ACH-000132,-1.134903984040949
ACH-000133,-1.1177079479922574
ACH-000137,-0.8222629940680344
ACH-000138,-1.0501817138121443
ACH-000142,-1.1271586896006232
ACH-000143,-1.097416587964935
ACH-000146,-1.1006512853480337
ACH-000148,-1.163216895147107
ACH-000150,-1.1297274719485428
ACH-000152,-1.2346440091987971
ACH-000153,-1.3353439840964858
ACH-000159,-1.0447702049916447
ACH-000160,-1.268245503625052
ACH-000163,-0.9954995380290722
ACH-000167,-1.2648465249188665
ACH-000168,-0.9845347946189263
ACH-000169,-1.16071841220871
ACH-000178,-1.0031256398048949
ACH-000183,-1.1919967178347326
ACH-000188,-0.9350736171137126
ACH-000189,-1.330133509857529
ACH-000190,-1.0074868137225226
ACH-000198,-1.0949642549308225
ACH-000203,-1.3046567993473623
ACH-000204,-1.1272860978064383
ACH-000206,-0.9971526028122234
ACH-000207,-1.0687082681398377
ACH-000208,-0.8235993169502894
ACH-000210,-1.0149386214792038
ACH-000211,-0.6680754937040724
ACH-000215,-0.759592784864635
ACH-000221,-1.258901644536116
ACH-000222,-1.166022684948998
ACH-000223,-1.2985791969230267
ACH-000226,-1.0402369998776646
ACH-000227,-1.1831756607520316
ACH-000228,-1.014369818071626
ACH-000231,-1.1022624499025198
ACH-000232,-1.158533068488433
ACH-000233,-1.1559678532718716
ACH-000234,-1.0041555880009063
ACH-000235,-1.06729261953429
ACH-000237,-1.2117598390134574
ACH-000238,-1.0464306157232313
ACH-000242,-0.9088328105101766
ACH-000243,-1.1991018469500143
ACH-000244,-1.1952152641832008
ACH-000246,-1.1153566029230533
ACH-000248,-1.1598990757524303
ACH-000250,-0.916432203554021
ACH-000251,-0.8135128187993368
ACH-000252,-1.4106953997737681
ACH-000253,-1.1444019130322745
ACH-000255,-1.1722288430012384
ACH-000256,-0.9731557293568508
ACH-000257,-1.326358350142775
ACH-000258,-1.0849161601544794
ACH-000259,-1.11198452782022
ACH-000260,-0.875479884709938
ACH-000261,-0.8967623885731473
ACH-000262,-1.2054171676467773
ACH-000263,-0.9704882132514774
ACH-000264,-1.0748337990954435
ACH-000265,-1.027963122253134
ACH-000266,-1.005769772433638
ACH-000272,-1.2484460030775757
ACH-000274,-1.0839695241664895
ACH-000277,-1.147903606549459
ACH-000278,-1.061278033893864
ACH-000279,-1.0827889442349388
ACH-000280,-1.0331162559161808
ACH-000281,-0.8890588038761144
ACH-000288,-1.1245910600571298
ACH-000291,-1.2075749192833858
ACH-000293,-1.0023993732721046
ACH-000294,-0.9559422780832132
ACH-000295,-0.9489802790475076
ACH-000296,-1.154067490369003
ACH-000302,-0.9658023072767158
ACH-000304,-0.983044361939202
ACH-000307,-1.2963490070517958
ACH-000308,-1.0250040347419265
ACH-000310,-1.0942063958281585
ACH-000311,-1.0904250003760023
ACH-000312,-1.1884203069873351
ACH-000315,-1.222050319663422
ACH-000316,-0.8928456037881874
ACH-000317,-1.3736990480569602
ACH-000318,-1.0535341392871596
ACH-000319,-1.0841345326587857
ACH-000320,-1.2219478460524018
ACH-000322,-0.6883812792356179
ACH-000323,-0.7371910557981315
ACH-000324,-0.9190791377957124
ACH-000329,-0.6999159538638922
ACH-000330,-1.1700787325772242
ACH-000331,-1.0705247962219502
ACH-000332,-1.0588951750330915
ACH-000334,-1.0477510840274715
ACH-000335,-0.9745164833020178
ACH-000336,-1.2004363546452703
ACH-000337,-0.9447306248261429
ACH-000338,-1.159157142501418
ACH-000339,-1.0592749182103354
ACH-000341,-1.0166760851752412
ACH-000348,-0.963751546683954
ACH-000350,-0.867323019693413
ACH-000352,-1.1956000770060518
ACH-000356,-1.0754661609799088
ACH-000361,-0.9051351188342168
ACH-000362,-0.9541476113330686
ACH-000363,-1.2344666937595328
ACH-000364,-0.9608332376331572
ACH-000365,-1.1264507665493104
ACH-000366,-1.0654004968617947
ACH-000368,-1.1158108364641297
ACH-000374,-0.8761885244586364
ACH-000375,-1.05669679381571
ACH-000376,-1.07425497592868
ACH-000381,-1.2564022655857199
ACH-000383,-1.1135618894510042
ACH-000387,-1.0445684792887768
ACH-000389,-1.0305095473408912
ACH-000390,-1.0395974980351628
ACH-000393,-1.0408997295860205
ACH-000395,-1.1728483681160078
ACH-000396,-1.0881874609903206
ACH-000397,-1.235975280456025
ACH-000401,-1.1245104966253272
ACH-000402,-1.236766584437086
ACH-000403,-0.9599082326842752
ACH-000404,-1.0149383549559066
ACH-000406,-0.9105590306992278
ACH-000407,-1.1325893637090976
ACH-000408,-1.0172211250028256
ACH-000410,-1.1928261598438683
ACH-000411,-1.030991538682449
ACH-000414,-1.3314648748010058
ACH-000415,-1.0799875151986706
ACH-000416,-1.2115449461794143
ACH-000420,-1.1605314507961662
ACH-000421,-1.1603744152500288
ACH-000424,-1.1458446613022568
ACH-000425,-1.0245161422598177
ACH-000426,-1.3159977600242634
ACH-000427,-1.2998184387374243
ACH-000433,-0.8987431859253515
ACH-000435,-1.1823804032108003
ACH-000436,-1.1991521370271392
ACH-000444,-1.011536422137629
ACH-000445,-1.1035950756556434
ACH-000448,-1.2575646436028172
ACH-000450,-1.1212985301388954
ACH-000452,-0.9188372958314532
ACH-000454,-0.9332204564448652
ACH-000458,-1.2525207251753832
ACH-000459,-1.1099639360746127
ACH-000460,-1.0649096730761425
ACH-000461,-1.1181802722819134
ACH-000463,-0.8955213810731507
ACH-000464,-1.0278661889697216
ACH-000466,-1.0329142229256048
ACH-000467,-0.9353072094737694
ACH-000468,-0.8413806103486591
ACH-000469,-1.1288496985072265
ACH-000470,-1.3110946144587985
ACH-000471,-1.2456118040669608
ACH-000472,-0.9832227981316504
ACH-000473,-0.9505967034457952
ACH-000475,-1.0603426971100636
ACH-000476,-0.8464687810410242
ACH-000477,-1.1403763771565196
ACH-000479,-0.8910072504315761
ACH-000480,-1.1364097550350922
ACH-000481,-1.1928646288381546
ACH-000483,-1.1564349151652296
ACH-000484,-1.1530256510203445
ACH-000485,-0.8622094908121469
ACH-000486,-1.0037791153925435
ACH-000487,-1.177980634715071
ACH-000488,-1.0253435049639292
ACH-000490,-1.2473889524195685
ACH-000491,-1.0430961990763257
ACH-000495,-1.1631965167927785
ACH-000496,-1.3888258633744106
ACH-000499,-0.8046205669806853
ACH-000500,-0.9861504332433008
ACH-000502,-0.882196631728047
ACH-000503,-0.9197309535869852
ACH-000505,-0.863795281759828
ACH-000507,-1.140025266296165
