,PIGZ (80235)
ACH-000004,0.16648818936138005
ACH-000005,-0.13497042374332244
ACH-000007,-0.06895334506907104
ACH-000009,-0.013782286594231568
ACH-000011,-0.08683154943143925
ACH-000012,0.021333437888032814
ACH-000013,0.09008025110943953
ACH-000014,-0.06714963569342955
ACH-000015,0.012355512168623637
ACH-000017,0.009704979370200578
ACH-000018,-0.019532893714866342
ACH-000019,0.02421105634787424
ACH-000021,-0.06331405967062438
ACH-000022,-0.029612206489328913
ACH-000025,-0.15169627266266866
ACH-000028,-0.06157914080072381
ACH-000030,-0.12552470799612864
ACH-000035,0.06467772984286314
ACH-000036,-0.09262015319800844
ACH-000037,0.0017207065252057762
ACH-000039,-0.18417063213214147
ACH-000040,-0.15153016717162218
ACH-000041,-0.06321957658449094
ACH-000042,-0.08082338642710211
ACH-000045,-0.04326701639142483
ACH-000047,0.09818159880037362
ACH-000052,-0.15394157757419016
ACH-000053,-0.039040267998487664
ACH-000054,-0.04597954317561993
ACH-000055,-0.2017224550535381
ACH-000060,-0.19775470855980745
ACH-000067,-0.09450202943924063
ACH-000070,-0.2356423731836058
ACH-000075,0.09230229943377216
ACH-000078,-0.07491431483666089
ACH-000082,-0.20381083316464085
ACH-000085,0.2259317653912134
ACH-000086,-0.06115977994831659
ACH-000087,0.16973900814359544
ACH-000092,-0.16215618073134655
ACH-000095,-0.1140380651409718
ACH-000097,0.005785723432018169
ACH-000098,0.02556414898196025
ACH-000099,-0.014465036383925624
ACH-000108,0.10405073981785554
ACH-000113,-0.02888845707553085
ACH-000116,-0.005955919344916736
ACH-000118,-0.13840580983063752
ACH-000120,0.09678606377479282
ACH-000123,-0.044190246364699114
ACH-000127,-0.12403670516884747
ACH-000128,-0.004310756111050783
ACH-000132,-0.0295585093075804
ACH-000133,-0.06643263664409715
ACH-000137,0.051818078468791606
ACH-000138,-0.036463261006364885
ACH-000142,-0.10966291830377203
ACH-000143,-0.032153434190852856
ACH-000146,-0.1584609605521206
ACH-000148,-0.043676654815900544
ACH-000150,0.0070292116499456395
ACH-000152,0.012326208890536962
ACH-000153,-0.034627391261698996
ACH-000159,-0.08993412988895354
ACH-000160,-0.10744699247902068
ACH-000163,0.056501630639134326
ACH-000167,-0.09338291958870816
ACH-000168,-0.009117161136704877
ACH-000169,-0.033123445300023376
ACH-000178,-0.057980218718401186
ACH-000183,-0.062340119911717125
ACH-000188,-0.019149697448881054
ACH-000189,0.11031370448391983
ACH-000190,-0.02294058993341399
ACH-000198,0.09130765926303
ACH-000203,-0.4059875569569909
ACH-000204,-0.08845123617446989
ACH-000206,0.006127112963038043
ACH-000207,-0.05048086086509135
ACH-000208,-0.12080825941220664
ACH-000210,-0.10751130821726483
ACH-000211,-0.09544651038553016
ACH-000215,-0.006827311455989558
ACH-000221,0.17149281726712146
ACH-000222,0.12985128914330232
ACH-000223,-0.059754715052925574
ACH-000226,0.0013791817393918448
ACH-000227,-0.060528170949885225
ACH-000228,0.05686813360914191
ACH-000231,-0.02850284619184968
ACH-000232,-0.2539460997891376
ACH-000233,0.07183486077761081
ACH-000234,-0.1781808314151075
ACH-000235,-0.08472090063347623
ACH-000237,-0.030124274411778812
ACH-000238,-0.14347426290025445
ACH-000242,0.09307125584209268
ACH-000243,-0.11615090835782525
ACH-000244,-0.08443518136761717
ACH-000246,-0.06995528610838207
ACH-000248,0.11299028525815882
ACH-000250,-0.048929350138194036
ACH-000251,-0.18645954655625696
ACH-000252,-0.02805577865915196
ACH-000253,0.08390150675898286
ACH-000255,-0.08828701851228221
ACH-000256,-0.05338361061166204
ACH-000257,-0.2974993895675635
ACH-000258,-0.16773175947882862
ACH-000259,0.08706150584290473
ACH-000260,-0.021531609439080647
ACH-000261,-0.12710779237414854
ACH-000262,-0.033006786638042275
ACH-000263,0.05736631270097335
ACH-000264,0.056520275887170165
ACH-000265,0.058032012176496776
ACH-000266,-0.08857780022431355
ACH-000272,-0.08118422578148429
ACH-000274,-0.07914375970792062
ACH-000277,0.01024531538261838
ACH-000278,0.02064933202538029
ACH-000279,-0.20481671971845974
ACH-000280,-0.08070973130732978
ACH-000281,-0.03167217800430306
ACH-000288,-0.052426453674508176
ACH-000291,-0.19956881775790306
ACH-000293,-0.08073706663119383
ACH-000294,-0.05582980882183906
ACH-000295,0.024956248947712683
ACH-000296,-0.11873316894060212
ACH-000302,0.03889259535222369
ACH-000304,0.07570681062228989
ACH-000307,-0.07177843351684186
ACH-000308,-0.07344513347741137
ACH-000310,-0.08502020648382468
ACH-000311,-0.13592995003244715
ACH-000312,-0.014906179470737241
ACH-000315,-0.04772513266926666
ACH-000316,0.06481774694617211
ACH-000317,-0.20338639632610175
ACH-000318,-0.07046440730970532
ACH-000319,0.03490713438971767
ACH-000320,-0.07014352789109131
ACH-000322,-0.07258804930285595
ACH-000323,-0.17399015725754075
ACH-000324,-0.1086924331493172
ACH-000329,-0.1589589991873238
ACH-000330,-0.02800177226715206
ACH-000331,-0.15825864663162384
ACH-000332,-0.04798061789172507
ACH-000334,-0.11895813712202954
ACH-000335,-0.055901959037963335
ACH-000336,-0.07447431924032882
ACH-000337,-0.038697371986359454
ACH-000338,0.03296677357671999
ACH-000339,-0.08473395378497081
ACH-000341,-0.2717861388170076
ACH-000348,-0.07169759106163577
ACH-000350,0.013225508988351124
ACH-000352,0.05125550094592856
ACH-000356,-0.1730628629881309
ACH-000361,-0.01262004526074972
ACH-000362,0.05698269686014835
ACH-000363,-0.13628343615303415
ACH-000364,-0.004432641499890542
ACH-000365,-0.21665664193362674
ACH-000366,-0.003089494334672462
ACH-000368,-0.16085470064757626
ACH-000374,-0.08333813268299689
ACH-000375,0.18454568236216626
ACH-000376,-0.02834955964509453
ACH-000381,0.0009218111530536572
ACH-000383,-0.03412502484155632
ACH-000387,-0.12023063838906994
ACH-000389,0.06144862249604071
ACH-000390,-0.046233843636611656
ACH-000393,-0.0986696345088278
ACH-000395,0.005389714373828121
ACH-000396,0.22612355961402805
ACH-000397,-0.030302480264300876
ACH-000401,-0.15093027265733014
ACH-000402,-0.07985983644482975
ACH-000403,-0.10835442449240884
ACH-000404,-0.09840595520636164
ACH-000406,0.04025634409470992
ACH-000407,0.01033924319153536
ACH-000408,0.04860725377637329
ACH-000410,-0.019957390324027845
ACH-000411,-0.09080650833649703
ACH-000414,-0.08359682262413495
ACH-000415,-0.06703656084195944
ACH-000416,-0.07736040685715491
ACH-000420,0.04927193373586499
ACH-000421,-0.041969777545325035
ACH-000424,0.1866279336139931
ACH-000425,-0.06848075768543578
ACH-000426,0.17522296396748846
ACH-000427,0.03847218546917012
ACH-000433,0.004743887828957933
ACH-000435,0.13902721390825293
ACH-000436,0.015818771370654874
ACH-000444,0.002127837894424602
ACH-000445,-0.03459577377683951
ACH-000448,-0.15171677392672878
ACH-000450,-0.0882133473287225
ACH-000452,-0.05641207608901511
ACH-000454,-0.05471255344846454
ACH-000458,-0.0964549133630853
ACH-000459,-0.0884450394451245
ACH-000460,-0.179079630903528
ACH-000461,-0.08906890207577775
ACH-000463,-0.04161982476353845
ACH-000464,-0.024540510657953284
ACH-000466,-0.0969308985100844
ACH-000467,-0.23607646412469666
