,OR5K1 (26339)
ACH-000004,0.06429635862789386
ACH-000005,-0.06278935707182083
ACH-000007,-0.04699537125108087
ACH-000009,-0.10836158885624128
ACH-000011,-0.04920823717922378
ACH-000012,-0.018200655610024527
ACH-000013,-0.02471751783051639
ACH-000014,-0.2505569866589854
ACH-000015,-0.0676297263544922
ACH-000017,-0.12049408161819858
ACH-000018,-0.1559528283384914
ACH-000019,-0.1065154169630271
ACH-000021,-0.12564936840746407
ACH-000022,-0.04274684163364215
ACH-000025,-0.13956510914517548
ACH-000028,-0.2257915240482706
ACH-000030,-0.06425503748255991
ACH-000035,-0.09772641215930547
ACH-000036,-0.32290879628616675
ACH-000037,-0.051872881294666176
ACH-000039,-0.237356506891745
ACH-000040,-0.15332212602997625
ACH-000041,0.03607157430959502
ACH-000042,0.0390715049579659
ACH-000045,-0.2893319320133723
ACH-000047,-0.04833041152991351
ACH-000052,-0.13546785498995614
ACH-000053,-0.16307083935709885
ACH-000054,-0.1639236527486706
ACH-000055,-0.041182869762630615
ACH-000060,-0.17568928713567847
ACH-000067,-0.24020538019109985
ACH-000070,-0.0473826349104534
ACH-000075,-0.19826328008210814
ACH-000078,-0.4443652518663575
ACH-000082,-0.2279324679436637
ACH-000085,-0.2971058398734453
ACH-000086,-0.11611945768385115
ACH-000087,-0.24224989879919184
ACH-000092,-0.13189796304653328
ACH-000095,-0.270822167046402
ACH-000097,-0.3128753271495772
ACH-000098,-0.08355056927647868
ACH-000099,-0.010548129376595923
ACH-000108,-0.21851524153841287
ACH-000113,-0.20396218163483365
ACH-000116,-0.10936168587729746
ACH-000118,-0.18793378629354404
ACH-000120,-0.03136418064887534
ACH-000123,-0.07027732337045857
ACH-000127,-0.04137178249485306
ACH-000128,-0.14905583160467362
ACH-000132,-0.1952251497965029
ACH-000133,-0.17750419519846666
ACH-000137,-0.14500294243716966
ACH-000138,-0.06928631187279154
ACH-000142,-0.060915222947223326
ACH-000143,-0.26862753975704445
ACH-000146,-0.06506874299023427
ACH-000148,0.012223402456399126
ACH-000150,-0.0187370472513047
ACH-000152,-0.05157470816535169
ACH-000153,-0.2684230649736485
ACH-000159,-0.06033551587616055
ACH-000160,0.0058992157299116105
ACH-000163,-0.19097830518772727
ACH-000167,-0.3271005370954792
ACH-000168,-0.020416379959613262
ACH-000169,-0.0072217405428139205
ACH-000178,-0.19312452086361775
ACH-000183,0.10440316838284266
ACH-000188,-0.0982894170727582
ACH-000189,-0.1695221446241834
ACH-000190,0.0823247307175058
ACH-000198,-0.09832065926063788
ACH-000203,-0.4483238521803181
ACH-000204,0.12210582181577778
ACH-000206,-0.15792757125992776
ACH-000207,-0.14330385706164886
ACH-000208,0.1949161188565789
ACH-000210,-0.047146266919692266
ACH-000211,-0.1498421374430126
ACH-000215,-0.098372318506152
ACH-000221,-0.15639262688818412
ACH-000222,-0.217748980029876
ACH-000223,-0.15650913669966066
ACH-000226,-0.12972336600479287
ACH-000227,-0.17826329246325334
ACH-000228,-0.0614214768929794
ACH-000231,-0.14614407206859234
ACH-000232,-0.16309949406937338
ACH-000233,-0.0929545011151576
ACH-000234,-0.19558856762734356
ACH-000235,-0.15970907438540807
ACH-000237,-0.10115866932817028
ACH-000238,-0.061034662385098234
ACH-000242,0.016722001855556667
ACH-000243,-0.10146726087341466
ACH-000244,-0.23790687552310105
ACH-000246,-0.15933441213487087
ACH-000248,-0.16653157611228514
ACH-000250,-0.16606007529014588
ACH-000251,-0.040211587277053415
ACH-000252,-0.3228011690592588
ACH-000253,-0.03690074742302833
ACH-000255,0.029351929723712675
ACH-000256,-0.058465884307327326
ACH-000257,0.1849227988323165
ACH-000258,-0.19900710714341927
ACH-000259,0.01656330744354853
ACH-000260,-0.08812585480893424
ACH-000261,-0.20962388062800708
ACH-000262,-0.3384171961495068
ACH-000263,0.02557919505890187
ACH-000264,-0.08965103320132979
ACH-000265,0.003017931676765339
ACH-000266,-0.029556710982109418
ACH-000272,-0.22872960587280886
ACH-000274,-0.23189425449488835
ACH-000277,-0.017137230636241618
ACH-000278,-0.14006097604934506
ACH-000279,-0.06875256567385858
ACH-000280,-0.1106944811179726
ACH-000281,0.044042716022569234
ACH-000288,-0.10088632701599186
ACH-000291,-0.044028526401149716
ACH-000293,-0.15957455363106365
ACH-000294,-0.035453808611451636
ACH-000295,-0.14956423850083175
ACH-000296,-0.3653298109344365
ACH-000302,-0.20429825851392486
ACH-000304,-0.18436733081095874
ACH-000307,-0.1503089067379522
ACH-000308,-0.06864359487247723
ACH-000310,-0.13373929652415156
ACH-000311,-0.1559752860893416
ACH-000312,0.03798157754093024
ACH-000315,0.050981023774361166
ACH-000316,-0.026505858015415728
ACH-000317,-0.3068548452891233
ACH-000318,-0.32230426362638714
ACH-000319,-0.13613313015214318
ACH-000320,0.0004115586553951668
ACH-000322,-0.354851214773544
ACH-000323,-0.3031322653073001
ACH-000324,-0.12591467478819854
ACH-000329,-0.11005899085760172
ACH-000330,-0.19045658928465736
ACH-000331,-0.18648601204292548
ACH-000332,-0.1044393252992543
ACH-000334,-0.1848643279817538
ACH-000335,-0.11093918771337354
ACH-000336,-0.11373444637350767
ACH-000337,-0.1687064594841511
ACH-000338,0.2096733155795525
ACH-000339,-0.2433158128573275
