,MRVI1 (10335)
ACH-000004,0.11612903246334015
ACH-000005,0.1340904487281526
ACH-000007,0.1019927525575622
ACH-000009,0.18005227235349347
ACH-000011,0.059076622238587125
ACH-000012,0.16517561195832733
ACH-000013,0.17396938637908818
ACH-000014,-0.03080735844397396
ACH-000015,0.11823114032417045
ACH-000017,0.20588669300456955
ACH-000018,0.2561872955946561
ACH-000019,0.0076496550989929015
ACH-000021,0.07307868435684023
ACH-000022,0.15897610417986302
ACH-000025,0.09916163859967714
ACH-000028,0.06101082605388489
ACH-000030,0.11361986108762835
ACH-000035,0.06748287241153551
ACH-000036,0.08932681327775857
ACH-000037,0.16131244447533138
ACH-000039,0.05161903771186036
ACH-000040,0.12683377964673742
ACH-000041,-0.06795151934334097
ACH-000042,0.01635383544954876
ACH-000045,0.11325376340412888
ACH-000047,0.16563104061449038
ACH-000052,0.17808602703277213
ACH-000053,0.17330148643754578
ACH-000054,0.1608536872213197
ACH-000055,0.23816833644486105
ACH-000060,0.2962779553757446
ACH-000067,0.2793478469137447
ACH-000070,-0.08231003654978676
ACH-000075,0.16564423954985547
ACH-000078,0.07356823478672228
ACH-000082,0.2277179805179776
ACH-000085,0.19116988717037514
ACH-000086,0.16540366775295065
ACH-000087,0.0909521042885942
ACH-000092,0.2123300247751166
ACH-000095,0.05276469383737346
ACH-000097,0.1631243343278088
ACH-000098,0.1511011492877004
ACH-000099,0.1357878910702395
ACH-000108,0.012043906237161386
ACH-000113,0.07757126177285424
ACH-000116,0.21809187425178225
ACH-000118,0.11060103471914154
ACH-000120,0.13151368735155244
ACH-000123,0.2043740917113738
ACH-000127,0.11232743740370878
ACH-000128,0.16659950761467013
ACH-000132,0.10133218758742384
ACH-000133,0.014235152203907791
ACH-000137,-0.05896635296497395
ACH-000138,0.19551201299475585
ACH-000142,0.005985259702912144
ACH-000143,0.11183924802290077
ACH-000146,0.162797151611314
ACH-000148,0.2641372384860105
ACH-000150,0.17824596412391416
ACH-000152,0.08144898314228438
ACH-000153,0.4805445805185407
ACH-000159,0.14138058579651114
ACH-000160,0.15846261863202488
ACH-000163,0.238621709612534
ACH-000167,0.3421265946232379
ACH-000168,0.051760602326132533
ACH-000169,0.1674506982183032
ACH-000178,0.15118908271188525
ACH-000183,0.0720170162514807
ACH-000188,0.04442515660549614
ACH-000189,0.11410979620929534
ACH-000190,0.2706717228664677
ACH-000198,0.14125583022629962
ACH-000203,0.1466033739577217
ACH-000204,-0.025764086555481184
ACH-000206,0.3171753468926349
ACH-000207,0.15087102305358732
ACH-000208,-0.002941799219314525
ACH-000210,0.09025410001660247
ACH-000211,0.17362675754593945
ACH-000215,0.1151153711877302
ACH-000221,0.1749853423962772
ACH-000222,0.11476436356286225
ACH-000223,0.1266014471285621
ACH-000226,0.1442745683676888
ACH-000227,0.1413624910531878
ACH-000228,0.16849822909235232
ACH-000231,0.16794103488411155
ACH-000232,0.08626661700119118
ACH-000233,0.09537164409113362
ACH-000234,0.23287747833541245
ACH-000235,0.20326844175888734
ACH-000237,0.07697492408220202
ACH-000238,0.2279300171972899
ACH-000242,0.0899156085225146
ACH-000243,0.2068837516748327
ACH-000244,0.3137744881312109
ACH-000246,0.19966767113311265
ACH-000248,0.2374741201386605
ACH-000250,0.12795094079888186
ACH-000251,0.2281356209766834
ACH-000252,-0.03182991594720197
ACH-000253,0.270054623397659
ACH-000255,0.11324827174843698
ACH-000256,0.07365263925806087
ACH-000257,0.08719736894487863
ACH-000258,-0.015219318240754029
ACH-000259,0.14759111900045827
ACH-000260,0.018842041357986214
