,VTA1 (51534)
ACH-000004,0.02876787561378284
ACH-000005,-0.4512958053976617
ACH-000007,-0.16132317465417198
ACH-000009,-0.0824650742920149
ACH-000011,0.11389782917261695
ACH-000012,-0.09556828949270148
ACH-000013,-0.1416050347174568
ACH-000014,0.02502731690404836
ACH-000015,-0.1928708913571233
ACH-000017,-0.1887229334659248
ACH-000018,-0.14026865751230433
ACH-000019,-0.17234515133160014
ACH-000021,-0.290723950910737
ACH-000022,-0.02207563900450887
ACH-000025,-0.05362055025272768
ACH-000028,-0.21021048534506434
ACH-000030,-0.1451979810915152
ACH-000035,-0.028326149851628245
ACH-000036,-0.3026185968902377
ACH-000037,-0.021620528050421618
ACH-000039,-0.33936684041538684
ACH-000040,0.015125709632886168
ACH-000041,-0.10257455202355173
ACH-000042,-0.2037544337456911
ACH-000045,-0.20448825989470076
ACH-000047,-0.049499724278080456
ACH-000052,-0.07890571375726713
ACH-000053,-0.20737945121916565
ACH-000054,-0.3011529718014534
ACH-000055,-0.02588335264516818
ACH-000060,-0.2024622053811244
ACH-000067,-0.17061861054151034
ACH-000070,-0.02957376409089405
ACH-000075,0.004238209631136355
ACH-000078,-0.029940532210267136
ACH-000082,-0.11161695965106104
ACH-000085,-0.4606796152495009
ACH-000086,-0.18531139201387425
ACH-000087,-0.14544032328956769
ACH-000092,-0.09864859285526964
ACH-000095,-0.07163514527386823
ACH-000097,-0.477428187147424
ACH-000098,-0.019484423364426483
ACH-000099,0.04147606975531913
ACH-000108,-0.14835314854239998
ACH-000113,-0.08076796048099746
ACH-000116,-0.15875426837896536
ACH-000118,-0.1636295420225826
ACH-000120,-0.18004852041657665
ACH-000123,0.03198722146210618
ACH-000127,-0.26400289534273275
ACH-000128,-0.061765737902949286
ACH-000132,-0.1558156476649798
ACH-000133,-0.19101284751881425
ACH-000137,-0.268455513101078
ACH-000138,-0.4178210031171211
ACH-000142,-0.4751878925513798
ACH-000143,-0.3899394303880275
ACH-000146,-0.16364941543671874
ACH-000148,-0.043202139257686636
ACH-000150,-0.2916800987234395
ACH-000152,-0.2235012348983824
ACH-000153,0.01613614662260739
ACH-000159,-0.06397135552860535
ACH-000160,-0.1136461856663892
ACH-000163,-0.4040082543403287
ACH-000167,-0.016792620077809697
ACH-000168,0.06492236490216237
ACH-000169,-0.2393172794742287
ACH-000178,-0.20632579485211355
ACH-000183,-0.04720308620150232
ACH-000188,-0.2280577745118894
ACH-000189,0.015244072369503788
ACH-000190,-0.1755901435817715
ACH-000198,-0.048100419105327384
ACH-000203,-0.640177178030676
ACH-000204,0.2594656504417587
ACH-000206,0.07489279903032325
ACH-000207,-0.00022219697046130704
ACH-000208,-0.2576461685797
ACH-000210,0.038084805534174766
ACH-000211,-0.1386987932853294
ACH-000215,-0.23885007126894625
ACH-000221,-0.026301727587058142
ACH-000222,-0.5020756252234017
ACH-000223,-0.07826773083275852
ACH-000226,-0.17748018219021622
ACH-000227,-0.06207441913690132
ACH-000228,-0.06506283704282344
ACH-000231,-0.027879891314665683
ACH-000232,-0.0796170904141947
ACH-000233,-0.1183259237908186
ACH-000234,-0.20603639298918655
ACH-000235,-0.2359118136216177
ACH-000237,-0.2045878921160479
ACH-000238,-0.2958814259709219
ACH-000242,-0.3896524873735139
ACH-000243,-0.0480203711902342
ACH-000244,-0.1945239862478346
ACH-000246,-0.016465521491073318
ACH-000248,-0.14400589013953075
ACH-000250,0.0937757436729996
ACH-000251,-0.23282369254399315
ACH-000252,-0.007986230559594852
ACH-000253,-0.3839802717867397
ACH-000255,-0.07337041994764386
ACH-000256,-0.215932905311566
ACH-000257,-0.270627657152825
ACH-000258,0.017251411606337568
ACH-000259,-0.06370069158285932
ACH-000260,-0.337287388863976
