,MEGF9 (1955)
ACH-000004,0.016163266768345327
ACH-000005,0.4309545880346565
ACH-000007,0.22048289568094556
ACH-000009,0.058409115002841135
ACH-000011,0.14956117046635184
ACH-000012,0.1287237515874843
ACH-000013,0.1982101773719055
ACH-000014,0.1482012598661586
ACH-000015,0.046535634711003485
ACH-000017,0.20331924388546144
ACH-000018,0.13379715357787828
ACH-000019,0.056142054826917136
ACH-000021,0.017409279963544418
ACH-000022,0.04719549842714935
ACH-000025,0.0911154552661474
ACH-000028,0.1443333704557597
ACH-000030,0.1873253707587858
ACH-000035,0.18302258309271766
ACH-000036,-0.11505112922213567
ACH-000037,0.03704346643150252
ACH-000039,0.21040923278456364
ACH-000040,0.05044952194387674
ACH-000041,0.0795425298813966
ACH-000042,0.012425562954774108
ACH-000045,0.02612982481547391
ACH-000047,0.15024570297315484
ACH-000052,0.3169405484520159
ACH-000053,0.10848960351169454
ACH-000054,0.0875132881709146
ACH-000055,0.14866145982117013
ACH-000060,0.09733363809440447
ACH-000067,0.12614378024938386
ACH-000070,0.1273205267662089
ACH-000075,0.20117034111883672
ACH-000078,-0.02407508136325855
ACH-000082,0.030482893073033663
ACH-000085,0.20689694387108204
ACH-000086,0.10499740249172253
ACH-000087,-0.1080645813118344
ACH-000092,0.09983032917156172
ACH-000095,0.11024317639108656
ACH-000097,0.2264098668863896
ACH-000098,0.2289812200426037
ACH-000099,0.05480132845642848
ACH-000108,0.09276358387225143
ACH-000113,0.1272655604165053
ACH-000116,0.09719814820635594
ACH-000118,0.08323282436825133
ACH-000120,0.13719986020768635
ACH-000123,0.2880546650042312
ACH-000127,0.14661794582183618
ACH-000128,0.1494684842831024
ACH-000132,0.06071303723376156
ACH-000133,0.028652771107583543
ACH-000137,0.09771874982064532
ACH-000138,0.1346353841234303
ACH-000142,0.05557878463273728
ACH-000143,0.031440691323643424
ACH-000146,0.09062975116147567
ACH-000148,0.07498932202543024
ACH-000150,0.19355712071039866
ACH-000152,0.1028818250834742
ACH-000153,0.0981635004629548
ACH-000159,0.06280755352673299
ACH-000160,0.021357020095786168
ACH-000163,-0.02315587020776336
ACH-000167,-0.12104173980747167
ACH-000168,0.08802333331864999
ACH-000169,0.10248627554024968
ACH-000178,0.032988710287732516
ACH-000183,0.06286997202057983
ACH-000188,0.18854556765112532
ACH-000189,0.18466499522621416
ACH-000190,0.11974242167294973
ACH-000198,-0.03312918310596223
ACH-000203,-0.07821013677891753
ACH-000204,0.011387746290462209
ACH-000206,0.19854690305941494
ACH-000207,0.0712247531366768
ACH-000208,0.35562855507065605
ACH-000210,0.2310144171379853
ACH-000211,0.1083027457740834
ACH-000215,0.0839539281261927
ACH-000221,0.029764216005952724
ACH-000222,0.047517035497019085
ACH-000223,0.1969304218237454
ACH-000226,0.07428271880957693
ACH-000227,0.2337692052514164
ACH-000228,0.03583312689547337
