,PRKRIR (5612)
ACH-000004,-0.37440405684162814
ACH-000005,-0.13278450884868834
ACH-000007,-0.4828104067867973
ACH-000009,-0.4509448894153602
ACH-000011,-0.4697412104144852
ACH-000012,-0.6671818243452963
ACH-000013,-0.3415169227848209
ACH-000014,-0.5944060967509367
ACH-000015,-0.4261663177430465
ACH-000017,-0.5061085261399519
ACH-000018,-0.635153412623294
ACH-000019,-0.5641111026416985
ACH-000021,-0.4212191906295316
ACH-000022,-0.40208836553887134
ACH-000025,-0.391194830656251
ACH-000028,-0.6102843031050041
ACH-000030,-0.5378751134166485
ACH-000035,-0.6443046012154722
ACH-000036,-0.5447289434604572
ACH-000037,-0.8197820389543432
ACH-000039,-0.3566856779688895
ACH-000040,-0.3803629974678325
ACH-000041,-0.22155735879483895
ACH-000042,-0.5227678976121566
ACH-000045,-0.5698388412488887
ACH-000047,-0.19222933306279524
ACH-000052,-0.8940585352283028
ACH-000053,-0.5088071773391949
ACH-000054,-0.316865991274418
ACH-000055,-0.6383582486190317
ACH-000060,-0.3431973336993485
ACH-000067,-0.6975599910956198
ACH-000070,-0.6613330762995906
ACH-000075,-0.855759209969549
ACH-000078,-0.4364126812983196
ACH-000082,-0.3108325981737816
ACH-000085,-0.4266069665732183
ACH-000086,-0.7737584665178412
ACH-000087,-0.8900397885301609
ACH-000092,-0.3335271343655583
ACH-000095,-0.20034229336164103
ACH-000097,-0.5337984882949098
ACH-000098,-0.6675541353560605
ACH-000099,-0.2777261693732915
ACH-000108,-0.5551675577679404
ACH-000113,-0.590604916787627
ACH-000116,-0.4086307360006825
ACH-000118,-0.4781646545973206
ACH-000120,-0.14148122429151022
ACH-000123,-0.6286745433501079
ACH-000127,-0.31456828067952597
ACH-000128,-0.6054731085681347
ACH-000132,-0.41355825276954855
ACH-000133,-0.5964491722618818
ACH-000137,-0.24226711168682205
ACH-000138,-0.6395857215886153
ACH-000142,-0.8441090978093817
ACH-000143,-0.6037317951490055
ACH-000146,-0.5719047598676733
ACH-000148,-0.4088005985415646
ACH-000150,-0.5654467822377245
ACH-000152,-0.5359557781128131
ACH-000153,-0.5011038865583691
ACH-000159,-0.5609278499236202
ACH-000160,-0.6955534816830471
ACH-000163,-0.4704934409474506
ACH-000167,-0.5664252207923139
ACH-000168,-0.20365296104882907
ACH-000169,-0.5622442976660996
ACH-000178,-0.4303399485453711
ACH-000183,-0.613536613640637
ACH-000188,-0.7475759412823421
ACH-000189,-0.8125784691908742
ACH-000190,-0.5427561903365024
ACH-000198,-0.6720345322495388
ACH-000203,-0.9447671411495412
ACH-000204,-0.4770035967187437
ACH-000206,-0.11210367999742284
ACH-000207,-0.7219375633330284
ACH-000208,-0.5056074239044193
ACH-000210,-0.4227525966069172
ACH-000211,-0.655732590377661
ACH-000215,-0.6136835724796643
ACH-000221,-0.7147825003024468
ACH-000222,-0.4884808698708813
ACH-000223,-0.4859649539995434
ACH-000226,-0.4156195605093962
ACH-000227,-0.6290449187824564
ACH-000228,-0.4489067789598593
ACH-000231,-0.3017844308871916
ACH-000232,-0.3752569033743364
ACH-000233,-0.3443239425929709
ACH-000234,-0.29268886290724466
ACH-000235,-0.5461514638678074
