,SSTR1 (6751)
ACH-000004,-0.06651776752499311
ACH-000005,-0.0076326846515211875
ACH-000007,0.027491213169867808
ACH-000009,0.06272313804498324
ACH-000011,0.08699913535002891
ACH-000012,0.025608034271532496
ACH-000013,0.014663688546888532
ACH-000014,0.05772459176382656
ACH-000015,-0.04073560189232415
ACH-000017,-0.056070477302887806
ACH-000018,-0.1403981128661407
ACH-000019,-0.03488124866847591
ACH-000021,0.005648201428837068
ACH-000022,0.029052933652491057
ACH-000025,0.11297732706023528
ACH-000028,-0.1301148786057269
ACH-000030,0.0324833707755104
ACH-000035,-0.05415954379308272
ACH-000036,0.05731726305928779
ACH-000037,0.058186117853247725
ACH-000039,0.2624839605517038
ACH-000040,-0.13071821814715034
ACH-000041,0.21574403426232774
ACH-000042,-0.12103605528866734
ACH-000045,0.01593005392058735
ACH-000047,0.00024593592538276154
ACH-000052,-0.19856226589368475
ACH-000053,-0.0754171037993389
ACH-000054,0.030956013467905694
ACH-000055,-0.10310644679927974
ACH-000060,-0.13545078476618386
ACH-000067,0.04691032212322615
ACH-000070,-0.20845189534947076
ACH-000075,0.062196436554073725
ACH-000078,0.07636946263581022
ACH-000082,-0.0048501388234769
ACH-000085,-0.08622127724288718
ACH-000086,0.0046062891738139185
ACH-000087,0.09520223911631268
ACH-000092,0.05019548862759081
ACH-000095,-0.07981000903878015
ACH-000097,-0.026712197967671842
ACH-000098,0.007424864340154883
ACH-000099,0.029820635072354888
ACH-000108,0.03376351313695041
ACH-000113,-0.0633767301065582
ACH-000116,0.05770638368535282
ACH-000118,-0.015541666180102219
ACH-000120,-0.023946793016164286
ACH-000123,0.01482832103616206
ACH-000127,-0.08807323348988846
ACH-000128,-0.12039232770384388
ACH-000132,0.16593373486166882
ACH-000133,-0.14260912732100486
ACH-000137,-0.005942177426743738
ACH-000138,0.04154016517582935
ACH-000142,0.04211284652715507
ACH-000143,-0.0869064456691319
ACH-000146,0.009354233754692149
ACH-000148,-0.02327442918400501
ACH-000150,-0.02945917704959158
ACH-000152,-0.06291700918097844
ACH-000153,0.09963124175074684
ACH-000159,-0.13404825268517878
ACH-000160,-0.2875463546765871
ACH-000163,0.07066496522888563
ACH-000167,-0.1805545491028369
ACH-000168,-0.08039080982424973
ACH-000169,-0.017158275686
ACH-000178,0.02279314810660324
ACH-000183,-0.012453457482344344
ACH-000188,0.0088600426480527
ACH-000189,0.11674966379734306
ACH-000190,-0.09380429186034832
ACH-000198,0.021642604964885587
ACH-000203,0.09676998601331464
ACH-000204,-0.060084366296876114
ACH-000206,0.06738605483133185
ACH-000207,-0.21817947659237655
ACH-000208,0.06297269656476241
ACH-000210,0.0006462880264390705
ACH-000211,-0.007702441874426851
ACH-000215,-0.06666564143062037
ACH-000221,-0.08661210143810998
ACH-000222,-0.1110398342588904
ACH-000223,0.01953722515728075
ACH-000226,-0.04855149033299416
ACH-000227,-0.005377733434749906
ACH-000228,-0.08434893494640701
ACH-000231,-0.04334705502305794
ACH-000232,-0.1008145694569162
ACH-000233,-0.005448195197384318
ACH-000234,0.040507188230920976
ACH-000235,-0.048882716553777295
ACH-000237,0.0469244357763218
ACH-000238,0.05207243916598985
ACH-000242,-0.0020066319472421415
ACH-000243,-0.11854273696066532
ACH-000244,0.1486804789640687
ACH-000246,-0.0492140880537946
ACH-000248,-0.2358103107605819
ACH-000250,-0.03245808595545429
ACH-000251,0.009095894794742135
ACH-000252,0.03148497687406284
ACH-000253,0.08720917561995713
ACH-000255,0.0263988688837938
ACH-000256,0.08095610080638382
ACH-000257,-0.11524483093409955
ACH-000258,0.18481886663852265
ACH-000259,-0.07933447467893016
ACH-000260,-0.0263301266284178
ACH-000261,-0.10889379423363728
ACH-000262,-0.018897699594466875
ACH-000263,-0.07388512443446152
ACH-000264,-0.0006174297280833602
ACH-000265,-0.05264085089312461
ACH-000266,-0.038382446705114814
ACH-000272,-0.021848324918620852
ACH-000274,0.09201234422210797
ACH-000277,-0.10089570864901916
ACH-000278,0.03659108804868065
ACH-000279,-0.15433362431713976
ACH-000280,-0.02850564822165456
ACH-000281,0.005086466279471698
