,TRMT1L (81627)
ACH-001280,-0.10715044488272707
ACH-001283,-0.13186437031257192
ACH-001289,-0.11683964032151975
ACH-001300,-0.13773323102358373
ACH-001301,0.021533871029771445
ACH-001302,-0.14353353620197065
ACH-001306,-0.2744453037547931
ACH-001318,-0.1616527903525892
ACH-001322,-0.19385549080253994
ACH-001328,-0.2870283546778229
ACH-001332,-0.19017987886955665
ACH-001336,-0.15991407692776616
ACH-001346,-0.3393286980830607
ACH-001353,-0.2966069607049188
ACH-001354,-0.0028452929933033147
ACH-001367,-0.1936213818633577
ACH-001368,-0.1173601355359946
ACH-001374,-0.09406944162664632
ACH-001377,-0.1061953704148424
ACH-001380,-0.18780172982705026
ACH-001391,-0.13320917085510875
ACH-001408,-0.10689943844504853
ACH-001430,-0.4653926718216346
ACH-001431,-0.27599012648885884
ACH-001450,-0.12078588112764788
ACH-001496,-0.10514188311271744
ACH-001500,-0.07554080286355347
ACH-001523,-0.23667729012559424
ACH-001532,-0.2970685276416212
ACH-001550,-0.08770221331822578
ACH-001552,-0.2790947922059408
ACH-001554,-0.16837539020978154
ACH-001654,-0.15332692458603836
ACH-001735,-0.06081998808656515
ACH-001736,-0.14381175559855047
ACH-001737,-0.29559039572982804
ACH-001740,-0.1062207826616055
ACH-001745,-0.12700242874981166
ACH-001765,-0.2915138199237127
