,TRMT1L (81627)
ACH-000004,-0.014060678142226913
ACH-000005,-0.11015023692969092
ACH-000007,-0.20147428283287774
ACH-000009,-0.18696166220993365
ACH-000011,-0.2278517536669637
ACH-000012,-0.026701452285192002
ACH-000013,-0.04706325486854484
ACH-000014,-0.2749117707254569
ACH-000015,-0.0886020158094666
ACH-000017,-0.16592917726942835
ACH-000018,-0.28456019451499964
ACH-000019,-0.16375949300368406
ACH-000021,-0.14403595634479485
ACH-000022,-0.2477340538059789
ACH-000025,-0.21684593824669754
ACH-000028,-0.20523253424165933
ACH-000030,-0.13017515824625026
ACH-000035,-0.058318361940786836
ACH-000036,-0.2336532091516325
ACH-000037,-0.2521040119995193
ACH-000039,-0.2950260493762697
ACH-000040,-0.17107794970258122
ACH-000041,-0.16770084705172925
ACH-000042,-0.05016257289055934
ACH-000045,0.06428464908585797
ACH-000047,-0.13362451995846955
ACH-000052,-0.05200723604420974
ACH-000053,-0.16768056260610004
ACH-000054,-0.27061238186900544
ACH-000055,-0.08202534037248198
ACH-000060,-0.07897570496111429
ACH-000067,-0.09647776145753964
ACH-000070,-0.17715771983619968
ACH-000075,-0.2434658182475735
ACH-000078,-0.13063870957077248
ACH-000082,-0.2369572509463749
ACH-000085,-0.0974461646033353
ACH-000086,-0.15875356684886907
ACH-000087,-0.19570375991731195
ACH-000092,-0.26135155808771643
ACH-000095,-0.2707909650575237
ACH-000097,-0.2811252655564122
ACH-000098,-0.1967298301138871
ACH-000099,-0.033944838113793986
ACH-000108,-0.030375685465667813
ACH-000113,-0.14941597302569726
ACH-000116,-0.24791529736151324
ACH-000118,-0.01549482594402662
ACH-000120,0.014577923042489954
ACH-000123,-0.022514867742701783
ACH-000127,-0.07727982123408189
ACH-000128,-0.20729721030288584
ACH-000132,-0.2158598252821261
ACH-000133,-0.17540246977387464
ACH-000137,-0.1893409541746898
ACH-000138,-0.11344875491063235
ACH-000142,-0.2842094701363787
ACH-000143,-0.21170655041728456
ACH-000146,-0.2642043367688065
ACH-000148,-0.2574745341043212
ACH-000150,-0.1348375403871198
ACH-000152,-0.3440404027739902
ACH-000153,-0.10657379137909384
ACH-000159,-0.21116095187619868
ACH-000160,-0.052936862706688285
ACH-000163,-0.19887190104925392
ACH-000167,-0.4494568715869408
ACH-000168,-0.27681145207904384
ACH-000169,-0.08145411050965469
ACH-000178,-0.06852113982049822
ACH-000183,-0.0853802288302268
ACH-000188,-0.10665270183842544
ACH-000189,-0.036558151861116835
ACH-000190,0.15504514855111268
ACH-000198,-0.024945635572255685
ACH-000203,0.0700231795060526
ACH-000204,-0.2517409960927028
ACH-000206,-0.07982393597734103
ACH-000207,-0.1346911437043705
ACH-000208,-0.4519825748476979
ACH-000210,-0.1859360784532761
ACH-000211,-0.22428733806356985
ACH-000215,-0.1501951419792788
ACH-000221,-0.15379912539509796
ACH-000222,-0.10732743221642577
ACH-000223,-0.2970559792830271
ACH-000226,-0.31860455426242285
ACH-000227,-0.11927987199844023
ACH-000228,-0.12179220179127805
ACH-000231,-0.09937270950908217
ACH-000232,-0.1076163112345814
ACH-000233,-0.17599734207040604
ACH-000234,-0.3044117799777429
ACH-000235,-0.1957241958206508
ACH-000237,-0.22019933091941288
ACH-000238,-0.13806463094080373
ACH-000242,-0.033981895852381074
ACH-000243,-0.2247761383367604
ACH-000244,-0.1897476742610265
ACH-000246,-0.1473290266725721
ACH-000248,-0.03565176138191719
ACH-000250,-0.1841383328882516
ACH-000251,-0.07933210947662295
ACH-000252,-0.1318153556297429
ACH-000253,-0.4265286380758397
ACH-000255,-0.23089560115875746
ACH-000256,-0.4096375302142732
ACH-000257,0.05859103684416605
ACH-000258,-0.5117016670399787
ACH-000259,-0.047962953349519215
ACH-000260,-0.12521513409473714
ACH-000261,-0.1620506850204609
ACH-000262,0.04563895045584955
ACH-000263,-0.17315704763346804
ACH-000264,-0.2437891339370685
ACH-000265,-0.005970497366633066
ACH-000266,-0.2048778751269563
ACH-000272,-0.18790665956639266
ACH-000274,-0.32161716005409385
ACH-000277,-0.18638426520419465
ACH-000278,-0.09563548187668933
ACH-000279,-0.2657565990694675
ACH-000280,-0.06659920421239095
ACH-000281,-0.1208431377974731
ACH-000288,-0.2335968106154981
ACH-000291,-0.1101594708129477
ACH-000293,-0.2120447334311412
ACH-000294,0.0243251369587068
ACH-000295,-0.09836542937533832
ACH-000296,-0.11965448165612595
ACH-000302,-0.0687178126300924
ACH-000304,-0.20754310379444546
ACH-000307,-0.06785933370719335
ACH-000308,-0.2259422264118291
ACH-000310,-0.21375110588828056
ACH-000311,-0.2569716722760661
ACH-000312,-0.1527301051891935
ACH-000315,-0.028262432690057668
ACH-000316,-0.13802211984401666
ACH-000317,-0.11537469743727755
ACH-000318,-0.2250720284429
ACH-000319,-0.12722616750880922
ACH-000320,-0.389438691423905
ACH-000322,-0.4723607980207663
ACH-000323,-0.189464799956144
ACH-000324,-0.2153347935723987
ACH-000329,-0.2189256371939684
ACH-000330,-0.2410576741607213
ACH-000331,-0.3125405446298217
ACH-000332,-0.1695332869436487
ACH-000334,-0.12284445018063965
ACH-000335,-0.19704954870366215
ACH-000336,-0.3446049699027457
ACH-000337,-0.19609032433831206
ACH-000338,0.3886453047994865
ACH-000339,-0.1369093514578284
ACH-000341,-0.20173044012195304
ACH-000348,-0.22074524271177934
ACH-000350,-0.07585959622331889
ACH-000352,-0.08319059414259976
ACH-000356,-0.2881477448071937
ACH-000361,-0.3617140032807116
ACH-000362,-0.15116680647966613
ACH-000363,-0.14723110850159846
ACH-000364,-0.1928769701809916
ACH-000365,-0.05161339144822845
ACH-000366,-0.14738306912702215
ACH-000368,-0.14220891335501193
ACH-000374,0.06072723731754238
ACH-000375,0.08759428634435804
ACH-000376,-0.2399934516251835
ACH-000381,-0.09601467509290808
ACH-000383,-0.1986522776503564
ACH-000387,-0.16112131828320822
ACH-000389,-0.1191674060200086
ACH-000390,-0.19903522248136815
ACH-000393,-0.11866066765623826
ACH-000395,-0.10801416463041133
ACH-000396,-0.09250463456243203
ACH-000397,-0.11490259600524395
ACH-000401,-0.09981266759158723
ACH-000402,-0.2075956867699968
ACH-000403,-0.2847921492381978
ACH-000404,-0.04325055110290799
ACH-000406,-0.13645746704752598
ACH-000407,-0.17917624024814752
ACH-000408,-0.04968689892401576
ACH-000410,-0.3176803665756645
ACH-000411,-0.2509956596337597
ACH-000414,-0.21624060533293074
ACH-000415,-0.3339414580561489
ACH-000416,-0.10798322055106624
ACH-000420,-0.15666517396939955
ACH-000421,-0.044667369977341775
ACH-000424,-0.2310304745952977
ACH-000425,-0.2399641082755423
ACH-000426,-0.18811177696657294
ACH-000427,-0.2435317328468312
ACH-000433,-0.15263505649625034
ACH-000435,-0.2801211535350542
ACH-000436,-0.18564770078539602
ACH-000444,-0.13871661174478106
ACH-000445,-0.06351183261683813
ACH-000448,-0.3289109359108209
ACH-000450,-0.13928413129537526
ACH-000452,-0.2231132676397132
ACH-000454,-0.18325780268268366
ACH-000458,-0.33112945926541
ACH-000459,0.053766811477647836
ACH-000460,-0.17692312428902035
ACH-000461,-0.1016252997674237
ACH-000463,-0.22895551179199186
ACH-000464,-0.2710592007370297
ACH-000466,-0.015020585448331328
ACH-000467,-0.2267457989358191
ACH-000468,0.011544822286837564
ACH-000469,-0.2901509477781445
ACH-000470,-0.17902228541219226
ACH-000471,-0.12317113853420493
ACH-000472,-0.21836559375427944
ACH-000473,-0.04171305675758637
ACH-000475,-0.10105645837485927
ACH-000476,-0.12579056341160114
ACH-000477,-0.1980131661717896
ACH-000479,-0.5177164843305685
ACH-000480,-0.31587069255361955
ACH-000481,-0.24270660121983265
ACH-000483,-0.15173857972955926
ACH-000484,-0.2849338085930617
ACH-000485,-0.46751872849403503
ACH-000486,-0.20810665246994467
ACH-000487,-0.08286966069624667
ACH-000488,-0.0596787625077576
ACH-000490,-0.27325642290036145
ACH-000491,-0.16092913358648314
ACH-000495,-0.3375741627248993
ACH-000496,-0.1638797866180741
ACH-000499,0.04115171418093497
ACH-000500,-0.17181293574341125
ACH-000502,-0.14691280518798286
ACH-000503,-0.22417551776225028
ACH-000505,-0.25708360837430394
ACH-000507,-0.20368201163020014
ACH-000510,-0.11529099336395242
ACH-000511,-0.2631600468595732
ACH-000512,-0.4494777526242557
ACH-000516,-0.3636092684247436
ACH-000517,-0.13901488412346802
ACH-000518,-0.08349615268509791
ACH-000520,-0.3039249817433745
ACH-000521,-0.15724772345627208
ACH-000522,-0.13964481971059933
ACH-000524,-0.16070951475480416
ACH-000527,-0.15565697683429114
ACH-000528,-0.2054747941703516
ACH-000537,-0.06448161151513189
ACH-000541,-0.13130337652976118
ACH-000542,-0.04911823427140128
ACH-000544,-0.2318190973361519
ACH-000545,-0.28916024795811257
ACH-000547,-0.2679996153279742
ACH-000548,-0.31177862624143554
ACH-000549,-0.24947314790742864
ACH-000550,-0.15710233924620556
ACH-000552,-0.3045796925732908
ACH-000556,-0.1992555958240231
ACH-000557,-0.19335872565319706
ACH-000569,-0.2018519571647997
ACH-000570,-0.07533220024719152
ACH-000571,-0.28162421416097405
ACH-000573,-0.2573184806478068
ACH-000576,-0.1587888555852071
ACH-000579,-0.18054172363793874
ACH-000580,-0.4068485017251773
ACH-000584,-0.18262264535211212
ACH-000585,-0.1855692992750909
ACH-000588,-0.3910093063615751
ACH-000589,-0.0065312561176223295
ACH-000591,0.08078909925662582
ACH-000593,-0.23911767525671396
ACH-000600,-0.2233615927598548
ACH-000601,-0.2019239356744161
ACH-000605,-0.02687375109127176
ACH-000606,-0.3441147705042269
ACH-000608,-0.19391548222705302
ACH-000614,-0.19495582811660686
ACH-000616,-0.2297744568665913
ACH-000618,-0.15092136077905968
ACH-000619,-0.2550048370242047
ACH-000620,-0.1943285565117021
ACH-000621,-0.18178527122672
ACH-000622,-0.15317584022222328
ACH-000623,-0.12689719707020405
ACH-000624,-0.15619597906429086
ACH-000627,-0.1630758728612569
ACH-000630,-0.14797181049071467
ACH-000631,-0.12763823298035262
ACH-000632,-0.2338634419728271
ACH-000633,-0.2122084069494313
ACH-000637,-0.01047656845513183
ACH-000638,-0.11397484480928388
ACH-000646,-0.19890467463687286
ACH-000647,-0.2652700371085401
ACH-000648,-0.3767542053827172
ACH-000649,-0.119407377586464
ACH-000651,-0.05011990737202073
ACH-000652,0.0002275256844513376
ACH-000653,-0.2910556471596476
ACH-000657,-0.08988891460294961
ACH-000658,-0.3593087348623897
ACH-000661,-0.2381278760178913
ACH-000662,-0.4639295292405424
ACH-000663,-0.18049713042038926
ACH-000665,-0.134327704470855
ACH-000671,-0.09157791104390732
ACH-000672,-0.35619659687499616
ACH-000673,-0.27501061272112143
ACH-000676,-0.18917809905219868
ACH-000677,-0.13683573041237507
ACH-000681,-0.12640650261089495
ACH-000683,-0.31006041147609503
ACH-000684,-0.1801854584489305
ACH-000688,-0.15708942325948674
ACH-000693,-0.11721368943858912
ACH-000694,-0.08313108606149455
ACH-000695,-0.07636817031639963
ACH-000696,-0.2173649985039628
ACH-000697,-0.24161956253351455
ACH-000699,-0.16440418483379174
ACH-000701,-0.22924052715618665
ACH-000706,-0.17065175690299106
ACH-000711,-0.10527620161186482
ACH-000713,-0.16833860450263502
ACH-000714,-0.2472308901037437
ACH-000718,-0.28891698957203193
ACH-000720,-0.13286082620004122
ACH-000721,-0.12228460899962325
ACH-000724,-0.04231665445851032
ACH-000725,-0.2955725900104986
ACH-000732,-0.3248974316420079
ACH-000734,-0.2781334861871271
ACH-000735,-0.28767129411726233
ACH-000736,-0.27126976009042136
ACH-000738,-0.034586347183290116
ACH-000746,-0.11963817007425925
ACH-000747,-0.11040980223910246
ACH-000748,-0.1879215274675265
ACH-000753,-0.13287980839539998
ACH-000756,-0.17106805930657
ACH-000757,-0.3311515354237497
ACH-000758,-0.18103200163937785
ACH-000760,-0.2370692455171001
ACH-000762,-0.16596512498005553
ACH-000763,-0.2701580335479522
ACH-000764,-0.04007323108455338
ACH-000765,-0.2174645656197932
ACH-000766,-0.25094796529034913
ACH-000767,-0.4013071411998938
ACH-000768,-0.17296990949635882
ACH-000769,-0.092740966058863
ACH-000770,-0.2131038691066244
ACH-000771,-0.24481983833739346
ACH-000773,-0.2121933303080202
ACH-000776,-0.2315237505314586
ACH-000777,-0.1978395159720678
ACH-000778,-0.15456631181404815
ACH-000781,-0.10306901838956414
ACH-000782,0.01602090304633771
ACH-000783,-0.23950914138188475
ACH-000784,-0.18515829012355128
ACH-000785,-0.20360304631980766
ACH-000787,-0.02249654996531649
ACH-000788,-0.19882410676936652
ACH-000791,-0.1509109955394022
ACH-000792,-0.19853098487561
ACH-000794,-0.10503327829272437
ACH-000796,-0.0972570180341571
ACH-000798,0.02790875811069328
ACH-000799,-0.17769695504474514
ACH-000800,-0.24776200024524825
ACH-000802,-0.10661917741993207
ACH-000804,0.11332520876384085
ACH-000805,-0.26527394746732585
ACH-000809,-0.15370485368968312
ACH-000810,-0.08563458549886667
ACH-000811,-0.15866462004769555
ACH-000817,-0.18270916033871334
ACH-000819,-0.07627336715958115
ACH-000820,-0.1896739920592697
ACH-000821,-0.07858863569854872
ACH-000822,-0.08965792025555587
ACH-000823,-0.08909216528657933
ACH-000824,-0.2688851665564373
ACH-000827,-0.2685340876361823
ACH-000829,-0.1566340437860716
ACH-000831,0.06474153372703348
ACH-000832,-0.11898362287005207
ACH-000833,-0.1055182539563622
ACH-000834,-0.1924194074759291
ACH-000835,-0.1552281223165777
ACH-000836,-0.23126933360228055
ACH-000837,-0.16942343374928864
ACH-000838,0.0305708942602038
ACH-000839,-0.21969958959427136
ACH-000840,-0.05345190959795665
ACH-000841,-0.27868223386876906
ACH-000843,-0.2530427420053006
ACH-000846,-0.2663081892401397
ACH-000847,-0.1811787404196805
ACH-000848,-0.07953318000253877
ACH-000849,-0.0803055815426982
ACH-000851,-0.0333925385464335
ACH-000855,-0.3132024228773875
ACH-000856,-0.17730238611591534
ACH-000858,-0.14039850668017814
ACH-000859,-0.17827002583323498
ACH-000861,-0.1868118655695427
ACH-000862,-0.2838914653340235
ACH-000865,-0.10041724030801642
ACH-000866,-0.3598986742379751
ACH-000867,-0.3788388023905181
ACH-000869,-0.1290667516117524
ACH-000872,-0.10765881712498038
ACH-000873,-0.14421529168804806
ACH-000876,-0.23496405833310766
ACH-000878,-0.03074901512174882
ACH-000880,-0.1213692442698409
ACH-000881,-0.17288054315967175
ACH-000882,-0.3519535090975423
ACH-000884,-0.22882116703289765
ACH-000885,-0.08179614436021053
ACH-000887,-0.19199590724570664
ACH-000889,-0.18690573170649194
ACH-000896,-0.19851866686983247
ACH-000898,-0.3453527394841308
ACH-000900,-0.1479613295159282
ACH-000901,-0.07884803998843977
ACH-000905,-0.2786332670838429
ACH-000906,-0.16206761661241595
ACH-000907,-0.06946241695623591
ACH-000910,-0.15372361632142612
ACH-000911,-0.1358491610794877
ACH-000912,-0.18372529333995466
ACH-000913,-0.1558533572407266
ACH-000915,-0.19501731154027974
ACH-000916,0.23702185544775675
ACH-000917,0.00979213140650735
ACH-000920,-0.17315006582182774
ACH-000921,-0.2311407727175151
ACH-000924,-0.15317774182667782
ACH-000926,-0.14882474379714106
ACH-000928,-0.1816242806553675
ACH-000929,0.03312455913700663
ACH-000932,-0.16943468300069206
ACH-000935,-0.047246221051622204
ACH-000936,-0.154647575433042
ACH-000937,-0.051048173453608535
ACH-000938,-0.08703266097250896
ACH-000939,-0.1705561370564079
ACH-000941,-0.06977131655050345
ACH-000943,-0.2338788991243642
ACH-000946,-0.19590565884423375
ACH-000947,-0.1063254813631222
ACH-000948,-0.3986932990963669
ACH-000950,-0.16535673783616225
ACH-000953,-0.093055131003212
ACH-000954,-0.2471987508123924
ACH-000957,-0.12782384898232044
ACH-000958,-0.2364939495120472
ACH-000960,-0.17217735368396248
ACH-000963,-0.24796946782399384
ACH-000968,-0.11334130295129308
ACH-000969,-0.4061015473353001
ACH-000972,-0.4690504526787284
ACH-000973,-0.2162669542443192
ACH-000974,-0.3561759008464864
ACH-000978,-0.08389949478250924
ACH-000984,-0.3808604006175822
ACH-000986,-0.17781846346162114
ACH-000988,-0.2398986672508575
ACH-000993,-0.3568641153836255
ACH-000994,0.12486690200057908
ACH-000996,-0.22368971774373247
ACH-001001,-0.2602351496515865
ACH-001020,-0.08742596840904357
ACH-001028,-0.1882928107803125
ACH-001031,-0.12029201733491668
ACH-001038,-0.25774395450079784
ACH-001048,-0.12809269881393326
ACH-001050,-0.03259230751929948
ACH-001053,-0.13356950052855188
ACH-001054,-0.19631506318258746
ACH-001061,-0.21941101454061768
ACH-001067,-0.020438646644293
ACH-001075,-0.17406737432249714
ACH-001096,-0.21182620973291327
ACH-001111,-0.1816073050784504
ACH-001119,-0.16160202690513642
ACH-001128,-0.21479952830486213
ACH-001134,-0.10381038268924482
ACH-001151,-0.15436167653815053
ACH-001163,-0.19896264286713009
ACH-001164,-0.6541898630252756
ACH-001183,-0.15956151729552626
ACH-001192,-0.22291250825641748
ACH-001193,0.17879587044027995
ACH-001196,-0.1305268513908754
ACH-001197,-0.15116112594984008
ACH-001205,-0.2153617193227563
ACH-001211,-0.2235871286421468
ACH-001212,-0.10983517886037836
ACH-001228,-0.2006807132151052
ACH-001232,-0.17362915066090334
ACH-001239,-0.3476711639213781
ACH-001270,-0.2927867007855869
ACH-001274,-0.045148859081578334
ACH-001275,-0.16411069278739168
ACH-001277,-0.2481009345368033
ACH-001278,-0.1148219564940508
