,CCT2 (10576)
ACH-000004,-1.3949137847991344
ACH-000005,-1.3835488173870318
ACH-000007,-0.9241196544702108
ACH-000009,-1.0427726731179143
ACH-000011,-0.7414978290490278
ACH-000012,-1.1043108888672604
ACH-000013,-0.9161705002256809
ACH-000014,-0.7438929513421307
ACH-000015,-0.9493533784346898
ACH-000017,-0.8407952726592905
ACH-000018,-1.147045110941619
ACH-000019,-1.0540036918944191
ACH-000021,-1.0596539589481422
ACH-000022,-0.7447831621455575
ACH-000025,-1.2194163857221447
ACH-000028,-0.9786796386358604
ACH-000030,-1.1079769289881258
ACH-000035,-1.01033449914359
ACH-000036,-1.1972385160627936
ACH-000037,-1.2303416648948249
ACH-000039,-1.0335313432411193
ACH-000040,-1.0536934891724317
ACH-000041,-1.035198888299929
ACH-000042,-0.964572650123276
ACH-000045,-1.0051874929634352
ACH-000047,-1.0156225421273144
ACH-000052,-1.0698687477732414
ACH-000053,-1.155857591053
ACH-000054,-1.0269283260603843
ACH-000055,-0.7106464085505225
ACH-000060,-0.9305851706136882
ACH-000067,-1.107375591477591
ACH-000070,-0.9252614665781126
ACH-000075,-1.0988875947175452
ACH-000078,-0.93776568874023
ACH-000082,-0.8954634196718868
ACH-000085,-1.1568184752661832
ACH-000086,-1.0858963842801237
ACH-000087,-1.1119386393948472
ACH-000092,-1.0415222421938903
ACH-000095,-1.1343097637241244
ACH-000097,-0.8798535170020492
ACH-000098,-1.064374409624663
ACH-000099,-0.8577911925908352
ACH-000108,-0.8649014614402843
ACH-000113,-0.969199216096298
ACH-000116,-0.8185894882555862
ACH-000118,-1.104689783364762
ACH-000120,-0.7482131168484378
ACH-000123,-0.8913136619774903
ACH-000127,-0.8434525316279757
ACH-000128,-1.1522300380467438
ACH-000132,-1.1098847071488585
ACH-000133,-0.9776449765259304
ACH-000137,-1.0341264062336637
ACH-000138,-0.8177516166185109
ACH-000142,-1.1035709115819634
ACH-000143,-0.7751188273872988
ACH-000146,-1.0696373474882062
ACH-000148,-1.0721761090934072
ACH-000150,-0.9983367156825366
ACH-000152,-1.012861178172811
ACH-000153,-1.3950332799920933
ACH-000159,-1.0012753245945554
ACH-000160,-0.901146634783761
ACH-000163,-0.9842746956342456
ACH-000167,-1.9132689352275636
ACH-000168,-0.9786587653542472
ACH-000169,-0.9639158108690188
ACH-000178,-0.9505584182701022
ACH-000183,-0.9593581708602664
ACH-000188,-0.9840552425220644
ACH-000189,-0.678990339435301
ACH-000190,-0.8269694781646999
ACH-000198,-1.0078590150310256
ACH-000203,-0.7503707937127777
ACH-000204,-1.024142373055947
ACH-000206,-1.0556580508213065
ACH-000207,-1.230973843608988
ACH-000208,-0.9849614900292476
ACH-000210,-0.8773732258860413
ACH-000211,-1.2824205535038455
ACH-000215,-0.9612750571501708
ACH-000221,-1.0004502544122145
ACH-000222,-1.0955050583664605
ACH-000223,-1.0251500743107065
ACH-000226,-1.020900184683866
ACH-000227,-1.0380581663756825
ACH-000228,-0.9924753945831633
ACH-000231,-1.085282205919601
ACH-000232,-1.110853157107087
ACH-000233,-0.9838425110432516
ACH-000234,-0.909511997596376
ACH-000235,-0.8222245639442078
ACH-000237,-0.9937415263356132
ACH-000238,-1.0677438738746998
ACH-000242,-1.0176105720887147
ACH-000243,-1.1139820931340698
ACH-000244,-0.8382409555184505
ACH-000246,-0.9316462353598955
ACH-000248,-1.0091428896466623
ACH-000250,-1.0145187263986333
ACH-000251,-0.927651361654469
ACH-000252,-1.0994974753361382
ACH-000253,-0.9337813687125625
ACH-000255,-0.8370466040493567
ACH-000256,-1.0155890743356235
ACH-000257,-1.096178212590603
ACH-000258,-1.0390700568345528
ACH-000259,-0.952571817396454
