,DACT1 (51339)
ACH-000004,-0.09168344355390227
ACH-000005,-0.1367820866034032
ACH-000007,0.11001442253846368
ACH-000009,0.0425986697993312
ACH-000011,0.1942232803568676
ACH-000012,0.16671257237084486
ACH-000013,0.013162967691073573
ACH-000014,0.07697180559505734
ACH-000015,-0.018390980914247675
ACH-000017,0.17661331360950447
ACH-000018,0.27963739643133195
ACH-000019,0.05339135608109958
ACH-000021,0.12275714685374238
ACH-000022,0.16194338078205908
ACH-000025,0.0935133911057385
ACH-000028,0.10507973377007583
ACH-000030,0.049494736984142126
ACH-000035,0.21015455103089284
ACH-000036,0.2917448110344399
ACH-000037,0.2395702952552582
ACH-000039,0.41299959935944813
ACH-000040,0.08339773824781724
ACH-000041,0.0545147272860484
ACH-000042,0.07668412989777049
ACH-000045,0.13102983250177494
ACH-000047,0.014124775863696868
ACH-000052,0.025307487176991137
ACH-000053,0.23053727010367334
ACH-000054,0.07084915932313009
ACH-000055,0.22042438259120725
ACH-000060,-0.033471175082622893
ACH-000067,0.04121890631301467
ACH-000070,0.1983173373148597
ACH-000075,0.15097927964834693
ACH-000078,0.19406439151302968
ACH-000082,0.20883868520604384
ACH-000085,-0.1550280607844468
ACH-000086,0.1626709441156904
ACH-000087,0.15850050540343533
ACH-000092,0.12077303941119835
ACH-000095,0.19279732544666128
ACH-000097,0.02180558996057801
ACH-000098,0.13121093563077146
ACH-000099,0.1867579729082476
ACH-000108,0.12195591773596215
ACH-000113,0.06717809794923459
ACH-000116,0.15811138685650952
ACH-000118,0.11714810752617202
ACH-000120,0.16787595317645038
ACH-000123,0.2068136222050477
ACH-000127,0.10708574561304172
ACH-000128,0.15067882234485985
ACH-000132,0.18709542160287795
ACH-000133,0.17591701186331926
ACH-000137,0.02802240668674677
ACH-000138,0.08892900626416796
ACH-000142,0.1878359462066203
ACH-000143,0.1257036859485056
ACH-000146,0.1774418747458185
ACH-000148,0.03853482123446759
ACH-000150,0.17500552033725594
ACH-000152,0.07522542619855492
ACH-000153,0.12884698548085374
ACH-000159,0.20440208506677693
ACH-000160,0.08014132548792045
ACH-000163,0.25066541834775485
ACH-000167,0.2435197364790768
ACH-000168,0.2604194779790663
ACH-000169,-0.0029986093392730304
ACH-000178,0.1149935943838577
ACH-000183,0.2493465559488432
ACH-000188,0.2901993925197279
ACH-000189,0.21784653193157694
ACH-000190,0.2851234685216084
ACH-000198,0.1206178737852826
ACH-000203,-0.22978022501189746
ACH-000204,0.22934323904031165
ACH-000206,0.3383335846574756
ACH-000207,0.2888381677556081
ACH-000208,0.24386420225206645
ACH-000210,0.2927622361602946
ACH-000211,-0.020679773300501927
ACH-000215,0.1286148105800855
ACH-000221,0.2553226103161856
ACH-000222,-0.11643704246201875
ACH-000223,0.12334408745947036
ACH-000226,0.09020851774710943
ACH-000227,0.04415390533089187
ACH-000228,0.02041572651573995
ACH-000231,0.09648295666970994
ACH-000232,0.15284910226936235
ACH-000233,0.1165742950485655
ACH-000234,0.09416801656128346
