,YME1L1 (10730)
ACH-000720,-0.43521422182772057
ACH-000721,-0.1505972336842589
ACH-000724,-0.3434021914221284
ACH-000725,-0.6153380395938359
ACH-000732,-0.6308913770108725
ACH-000734,-0.3040015157588976
ACH-000735,-0.4172833200545973
ACH-000736,-0.3721961734267876
ACH-000738,-0.4428124254628921
ACH-000746,-0.15421231075385172
ACH-000747,-0.5593706303545779
ACH-000748,-0.2493465697199209
ACH-000753,-0.13121653564924401
ACH-000756,-0.004159897999435139
ACH-000757,-0.08290960267005494
ACH-000758,-0.6413940329770554
ACH-000760,-0.5175784272617657
ACH-000762,-0.2214377008459843
ACH-000763,-0.1368627559669578
ACH-000764,-0.06457287090208126
ACH-000765,-0.5589740020768161
ACH-000766,-0.4745024930036802
ACH-000767,-0.11992682033093405
ACH-000768,-0.17798433529278465
ACH-000769,-0.4157080504621358
ACH-000770,-0.4559360917460058
ACH-000771,-0.3718531355728613
ACH-000773,-0.4740074859029885
ACH-000776,-0.4329099193699395
ACH-000777,-0.5353423087382013
ACH-000778,-0.2377649733682897
ACH-000781,-0.5198189834564589
ACH-000782,-0.07615845873235792
ACH-000783,-0.4577279355524115
ACH-000784,-0.24826747758792345
ACH-000785,-0.4878025440874932
ACH-000787,-0.4873142216381638
ACH-000788,-0.08109542393372095
ACH-000791,-0.1151903075014498
ACH-000792,-0.3147488265441618
ACH-000794,-0.4228754650198789
ACH-000796,-0.21855044058854525
ACH-000798,-0.4492399732321293
ACH-000799,-0.4613678296949858
ACH-000800,-0.169324103338798
ACH-000802,-0.30997774927050903
ACH-000804,0.017511542661113114
ACH-000805,-0.5855069427526721
ACH-000809,-0.41374625842288826
ACH-000810,-0.19596701358739788
ACH-000811,-0.20109589228899244
ACH-000817,-0.5957875255611366
ACH-000819,-0.3996871276810968
ACH-000820,-0.3107716147984957
ACH-000821,-0.6596830980007266
ACH-000822,-0.3132413670308046
ACH-000823,-0.2162521667080733
ACH-000824,-0.2567505348527834
ACH-000827,-0.2922271311759893
ACH-000829,-0.2325418671927482
ACH-000831,-0.6094662996601888
ACH-000832,-0.3604514640558629
ACH-000833,-0.22637366880721005
ACH-000834,-0.22631147317167294
ACH-000835,-0.450816236796648
ACH-000836,-0.13645236286644538
ACH-000837,-0.06631329601606688
ACH-000838,-0.4878472597653401
ACH-000839,-0.22002420109766446
ACH-000840,-0.3590660491942093
ACH-000841,-0.376571693269728
ACH-000843,-0.7114410096318343
ACH-000846,-0.3184349396547753
ACH-000847,-0.21111283554240654
ACH-000848,-0.5770828464238481
ACH-000849,-0.2519845604206992
ACH-000851,-0.3507094438332714
ACH-000855,-0.6679859667300398
ACH-000856,-0.1339855236471347
ACH-000858,0.03277133328492846
ACH-000859,-0.21129330452657166
ACH-000861,-0.3776373275397355
ACH-000862,-0.5139737877220639
ACH-000865,-0.2583670800661088
ACH-000866,-0.08679376813289191
ACH-000867,-0.3845852788411018
ACH-000869,-0.9390433444052908
ACH-000872,-0.32729730688055125
ACH-000873,-0.2790897818285973
ACH-000876,-0.5545539665498418
ACH-000878,-0.42900409448454097
ACH-000880,0.008701758600638184
ACH-000881,-0.4599854142338117
ACH-000882,-0.03844831485945248
ACH-000884,-0.22579342057398316
ACH-000885,-0.11932314264194226
ACH-000887,-0.2358436510390148
ACH-000889,-0.3458173979451593
ACH-000896,-0.14767511934973993
ACH-000898,-0.4003517480268309
ACH-000900,-0.12353128562349296
ACH-000901,-0.12223837870822153
ACH-000905,-0.5046478797567885
ACH-000906,-0.2046240865030879
ACH-000907,-0.17538979935274307
ACH-000910,-0.1742809492646798
ACH-000911,-0.1559701975136481
ACH-000912,-0.3328176701176105
ACH-000913,-0.29203693318010376
ACH-000915,-0.3486192833165165
ACH-000916,-0.3100389774060989
ACH-000917,-0.10063533998239736
ACH-000920,-0.16005375722780918
ACH-000921,-0.09315357306871463
ACH-000924,-0.4384802285708703
ACH-000926,-0.31386284687083377
ACH-000928,-0.08507263524158161
ACH-000929,-0.22822252849482605
ACH-000932,0.05674038489470231
ACH-000935,-0.1149222357765994
ACH-000936,0.028400830765805525
ACH-000937,-0.20482619696028315
ACH-000938,-0.2189869424423312
ACH-000939,-0.2604177931782374
ACH-000941,-0.4523287413917769
ACH-000943,-0.7807634531074445
ACH-000946,-0.08079638633717301
ACH-000947,-0.001021304026078693
ACH-000948,-0.31311594392422953
ACH-000950,-0.2953090408526232
ACH-000953,0.12145403192917915
ACH-000954,-0.4089273089840785
ACH-000957,-0.04065385527698818
ACH-000958,-0.3827404248962801
ACH-000960,-0.38602569589695707
ACH-000963,-0.4777449303358549
ACH-000968,-0.3061699281092993
ACH-000969,-0.4536643305350034
ACH-000972,-0.04582987004450903
ACH-000973,-0.06118429001395082
ACH-000974,-0.3002486898715576
ACH-000978,0.03956633202615767
ACH-000984,-0.6436036451938465
ACH-000986,-0.2994009074171862
ACH-000988,-0.004179332366383638
ACH-000993,-0.07438828089510938
ACH-000994,-0.3029945810880834
ACH-000996,-0.0820398770066714
ACH-001001,-0.2148192810023425
ACH-001020,-0.03253082627635361
ACH-001028,-0.5679589030464219
ACH-001031,-0.19025451228711235
ACH-001038,-0.07324438113182027
ACH-001048,-0.2504591381273631
ACH-001050,-0.14260502705706626
ACH-001053,-0.28337238212736354
ACH-001054,-0.15085407212827298
ACH-001061,-0.4784007472099217
ACH-001067,-0.3176373268074155
ACH-001075,-0.41364174218129385
ACH-001096,-0.25279793051169164
ACH-001111,-0.041949111209019986
ACH-001119,-0.27319091476207324
ACH-001128,-0.3673831022315064
ACH-001134,-0.11659703294201612
ACH-001151,-0.09926454118679577
ACH-001163,-0.27814375206056724
ACH-001164,-0.40174759544515504
ACH-001183,0.015409019148746953
ACH-001192,-0.19923885758607315
ACH-001193,-0.4616587470193773
ACH-001196,-0.2345947448655672
ACH-001197,-0.3743421039629841
ACH-001205,0.05986915325424867
ACH-001211,-0.2902991247357836
ACH-001212,-0.3075141822016834
ACH-001228,-0.3137950488705728
ACH-001232,-0.17044195721316474
ACH-001239,-0.3907608320289623
ACH-001270,-0.2324626093147651
ACH-001274,-0.03975073412516652
ACH-001275,-0.2959934611076855
ACH-001277,-0.2724746030053972
ACH-001278,-0.3316675006126387
ACH-001280,-0.10221752584199596
ACH-001283,-0.41998094817175297
ACH-001289,-0.20508444528449213
ACH-001300,-0.1724741408405029
ACH-001301,-0.368496880049522
ACH-001302,-0.2857558486513581
ACH-001306,-0.10876964248250086
ACH-001318,-0.239509450506509
ACH-001322,-0.26072564539160004
ACH-001328,-0.2510976354702644
ACH-001332,-0.5224003580542155
ACH-001336,-0.01809475773406977
ACH-001346,-0.23135098786106045
ACH-001353,0.14558613361538314
ACH-001354,0.3162863967385702
ACH-001367,-0.14879636049897602
ACH-001368,-0.4394608091831581
ACH-001374,-0.1310989367068911
ACH-001377,-0.2890702072307996
ACH-001380,-0.5310597924461157
ACH-001391,-0.09543652428009666
ACH-001408,-0.3461340323278801
ACH-001430,-0.22188921282117255
ACH-001431,0.0005999764890413081
ACH-001450,-0.7210976604329358
ACH-001496,-0.26305037661077857
ACH-001500,-0.3832702027255762
ACH-001523,-0.2806237703239073
ACH-001532,0.1128999070043466
ACH-001550,-0.2786742472958413
ACH-001552,-0.19487223591750266
ACH-001554,-0.1556373232894735
ACH-001654,-0.5063266287191334
ACH-001735,-0.25175945119146337
ACH-001736,-0.27724498110022805
ACH-001737,-0.4709398369595749
ACH-001740,-0.10957945344402484
ACH-001745,-0.16120639926207486
ACH-001765,-0.2677001226855177
