,LIG4 (3981)
ACH-000004,0.008588236062122149
ACH-000005,-0.16056542481369326
ACH-000007,0.02239023349148276
ACH-000009,-0.13676461009548752
ACH-000011,-0.4886337535345247
ACH-000012,-0.021956265901038212
ACH-000013,-0.09908942044344016
ACH-000014,-0.14008405456558554
ACH-000015,-0.139596803847746
ACH-000017,-0.18239920068380586
ACH-000018,-0.017330152889385754
ACH-000019,-0.10574359988145668
ACH-000021,-0.015922798959685753
ACH-000022,0.00026159123555926733
ACH-000025,-0.16974628626549582
ACH-000028,-0.1665831060802913
ACH-000030,-0.13227325812556034
ACH-000035,-0.253439261698034
ACH-000036,-0.2844884640090434
ACH-000037,-0.1986982193407664
ACH-000039,-0.32234488394222977
ACH-000040,-0.2589639190887519
ACH-000041,-0.06608891819690453
ACH-000042,-0.09000049298733334
ACH-000045,-0.15663343053504994
ACH-000047,0.017273903630319953
ACH-000052,-0.22651206105675845
ACH-000053,-0.0927288036575522
ACH-000054,-0.12733256806348944
ACH-000055,-0.014802987119054969
ACH-000060,-0.3069776862959169
ACH-000067,-0.3256748497737584
ACH-000070,-0.3381722567338244
ACH-000075,-0.1817576124861837
ACH-000078,-0.17915030891113912
ACH-000082,-0.2948109485693023
ACH-000085,-0.2027347833927222
ACH-000086,-0.23078171184220586
ACH-000087,-0.4426735500009847
ACH-000092,-0.10065659413945736
ACH-000095,-0.1968149405925972
ACH-000097,-0.19019642420341187
ACH-000098,-0.10043392169734684
ACH-000099,-0.23233985874073235
ACH-000108,-0.08128300128505846
ACH-000113,-0.2364956318851905
ACH-000116,-0.16888308657100698
ACH-000118,0.05458554835933683
ACH-000120,-0.12993072172711473
ACH-000123,-0.08402717957416138
ACH-000127,-0.12206698775590745
ACH-000128,-0.0004374222549222878
ACH-000132,-0.3658312146120611
ACH-000133,-0.1456306006176175
ACH-000137,-0.07217261052820627
ACH-000138,-0.09057657290977056
ACH-000142,-0.121595088375846
ACH-000143,0.11402428478865854
ACH-000146,-0.15225271056712472
ACH-000148,-0.16903870694975848
ACH-000150,-0.3175427532202995
ACH-000152,-0.18213537725564827
ACH-000153,-0.37347659773217
ACH-000159,-0.1387100666333141
ACH-000160,-0.035711047737955894
ACH-000163,-0.2262264458143139
ACH-000167,-0.2001237546915512
ACH-000168,-0.11887489715083398
ACH-000169,-0.224005141491894
ACH-000178,-0.1985261290618331
ACH-000183,-0.13883645869438554
ACH-000188,-0.1894841641452335
ACH-000189,-0.1141954383730108
ACH-000190,-0.08061349238702704
ACH-000198,-0.19288567824838904
ACH-000203,-0.0635656938022804
ACH-000204,-0.18199098535803754
ACH-000206,-0.1714479175767873
ACH-000207,-0.11452240844961475
ACH-000208,-0.17942636441461896
ACH-000210,0.19732748094875846
ACH-000211,-0.14335536560143428
ACH-000215,-0.2026789176275063
ACH-000221,-0.21463017291848452
ACH-000222,-0.07672357991228324
ACH-000223,-0.10639216120485497
ACH-000226,-0.12839861381154574
ACH-000227,-0.35180845751474843
ACH-000228,-0.07944814003736239
ACH-000231,-0.1700826154340844
ACH-000232,-0.05011479919835062
ACH-000233,-0.09205194072945426
ACH-000234,-0.2312242287846329
ACH-000235,-0.0742469917417753
ACH-000237,-0.2902070363370516
ACH-000238,-0.20269054272181705
ACH-000242,-0.017977957219144244
ACH-000243,-0.1708950215923466
ACH-000244,-0.2100392848070943
ACH-000246,-0.14614406054197734
ACH-000248,-0.005799133514630772
ACH-000250,-0.16145514127548946
ACH-000251,-0.33124391182852664
ACH-000252,0.07172576253191121
ACH-000253,-0.0904222824104827
ACH-000255,-0.1694294948258247
ACH-000256,-0.049795641769093006
ACH-000257,-0.10091880865844063
ACH-000258,-0.18881101752359844
ACH-000259,-0.2878048441673296
ACH-000260,-0.17671846220140486
ACH-000261,-0.19260258626875304
ACH-000262,-0.20778212667465648
ACH-000263,0.07609105548835395
ACH-000264,-0.23767277994673766
ACH-000265,-0.19031312876407105
ACH-000266,-0.22356547556448644
ACH-000272,-0.016217341896840827
ACH-000274,-0.2933940193628916
ACH-000277,-0.15947016016144036
ACH-000278,-0.20291499720854997
ACH-000279,-0.1582025200438359
ACH-000280,-0.02488224865505535
ACH-000281,-0.07529395023530633
ACH-000288,-0.2317569632166477
ACH-000291,-0.06978801809544159
ACH-000293,-0.10628757727308327
ACH-000294,0.044916614540852134
ACH-000295,0.06354912587713776
ACH-000296,-0.020995245328144133
ACH-000302,-0.2444895110028544
ACH-000304,-0.454787721402502
ACH-000307,-0.21064688332628825
ACH-000308,-0.04695860585838031
ACH-000310,-0.1433063866332115
ACH-000311,-0.3318348830396545
ACH-000312,-0.04378138473947942
ACH-000315,-0.03288569339253427
ACH-000316,-0.21650888581858968
ACH-000317,-0.14045070536934606
ACH-000318,-0.06660113832393458
ACH-000319,-0.1746400405154808
ACH-000320,-0.17739603711049146
ACH-000322,-0.2112008066288072
ACH-000323,-0.1548395376065516
ACH-000324,-0.19321973234160694
ACH-000329,-0.18728277371309107
ACH-000330,-0.16329021506630784
ACH-000331,-0.2298649935059475
ACH-000332,-0.10479003638842244
ACH-000334,0.03109659915653829
ACH-000335,-0.345148847653514
ACH-000336,-0.3477377126237431
ACH-000337,-0.06047535251776288
ACH-000338,0.09485612688027888
ACH-000339,-0.09811959544666536
ACH-000341,-0.2061057040287984
ACH-000348,-0.2145128001514041
ACH-000350,-0.08271327793119261
ACH-000352,-0.1080846136571628
