,C1QBP (708)
ACH-000168,-0.3104963549852076
ACH-000169,-0.2592827041308937
ACH-000178,-0.40459268132999016
ACH-000183,-0.40725241002316
ACH-000188,-0.6465240678257801
ACH-000189,-0.3628991704581151
ACH-000190,-0.3114186278003591
ACH-000198,-0.4260697978403555
ACH-000203,-0.0747090668559523
ACH-000204,-0.4870266456745927
ACH-000206,-0.1660083094358775
ACH-000207,-0.5271872344266121
ACH-000208,-0.3703938335208288
ACH-000210,-0.8130060468801454
ACH-000211,-0.3398003809030889
ACH-000215,-0.4722865354764933
ACH-000221,-0.9708891589498826
ACH-000222,-0.20545368858136265
ACH-000223,-0.5690269301869979
ACH-000226,-0.4642719376514367
ACH-000227,-0.4142052914555692
ACH-000228,-0.4858142426077312
ACH-000231,-0.21959475541056414
ACH-000232,-0.5201608221666786
ACH-000233,-0.4946449347681073
ACH-000234,-0.2960182739750057
ACH-000235,-0.2739076345405235
ACH-000237,-0.16700178230543447
ACH-000238,-0.6291518278826991
ACH-000242,-0.3887472642457884
ACH-000243,-0.4003167417394814
ACH-000244,-0.6284196252121458
ACH-000246,-0.6645993152570419
ACH-000248,-0.4487048875207734
ACH-000250,-0.297556225084188
ACH-000251,-0.300763959824806
ACH-000252,-0.29231853321610896
ACH-000253,-0.3100787587653837
ACH-000255,-0.4768395179014408
ACH-000256,-0.3814589453413064
ACH-000257,-0.5451680091314551
ACH-000258,-0.13475632956979186
ACH-000259,-0.45862661873906896
ACH-000260,-0.4077562242717272
ACH-000261,-0.26537884003109746
ACH-000262,-0.8379141337953906
ACH-000263,-0.4700630156419661
ACH-000264,-0.3981796109540368
ACH-000265,-0.6259998033375956
ACH-000266,-0.2962921083946499
ACH-000272,-0.4583517742051566
ACH-000274,-0.5770597935741572
ACH-000277,-0.3986309137748174
ACH-000278,-0.4171350843641856
ACH-000279,-0.5255546006317748
ACH-000280,-0.5185821604024503
ACH-000281,-0.36212104267985423
ACH-000288,-0.6717192520722289
ACH-000291,-0.4608916738517199
ACH-000293,-0.7463041627151433
ACH-000294,-0.008693554220690161
ACH-000295,-0.396370188715356
ACH-000296,-0.28457450370810805
ACH-000302,-0.4193775373127064
ACH-000304,-0.6144112297224837
ACH-000307,-0.3125857317117004
ACH-000308,-0.2656900410812736
ACH-000310,-0.2912365878464921
ACH-000311,-0.32695335936615233
ACH-000312,-0.4669952730206277
ACH-000315,-0.3817483682661518
ACH-000316,-0.22307367780361428
ACH-000317,-0.6051296657643834
ACH-000318,-0.7353145618681791
ACH-000319,-0.4426808614522497
ACH-000320,-0.23974821380574196
ACH-000322,-0.6200269336568929
ACH-000323,-0.7603364908174391
ACH-000324,-0.17549598233621344
ACH-000329,-0.4461382088224754
ACH-000330,-0.4422928739143978
ACH-000331,-0.5669454479753138
ACH-000332,-0.42745163527678093
ACH-000334,-0.4420193326925701
ACH-000335,-0.1981952980715399
ACH-000336,-0.7019708320457672
ACH-000337,-0.2656619591764146
ACH-000338,-0.5269159862498363
ACH-000339,-0.471493445116732
ACH-000341,-0.3540682841581225
ACH-000348,-0.3683797354918869
ACH-000350,-0.505870809656871
ACH-000352,-0.5595491857858129
ACH-000356,-0.5810324878660252
ACH-000361,-0.4747602248430144
ACH-000362,-0.22798215758993706
ACH-000363,-0.41304270474340776
ACH-000364,-0.9328209845271996
ACH-000365,-0.4372238856500765
ACH-000366,-0.2275204477313436
ACH-000368,-0.3468622892353783
ACH-000374,-0.7145602170906205
ACH-000375,-0.23638804766752386
ACH-000376,-0.7234384167181284
ACH-000381,-0.6123859952609823
ACH-000383,-0.3217102980190997
ACH-000387,-0.3275437177049361
ACH-000389,-0.449459360582361
ACH-000390,-0.5033667686612912
ACH-000393,-0.1988139940856513
ACH-000395,-0.40193733065045295
ACH-000396,-0.6870549193556218
ACH-000397,-0.28816975690683644
ACH-000401,-0.2704361569558693
ACH-000402,0.09516698220582837
ACH-000403,-0.315054744150146
ACH-000404,-0.4996983266478248
ACH-000406,-0.5187276367877578
ACH-000407,-0.4698315212299859
ACH-000408,-0.9650954555438942
ACH-000410,-0.349574090279019
ACH-000411,-0.3984532612629262
ACH-000414,-0.277004581524536
ACH-000415,-0.4687310415483935
ACH-000416,-0.23554147719075225
ACH-000420,-0.35292253262287104
ACH-000421,-0.3716634199927868
ACH-000424,-0.6828196099194561
ACH-000425,-0.31292687011925985
ACH-000426,-0.3591580927861442
ACH-000427,-0.5713006310306435
ACH-000433,-0.28465756686693977
ACH-000435,-0.5299963468055024
ACH-000436,-0.41616650741176864
ACH-000444,-0.4490610464996095
ACH-000445,-0.4420682330054349
ACH-000448,-0.5731966850217179
ACH-000450,-0.3626763124320535
ACH-000452,-0.5410603991860574
ACH-000454,-0.7367789300474422
ACH-000458,-0.3485882709528916
ACH-000459,-0.8930712564519622
ACH-000460,-0.2766785578812084
ACH-000461,-0.768210552370736
ACH-000463,-0.5024564989952081
ACH-000464,-0.427380550207754
ACH-000466,-0.3680256533357399
ACH-000467,-0.5542216437198402
ACH-000468,-0.31446840430441675
ACH-000469,-0.4933600039652368
ACH-000470,-0.5930367331975629
ACH-000471,-0.28840870975120275
ACH-000472,-0.34579066664102165
ACH-000473,-0.42914653128402097
ACH-000475,-0.3909507516710639
ACH-000476,-0.5790743785977374
ACH-000477,-0.3658870011792964
ACH-000479,-0.5086494386429441
ACH-000480,-0.4081886258948461
ACH-000481,-0.4207791075567255
ACH-000483,-0.7610456345311334
ACH-000484,-0.2940572056682491
ACH-000485,-0.26744860322235353
ACH-000486,-0.3208341247357925
ACH-000487,-0.8059596166216728
ACH-000488,-0.8180189885370599
ACH-000490,-0.5255767936282829
ACH-000491,-0.5964619254712317
ACH-000495,-0.34559030510485594
ACH-000496,-0.18353600583126894
ACH-000499,-0.3788213308236255
ACH-000500,-0.11063567802090386
ACH-000502,-0.34006729613418185
ACH-000503,-0.4138546512004155
ACH-000505,-0.3055728221865222
ACH-000507,-0.5921458347803541
ACH-000510,-0.3971122417155844
ACH-000511,-0.38701517056304735
ACH-000512,-0.8658589393966648
ACH-000516,-0.4623792508129365
ACH-000517,-0.2590375745181745
ACH-000518,-0.6313418728950869
ACH-000520,-0.3281316898429279
ACH-000521,-0.5080517152758912
ACH-000522,-0.4587395678458879
ACH-000524,-0.40355243355714704
ACH-000527,-0.5506675415837181
ACH-000528,-0.6438362390265505
ACH-000537,-0.5007480061162252
ACH-000541,-0.7603998295590566
ACH-000542,-0.3737808518649352
ACH-000544,-0.4814047699082362
ACH-000545,-0.5824329664336374
ACH-000547,-0.6485996321126031
ACH-000548,-0.2489309053291629
ACH-000549,-0.4503734859752636
ACH-000550,-0.3030194739708811
ACH-000552,-0.6347402110838144
ACH-000556,-0.3046598605184281
ACH-000557,-0.28841556549399194
ACH-000569,-0.4845608058964128
ACH-000570,-0.5854134684109523
ACH-000571,-0.3621405985281636
ACH-000573,-0.4916768347379699
ACH-000576,-0.3337508221248757
ACH-000579,-0.4782960742385198
ACH-000580,-0.470884853358789
ACH-000584,-0.6820414013952477
ACH-000585,-0.3162446885379282
ACH-000588,-0.6149569748079964
ACH-000589,-0.5728439932959074
ACH-000591,-0.4355715032367441
ACH-000593,-0.4796292618448528
ACH-000600,-0.5803503204634589
ACH-000601,-0.5233778935543616
ACH-000605,-0.5522653290337984
ACH-000606,-0.6128271464497377
ACH-000608,-0.2139667292938731
ACH-000614,-0.5023144928469978
ACH-000616,-0.2972434183368265
ACH-000618,-0.6634714609927249
ACH-000619,-0.507673929347892
ACH-000620,-0.40505252096576794
ACH-000621,-0.4353381312102156
ACH-000622,-0.4904810530867755
ACH-000623,-0.28574680874282365
ACH-000624,-0.3043979293629796
ACH-000627,-0.3632937638882346
ACH-000630,-0.4570802643556053
ACH-000631,-0.606607993914092
ACH-000632,-0.38295184544627203
ACH-000633,-1.00114325329849
ACH-000637,-0.5381855536087635
ACH-000638,-0.4093995065558443
ACH-000646,-0.4943848908777919
ACH-000647,-0.5579754845959713
ACH-000648,-0.5673174215219672
ACH-000649,-0.22570033949992466
ACH-000651,-0.5153839133814182
ACH-000652,-0.29569609424074805
ACH-000653,-0.5542482011336813
ACH-000657,-0.3965630513112266
ACH-000658,-0.4669509744445456
ACH-000661,-0.44146420464186464
ACH-000662,-0.5075616541612721
ACH-000663,-0.2440863759003793
ACH-000665,-0.2883951840427143
ACH-000671,-0.5987575776602431
ACH-000672,-0.9796571518703208
ACH-000673,-0.3410603025614766
ACH-000676,-0.5822795451538678
ACH-000677,-0.5715564306032159
ACH-000681,-0.373885141220376
ACH-000683,-0.3880036876068759
ACH-000684,-0.5699422556241094
ACH-000688,-0.4436574898944761
ACH-000693,-0.5231450018917279
ACH-000694,-0.86084363893111
ACH-000695,-0.4259776724600113
ACH-000696,-0.56487421521453
ACH-000697,-0.7098607228399452
ACH-000699,-0.5249407513588811
ACH-000701,-0.6683737426976539
ACH-000706,-0.4371424361177296
ACH-000711,-0.4786266550969876
ACH-000713,-0.4595464785477176
ACH-000714,-0.3494592008758942
ACH-000718,-0.464035761314089
ACH-000720,-0.5943147051882264
ACH-000721,-0.5808408382299021
ACH-000724,-0.5139636678933119
ACH-000725,-0.44299756087636016
ACH-000732,-0.6076033163720328
ACH-000734,-0.41824724635626215
ACH-000735,-0.3551352353941631
ACH-000736,-0.3178024639799469
ACH-000738,-0.6180210312954417
ACH-000746,-0.6463340446312345
ACH-000747,-0.8386998999933736
ACH-000748,-0.3167863675693194
ACH-000753,-0.5853468843692023
ACH-000756,-0.35631979694889265
ACH-000757,-0.7015014515619327
ACH-000758,-0.7148079460120643
ACH-000760,-0.5597986197378987
ACH-000762,-0.275872544712744
ACH-000763,-0.5007390525867803
ACH-000764,-0.458602024643611
ACH-000765,-0.4120241435951471
ACH-000766,-0.2205951720554616
ACH-000767,-0.4293663790038577
ACH-000768,-0.4771634813442225
ACH-000769,-0.4434484278102677
ACH-000770,-0.2855996202769728
ACH-000771,-0.6908933758112157
ACH-000773,-0.29105393723877243
ACH-000776,-0.488928261031989
ACH-000777,-0.4719534839159256
ACH-000778,-0.3363044574201365
ACH-000781,-0.39029674655818014
ACH-000782,-0.4027415194655951
ACH-000783,-0.3769093216574602
ACH-000784,-0.6070501997971968
ACH-000785,-0.456326202458216
ACH-000787,-0.5058255027768498
ACH-000788,-0.39355375593416336
ACH-000791,-0.4938323274497187
ACH-000792,-0.3994930915492825
ACH-000794,-0.2804924665338157
ACH-000796,-0.2036725473679973
ACH-000798,-0.5084540898682811
ACH-000799,-0.4096321826257267
ACH-000800,-0.5577723789877469
ACH-000802,-0.5063933938963151
ACH-000804,-0.507221540761309
ACH-000805,-0.4900862663321336
ACH-000809,-0.5833317245856308
ACH-000810,-0.26405434740760153
ACH-000811,-0.3044299692508607
ACH-000817,-0.4320139037981208
ACH-000819,-0.3300416101154695
ACH-000820,-0.833903129331265
ACH-000821,-0.5311500050850727
ACH-000822,-0.35846380585503496
ACH-000823,-0.4681881106824437
ACH-000824,-0.3111318508195192
ACH-000827,-0.2467029555952577
ACH-000829,-0.39201096004746017
ACH-000831,-0.7054659115751468
ACH-000832,-0.598190070573158
ACH-000833,-0.6745597688584501
ACH-000834,-0.5996381200980727
ACH-000835,-0.5856659581849333
ACH-000836,0.0004891433763632631
ACH-000837,-0.520333151596757
ACH-000838,-0.2252961397091965
ACH-000839,-0.4464147520595455
ACH-000840,-0.5780247147848585
ACH-000841,-0.2878513883702597
ACH-000843,-0.7647258136164086
ACH-000846,-0.46513984200967207
ACH-000847,-0.4655175838677481
ACH-000848,-0.21113683793823854
ACH-000849,-0.7580481957200155
ACH-000851,-0.3391949524313366
ACH-000855,-0.4663772301872299
ACH-000856,-0.43083082291687547
ACH-000858,-0.8113967256263345
ACH-000859,-0.5025052273545514
ACH-000861,-0.7409388302452267
ACH-000862,-0.6735452607241988
ACH-000865,-0.5137192313289141
ACH-000866,-0.24789346763948894
ACH-000867,-0.43432497879728427
ACH-000869,-0.4733371063096935
ACH-000872,-0.5807628494457365
ACH-000873,-0.5326831070942334
ACH-000876,-0.5372353006558189
ACH-000878,-0.7378747329014923
ACH-000880,-0.14090366784499606
ACH-000881,-0.4352599150445694
ACH-000882,-0.4592020024107136
ACH-000884,-0.268506812498964
ACH-000885,-0.6476981553278944
ACH-000887,-0.4518637789441845
ACH-000889,-0.7362691479366346
ACH-000896,-0.3705647933114157
ACH-000898,-0.5840395836149905
ACH-000900,-0.5258726687252198
ACH-000901,-0.3290127117031174
ACH-000905,-0.7031438730302527
ACH-000906,-0.41677067187241856
ACH-000907,-0.5654064092714681
ACH-000910,-0.4279801948617807
ACH-000911,-0.6560379093987034
ACH-000912,-0.3460443942573434
ACH-000913,-0.5122719267051349
ACH-000915,-0.7457631552419057
ACH-000916,-0.5763070241212036
ACH-000917,-0.5096888810046973
ACH-000920,-0.31689635114173026
ACH-000921,-0.6784700216855495
ACH-000924,-0.8821423300369375
ACH-000926,-0.19919030322429804
ACH-000928,-0.5870694438097974
ACH-000929,-0.3722793489424845
ACH-000932,-0.4179789572071627
ACH-000935,-0.6092028961826502
ACH-000936,-0.5156006277075118
ACH-000937,-0.12319918150345907
ACH-000938,-0.4980171539758111
ACH-000939,-0.1335549104193873
ACH-000941,-0.28496310883640513
ACH-000943,-0.8134615264928476
ACH-000946,-0.5919756243728045
ACH-000947,-0.7149806506671889
ACH-000948,-0.5021551052016753
ACH-000950,-0.1909002037173267
ACH-000953,-0.2556016641714185
ACH-000954,-0.4293582708857636
ACH-000957,-0.34194769725939905
ACH-000958,-0.4688452310920711
ACH-000960,-0.4650669892655783
ACH-000963,-0.11655808031198853
ACH-000968,-0.5924010444807934
ACH-000969,-0.7687584700535283
ACH-000972,-0.4763518769911661
ACH-000973,-0.13062621349387415
ACH-000974,-0.330038447116815
ACH-000978,-0.3962872991741657
ACH-000984,-0.7383411397493801
ACH-000986,-0.2928498058059493
ACH-000988,-0.3050326575539503
ACH-000993,-0.4339985099911038
ACH-000994,-1.094242111074583
ACH-000996,-0.5771796079825849
ACH-001001,-0.5819219871250516
ACH-001020,-0.02673861401916389
ACH-001028,-0.5713932339157374
ACH-001031,-0.25620429729222205
ACH-001038,-0.5837470365601166
ACH-001048,-0.2779869819328084
ACH-001050,-0.293895120771733
ACH-001053,-0.24353376674014335
ACH-001054,-0.4839730633754823
ACH-001061,-0.6670365717096275
ACH-001067,-0.5766191280917637
ACH-001075,-0.5327366844055207
ACH-001096,-0.4914016862743765
ACH-001111,-0.8366673728035039
ACH-001119,-0.1742689971257472
ACH-001128,0.6296046477512088
ACH-001134,-0.31539990255633826
ACH-001151,-0.20896010952316715
ACH-001163,-0.47802975236492
ACH-001164,-0.4733320623728405
ACH-001183,-0.5351122636942307
ACH-001192,-0.2848400219854817
ACH-001193,-0.2712069901377101
ACH-001196,-0.6072097599413425
ACH-001197,-0.6223146520635146
ACH-001205,-0.4762672537015436
ACH-001211,-0.036564833382717404
ACH-001212,-0.4672461904323485
ACH-001228,-0.2824311853590465
ACH-001232,-0.3144116050980838
ACH-001239,-0.503966186125033
ACH-001270,-0.35233308172686084
ACH-001274,-0.3171382629555277
ACH-001275,-0.6323661920334727
ACH-001277,-0.7461506630620035
ACH-001278,-0.5736042059673492
ACH-001280,-0.2185833845626871
ACH-001283,-0.4078999749791371
ACH-001289,-0.1891441447436976
ACH-001300,-0.3728332655348148
ACH-001301,-0.32295016846424085
ACH-001302,-0.5241390772364839
ACH-001306,-0.3500014630847981
ACH-001318,-0.7055366803975559
ACH-001322,-0.6308973978705199
ACH-001328,-0.8037906521932556
ACH-001332,-0.6860164255854638
ACH-001336,-0.5243872905008243
ACH-001346,-0.4921896274624253
ACH-001353,-0.27686259730699697
ACH-001354,0.08781220710176586
ACH-001367,-0.3387626412441573
ACH-001368,-0.5435397342571674
ACH-001374,-0.5638112490308118
ACH-001377,-0.40443398243821294
ACH-001380,-0.5250595993262518
ACH-001391,-0.2711844338359007
ACH-001408,-0.15767931088648374
ACH-001430,-0.4145286323789307
ACH-001431,-0.16530741611171434
ACH-001450,-0.4347021159644506
ACH-001496,-0.18977420978685505
ACH-001500,-0.4548307488426582
ACH-001523,-0.8422932616204309
ACH-001532,-0.4984369169863915
ACH-001550,-0.3417512428262935
ACH-001552,-0.4596739408195786
ACH-001554,-0.5163890666064509
ACH-001654,-0.2697659428571103
ACH-001735,-0.2361544268529997
ACH-001736,-0.284139932526191
ACH-001737,-0.9107575038540195
ACH-001740,-0.35467115502036495
ACH-001745,-0.10520056011751623
ACH-001765,-0.5603315348196307
