,TREML2 (79865)
ACH-000004,-0.2917968585206443
ACH-000005,-0.38714272102791947
ACH-000007,-0.2630039116848278
ACH-000009,-0.4283057994185459
ACH-000011,-0.15251883236365962
ACH-000012,-0.3951535244093951
ACH-000013,-0.4004980082513885
ACH-000014,-0.5335292333271326
ACH-000015,-0.2531537772512605
ACH-000017,-0.4234377309510766
ACH-000018,-0.4530459548192649
ACH-000019,-0.4342956015989029
ACH-000021,-0.4191662952952672
ACH-000022,-0.3457182341139865
ACH-000025,-0.287506504733742
ACH-000028,-0.3985304280824056
ACH-000030,-0.3744641742912155
ACH-000035,-0.4045490238826969
ACH-000036,-0.35797159508645915
ACH-000037,-0.541083474623677
ACH-000039,-0.2866330560439616
ACH-000040,-0.4668362106229117
ACH-000041,-0.3171001996555265
ACH-000042,-0.471180501609938
ACH-000045,-0.4057767415406402
ACH-000047,-0.3448258586563104
ACH-000052,-0.1107897791323512
ACH-000053,-0.2462040496259117
ACH-000054,-0.3192007651601841
ACH-000055,-0.1574838953684076
ACH-000060,-0.3398393468689423
ACH-000067,-0.3372146386683209
ACH-000070,-0.3923777827975623
ACH-000075,-0.2904280475582954
ACH-000078,-0.34644905247867724
ACH-000082,-0.4887764011372309
ACH-000085,-0.07953115133157046
ACH-000086,-0.44739715866916
ACH-000087,-0.4562274673253864
ACH-000092,-0.38445092915562906
ACH-000095,-0.5357765867600186
ACH-000097,-0.4798083552126172
ACH-000098,-0.3918368253748846
ACH-000099,-0.3238565052305842
ACH-000108,-0.3681116592814872
ACH-000113,-0.3648984836136253
ACH-000116,-0.3506205004625892
ACH-000118,-0.3545661799632901
ACH-000120,-0.4412003730006448
ACH-000123,-0.20128150670343173
ACH-000127,-0.3269813394519059
ACH-000128,-0.3661557168077633
ACH-000132,-0.3307332764297877
ACH-000133,-0.3782810868068554
ACH-000137,-0.3720574258005547
ACH-000138,-0.31994935155170345
ACH-000142,-0.2667053393193097
ACH-000143,-0.4924689802200839
ACH-000146,-0.4241725591376544
ACH-000148,-0.2678011403022334
ACH-000150,-0.3165701677734612
ACH-000152,-0.3649819731096661
ACH-000153,-0.3630863442324455
ACH-000159,-0.4510353741315557
ACH-000160,-0.3696772926594916
ACH-000163,-0.2505921739760901
ACH-000167,-0.3766660687289657
ACH-000168,-0.4094704627472304
ACH-000169,-0.2495747752818732
ACH-000178,-0.5144362983132734
ACH-000183,-0.3690557140852852
ACH-000188,-0.2073226598505342
ACH-000189,-0.4789836853089866
ACH-000190,-0.5404949787845559
ACH-000198,-0.2693322710242211
ACH-000203,-0.3119805119595828
ACH-000204,-0.24169498993492816
ACH-000206,-0.4714245535740258
ACH-000207,-0.5819197192834752
ACH-000208,-0.6984773187634918
ACH-000210,-0.5979161045371629
ACH-000211,-0.3867323287565477
ACH-000215,-0.32698627662523466
ACH-000221,-0.18229505085855915
ACH-000222,-0.3667808853766318
ACH-000223,-0.28446862605846585
ACH-000226,-0.2467190467404288
ACH-000227,-0.5182037167109685
ACH-000228,-0.3205519729223186
ACH-000231,-0.32980351938247143
ACH-000232,-0.34575519122656057
ACH-000233,-0.2774236024250576
ACH-000234,-0.42638785164301796
ACH-000235,-0.3783883665271418
ACH-000237,-0.41882951454185935
ACH-000238,-0.3685615049562431
ACH-000242,-0.3682070541433438
ACH-000243,-0.34044025542114764
ACH-000244,-0.4593923252379151
ACH-000246,-0.4484607532601954
ACH-000248,-0.4085327913659329
ACH-000250,-0.3371340497349665
ACH-000251,-0.08621215275056948
ACH-000252,-0.3331530644128118
ACH-000253,-0.4445392899569708
ACH-000255,-0.23230521680021854
ACH-000256,-0.2912526777695121
ACH-000257,-0.4469414257594385
ACH-000258,-0.09455792729288524
ACH-000259,-0.4025986417568995
ACH-000260,-0.27327539616437924
ACH-000261,-0.17820516516219992
ACH-000262,-0.29131979450801243
ACH-000263,-0.6141275224684142
ACH-000264,-0.4907494167659057
ACH-000265,-0.3781887932074077
ACH-000266,-0.34601734674374995
ACH-000272,-0.4895551978870161
ACH-000274,-0.4042655907312644
ACH-000277,-0.530934445672391
ACH-000278,-0.359577869769786
ACH-000279,-0.4069016461014445
ACH-000280,-0.499394959196342
ACH-000281,-0.3020906959547659
ACH-000288,-0.3879675418129372
ACH-000291,-0.21189744596234436
ACH-000293,-0.27857706680709426
ACH-000294,-0.4784367221396395
ACH-000295,-0.5641797669859101
ACH-000296,-0.4050894519275739
ACH-000302,-0.387417191739164
ACH-000304,-0.6202016453909894
ACH-000307,-0.3010738369550114
ACH-000308,-0.4623031326774381
ACH-000310,-0.2248282215647527
ACH-000311,-0.4079458996549042
ACH-000312,-0.4443751089426585
ACH-000315,-0.2697097948513815
ACH-000316,-0.5959796208318056
ACH-000317,-0.4620895721192476
ACH-000318,-0.4824753804261238
ACH-000319,-0.4453069758094592
ACH-000320,-0.10031211187677158
ACH-000322,-0.2500116213054569
ACH-000323,-0.3039640647307155
ACH-000324,-0.4686579920057864
ACH-000329,-0.3977956950275605
ACH-000330,-0.2518087525227054
ACH-000331,-0.3306411916909604
ACH-000332,-0.4673217039171644
ACH-000334,-0.3713276130422085
ACH-000335,-0.4257216639265471
ACH-000336,-0.4019298751225888
ACH-000337,-0.3127956444748712
ACH-000338,-0.017788182304099447
