,EMC7 (56851)
ACH-000004,-0.9752058904312371
ACH-000005,-1.1591479566558822
ACH-000007,-0.7483706871729665
ACH-000009,-0.3771529879215965
ACH-000011,-0.8821369699326568
ACH-000012,-0.3674579848082035
ACH-000013,-0.6770604848051646
ACH-000014,-0.9835837478910341
ACH-000015,-0.9508865843879816
ACH-000017,-0.8008403818702914
ACH-000018,-0.9303538489611178
ACH-000019,-0.4342543580302995
ACH-000021,-0.5691297428012504
ACH-000022,-0.3143240349435933
ACH-000025,-1.0270164639776305
ACH-000028,-0.391741441895195
ACH-000030,-1.008512590476475
ACH-000035,-0.5221915364921994
ACH-000036,-0.8283220381334498
ACH-000037,-0.4654616334226532
ACH-000039,-0.7199358524157928
ACH-000040,-0.5316867480663792
ACH-000041,-0.8463254363982196
ACH-000042,-0.7718795309495186
ACH-000045,-0.7514600253277754
ACH-000047,-1.0042468910793148
ACH-000052,-0.31644907792974963
ACH-000053,-0.5437362730704677
ACH-000054,-0.8692447825772045
ACH-000055,-0.8770712421782393
ACH-000060,-0.9964530673888758
ACH-000067,-0.35013375093334403
ACH-000070,-0.6949239619083296
ACH-000075,-0.7833846935929379
ACH-000078,-0.6077429227975942
ACH-000082,-0.6696868468256232
ACH-000085,-0.597303191555572
ACH-000086,-0.6760460201755158
ACH-000087,-0.9124222930550836
ACH-000092,-0.6513969614526842
ACH-000095,-0.9080055993229696
ACH-000097,-0.4573087509901411
ACH-000098,-0.7798676204853058
ACH-000099,-0.7295841922884431
ACH-000108,-0.6212219430248498
ACH-000113,-0.7753191493589761
ACH-000116,-0.932883822124913
ACH-000118,-0.8740170296696809
ACH-000120,-0.2895543769138795
ACH-000123,-0.7606261021755509
ACH-000127,-0.9669744323382868
ACH-000128,-0.7209655884982081
ACH-000132,-0.5486765646276666
ACH-000133,-0.8955974936535158
ACH-000137,-0.6933362977667535
ACH-000138,-0.6350329741793361
ACH-000142,-0.9038543404941264
ACH-000143,-0.6680449288639826
ACH-000146,-1.0981547686241273
ACH-000148,-0.5973900405658742
