,CCNT1 (904)
ACH-000168,-0.2581879516992273
ACH-000169,0.13317780719978106
ACH-000178,-0.2596667580890176
ACH-000183,-0.06743610150373583
ACH-000188,0.13182445521259178
ACH-000189,-0.4118418463716356
ACH-000190,-0.01642736455504407
ACH-000198,0.22298754015522707
ACH-000203,-0.3041515782058226
ACH-000204,-0.1701409083704483
ACH-000206,-0.2081645160770322
ACH-000207,-0.20988132759990946
ACH-000208,-0.0677973565835593
ACH-000210,-0.05448327039787334
ACH-000211,-0.34738836214688995
ACH-000215,-0.11498580495010342
ACH-000221,-0.09919390154175596
ACH-000222,-0.16750640845479225
ACH-000223,-0.17088637187416103
ACH-000226,-0.3238930776800799
ACH-000227,0.022406059165799443
ACH-000228,0.06907220821266323
ACH-000231,-0.038977008785491096
ACH-000232,-0.10700702938483002
ACH-000233,-0.5428528265394367
ACH-000234,-0.2673279234480005
ACH-000235,-0.07382245210693524
ACH-000237,0.0905239108689773
ACH-000238,-0.01965594366972383
ACH-000242,0.13915600473712172
ACH-000243,-0.05708396278504356
ACH-000244,0.09224284517012583
ACH-000246,-0.2819723036769973
ACH-000248,-0.06875893334499904
ACH-000250,-0.07257421634855883
ACH-000251,-0.2781762895678828
ACH-000252,-0.30293280167269715
ACH-000253,0.001782698142716472
ACH-000255,-0.05532049768206557
ACH-000256,-0.16259335604422082
ACH-000257,-0.08828436896037516
ACH-000258,0.11703482204117305
ACH-000259,-0.060039357103685326
ACH-000260,-0.22855647237145446
ACH-000261,-0.3776057904358584
ACH-000262,0.012598943851551121
ACH-000263,-0.3597759570820652
ACH-000264,-0.22306301520054425
ACH-000265,-0.2530843656217395
ACH-000266,-0.13677306921055665
ACH-000272,-0.06879351263302665
ACH-000274,-0.1340027327636309
ACH-000277,0.025371501369361824
ACH-000278,-0.232859162968698
ACH-000279,-0.09688295661929704
ACH-000280,-0.02942622426445485
ACH-000281,-0.2088932697981537
ACH-000288,-0.13180173388062838
ACH-000291,-0.21692358329836897
ACH-000293,0.07901780421955333
ACH-000294,-0.23119773025868326
ACH-000295,-0.13136582670497338
ACH-000296,-0.12500697980924924
ACH-000302,-0.04687514612044785
ACH-000304,-0.047240247330588736
ACH-000307,0.010483720726320951
ACH-000308,-0.12364438884686407
ACH-000310,-0.07709999325518804
ACH-000311,-0.08199356879316927
ACH-000312,0.07915493584555665
ACH-000315,-0.5480515072440003
ACH-000316,-0.17875556548699373
ACH-000317,0.009183549587311712
ACH-000318,-0.127132334135387
ACH-000319,-0.3321244836684488
ACH-000320,-0.269078004768061
ACH-000322,-0.5230028876101942
ACH-000323,-0.08447605453370914
ACH-000324,-0.01462734850792844
ACH-000329,-0.1501573028367616
ACH-000330,-0.029399820338715008
ACH-000331,-0.3517574196020954
ACH-000332,-0.09586950061959636
ACH-000334,-0.6408449929337325
ACH-000335,-0.34428681529224925
ACH-000336,-0.17703976271529434
ACH-000337,-0.3902804664269454
ACH-000338,-0.455821565082295
ACH-000339,-0.25783876225439606
ACH-000341,-0.4536320757966635
ACH-000348,-0.2247049097541021
ACH-000350,0.009024778335596131
ACH-000352,-0.19087685826382209
ACH-000356,-0.021119659580370192
ACH-000361,-0.15220724396674687
ACH-000362,-0.2601127954570179
ACH-000363,-0.2250906183467489
ACH-000364,-0.005906914274810118
ACH-000365,-0.9000135298289349
ACH-000366,-0.05912022796915991
ACH-000368,-0.13478717092398285
ACH-000374,-0.3524964078661674
ACH-000375,-0.1677127715905674
ACH-000376,-0.01601614291944993
ACH-000381,-0.05806534570765452
ACH-000383,-0.12438965126350925
ACH-000387,-0.2770586733714251
ACH-000389,0.07665316065633483
ACH-000390,-0.014899196341203428
ACH-000393,-0.1859978842172891
ACH-000395,-0.059899496715691475
ACH-000396,-0.02555937379499829
ACH-000397,-0.30161955278726144
ACH-000401,-0.3359997457691348
ACH-000402,-1.004208382104977
ACH-000403,-0.007620969152853845
ACH-000404,-0.4728522362162341
ACH-000406,-0.043451030393426265
ACH-000407,-0.2865144069844948
ACH-000408,-0.2743027809441494
ACH-000410,-0.006273078724687064
ACH-000411,-0.17580171960027274
ACH-000414,-0.27845651478610034
ACH-000415,-0.027650673129392792
ACH-000416,-0.07620586991593492
ACH-000420,-0.2316813139471949
ACH-000421,-0.019975285019503637
ACH-000424,-0.3598186866140323
ACH-000425,-0.2331363051954776
ACH-000426,-0.22798469408060615
ACH-000427,0.026260115711785263
ACH-000433,-0.15183923968061566
ACH-000435,-0.1215126247365873
ACH-000436,-0.21033980165796934
ACH-000444,-0.3956062080637776
ACH-000445,-0.1350219481201485
ACH-000448,-0.21928598494242588
ACH-000450,-0.13928494533681962
ACH-000452,-0.0976906043819571
ACH-000454,-0.26351926387267044
ACH-000458,-0.3476791819391962
ACH-000459,-0.034900767125918206
ACH-000460,-0.08622245766994187
ACH-000461,-0.08805972478728982
ACH-000463,-0.041166821327185785
ACH-000464,-0.18904973077681253
ACH-000466,-0.012682126791704874
ACH-000467,-0.20230640050168844
ACH-000468,-0.19424947840613027
ACH-000469,0.04399823334301499
ACH-000470,-0.09357610325769704
ACH-000471,-0.16996995565072298
ACH-000472,-0.10790990662119376
ACH-000473,-0.0487492498095936
ACH-000475,-0.05686430574346937
ACH-000476,-0.1973883572759521
ACH-000477,-0.09896392586569072
ACH-000479,-0.2381338296136993
ACH-000480,-0.08616639136880387
ACH-000481,-0.1101398045490768
ACH-000483,-0.03067624727427623
ACH-000484,-0.15180260816055574
ACH-000485,-0.1333388010893392
ACH-000486,-0.41661966507084347
ACH-000487,-0.37392120413996377
ACH-000488,-0.07154949397413632
ACH-000490,0.11353134562728105
ACH-000491,-0.09565200093166798
ACH-000495,-0.07147231643409505
ACH-000496,-0.10846699068581914
ACH-000499,-0.3150503098698573
ACH-000500,-0.5002533381241446
ACH-000502,-0.16891986681868704
ACH-000503,-0.4796847514495047
ACH-000505,-0.18827647996765887
ACH-000507,-0.11215055780685527
ACH-000510,-0.01574981348368796
ACH-000511,-0.10494080579449372
ACH-000512,0.1280044278822055
ACH-000516,-0.10774480983678178
ACH-000517,-0.25046359004920243
ACH-000518,0.17747754344235897
ACH-000520,-0.1649104024050546
ACH-000521,-0.20579950522199827
ACH-000522,-0.3417269271768048
ACH-000524,-0.12959814459249827
ACH-000527,-0.14308491033857573
ACH-000528,-0.15564788374403155
ACH-000537,-0.1707606348822007
ACH-000541,-0.3330953529736771
ACH-000542,-0.2677103024529083
ACH-000544,-0.0732755061191708
ACH-000545,-0.08546524934591886
ACH-000547,0.181069780303576
ACH-000548,-0.3197889216880881
ACH-000549,-0.21098652037217988
ACH-000550,-0.3780353522025631
ACH-000552,-0.13786581252595326
ACH-000556,-0.3584643518628134
ACH-000557,-0.12307126944095476
ACH-000569,-0.08182632122654031
ACH-000570,-0.10732227480062774
ACH-000571,-0.2663783388514065
ACH-000573,-0.08582317879789084
ACH-000576,0.03963851130555692
ACH-000579,-0.16460616637353187
ACH-000580,-0.24878091909891256
ACH-000584,-0.07454529356532169
ACH-000585,0.17143179998831673
ACH-000588,-0.3907659165241148
ACH-000589,-0.056674938936724685
ACH-000591,-0.09676622061320944
ACH-000593,-0.2780323979351476
ACH-000600,-0.24907170787878136
ACH-000601,-0.03839860867960639
ACH-000605,0.053090889061692584
ACH-000606,0.11550597312840488
ACH-000608,-0.21849556356365216
ACH-000614,-0.5147861866387946
ACH-000616,-0.182186881521208
ACH-000618,-0.08595575318831533
ACH-000619,0.13729554681422554
ACH-000620,-0.2660304439345033
ACH-000621,-0.2385337239591819
ACH-000622,-0.09930840156385697
ACH-000623,-0.013052399445465192
ACH-000624,-0.07976952942579958
ACH-000627,-0.2703162715150568
ACH-000630,-0.2355594015146269
ACH-000631,-0.29320068206146377
ACH-000632,-0.13339410643910632
ACH-000633,-0.34415763570970315
ACH-000637,-0.015802054304599533
ACH-000638,-0.10279937507628356
ACH-000646,-0.03850424139632789
ACH-000647,-0.1879576018881715
ACH-000648,-0.2566294803663068
ACH-000649,-0.15904062510192302
ACH-000651,-0.06425949109262773
ACH-000652,-0.11415215242840455
ACH-000653,-0.23359737463457
ACH-000657,-0.021000690930365284
ACH-000658,-0.1709406856406864
ACH-000661,-0.1804093370688256
ACH-000662,0.049325266511292286
ACH-000663,-0.2629650298849565
ACH-000665,-0.1119429717387485
ACH-000671,0.07584592349169449
ACH-000672,-0.00037491633135339615
ACH-000673,-0.08347522121113937
ACH-000676,-0.04898863476179115
ACH-000677,-0.5325326068646045
ACH-000681,-0.2015356704065647
ACH-000683,-0.09645300232022652
ACH-000684,-0.08946377047172999
ACH-000688,-0.12192899111296475
ACH-000693,0.004699861433378296
ACH-000694,-0.1316505383784048
ACH-000695,-0.027130399640818183
ACH-000696,-0.14817100363926
ACH-000697,-0.377218375753633
ACH-000699,-0.0939665226298293
ACH-000701,-0.13333604444602246
ACH-000706,-0.03788246521702837
ACH-000711,-0.10255091593076714
ACH-000713,0.04425515983391985
ACH-000714,-0.2416549999530146
ACH-000718,0.0183394472482091
ACH-000720,-0.109047886510519
ACH-000721,-0.2593251369024485
ACH-000724,-0.08713802071383961
ACH-000725,-0.0696188152006072
ACH-000732,0.0946710123000351
ACH-000734,-0.13164740024208346
ACH-000735,0.04998849809923412
ACH-000736,-0.13202683709777482
ACH-000738,-0.10253079829309536
ACH-000746,0.10258888701145118
ACH-000747,-0.2436722041971365
ACH-000748,-0.19838124784202027
ACH-000753,-0.2303159516395912
ACH-000756,-0.036354455951784666
ACH-000757,-0.4310483882414271
ACH-000758,-0.08951259232514089
ACH-000760,-0.1306345224003628
ACH-000762,-0.17163104396597378
ACH-000763,-0.2352411598238189
ACH-000764,-0.3635346619262171
ACH-000765,-0.2316188874490225
ACH-000766,-0.1721989324438112
ACH-000767,0.046679361531503816
ACH-000768,-0.15289689161052936
ACH-000769,0.0264901011860783
ACH-000770,-0.0739934970111405
ACH-000771,0.08695369559424998
ACH-000773,-0.4557053996034489
ACH-000776,-0.1088703967418207
ACH-000777,-0.02182507729497424
ACH-000778,0.07265227340582317
ACH-000781,0.01237514143484406
ACH-000782,0.10329462546466744
ACH-000783,-0.2839337432607413
ACH-000784,-0.054918803102496916
ACH-000785,-0.2664775654669857
ACH-000787,-0.09070031619660024
ACH-000788,-0.17113793562330848
ACH-000791,-0.0613010935543056
ACH-000792,-0.06482846504179601
ACH-000794,-0.1538312476225871
ACH-000796,-0.30284653728503336
ACH-000798,0.05473326026700165
ACH-000799,-0.4115291724724133
ACH-000800,-0.6933771716949342
ACH-000802,0.014158893150336978
ACH-000804,-0.01956640403587136
ACH-000805,-0.55052367348558
ACH-000809,-0.04474297691101509
ACH-000810,-0.2299043114343408
ACH-000811,-0.06070166279241916
ACH-000817,-0.15497603433956506
ACH-000819,-0.3367233602253145
ACH-000820,-0.19632184284395435
ACH-000821,-0.12835228062098447
ACH-000822,-0.3417571048337985
ACH-000823,-0.11740272207089525
ACH-000824,-0.00510784140614491
ACH-000827,-0.04170571196057864
ACH-000829,-0.586355823945907
ACH-000831,-0.07132742383241675
ACH-000832,-0.12262736370845627
ACH-000833,-0.23890834511930886
ACH-000834,-0.19820628469004944
ACH-000835,-0.2235786245162849
ACH-000836,0.08736574225460714
ACH-000837,-0.0425019986151782
ACH-000838,-0.20334601179594491
ACH-000839,-0.05933396132895105
ACH-000840,-0.4648080719406087
ACH-000841,-0.030096477159752312
ACH-000843,-0.05971728672020449
ACH-000846,-0.2607172090634512
ACH-000847,-0.3236864542673211
ACH-000848,0.0004198051345867842
ACH-000849,-0.018575157179224044
ACH-000851,-0.056097860688998906
ACH-000855,-0.2174419701098511
ACH-000856,-0.033109656219195004
ACH-000858,-0.0035938646608972787
ACH-000859,-0.13073647248029754
ACH-000861,-0.1852985964455008
ACH-000862,0.1051893183410629
ACH-000865,-0.1579683549099751
ACH-000866,-0.010133683943190072
ACH-000867,-0.004297041133401987
ACH-000869,-0.10708780743035808
ACH-000872,-0.2074650232005397
ACH-000873,-0.08182101219216674
ACH-000876,-0.09226460334765106
ACH-000878,-0.23435024420934364
ACH-000880,-0.1646463270863717
ACH-000881,-0.11712108529139205
ACH-000882,-0.17515436213607655
ACH-000884,-0.21554329433892996
ACH-000885,-0.037930308846521814
ACH-000887,-0.14242736529782707
ACH-000889,-0.17717770191740834
ACH-000896,0.0245295982958626
ACH-000898,-0.24936784989348826
ACH-000900,-0.3567360538397803
ACH-000901,-0.10347224612033744
ACH-000905,0.0008270195322990447
ACH-000906,-0.2811625329458218
ACH-000907,-0.04996709961351392
ACH-000910,-0.02132074932002709
ACH-000911,0.06751862293664672
ACH-000912,-0.3274957211466102
ACH-000913,-0.21623850710418704
ACH-000915,-0.1529271119078832
ACH-000916,-0.07764951533571768
ACH-000917,-0.13512446554135793
ACH-000920,0.012710762935390032
ACH-000921,-0.09056714884662123
ACH-000924,-0.045908017676897034
ACH-000926,-0.2441329638029305
ACH-000928,-0.0690592356347386
ACH-000929,-0.09409705515274457
ACH-000932,-0.22842635610572
ACH-000935,0.032749703469398504
ACH-000936,-0.08740650403908894
ACH-000937,-0.07788991338250299
ACH-000938,-0.2494434194598873
ACH-000939,-0.10123281351229596
ACH-000941,-0.4939454063239384
ACH-000943,-0.16284165501706532
ACH-000946,-0.11039453867243104
ACH-000947,-0.03069254128200858
ACH-000948,-0.14956370349780365
ACH-000950,-0.2645316792219965
ACH-000953,-0.08510510420553016
ACH-000954,-0.008048036095544307
ACH-000957,-0.1985060616552102
ACH-000958,-0.21644044275072086
ACH-000960,-0.0914230533009859
ACH-000963,-0.15025226475039086
ACH-000968,-0.2738083690797246
ACH-000969,-0.16992364724864584
ACH-000972,-0.23165238928453116
ACH-000973,-0.12873863966620905
ACH-000974,-0.1875458172152536
ACH-000978,-0.13823940979603466
ACH-000984,-0.1538883408097916
ACH-000986,-0.09432114917170266
ACH-000988,0.09069092364654034
ACH-000993,-0.06819611505118539
ACH-000994,0.06403783104240837
ACH-000996,-0.0029708856948869353
ACH-001001,-0.2442827955103257
ACH-001020,-0.015402525495216209
ACH-001028,-0.3036296693569011
ACH-001031,0.19594526922228864
ACH-001038,-0.11512483743465154
ACH-001048,-0.39167646301298337
ACH-001050,-0.3056143195105012
ACH-001053,0.0021838368396581336
ACH-001054,0.10243494580242854
ACH-001061,-0.15689794694769105
ACH-001067,-0.3107732698985381
ACH-001075,-0.04757434964708837
ACH-001096,-0.4173156700136492
ACH-001111,-0.34698270272403503
ACH-001119,-0.338182762702634
ACH-001128,0.3376579003343895
ACH-001134,-0.5305547279398455
ACH-001151,-0.24288979903330224
ACH-001163,-0.2848694527284273
ACH-001164,-0.035261741850903895
ACH-001183,-0.2462154558258353
ACH-001192,-0.04245067184605756
ACH-001193,-0.044299953293212006
ACH-001196,-0.4295373224136925
ACH-001197,-0.4356301331919812
ACH-001205,0.05085784698247469
ACH-001211,-0.09500090199680873
ACH-001212,0.09769450325434624
ACH-001228,0.019743605362227752
ACH-001232,-0.016230121125226614
ACH-001239,-0.17421844326829586
ACH-001270,0.025698331106645614
ACH-001274,-0.316589208332308
ACH-001275,-0.03206924283032486
ACH-001277,-0.05190618879107246
ACH-001278,-0.26643388521540984
ACH-001280,-0.20740318365445912
ACH-001283,-0.2900477969440951
ACH-001289,-0.06768441266417298
ACH-001300,-0.15823886616687438
ACH-001301,-0.11746802121356398
ACH-001302,0.07207293690056805
ACH-001306,-0.11734656558567128
ACH-001318,-0.07934770114237671
ACH-001322,-0.17235339215338905
ACH-001328,-0.08068243922776723
ACH-001332,-0.2499138685278561
ACH-001336,0.013292360494988522
ACH-001346,-0.04212449259961962
ACH-001353,-0.23240375053628864
ACH-001354,-0.059676832472582014
ACH-001367,0.07869591081597667
ACH-001368,0.003658518036371639
ACH-001374,0.14562387774741947
ACH-001377,-0.12998113887061133
ACH-001380,-0.28194676168930033
ACH-001391,-0.29584409037218257
ACH-001408,-0.021117163736638026
ACH-001430,-0.227954143614604
ACH-001431,-0.055965313261119115
ACH-001450,-0.7518160084687215
ACH-001496,-0.00908101463165002
ACH-001500,-0.15480505460042607
ACH-001523,-0.2542769520099318
ACH-001532,-0.4788433583324758
ACH-001550,-0.00861835081537705
ACH-001552,-0.03336385698245881
ACH-001554,-0.07610514580565297
ACH-001654,0.09706983139325244
ACH-001735,0.04387896435101421
ACH-001736,-0.22896362956445115
ACH-001737,0.2296252769185129
ACH-001740,-0.3221528544376002
ACH-001745,-0.3377978177385525
ACH-001765,-0.076474608536921
