,PPM1G (5496)
ACH-000004,-0.24754810213470085
ACH-000005,-0.2357842502267675
ACH-000007,-0.5854162977944622
ACH-000009,-0.17999491791804806
ACH-000011,-0.6302001462878195
ACH-000012,-0.041644127402289774
ACH-000013,0.1198308830938441
ACH-000014,-0.6355204650398965
ACH-000015,0.22969585540418194
ACH-000017,-0.1534728117369377
ACH-000018,-0.13751590785059492
ACH-000019,-0.1870514095726472
ACH-000021,-0.018406534262523196
ACH-000022,-0.12932333786450426
ACH-000025,0.04171367073038225
ACH-000028,-0.7594441796788661
ACH-000030,-0.06847611606109799
ACH-000035,-0.11353239324994074
ACH-000036,0.19411685311294533
ACH-000037,-0.28689331049034783
ACH-000039,-0.155095361403897
ACH-000040,-0.24228677552284114
ACH-000041,0.1054833670525648
ACH-000042,-0.1856923618337891
ACH-000045,-0.5281453145871994
ACH-000047,-0.02898412288109457
ACH-000052,0.055911799591662266
ACH-000053,0.14610183200822405
ACH-000054,-0.10816788266506948
ACH-000055,-0.13017566501295946
ACH-000060,0.003960216150220405
ACH-000067,-0.05550523855294158
ACH-000070,-0.17686918085498604
ACH-000075,-0.12178126093336347
ACH-000078,-0.1546301184305445
ACH-000082,-0.3359292283715716
ACH-000085,-0.04434745109990998
ACH-000086,-0.023009250933578917
ACH-000087,0.06333839394402886
ACH-000092,-0.21714387128740156
ACH-000095,-0.13203037474910678
ACH-000097,-0.5734712147688704
ACH-000098,-0.12639698816242995
ACH-000099,-0.36701172191950704
ACH-000108,0.052666170664519334
ACH-000113,0.13814459611010688
ACH-000116,-0.16893648118640558
ACH-000118,-0.11691591587812168
ACH-000120,-0.3988089962741809
ACH-000123,-0.33127888551304513
ACH-000127,-0.05045193671875195
ACH-000128,0.005358366558475479
ACH-000132,-0.08872237427474437
ACH-000133,-0.09036102560314913
ACH-000137,0.037284575167427114
ACH-000138,0.14961327703831392
ACH-000142,-0.06589693474580839
ACH-000143,-0.10846365922616287
ACH-000146,-0.10311915078829786
ACH-000148,-0.15245697880404266
ACH-000150,0.026190614711435474
ACH-000152,-0.07121639254019352
ACH-000153,-0.09106001121939576
ACH-000159,-0.2410712767514784
ACH-000160,-0.057311630966086824
ACH-000163,-0.1353408187920581
ACH-000167,-0.4168909621319962
ACH-000168,-0.2632953186884862
ACH-000169,-0.0254394885925314
ACH-000178,-0.12141906437340295
ACH-000183,0.08730064296839764
ACH-000188,-0.12481519512848238
ACH-000189,-0.2591784420926804
ACH-000190,-0.028195197518239856
ACH-000198,-0.18966050197676373
ACH-000203,0.3119790599898382
ACH-000204,0.0865849638965978
ACH-000206,-0.025722114157341703
ACH-000207,-0.1866126036968902
ACH-000208,-0.2857130421720284
ACH-000210,-0.15454158094225293
ACH-000211,-0.12379754125007245
ACH-000215,-0.11407019453682316
ACH-000221,0.08576901698198823
ACH-000222,-0.2577793169183204
ACH-000223,-0.13868087223875072
ACH-000226,-0.18826770555699335
ACH-000227,-0.1078247613178192
ACH-000228,0.15653655940328032
ACH-000231,-0.09593303964773296
ACH-000232,-0.0699834510207148
ACH-000233,0.2674827904872286
ACH-000234,-0.2902428069898284
ACH-000235,-0.2663497661070269
ACH-000237,-0.22296199997991745
ACH-000238,-0.3229334054218369
ACH-000242,0.10211713568135744
ACH-000243,0.0805149586574931
ACH-000244,-0.4009697947627557
ACH-000246,-0.2506102303289679
ACH-000248,-0.18743379189650555
ACH-000250,-0.04787894494437809
ACH-000251,-0.20321337461548414
ACH-000252,-0.19496935383564576
ACH-000253,-0.221533396093928
ACH-000255,0.1839075340255854
ACH-000256,-0.1271651781654656
ACH-000257,0.04985353674167662
ACH-000258,0.025808311484485
ACH-000259,-0.2954735368238372
ACH-000260,-0.13094607136814654
ACH-000261,-0.11857398535330957
ACH-000262,-0.09062260533349956
ACH-000263,-0.3312431671447439
ACH-000264,-0.3525714524055946
ACH-000265,0.1010899892246181
ACH-000266,-0.13875768923504794
ACH-000272,0.09368966748103047
ACH-000274,-0.14288162211865105
ACH-000277,-0.4081980449249013
ACH-000278,-0.2489428636840793
ACH-000279,0.035175058698455795
ACH-000280,0.1892267451085036
ACH-000281,-0.15334044344232933
ACH-000288,-0.1997534887430399
ACH-000291,-0.4042953146153945
ACH-000293,-0.08807119930843156
ACH-000294,-0.052146898069096656
ACH-000295,0.10750455435350602
ACH-000296,-0.022031897660257337
ACH-000302,-0.17914273243210707
ACH-000304,-0.16410456505644505
ACH-000307,-0.24386850951111866
ACH-000308,-0.11145595322996817
ACH-000310,-0.094029441987404
ACH-000311,-0.3423791566939633
ACH-000312,-0.04534586493078405
ACH-000315,-0.1904702803156654
ACH-000316,-0.2139580752141536
ACH-000317,0.05115635430795667
ACH-000318,-0.055026072373537786
ACH-000319,-0.2343482125516976
ACH-000320,0.2179830710545317
ACH-000322,-0.4767710323059551
ACH-000323,-0.08017786691376201
ACH-000324,-0.41179840136673296
ACH-000329,-0.10567621898681014
ACH-000330,-0.01603561413473205
ACH-000331,0.16551918714824612
ACH-000332,-0.06386366547128207
ACH-000334,-0.19573017238418047
ACH-000335,0.0019975461523058327
ACH-000336,-0.005604648658088733
ACH-000337,0.1094803292637032
ACH-000338,-0.06391874424257976
ACH-000339,-0.033466638081131435
ACH-000341,-0.011857860827756642
ACH-000348,-0.1835464629270849
ACH-000350,-0.09882777487285137
ACH-000352,-0.1294639078865478
ACH-000356,0.08504165695218166
ACH-000361,-0.4632622781116118
ACH-000362,-0.2226653123527776
ACH-000363,-0.06881342543414272
ACH-000364,0.10557714105021826
ACH-000365,-0.13111331881712995
ACH-000366,-0.10219083912535848
ACH-000368,-0.2504809238050596
ACH-000374,-0.0612677729838988
ACH-000375,-0.6406786896889232
ACH-000376,0.0002065742605117716
ACH-000381,-0.0500241313376605
ACH-000383,-0.05140244187449698
ACH-000387,-0.1408728922631207
ACH-000389,-0.4010433812825576
ACH-000390,-0.14430386274599713
ACH-000393,-0.0855336165901583
ACH-000395,-0.11120122809397484
ACH-000396,-0.34579894184814786
ACH-000397,0.07165474186803666
ACH-000401,-0.5458288354528599
ACH-000402,-0.1961784850326269
ACH-000403,-0.11618553318598265
ACH-000404,-0.24029844498096656
ACH-000406,0.08260953256299686
ACH-000407,-0.1270014094298326
ACH-000408,-0.15103352758672825
ACH-000410,-0.07173486321217395
ACH-000411,-0.4712482007501394
ACH-000414,-0.4983162158339552
ACH-000415,0.04066988361004264
ACH-000416,0.024291355144699826
ACH-000420,-0.012049574782613436
ACH-000421,-0.22609065418757385
ACH-000424,-0.029405109358328945
ACH-000425,-0.3537308265641771
ACH-000426,0.03406703121252062
ACH-000427,-0.19520053697582374
ACH-000433,0.09284623579226388
ACH-000435,0.09838609681240126
ACH-000436,-0.2475746182363649
ACH-000444,-0.23784814959413755
ACH-000445,0.12385624546170095
ACH-000448,-0.03945729909567668
ACH-000450,0.17362552622137345
ACH-000452,-0.16174564593728358
ACH-000454,-0.09875562923771856
ACH-000458,-0.10037237611444397
ACH-000459,-0.3293264970713756
ACH-000460,-0.0341095672283342
ACH-000461,-0.1348902455138085
ACH-000463,-0.3219019226868867
ACH-000464,-0.4426336947983768
ACH-000466,-0.0899797794442095
ACH-000467,-0.05349756898104816
ACH-000468,-0.07593896880640376
ACH-000469,-0.008925267458211004
ACH-000470,-0.08754823074938431
ACH-000471,-0.06618930435277948
ACH-000472,-0.1954983384804364
ACH-000473,-0.1943353545309821
ACH-000475,0.041072793100424096
ACH-000476,-0.15304392839633732
ACH-000477,-0.4819753065129034
ACH-000479,0.05916778285091848
ACH-000480,-0.08549562968247805
ACH-000481,-0.2528888991241197
ACH-000483,-0.09810920746556524
ACH-000484,-0.232269625703745
ACH-000485,-0.2340569418137102
ACH-000486,-0.16269297890263082
ACH-000487,-0.3609543675202277
ACH-000488,0.11547468606307135
ACH-000490,-0.2839794972076637
