,PRKG2 (5593)
ACH-000004,-0.18693478560168808
ACH-000005,-0.4292339058000295
ACH-000007,0.11370580810859453
ACH-000009,-0.09225225845680897
ACH-000011,-0.0800381997749979
ACH-000012,-0.07014546291128845
ACH-000013,-0.018483207399075958
ACH-000014,-0.04275118604695557
ACH-000015,-0.16054362142174028
ACH-000017,-0.027020376412921286
ACH-000018,0.09385702006127633
ACH-000019,-0.007872321649425945
ACH-000021,-0.034127344885273414
ACH-000022,-0.13263033197974766
ACH-000025,-0.06753466111795267
ACH-000028,0.047999800221476825
ACH-000030,-0.04700017778080425
ACH-000035,-0.08859077137767493
ACH-000036,0.053314227416026885
ACH-000037,-0.03754865606353853
ACH-000039,0.07200184884419306
ACH-000040,-0.13677785469044085
ACH-000041,-0.11968471720917165
ACH-000042,-0.03686138804538499
ACH-000045,0.06716172590488018
ACH-000047,0.023490021109354702
ACH-000052,0.14249338215208365
ACH-000053,-0.07180400038923143
ACH-000054,-0.02685026896294363
ACH-000055,-0.1419105816661507
ACH-000060,-0.1001720399327125
ACH-000067,-0.09492816769566936
ACH-000070,0.03047761281618127
ACH-000075,-0.33727122858640696
ACH-000078,-0.17519257792346246
ACH-000082,-0.16422392943809785
ACH-000085,-0.2634882649232829
ACH-000086,-0.07747843223598788
ACH-000087,0.14845405234634734
ACH-000092,0.058831620773402926
ACH-000095,-0.06601188968845678
ACH-000097,-0.042079775821792564
ACH-000098,-0.056016526423332116
ACH-000099,0.14296757705450033
ACH-000108,-0.14042573103487127
ACH-000113,0.09607914058791132
ACH-000116,-0.06646030058070503
ACH-000118,0.0071194155923481875
ACH-000120,0.05447114668568995
ACH-000123,-0.04256298789756149
ACH-000127,-0.03209161704510047
ACH-000128,-0.0024213897179803452
ACH-000132,-0.11761133190162255
ACH-000133,0.03985831931760063
ACH-000137,0.006711144842187761
ACH-000138,0.045887647664992016
ACH-000142,-0.2800320239809573
ACH-000143,-0.020882364791945218
ACH-000146,-0.08517634354667844
ACH-000148,-0.07053344331794344
ACH-000150,-0.15315268038170324
ACH-000152,-0.1195692660228224
ACH-000153,-0.16901509734230682
ACH-000159,-0.11046070087718868
ACH-000160,-0.15637325258223905
ACH-000163,-0.10584402893473696
ACH-000167,-0.2889316282593934
ACH-000168,-0.0376633143172448
ACH-000169,-0.02074376758003328
ACH-000178,0.004279974727418852
ACH-000183,-0.1851547391231304
ACH-000188,-0.015228561929091266
ACH-000189,-0.06877955275753925
ACH-000190,-0.19345613613986384
ACH-000198,0.0071039283261954324
ACH-000203,-0.12160410382534903
ACH-000204,-0.11716540344418125
ACH-000206,-0.1028261413271168
ACH-000207,-0.14374799549182632
ACH-000208,-0.1461582925521322
ACH-000210,-0.045602716527089485
ACH-000211,-0.14942429423300915
ACH-000215,-0.08522191315926173
ACH-000221,-0.25172570521082005
ACH-000222,-0.0276654007586306
ACH-000223,0.09960406851299093
ACH-000226,-0.005155113948965093
ACH-000227,-0.054755064523438896
ACH-000228,-0.03358430180955998
ACH-000231,-0.08004426930632352
ACH-000232,-0.08655521286197627
ACH-000233,-0.002297071318784817
ACH-000234,-0.09556026337273298
ACH-000235,-0.057562626544318686
ACH-000237,-0.0019403676008708532
ACH-000238,0.09967889658381457
ACH-000242,0.1659657131237364
ACH-000243,-0.102656015822689
ACH-000244,-0.12995783229477836
ACH-000246,0.028079125913783858
ACH-000248,-0.16454871399442128
ACH-000250,-0.15979717528479048
ACH-000251,-0.2575275278280933
ACH-000252,-0.08019517484698188
ACH-000253,0.015005298884357912
ACH-000255,-0.07751188064085501
ACH-000256,-0.02548566019067777
ACH-000257,0.09889702408690462
ACH-000258,0.2143962226359984
ACH-000259,-0.06287709321221162
ACH-000260,-0.1327887716300247
ACH-000261,-0.038365633028665136
ACH-000262,0.028935156188720886
ACH-000263,-0.05535322378358575
ACH-000264,-0.076062213685635
ACH-000265,-0.19373439080210372
ACH-000266,0.015102116668143225
ACH-000272,0.02015449770756235
ACH-000274,-0.011257478816913264
ACH-000277,0.035404728942929745
ACH-000278,-0.01152205639543065
ACH-000279,-0.04046245816696061
ACH-000280,0.06513166055964388
ACH-000281,-0.14002936694137533
ACH-000288,0.05809639341617175
ACH-000291,-0.09267637829732604
ACH-000293,-0.11264994039709195
ACH-000294,0.031968535949801515
ACH-000295,0.1354254470682518
ACH-000296,-0.08240255815842121
ACH-000302,-0.200796561810487
ACH-000304,-0.1454779266045552
ACH-000307,-0.07372296481114199
ACH-000308,-0.04189562179809368
ACH-000310,0.16298272323011864
ACH-000311,-0.12480605229191642
ACH-000312,-0.03427818286555033
ACH-000315,-0.018592256335144882
ACH-000316,0.0399086034445366
ACH-000317,-0.1849935839991776
ACH-000318,-0.2393623656737714
ACH-000319,-0.014034040477446372
ACH-000320,-0.02923836648484953
ACH-000322,0.07074671078529711
ACH-000323,0.03653867897112971
ACH-000324,-0.10158765184741238
ACH-000329,-0.016769314749800326
ACH-000330,-0.05469086988776151
ACH-000331,0.025075220653797484
ACH-000332,-0.02112771531171771
ACH-000334,0.005830258924280034
ACH-000335,-0.23795714914489186
ACH-000336,-0.16152661739797014
ACH-000337,-0.24562961517794074
ACH-000338,0.0421975999477948
ACH-000339,-0.04582785650387283
ACH-000341,-0.030694674295152456
ACH-000348,0.03696832904753922
ACH-000350,0.015892324896203517
ACH-000352,-0.14794379214407452
ACH-000356,-0.08998106915699629
ACH-000361,0.03441856847906626
ACH-000362,-0.001802538475082211
ACH-000363,-0.028997422120560445
ACH-000364,-0.2084242803326998
ACH-000365,-0.024487704064488698
ACH-000366,0.03982364845131736
ACH-000368,0.011798951796934994
ACH-000374,0.06054634037873303
ACH-000375,0.06588940760851343
ACH-000376,-0.10782368304007242
ACH-000381,-0.00431212729742896
ACH-000383,0.012138683372051531
ACH-000387,-0.01299952860741508
ACH-000389,0.01946304545194733
ACH-000390,-0.037891807888172986
ACH-000393,0.009300205949469271
ACH-000395,0.06813201872736803
ACH-000396,0.3273478228717531
ACH-000397,-0.061563838055236686
ACH-000401,-0.020337692755353763
ACH-000402,-0.011801685486944538
ACH-000403,0.038509546289181434
ACH-000404,0.0998795099469206
ACH-000406,-0.05603248554455965
ACH-000407,0.010299058538948276
ACH-000408,-0.17712893147807332
ACH-000410,0.10540673874847928
ACH-000411,0.07691649111274836
ACH-000414,0.04680029456201258
ACH-000415,-0.02800149687409251
ACH-000416,-0.10761985104546484
ACH-000420,-0.16928817046772904
ACH-000421,-0.02294797961678245
ACH-000424,-0.3150164501958124
ACH-000425,-0.032136288673548175
ACH-000426,0.0672880985885795
ACH-000427,-0.2545868449480728
ACH-000433,-0.16827507409749887
ACH-000435,-0.3433741088502531
ACH-000436,0.12134041860578695
ACH-000444,-0.15276386539661224
ACH-000445,0.18240721171628665
ACH-000448,-0.11195374860620397
ACH-000450,-0.1366156141582648
ACH-000452,-0.11477998826093301
ACH-000454,-0.10846723960984993
ACH-000458,-0.07661546758781293
ACH-000459,-0.14826564980252302
ACH-000460,-0.04854256402892427
ACH-000461,-0.06731257815252635
ACH-000463,0.09753489403591242
ACH-000464,-0.011586076619280348
ACH-000466,-0.005580143406895995
ACH-000467,0.027554277581847864
ACH-000468,-0.009120140334328184
ACH-000469,-0.16705901743347246
ACH-000470,-0.042916897013998666
ACH-000471,-0.026116047975194377
ACH-000472,-0.08447679286691542
ACH-000473,0.04058824770389432
ACH-000475,-0.13526020252592988
ACH-000476,-0.052597380542033466
ACH-000477,0.09861679050413287
ACH-000479,0.031148756964069744
ACH-000480,0.09375883043936452
ACH-000481,0.013029325683158986
ACH-000483,0.01797545775413022
ACH-000484,-0.06582612924663105
ACH-000485,-0.06860513575007428
ACH-000486,-0.09678877971306124
ACH-000487,-0.01324070834680232
ACH-000488,0.047782604088522265
ACH-000490,-0.1625528271563769
ACH-000491,-0.1225367539768363
ACH-000495,-0.08683624206690459
ACH-000496,-0.034701806783725066
ACH-000499,-0.05515972980282042
ACH-000500,0.4228755320436053
ACH-000502,0.08858353944464219
ACH-000503,-0.06671811046323355
ACH-000505,-0.11228986679420408
ACH-000507,0.07612746906642337
ACH-000510,-0.1513877615041878
ACH-000511,0.04110731572735737
ACH-000512,-0.1087092894996937
ACH-000516,0.014967710692314085
ACH-000517,-0.12208384343252793
ACH-000518,0.024030051592693454
ACH-000520,0.00291584638157828
ACH-000521,0.06502986915550282
ACH-000522,0.0514179598809625
ACH-000524,-0.07142187936508937
ACH-000527,-0.1287626936606043
ACH-000528,-0.14145026515027975
ACH-000537,-0.1579323811550452
ACH-000541,-0.15235853922785547
ACH-000542,-0.0581414874684498
ACH-000544,-0.02118149916278221
ACH-000545,0.03164526068735874
ACH-000547,-0.1092124439590427
ACH-000548,-0.12637156660802087
ACH-000549,-0.157887741189366
ACH-000550,0.0056655974060189395
ACH-000552,-0.044661581043369016
ACH-000556,-0.06682649346074848
ACH-000557,-0.04120421432955145
ACH-000569,-0.1805911116640286
ACH-000570,0.07927201940026524
ACH-000571,0.03336777972636605
ACH-000573,-0.11703782587683882
ACH-000576,0.08120776426777264
ACH-000579,-0.0981343678872438
ACH-000580,-0.25027885179514137
ACH-000584,-0.0399616522677062
ACH-000585,0.003873184644824722
ACH-000588,-0.08515598518953296
ACH-000589,-0.04563968438529396
ACH-000591,0.008971505838709998
ACH-000593,-0.09148684129003427
ACH-000600,-0.04893379621799647
ACH-000601,-0.15605716939142775
ACH-000605,-0.0120256645416743
ACH-000606,-0.1329882437341562
ACH-000608,-0.13493483020565655
ACH-000614,-0.08884154118176188
ACH-000616,-0.07006260496412411
ACH-000618,-0.1848986313380739
ACH-000619,0.058343313671150226
ACH-000620,-0.040342633715365527
ACH-000621,-0.0028698503136404853
ACH-000622,0.005608335386170953
ACH-000623,0.0618476414818469
ACH-000624,-0.042939355774892385
ACH-000627,-0.05372553874919506
ACH-000630,-0.08414619474880533
ACH-000631,0.26554859057541663
ACH-000632,-0.09880480677222604
ACH-000633,-0.0011104577267314595
ACH-000637,-0.042892750647069065
ACH-000638,0.0799933503213561
ACH-000646,0.1087896260336147
