,MTERF4 (130916)
ACH-000004,-0.32046228395835696
ACH-000005,-0.2487699769805541
ACH-000007,-0.4195567258918924
ACH-000009,-0.32673068285689183
ACH-000011,-0.06950634172541262
ACH-000012,-0.33120549857614884
ACH-000013,-0.3925406352755663
ACH-000014,-0.3391978509355173
ACH-000015,-0.4548358041395334
ACH-000017,-0.19057646789609486
ACH-000018,-0.5617138906986335
ACH-000019,-0.5197303722079539
ACH-000021,-0.3714364341891122
ACH-000022,-0.3853791172113585
ACH-000025,-0.2889759191450573
ACH-000028,-0.3227775679840671
ACH-000030,-0.024966633696057776
ACH-000035,-0.2849004864640614
ACH-000036,-0.15131882912973335
ACH-000037,-0.38303977523242494
ACH-000039,-0.5441088587100347
ACH-000040,-0.34097680269651137
ACH-000041,-0.2294079097074798
ACH-000042,-0.33518657268807445
ACH-000045,-0.4509835491235536
ACH-000047,-0.6086618279386994
ACH-000052,-0.33962507071063025
ACH-000053,-0.2556200327847331
ACH-000054,-0.34902471819187586
ACH-000055,-0.3713081474127172
ACH-000060,-0.24183264647691155
ACH-000067,-0.2802258074267667
ACH-000070,-0.3890847758964333
ACH-000075,-0.3706482335962516
ACH-000078,-0.2879123324027231
ACH-000082,-0.33696212374787843
ACH-000085,-0.3998995501068532
ACH-000086,-0.473968765569176
ACH-000087,-0.5871514048052288
ACH-000092,-0.2974309717133361
ACH-000095,-0.2308029545634449
ACH-000097,-0.1992609574317268
ACH-000098,-0.3277961182400599
ACH-000099,-0.2451770275812639
ACH-000108,-0.3752937802478727
ACH-000113,-0.43014636896726055
ACH-000116,-0.3658479850105273
ACH-000118,-0.5811028392015009
ACH-000120,-0.3666157640584123
ACH-000123,-0.4780094682765546
ACH-000127,-0.5013280033183375
ACH-000128,-0.4413386237429581
ACH-000132,-0.3414656733234305
ACH-000133,-0.3621454438294664
ACH-000137,-0.10422746079097588
ACH-000138,-0.1581609279088681
ACH-000142,-0.08791013594983338
ACH-000143,-0.4674967215913301
ACH-000146,-0.16716178829240336
ACH-000148,-0.3797161401014918
ACH-000150,-0.5126662809509998
ACH-000152,-0.4009295258309827
ACH-000153,-0.56542503612964
ACH-000159,-0.25731016308084104
ACH-000160,-0.5633485036281246
ACH-000163,-0.3957578263498345
ACH-000167,-0.01979861736806517
ACH-000168,-0.08727362407297752
ACH-000169,-0.3477889530652696
ACH-000178,-0.3827851443388704
ACH-000183,-0.4754529607380832
ACH-000188,-0.2612439678647628
ACH-000189,-0.4458642812173711
ACH-000190,-0.6169419753300849
ACH-000198,-0.26800708690488523
ACH-000203,-0.4538240843282574
ACH-000204,-0.2115273459321313
ACH-000206,-0.24708759501616
ACH-000207,-0.4601734372322325
ACH-000208,-0.3739784753165286
ACH-000210,-0.5272848119626401
ACH-000211,-0.16259596519502745
ACH-000215,-0.3208953734349521
ACH-000221,-0.4327435671478749
ACH-000222,-0.2208779445007698
ACH-000223,-0.6135823797216543
ACH-000226,-0.3170789825194845
ACH-000227,-0.4036568355479887
ACH-000228,-0.4054342059828277
ACH-000231,-0.2449653864894031
ACH-000232,-0.4700454165098089
ACH-000233,-0.2755393970808718
ACH-000234,-0.2411832498095961
ACH-000235,-0.24420238184563506
ACH-000237,-0.2791104980612995
ACH-000238,-0.2886798366800552
ACH-000242,-0.38556352886535494
ACH-000243,-0.2633442123153253
ACH-000244,-0.335891179147336
ACH-000246,-0.2530127284590745
ACH-000248,-0.34526639436996404
ACH-000250,-0.16756971380021754
ACH-000251,-0.030237569669546976
ACH-000252,-0.3905844541238919
ACH-000253,-0.2426743030998048
ACH-000255,-0.26007275163392674
ACH-000256,-0.3114556084721161
ACH-000257,-0.5846825298196929
ACH-000258,-0.30291758764891963
ACH-000259,-0.4945618300482605
ACH-000260,-0.23059842649596704
ACH-000261,-0.3140032695095169
ACH-000262,-0.13740545013966066
ACH-000263,-0.5633171178461269
ACH-000264,-0.2862900740085125
ACH-000265,-0.591024288596604
ACH-000266,-0.3422961372029474
ACH-000272,-0.3510443343005443
ACH-000274,-0.2941606240072938
ACH-000277,-0.2767990841324828
ACH-000278,-0.23917126349132845
ACH-000279,-0.5100264706078901
ACH-000280,-0.36458408040700857
ACH-000281,-0.4381909744604177
ACH-000288,-0.4548022866956171
ACH-000291,-0.43493654116635344
ACH-000293,-0.3322934500611984
ACH-000294,-0.0532920021557898
ACH-000295,-0.2667386655592383
ACH-000296,-0.18117120144568172
ACH-000302,-0.30087857363380816
ACH-000304,-0.3640608452699612
ACH-000307,-0.3795570452276873
ACH-000308,-0.4083216251543784
ACH-000310,-0.36178784685172544
ACH-000311,-0.2562223012899789
ACH-000312,-0.3612582247295413
ACH-000315,-0.3444242990122363
ACH-000316,-0.4099436808667991
ACH-000317,-0.5516920319366951
ACH-000318,-0.2139262361866416
ACH-000319,-0.1383978787917371
ACH-000320,-0.420031741960658
ACH-000322,-0.4890682175461794
ACH-000323,-0.3066119840364692
ACH-000324,-0.2264536333269308
ACH-000329,-0.2689229564787762
ACH-000330,-0.6403386738053976
ACH-000331,-0.2921423561110854
ACH-000332,-0.2927543581385489
ACH-000334,-0.2262890727900851
ACH-000335,-0.4419481929437044
ACH-000336,-0.5459749938622847
ACH-000337,-0.439411427209912
ACH-000338,-0.2190117301650637
ACH-000339,-0.2279587712772599
ACH-000341,-0.3866869690080773
ACH-000348,-0.3005773916434786
ACH-000350,-0.4173044404178512
ACH-000352,-0.2463178118086437
ACH-000356,-0.3430148434554093
ACH-000361,-0.4301215336248287
ACH-000362,-0.30363073851147593
ACH-000363,-0.3288436448402945
ACH-000364,-0.17491012254050667
ACH-000365,-0.4909438176213322
ACH-000366,-0.18668728525317105
ACH-000368,-0.16592266904275907
ACH-000374,-0.39852336213369455
ACH-000375,-0.1404120573258633
ACH-000376,-0.5877763170485374
ACH-000381,-0.5352043522668841
ACH-000383,-0.3440471836189018
ACH-000387,-0.44142251723478176
ACH-000389,-0.2081609065943186
ACH-000390,-0.2509859570582097
ACH-000393,-0.1542784176159912
ACH-000395,-0.2767121192211606
ACH-000396,-0.3326498421337071
ACH-000397,-0.2946912611325768
ACH-000401,-0.4370501895317657
ACH-000402,-0.5351050318377072
ACH-000403,-0.2584378064033108
ACH-000404,-0.3496154815150992
ACH-000406,-0.733037081922429
ACH-000407,-0.2562930877568192
ACH-000408,-0.3468436355507123
ACH-000410,-0.3021839858947253
ACH-000411,-0.12252702555438727
ACH-000414,-0.2785827401176727
ACH-000415,-0.3710513746126709
ACH-000416,-0.27165853674228874
ACH-000420,-0.4915035390280129
ACH-000421,-0.262751671848915
ACH-000424,-0.5488459732872157
ACH-000425,-0.4721381540801274
ACH-000426,-0.2992491888600856
ACH-000427,-0.4330059016500124
ACH-000433,-0.17650974850427384
ACH-000435,-0.4734646267482547
ACH-000436,-0.24902275543332825
ACH-000444,-0.5814744594217811
ACH-000445,-0.13163309805902113
ACH-000448,-0.2356799282821974
ACH-000450,-0.3053312956503345
ACH-000452,-0.2531315042042168
ACH-000454,-0.5668477308724723
ACH-000458,-0.5455826234824684
ACH-000459,-0.5277534579451127
ACH-000460,-0.31026799797848714
ACH-000461,-0.37991516641561107
ACH-000463,-0.13020585313631608
ACH-000464,-0.3515081559519599
ACH-000466,-0.547158383829196
ACH-000467,-0.4313429555104082
ACH-000468,-0.2661125691489743
ACH-000469,-0.6652308816881701
ACH-000470,-0.2935493770763244
ACH-000471,-0.25253861809436456
ACH-000472,-0.2423528699495602
ACH-000473,-0.22715377916813395
ACH-000475,-0.4613029186261736
ACH-000476,-0.4377626765638215
ACH-000477,-0.3793716073376303
ACH-000479,-0.4675022142333151
ACH-000480,-0.34529395128586465
ACH-000481,-0.21163129536078892
ACH-000483,-0.3770735044690273
ACH-000484,-0.3746780357217165
ACH-000485,-0.3779730374275721
ACH-000486,-0.28736223749899104
ACH-000487,-0.30843240425291635
ACH-000488,-0.4804370328713314
ACH-000490,-0.5000568545086492
ACH-000491,-0.2779292515622141
ACH-000495,-0.3456550359138685
ACH-000496,-0.2916267112707801
ACH-000499,-0.5292630420493816
ACH-000500,-0.2402550974715016
ACH-000502,-0.30044400586045056
