,CDK2AP1 (8099)
ACH-000004,-0.3236201186543512
ACH-000005,0.1891432524520094
ACH-000007,0.017554167168249618
ACH-000009,-0.12994851563052245
ACH-000011,-0.10550780690950573
ACH-000012,0.07632960076087388
ACH-000013,-0.04499463904511873
ACH-000014,-0.14809003853479935
ACH-000015,-0.13726478019738594
ACH-000017,-0.11466283082728496
ACH-000018,0.01015732897259007
ACH-000019,-0.11400822450663135
ACH-000021,-0.2183230514425589
ACH-000022,-0.07681519179895809
ACH-000025,-0.2975785866332307
ACH-000028,-0.03194566725103989
ACH-000030,-0.06449427926497532
ACH-000035,-0.1517611127773468
ACH-000036,-0.08554267423611323
ACH-000037,-0.09677421136757616
ACH-000039,-0.08523980349283537
ACH-000040,-0.1215216623568638
ACH-000041,-0.2756895095453782
ACH-000042,-0.3278141850720241
ACH-000045,-0.050914667010749835
ACH-000047,-0.19351689731627447
ACH-000052,-0.2678391053430893
ACH-000053,-0.09162168899578664
ACH-000054,-0.06014430984219705
ACH-000055,-0.219811000511246
ACH-000060,-0.31986303665031923
ACH-000067,-0.2682378972404924
ACH-000070,0.07611355943994498
ACH-000075,0.058297974725857335
ACH-000078,-0.021711434499046903
ACH-000082,-0.21357040005553404
ACH-000085,-0.3732524643894926
ACH-000086,-0.17418122691732316
ACH-000087,-0.3702877856561662
ACH-000092,-0.18255574808555214
ACH-000095,-0.14095146011634846
ACH-000097,0.02094283587397751
ACH-000098,-0.1933434467646987
ACH-000099,-0.2610244788382068
ACH-000108,-0.14943027489180366
ACH-000113,-0.18263485857472492
ACH-000116,-0.08819695394908507
ACH-000118,-0.22199557869173794
ACH-000120,-0.299933217937338
ACH-000123,-0.07104713496088158
ACH-000127,-0.17823971796763366
ACH-000128,-0.15113829189800673
ACH-000132,0.0034030385631197424
ACH-000133,-0.20908702668878754
ACH-000137,-0.23562185961751786
ACH-000138,-0.14612989291545986
ACH-000142,-0.320359470666937
ACH-000143,0.15576604282493467
ACH-000146,-0.1324486149322985
ACH-000148,-0.07305902832900672
ACH-000150,0.05517839892400954
ACH-000152,-0.16109562125500435
ACH-000153,0.16975259234870352
ACH-000159,-0.11844183028688728
ACH-000160,0.18912869119177989
ACH-000163,-0.1625258874383907
ACH-000167,0.4993737673289226
ACH-000168,-0.06633983381071967
ACH-000169,-0.19781263420301112
ACH-000178,-0.1535972186816632
ACH-000183,-0.22419894179449848
ACH-000188,-0.14149258384638172
ACH-000189,-0.4550344489111878
ACH-000190,0.1745580043996144
ACH-000198,-0.13608948552722078
ACH-000203,-0.6879990357262893
ACH-000204,0.09599257660866743
ACH-000206,-0.17312916276829526
ACH-000207,-0.12417698631774035
ACH-000208,0.11510496816323836
ACH-000210,-0.1984126483553676
ACH-000211,-0.16355526558712036
ACH-000215,-0.2180077711681584
ACH-000221,0.004356190518137613
ACH-000222,-0.3239997347465865
ACH-000223,-0.1010433056224307
ACH-000226,-0.1651882185728453
ACH-000227,-0.2121785637442138
ACH-000228,-0.03936892710992011
ACH-000231,-0.16614466804092118
ACH-000232,-0.14948671315761702
ACH-000233,-0.21090079261748912
ACH-000234,-0.10351321631818046
ACH-000235,-0.11218391802727316
ACH-000237,-0.12284765817566168
ACH-000238,-0.19704234827682787
ACH-000242,-0.3117686560911477
ACH-000243,-0.02784728922846047
ACH-000244,-0.01513370764109236
ACH-000246,0.018211463619676717
ACH-000248,-0.1353439906150482
ACH-000250,-0.12872119930892606
ACH-000251,-0.16221899591635305
ACH-000252,-0.17424091377999915
ACH-000253,-0.13959503322071545
ACH-000255,-0.005795362282728093
ACH-000256,-0.1343504196238428
ACH-000257,-0.31148743166928483
ACH-000258,-0.2848066595561544
ACH-000259,-0.22514849967444606
ACH-000260,-0.06874104406611906
ACH-000261,-0.04515000958726347
ACH-000262,-0.12906219210030154
ACH-000263,-0.1964386797748853
ACH-000264,-0.11390386258989055
ACH-000265,-0.09887630321038364
ACH-000266,-0.1544484067115133
ACH-000272,-0.15847311316115567
ACH-000274,-0.07633762484782237
ACH-000277,-0.06050450340606685
ACH-000278,-0.10193079533694237
ACH-000279,-0.10538737656822587
ACH-000280,-0.012286340538766422
ACH-000281,-0.21890006742446674
ACH-000288,-0.14515838658037947
ACH-000291,-0.04829717593699739
ACH-000293,-0.017842925136709212
ACH-000294,0.00914910873003383
ACH-000295,-0.049255219162322485
ACH-000296,-0.03733047923434836
ACH-000302,-0.01700016579255426
ACH-000304,0.1764649357655928
ACH-000307,-0.1394285340678823
ACH-000308,-0.08493484241829524
ACH-000310,-0.05787529186281494
ACH-000311,-0.17583000302884744
ACH-000312,-0.2943668186723216
ACH-000315,-0.23222364380440685
ACH-000316,-0.22888623195004495
ACH-000317,-0.04395037602317554
ACH-000318,-0.13985040498197487
ACH-000319,-0.04813575174724642
ACH-000320,-0.23053163745692726
ACH-000322,-0.2668530109301474
ACH-000323,0.02502671563249481
