,EZH1 (2145)
ACH-000004,-0.1569399514155903
ACH-000005,-0.056534208678915676
ACH-000007,-0.16448149431112705
ACH-000009,-0.07216251044621776
ACH-000011,-0.09959068456728327
ACH-000012,-0.21280061923408086
ACH-000013,-0.09051608789528144
ACH-000014,-0.1918215248036276
ACH-000015,-0.08249406218887982
ACH-000017,-0.05899888709954147
ACH-000018,-0.03861842445109697
ACH-000019,-0.16053573802061513
ACH-000021,-0.033994675886303935
ACH-000022,-0.14428266536407394
ACH-000025,-0.012629980017074324
ACH-000028,-0.11404949026677122
ACH-000030,-0.16269394121928266
ACH-000035,-0.1497560440431722
ACH-000036,-0.10272398969270052
ACH-000037,0.0638081978129935
ACH-000039,-0.030193779949686375
ACH-000040,-0.19823350399663586
ACH-000041,-0.06169943565559614
ACH-000042,-0.11807541166251677
ACH-000045,-0.16733746698438035
ACH-000047,-0.12412379410891085
ACH-000052,-0.06733417747920922
ACH-000053,0.013898231125815329
ACH-000054,-0.03174595947342772
ACH-000055,-0.008738618395467503
ACH-000060,0.012723793607607177
ACH-000067,-0.18794005845021766
ACH-000070,-0.02766019883211882
ACH-000075,-0.22411804509724484
ACH-000078,-0.17782380734501388
ACH-000082,-0.08261511860391585
ACH-000085,0.2045970918629576
ACH-000086,-0.2057085634345885
ACH-000087,-0.06660962363806011
ACH-000092,-0.11116244624310627
ACH-000095,-0.2425242600466197
ACH-000097,-0.15076978645584765
ACH-000098,-0.2304093289479576
ACH-000099,-0.13757642156583025
ACH-000108,-0.11570908557960732
ACH-000113,-0.0879791519179551
ACH-000116,-0.12044176146966723
ACH-000118,-0.0032640403046824834
ACH-000120,-0.07821201316973107
ACH-000123,-0.03208817998690882
ACH-000127,-0.18349010491075546
ACH-000128,-0.17265907854910176
ACH-000132,-0.14648675212298612
ACH-000133,-0.09624334473644997
ACH-000137,-0.1330406873677949
ACH-000138,-0.18152883361758199
ACH-000142,-0.21337024468897606
ACH-000143,-0.3031469071632014
ACH-000146,0.0021514440451410486
ACH-000148,-0.08289917480291398
ACH-000150,-0.23978231747708886
ACH-000152,-0.008944452334144707
ACH-000153,-0.0834706716827863
ACH-000159,-0.1375410860593869
ACH-000160,0.10435397588018797
ACH-000163,-0.08166030731686083
ACH-000167,0.3226652675256698
ACH-000168,-0.28159973094469937
ACH-000169,-0.08220041979955953
ACH-000178,-0.05238132166614868
ACH-000183,-0.12322983496273868
ACH-000188,-0.12401218240021596
ACH-000189,-0.3575087473323412
ACH-000190,0.2349139220726511
ACH-000198,-0.11341287898928006
ACH-000203,-0.3847707833524232
ACH-000204,-0.12684842057380893
ACH-000206,0.08215197545712549
ACH-000207,-0.05987742413528376
ACH-000208,0.05720443409926666
ACH-000210,0.06720674075652958
ACH-000211,-0.09554694935402826
ACH-000215,-0.05466048502093383
ACH-000221,-0.050416103629567804
ACH-000222,0.11883324839331287
ACH-000223,-0.007519445157934642
ACH-000226,-0.07590865420664654
ACH-000227,-0.17710268512815172
ACH-000228,-0.2763867552764533
ACH-000231,-0.1368256710846348
ACH-000232,-0.08532826118711871
ACH-000233,-0.07741445721423704
ACH-000234,-0.16177082743998294
ACH-000235,-0.11588970383406196
ACH-000237,0.023121822294895632
ACH-000238,-0.3036777049300424
ACH-000242,-0.16610588588403932
ACH-000243,-0.2420534814856969
ACH-000244,-0.11226222289077196
ACH-000246,-0.03868186417048878
ACH-000248,0.05924738711051389
ACH-000250,-0.13442820205225525
ACH-000251,-0.11685229856711744
ACH-000252,0.0048409135554719675
ACH-000253,-0.17078048455298098
ACH-000255,-0.10374969304927872
ACH-000256,-0.2940509804495691
ACH-000257,-0.2214422162331151
ACH-000258,-0.2321526771763131
ACH-000259,-0.19872400367854465
ACH-000260,0.06837568279456646
ACH-000261,-0.10772271938112543
ACH-000262,-0.04531894212402225
ACH-000263,-0.2640899118515693
ACH-000264,-0.08141289144127052
ACH-000265,-0.0964961335956298
ACH-000266,-0.06345275549678325
ACH-000272,-0.1561418911692317
ACH-000274,-0.2609342933641656
ACH-000277,-0.10384480215726527
ACH-000278,0.039091190729605575
ACH-000279,-0.10389901672086853
ACH-000280,-0.12853142592150818
ACH-000281,-0.018474188550238774
ACH-000288,-0.0981671330848088
ACH-000291,-0.08880338555897782
ACH-000293,-0.01358216113695176
ACH-000294,-0.1583781565608899
ACH-000295,-0.325443659627531
ACH-000296,-0.04821599096340907
ACH-000302,-0.09603411571462804
ACH-000304,-0.3246018595856332
ACH-000307,-0.03999490712773585
ACH-000308,-0.10825375997338307
ACH-000310,-0.0780831806816855
ACH-000311,0.053279709395619816
ACH-000312,-0.3142809026890285
ACH-000315,-0.1753686873708071
ACH-000316,-0.16216368035726048
ACH-000317,-0.04544742555216683
ACH-000318,-0.09221750399017163
ACH-000319,-0.013550479070053993
ACH-000320,0.035450227515263916
ACH-000322,-0.13081186468342673
ACH-000323,-0.20620699466804984
ACH-000324,-0.3607236833920237
ACH-000329,-0.14473708923875847
ACH-000330,-0.0687546056667962
ACH-000331,-0.10630903477498567
ACH-000332,-0.1517704085683098
ACH-000334,-0.22238898851830044
ACH-000335,-0.17321752223468226
ACH-000336,-0.08303742065593134
ACH-000337,-0.22720512555045996
ACH-000338,0.4951105431503045
ACH-000339,-0.1489660369071324
ACH-000341,0.07776369330793767
ACH-000348,-0.15961804839766852
ACH-000350,-0.09096556717444652
ACH-000352,-0.03699068469692547
ACH-000356,-0.33557530552074954
ACH-000361,0.07585868877071106
ACH-000362,-0.1206675694657024
ACH-000363,-0.10099734301238526
ACH-000364,-0.013957297264125658
ACH-000365,-0.1222639250911534
ACH-000366,-0.16262016754871866
ACH-000368,-0.027709244499317803
ACH-000374,0.026331803449916955
ACH-000375,-0.028505390832233482
ACH-000376,-0.009432559886918978
ACH-000381,-0.1800125011640161
ACH-000383,-0.09612056423746694
ACH-000387,0.04620993642082818
ACH-000389,-0.0738861887229271
ACH-000390,-0.08943869382282123
ACH-000393,0.052094879100868366
ACH-000395,0.07665126598344922
ACH-000396,0.24808298244370044
ACH-000397,-0.4002044098359342
ACH-000401,-0.09630352171906616
ACH-000402,-0.1790799396771612
ACH-000403,-0.023050742185835013
ACH-000404,-0.14589201099172175
ACH-000406,-0.059278209379131724
ACH-000407,-0.016060306655078908
ACH-000408,-0.2265922385299205
ACH-000410,-0.12244626502009835
ACH-000411,-0.2296044129543191
ACH-000414,-0.018349484788503685
ACH-000415,-0.17713049292663852
ACH-000416,-0.0859020180713999
ACH-000420,-0.015624785306814631
ACH-000421,-0.1154733319880578
ACH-000424,-0.32532931578960866
ACH-000425,-0.25085648873916777
ACH-000426,-0.14371781954507348
ACH-000427,-0.19500715699796856
ACH-000433,-0.14259789420694327
ACH-000435,-0.031861583514805884
ACH-000436,-0.030418361322218982
ACH-000444,-0.1581131932794562
ACH-000445,-0.11486793807659496
ACH-000448,-0.056378672208093235
ACH-000450,0.16771160023248752
ACH-000452,-0.12088540682418154
ACH-000454,0.10906729465350667
ACH-000458,-0.2501656881760355
ACH-000459,-0.028766024200531117
ACH-000460,-0.13359076738477854
ACH-000461,0.015994618570178868
ACH-000463,-0.17196086184421291
ACH-000464,0.03593869924387809
ACH-000466,-0.09091932862581467
ACH-000467,-0.1445666741144943
ACH-000468,-0.10019411057191167
ACH-000469,-0.06335561885398139
ACH-000470,0.09716304411819396
ACH-000471,-0.06169238881819936
ACH-000472,-0.16035223949871738
ACH-000473,0.03719312090900453
ACH-000475,-0.07949149001542456
ACH-000476,-0.25137633383872904
ACH-000477,0.03530198921548622
ACH-000479,-0.023093059681827226
ACH-000480,-0.027347652930494487
ACH-000481,-0.14686921076837298
ACH-000483,0.05357204690790143
ACH-000484,-0.13834640563865575
ACH-000485,-0.025083138935373686
ACH-000486,-0.05985889394546174
ACH-000487,-0.15542119915035862
ACH-000488,-0.03350783426256039
ACH-000490,-0.15533232480180253
ACH-000491,-0.14828916989792942
ACH-000495,0.02240549333258744
ACH-000496,-0.07756632467240568
ACH-000499,-0.1831126210889029
ACH-000500,0.04434832471742504
ACH-000502,-0.05209228920724238
ACH-000503,-0.30133706560191903
ACH-000505,-0.11536126566434472
ACH-000507,-0.19897608023442545
ACH-000510,-0.00057258493052357
ACH-000511,-0.16413869947438414
ACH-000512,0.022984997802976703
ACH-000516,-0.00355271696656802
ACH-000517,-0.08364705852670641
ACH-000518,-0.13816113566567706
ACH-000520,-0.10861377216533168
ACH-000521,-0.31603541312414224
ACH-000522,-0.1202003551222232
ACH-000524,-0.07687266794457405
ACH-000527,-0.19395488095361013
ACH-000528,-0.0643775427803951
ACH-000537,-0.13784996484583326
ACH-000541,0.08666625539735909
ACH-000542,-0.03754012032150481
ACH-000544,-0.06666723699010953
ACH-000545,-0.04941833624523269
ACH-000547,-0.06458131309367603
ACH-000548,-0.1028790278022086
ACH-000549,-0.2525010039683001
ACH-000550,0.0052565276428517965
ACH-000552,-0.11366153296632288
ACH-000556,-0.16292865765027092
ACH-000557,-0.02963410531866544
ACH-000569,-0.3771882361872551
ACH-000570,-0.03650693992875705
ACH-000571,-0.05394808910827234
ACH-000573,-0.03688880699391939
ACH-000576,0.06260732892253462
ACH-000579,-0.2371272743689412
ACH-000580,-0.10255793052011944
ACH-000584,0.03437033952498112
ACH-000585,-0.050952843586460336
ACH-000588,-0.11979867485753365
ACH-000589,-0.033062423044735965
ACH-000591,-0.0060955182065454425
ACH-000593,-0.1937788769155666
ACH-000600,-0.09895801987619314
ACH-000601,-0.09570128841746904
ACH-000605,0.06563280679406458
ACH-000606,-0.07201980086587005
ACH-000608,-0.15388877228834968
ACH-000614,-0.15295127404748549
ACH-000616,-0.022908136036489567
ACH-000618,-0.15841598115738173
ACH-000619,-0.1763707346878549
ACH-000620,-0.06272898371030453
ACH-000621,-0.07137379573119844
ACH-000622,-0.05258128292541448
ACH-000623,-0.11524708977573
ACH-000624,-0.0745145429439596
ACH-000627,-0.07991946226320479
ACH-000630,-0.06372530638531411
ACH-000631,-0.01146310697098603
ACH-000632,-0.010277919525346202
ACH-000633,-0.14461428800470416
ACH-000637,-0.19958359519005966
ACH-000638,-0.12101485460892025
ACH-000646,-0.0958926739886052
ACH-000647,-0.21332897747698085
ACH-000648,0.1121141194527423
ACH-000649,-0.034212323957715576
ACH-000651,-0.15692463702261866
ACH-000652,-0.07226102468198949
ACH-000653,-0.19235044942244087
ACH-000657,-0.04725038587288052
ACH-000658,-0.23907073410868945
ACH-000661,-0.06270747331818435
ACH-000662,-0.0760600199678701
ACH-000663,-0.07221472236770123
ACH-000665,-0.034767533788544934
ACH-000671,-0.07001831461278173
ACH-000672,-0.6745650335694178
ACH-000673,-0.11553723311752305
ACH-000676,-0.3443400828579363
ACH-000677,-0.13011028560068005
ACH-000681,-0.16816690530544104
ACH-000683,-0.058696506507324574
ACH-000684,-0.0843568787715155
ACH-000688,-0.03703909945240052
ACH-000693,-0.09852662887696302
ACH-000694,-0.0779084516877341
ACH-000695,-0.1954362109232066
ACH-000696,-0.04334122905626515
ACH-000697,-0.10118211137491302
ACH-000699,-0.09510875291593594
ACH-000701,-0.04899764749002485
ACH-000706,-0.09170923263109856
ACH-000711,-0.03363598061334019
ACH-000713,-0.11850059943973358
ACH-000714,-0.14601759207302975
ACH-000718,-0.060420165499996126
ACH-000720,-0.18167073645560536
ACH-000721,-0.12050370129964115
ACH-000724,0.03434665838293477
ACH-000725,-0.09349175327279816
ACH-000732,0.018422043750541604
ACH-000734,-0.09258975301720218
ACH-000735,0.002474037624759485
ACH-000736,-0.1406766129801037
ACH-000738,-0.12058374587540012
ACH-000746,-0.06110531151910284
ACH-000747,-0.2835843142448043
ACH-000748,0.06631953627529377
ACH-000753,-0.09599623024075032
ACH-000756,-0.27883656591259365
ACH-000757,-0.09210148532513712
ACH-000758,-0.21852739912346725
ACH-000760,-0.015992323659381396
ACH-000762,0.0003279561180467036
ACH-000763,-0.1940762035812138
ACH-000764,-0.024401353569248597
ACH-000765,-0.011308665260791441
ACH-000766,-0.07598901871137906
ACH-000767,-0.07173929989570199
ACH-000768,-0.04762579342605825
ACH-000769,0.055001052095570616
ACH-000770,-0.11211895482129686
ACH-000771,-0.08965552923245136
ACH-000773,0.04643371265620727
ACH-000776,-0.20486816724981394
ACH-000777,-0.08955315478018408
ACH-000778,-0.14467048686635864
ACH-000781,-0.08333145225880045
ACH-000782,-0.0843170058971021
ACH-000783,-0.15922085231006347
ACH-000784,-0.15613753449132192
ACH-000785,-0.0655144627243165
ACH-000787,-0.0788608480061368
ACH-000788,-0.15148208010082334
ACH-000791,-0.1058685434111876
ACH-000792,-0.17090442166249614
ACH-000794,-0.18347475698577706
ACH-000796,-0.16098814896147054
ACH-000798,0.05402703296778545
ACH-000799,0.03778429278469204
ACH-000800,-0.3025541697602452
ACH-000802,-0.09104863602499352
ACH-000804,0.05957979468798499
ACH-000805,-0.21550245330577067
ACH-000809,-0.08545579351603161
ACH-000810,0.08266547882341771
ACH-000811,-0.1892101138047413
ACH-000817,-0.2006889900541797
ACH-000819,-0.086983219282179
ACH-000820,0.0208919504625715
ACH-000821,-0.17342181172781873
ACH-000822,-0.09614432723246116
ACH-000823,-0.1864518889088885
ACH-000824,0.00851688427339668
ACH-000827,-0.06493512649546013
ACH-000829,-0.043014853862062184
ACH-000831,0.046136771029222416
ACH-000832,-0.24605990084243576
ACH-000833,0.15351289658894846
ACH-000834,-0.045753373286693634
ACH-000835,-0.10910941277898732
ACH-000836,0.12595048249925908
ACH-000837,-0.10522298653428758
ACH-000838,-0.22892310507147814
ACH-000839,-0.03696023839358658
ACH-000840,0.02087337370872676
ACH-000841,-0.08505385735395135
ACH-000843,-0.09186493281426666
ACH-000846,-0.014722965755698541
ACH-000847,-0.2388683050050413
ACH-000848,-0.11247440202939207
ACH-000849,-0.05963341210407438
ACH-000851,-0.034104141646658544
ACH-000855,-0.035133172556276605
ACH-000856,-0.009043751854682348
ACH-000858,-0.17399034031776242
ACH-000859,-0.2633066718086222
ACH-000861,-0.007326448213531525
ACH-000862,-0.10363080936461476
ACH-000865,-0.1119172238782905
ACH-000866,-0.11522154786352945
ACH-000867,-0.12332833228688175
ACH-000869,-0.10246915988246724
ACH-000872,0.06988026999979874
ACH-000873,-0.2670075655431062
ACH-000876,0.025852316934872183
ACH-000878,-0.21114222684393366
ACH-000880,-0.06178868798429017
ACH-000881,-0.023016143898686326
ACH-000882,-0.1292659283679609
ACH-000884,-0.2063018701026615
ACH-000885,-0.08758128221785103
ACH-000887,-0.15736027442045664
ACH-000889,-0.03702745920065759
ACH-000896,-0.06240416831730972
ACH-000898,-0.12053382765972
ACH-000900,-0.1769037952488731
ACH-000901,-0.08082142303961587
ACH-000905,-0.047517473769703264
ACH-000906,-0.06437533750823972
ACH-000907,0.0626361554768336
ACH-000910,-0.04386764462592865
ACH-000911,-0.0021829259883411386
ACH-000912,-0.07434805285290036
ACH-000913,-0.18751478236297936
ACH-000915,-0.1134203097635169
ACH-000916,-0.03989760248767687
ACH-000917,-0.049722778861214234
ACH-000920,-0.0878316348642581
ACH-000921,-0.09075882158042667
ACH-000924,-0.03562807229881458
ACH-000926,-0.05275349169322234
ACH-000928,-0.179924316918154
ACH-000929,-0.11595894220147487
ACH-000932,-0.15786250839606095
ACH-000935,-0.3804773731157439
ACH-000936,0.11688111225712325
ACH-000937,-0.022602936809138625
ACH-000938,0.036221190841476236
ACH-000939,0.11505010774957357
ACH-000941,-0.011448992156252773
ACH-000943,-0.12857366734885195
ACH-000946,-0.19312022177193225
ACH-000947,-0.0571219611169157
ACH-000948,0.04748190321327282
ACH-000950,-0.04021637939612488
ACH-000953,-0.07326995374359735
ACH-000954,0.07957445776966912
ACH-000957,-0.23068016217197845
ACH-000958,-0.06676395541501358
ACH-000960,-0.1463908370552235
ACH-000963,-0.15992178902693804
