,BOC (91653)
ACH-000004,0.08198603386521877
ACH-000005,-0.26898471090058623
ACH-000007,0.15178627963526156
ACH-000009,-0.1870170337498695
ACH-000011,-0.07416889061383376
ACH-000012,-0.09997197181427962
ACH-000013,-0.028523481052040375
ACH-000014,0.033597592409119456
ACH-000015,0.11358028462229633
ACH-000017,-0.018940339367897664
ACH-000018,-0.17239976397129286
ACH-000019,-0.003103225418301605
ACH-000021,-0.054960740298624265
ACH-000022,-0.12338880576998963
ACH-000025,-0.09625424534020063
ACH-000028,-0.044876175870501495
ACH-000030,-0.04618695235600708
ACH-000035,-0.3385231124368921
ACH-000036,0.0240509162029376
ACH-000037,0.03940609979840152
ACH-000039,-0.014185692586949725
ACH-000040,0.00952783620399493
ACH-000041,-0.0706888128597458
ACH-000042,-0.1220748735963603
ACH-000045,-0.17414967204717852
ACH-000047,0.011410213162700468
ACH-000052,-0.2583176730751463
ACH-000053,-0.06454692524855532
ACH-000054,0.02631318001275789
ACH-000055,-0.055930781680491336
ACH-000060,-0.2815879671789793
ACH-000067,-0.17008279377640242
ACH-000070,-0.014537845823187715
ACH-000075,-0.07166102083727377
ACH-000078,0.07075288525914643
ACH-000082,-0.08261296755105761
ACH-000085,0.014256586403932316
ACH-000086,-0.08421841834534204
ACH-000087,-0.3593428665422019
ACH-000092,-0.13120511714084795
ACH-000095,-0.04759409839845848
ACH-000097,-0.015106201837873671
ACH-000098,-0.1083543104763998
ACH-000099,0.05401478479025327
ACH-000108,-0.17609041845343856
ACH-000113,-0.12348669196354625
ACH-000116,0.09293946591874784
ACH-000118,-0.11467704600590738
ACH-000120,-0.09195298968845438
ACH-000123,-0.013939344189737964
ACH-000127,0.01013638489958336
ACH-000128,-6.521646639053457e-05
ACH-000132,-0.06685848600955173
ACH-000133,-0.10223909685571447
ACH-000137,-0.10895146303453003
ACH-000138,-0.14443911501247345
ACH-000142,-0.15720592948581
ACH-000143,-0.16111507103872927
ACH-000146,-0.12489296104456199
ACH-000148,0.023796485916098228
ACH-000150,0.07542857595574415
ACH-000152,-0.09957259767219953
ACH-000153,-0.410030767994682
ACH-000159,-0.004739217350248595
ACH-000160,-0.2045147281485898
ACH-000163,0.005697136554995058
ACH-000167,-0.034183587462040574
ACH-000168,0.013025370519764866
ACH-000169,-0.17493660076470166
ACH-000178,0.06389253607818132
ACH-000183,-0.016840762653373722
ACH-000188,-0.07255396441145186
ACH-000189,0.5342502737203044
ACH-000190,-0.11046779000058804
ACH-000198,-0.1248691896941232
ACH-000203,0.15445741962457607
ACH-000204,0.10674943594362167
ACH-000206,-0.19831115710659372
ACH-000207,-0.2215526923348796
ACH-000208,-0.35127705814889426
ACH-000210,-0.10600788027079347
ACH-000211,-0.15873930821372104
ACH-000215,0.010291409944249959
ACH-000221,-0.04213385525643285
ACH-000222,-0.33064057012306264
ACH-000223,-0.04852157028112352
ACH-000226,-0.2029531158066604
ACH-000227,0.12654215963186036
ACH-000228,-0.014581840236578143
ACH-000231,-0.02559907558723268
ACH-000232,-0.08758949685360366
ACH-000233,-0.014165338911242713
ACH-000234,0.01655978392513869
ACH-000235,-0.10195664986022697
