,RABGGTB (5876)
ACH-000004,-0.8973594569630561
ACH-000005,-0.8616774373610505
ACH-000007,-1.1730559966631464
ACH-000009,-1.162224906966812
ACH-000011,-0.9322219375258004
ACH-000012,-1.0212801969268297
ACH-000013,-1.199463631656137
ACH-000014,-1.058064209144514
ACH-000015,-1.0281432451725645
ACH-000017,-0.8550160213201801
ACH-000018,-1.2253700841637445
ACH-000019,-1.1722475036922817
ACH-000021,-1.0534792804942243
ACH-000022,-1.0978872005924318
ACH-000025,-1.0974588809810222
ACH-000028,-1.0377805730495382
ACH-000030,-1.1382949816729837
ACH-000035,-1.2102326985703216
ACH-000036,-1.2809457704096558
ACH-000037,-1.3601198167818362
ACH-000039,-1.188295039678316
ACH-000040,-1.0876525654539817
ACH-000041,-1.0845301864242964
ACH-000042,-1.1867765701558082
ACH-000045,-1.0116858770212045
ACH-000047,-1.0433856060675557
ACH-000052,-0.9667382415251748
ACH-000053,-1.0588208031952573
ACH-000054,-1.2408815215998297
ACH-000055,-1.1986644397052626
ACH-000060,-1.2446639180219154
ACH-000067,-1.1873223120333845
ACH-000070,-0.9264713242782748
ACH-000075,-1.114775358532961
ACH-000078,-1.1408190609636475
ACH-000082,-1.0603483366354625
ACH-000085,-1.0257505439811196
ACH-000086,-1.150679873756201
ACH-000087,-1.289599059353554
ACH-000092,-1.380905224810176
ACH-000095,-1.0999922910875564
ACH-000097,-1.099743850406666
ACH-000098,-1.2105844189156398
ACH-000099,-1.1021812760166885
ACH-000108,-1.1789029104210895
ACH-000113,-1.0317665925806838
ACH-000116,-1.0392069140163689
ACH-000118,-0.9406457922826412
ACH-000120,-1.3446397395679799
ACH-000123,-1.0853062918742025
ACH-000127,-1.252720728635334
ACH-000128,-1.0293145000072264
ACH-000132,-1.2841034347035971
ACH-000133,-0.9541215015604846
ACH-000137,-1.0438156565789427
ACH-000138,-0.963470298423958
ACH-000142,-1.1888710517776728
ACH-000143,-1.1308580802174093
ACH-000146,-0.9219740385303532
ACH-000148,-1.2181978690878146
ACH-000150,-1.4044921811373368
ACH-000152,-1.209501527891525
ACH-000153,-1.201706337097891
ACH-000159,-1.037120640224662
ACH-000160,-1.1608095707541681
ACH-000163,-0.9756392173148164
ACH-000167,-1.3390080469232264
ACH-000168,-1.016736916878828
ACH-000169,-0.9891024772434929
ACH-000178,-1.1867894062313804
ACH-000183,-1.0349974268768474
ACH-000188,-1.1745389241594095
ACH-000189,-1.2534437083573242
ACH-000190,-1.322451244546179
ACH-000198,-0.9970216267003721
ACH-000203,-1.00867346083179
ACH-000204,-1.1737799091896677
ACH-000206,-1.0832393814103267
ACH-000207,-1.0978202191377646
ACH-000208,-1.103747738569711
ACH-000210,-1.1217902694050632
ACH-000211,-1.017638769880627
ACH-000215,-1.1629981945483696
ACH-000221,-1.0409944640951725
ACH-000222,-1.2154309481692929
ACH-000223,-1.1351719630398514
ACH-000226,-0.8789054259465401
ACH-000227,-0.7113503430073291
ACH-000228,-1.2864207555223748
ACH-000231,-1.3885193711592956
ACH-000232,-1.1863677576554124
ACH-000233,-1.1166530188023025
ACH-000234,-1.3190903711826552
ACH-000235,-1.2089639003885932
ACH-000237,-1.245140173501973
ACH-000238,-1.2219191210094191
ACH-000242,-1.2422373469714985
ACH-000243,-1.2048110144988382
ACH-000244,-1.1139713164478433
ACH-000246,-1.0378322176832822
ACH-000248,-0.9098070842276492
ACH-000250,-1.1636981618752495
ACH-000251,-1.2633515120388072
ACH-000252,-1.0744186700189269
ACH-000253,-1.3218507435442697
ACH-000255,-0.9403764157428358
ACH-000256,-0.9607680337559305
ACH-000257,-1.1907042275616178
ACH-000258,-0.9317485339953668
ACH-000259,-1.1149715868210686
ACH-000260,-0.952554020633978
ACH-000261,-1.1964844179089342
ACH-000262,-1.1725857836047815
ACH-000263,-1.235000967152616
ACH-000264,-1.4474329363553655
ACH-000265,-0.9939987033630808
ACH-000266,-1.0858299620456693
ACH-000272,-1.2756475487421295
ACH-000274,-1.1870965610085875
ACH-000277,-1.3468682635435727
ACH-000278,-1.1281014610035105
ACH-000279,-1.1140096363513927
ACH-000280,-0.9723588232596322
ACH-000281,-1.2785731559453015
ACH-000288,-1.2314239424822633
ACH-000291,-1.024341754055742
ACH-000293,-0.980548473368416
ACH-000294,-0.609746564896655
ACH-000295,-1.5003181999772932
ACH-000296,-1.03780140457865
ACH-000302,-0.9959017297664022
ACH-000304,-1.4647086647138854
ACH-000307,-1.0900182624520234
ACH-000308,-1.2464713256736628
ACH-000310,-0.9248635777246006
ACH-000311,-1.2431339238735597
ACH-000312,-1.3049417372320058
ACH-000315,-1.100021175591504
ACH-000316,-1.0599886121398856
ACH-000317,-1.4330834954849656
ACH-000318,-1.139992313756574
ACH-000319,-1.2751992690205012
ACH-000320,-1.303485743277058
ACH-000322,-1.3726110393913782
ACH-000323,-1.1058355242311932
ACH-000324,-1.0383517057117149
ACH-000329,-1.0994547486337405
ACH-000330,-0.9340936932394218
ACH-000331,-1.1133489253305526
ACH-000332,-1.0969425762233105
ACH-000334,-0.711704710093649
ACH-000335,-1.1038530901468842
ACH-000336,-0.9730794248657156
ACH-000337,-1.2233220808665664
ACH-000338,-0.9822409389100484
ACH-000339,-1.2934810714824472
ACH-000341,-0.9945849236790822
ACH-000348,-1.29715374878463
ACH-000350,-0.7400215776937102
ACH-000352,-1.1211238521532707
ACH-000356,-0.956405660129696
ACH-000361,-1.0472832218496664
ACH-000362,-0.9108591448348518
ACH-000363,-1.1968687864008554
ACH-000364,-1.029817869883416
ACH-000365,-1.1897592769633984
ACH-000366,-1.0319198735931596
ACH-000368,-1.3134485100614937
ACH-000374,-1.2939011242319518
ACH-000375,-1.1126380185476723
ACH-000376,-1.195406185722263
ACH-000381,-1.1563682820765986
ACH-000383,-1.3298569380738905
ACH-000387,-0.9663903616934582
ACH-000389,-1.35557532128781
ACH-000390,-1.3964863869081203
ACH-000393,-1.2466624142870366
ACH-000395,-1.2321777898603858
ACH-000396,-1.1735000905463089
ACH-000397,-1.0363379887267208
ACH-000401,-0.971634875062691
ACH-000402,-1.2418921251830572
ACH-000403,-1.5314525573891604
ACH-000404,-1.0906127027497816
ACH-000406,-0.8414123372875199
ACH-000407,-1.1783898056758713
ACH-000408,-1.2999559986656573
ACH-000410,-1.1066765103550744
ACH-000411,-1.2575266645847292
ACH-000414,-1.298245718777968
ACH-000415,-1.1801443416481858
ACH-000416,-1.0316267784852324
ACH-000420,-1.205234110589534
ACH-000421,-1.0132775961306808
ACH-000424,-1.2924546943606672
ACH-000425,-1.4035581438113574
ACH-000426,-0.9683362622151792
ACH-000427,-1.0342611832585118
ACH-000433,-1.3769605300481056
ACH-000435,-1.0170978567703173
ACH-000436,-0.9992335858530644
ACH-000444,-1.1417935203127008
ACH-000445,-1.3491601983521009
ACH-000448,-1.2477547344716868
ACH-000450,-1.072071971925606
ACH-000452,-1.1238759394851798
ACH-000454,-1.1120961342054738
ACH-000458,-1.0970092009304824
ACH-000459,-0.3522758673093391
ACH-000460,-1.0395882774548764
ACH-000461,-1.1666824338013186
ACH-000463,-1.1718459023952383
