,TRUB1 (142940)
ACH-000004,0.048679544656326866
ACH-000005,0.13304799227584227
ACH-000007,0.1191945446388683
ACH-000009,0.08712224722449584
ACH-000011,0.06467013019023428
ACH-000012,-0.023430371758134956
ACH-000013,0.021881755898477902
ACH-000014,0.0970883923913037
ACH-000015,-0.03712131281789425
ACH-000017,0.056471097015555666
ACH-000018,0.11590492029392588
ACH-000019,-0.09624806665142033
ACH-000021,0.15486648971557085
ACH-000022,0.10328192457712157
ACH-000025,0.03916203051735985
ACH-000028,-0.10395273331862694
ACH-000030,0.0541545015209447
ACH-000035,0.2140312918708582
ACH-000036,0.26699247503860146
ACH-000037,0.09044565671411084
ACH-000039,0.06924444187164687
ACH-000040,-0.007925642250926129
ACH-000041,0.05026525155027988
ACH-000042,-0.012410036188452078
ACH-000045,0.022153911809628425
ACH-000047,0.2020926296620028
ACH-000052,0.15575756783818634
ACH-000053,0.07669529769394083
ACH-000054,0.03946026167733218
ACH-000055,0.17382692764867785
ACH-000060,0.010895620197561956
ACH-000067,-0.03233714327443573
ACH-000070,0.08076070624213001
ACH-000075,0.29418996042068485
ACH-000078,0.09623675351521396
ACH-000082,0.10990492718666957
ACH-000085,0.17070935226821216
ACH-000086,0.0281898837047104
ACH-000087,0.18903787862974752
ACH-000092,0.12575446558511222
ACH-000095,0.07883162728718485
ACH-000097,0.12518042484903694
ACH-000098,0.04955220687414635
ACH-000099,0.0396047450716832
ACH-000108,0.026927512358599515
ACH-000113,0.05913322384957723
ACH-000116,0.0896882610969453
ACH-000118,0.12067028844573455
ACH-000120,0.234632562666142
ACH-000123,0.14067416577452888
ACH-000127,0.10693185506463346
ACH-000128,0.09100966782378432
ACH-000132,0.04516428104036739
ACH-000133,0.1130789704899725
ACH-000137,-0.04286986837485282
ACH-000138,0.10349822448901848
ACH-000142,0.15438746761407854
ACH-000143,0.1222380486002956
ACH-000146,0.11557241896771395
ACH-000148,0.030051869611638183
ACH-000150,0.033322705849742465
ACH-000152,0.18906543224288624
ACH-000153,-0.02534466412363856
ACH-000159,0.12982422044415634
ACH-000160,0.00950234904872898
ACH-000163,0.12420511259695045
ACH-000167,-0.4966116009030425
ACH-000168,0.03203580079891951
ACH-000169,0.0018452396274173638
ACH-000178,0.11003956314704318
ACH-000183,0.01742955805381509
ACH-000188,0.09514429880272718
ACH-000189,0.1412051771079571
ACH-000190,-0.044595815476781896
ACH-000198,-0.06869144179007393
ACH-000203,-0.11434946199748633
ACH-000204,-0.056536583574901225
ACH-000206,0.09230531137701826
ACH-000207,0.029481675199970813
ACH-000208,0.12469474625110513
ACH-000210,-0.0853571615076962
ACH-000211,0.09287208098843368
ACH-000215,0.1403719809354083
ACH-000221,0.2412309630210415
ACH-000222,0.1466038672142216
ACH-000223,0.0441739378039662
ACH-000226,0.1869613910052527
ACH-000227,0.1347000440121076
ACH-000228,0.03776259089275832
ACH-000231,0.037200665120950833
ACH-000232,0.12158795534172792
ACH-000233,0.13487373042930156
ACH-000234,0.059273372345567024
ACH-000235,-0.005966057511959066
ACH-000237,0.12499158902123225
ACH-000238,-0.008730445216901896
ACH-000242,0.035843940855703534
ACH-000243,0.08982978886736584
ACH-000244,0.0034400196512209004
ACH-000246,0.10568630240057532
ACH-000248,0.09184070427737524
ACH-000250,0.10545625890592697
ACH-000251,0.03268562757419608
ACH-000252,0.1320792973784202
ACH-000253,0.05488740950292454
ACH-000255,-0.0008663680136815996
ACH-000256,0.2502605441212108
ACH-000257,0.02544956990839673
ACH-000258,0.04985268700246597
ACH-000259,0.07693129906595067
ACH-000260,0.11591566454459452
ACH-000261,0.10914356727912956
ACH-000262,0.004391665987329072
ACH-000263,0.3875807543226501
ACH-000264,0.11378375829940947
ACH-000265,0.14888118352874938
ACH-000266,0.10683421323529832
ACH-000272,0.08536304390081806
ACH-000274,0.06431908853893535
ACH-000277,0.11979899227322237
ACH-000278,0.10280798891560593
ACH-000279,-0.005229344023638379
ACH-000280,0.17426730504806104
ACH-000281,0.0012865742593095133
ACH-000288,0.018528813598791757
ACH-000291,0.17823952869475615
ACH-000293,0.05275084751247195
ACH-000294,0.09852448508621096
ACH-000295,-0.12296704084372427
ACH-000296,0.026440653690911014
ACH-000302,0.03271841082695366
ACH-000304,0.024061462732527
ACH-000307,0.008582943041503815
ACH-000308,0.08900501622407014
ACH-000310,0.015931462505679492
ACH-000311,0.09577338115306502
ACH-000312,0.024193802381827025
ACH-000315,0.3195577246208477
ACH-000316,0.14246008547869266
ACH-000317,0.12417687787718318
ACH-000318,0.10122489523248278
ACH-000319,0.18940795855358414
ACH-000320,0.08950205775512395
ACH-000322,0.02243237653154799
ACH-000323,0.04559800817980037
ACH-000324,0.0855573055395611
ACH-000329,0.004496285073214115
ACH-000330,-0.026574567601682936
ACH-000331,0.04868625148798661
ACH-000332,0.11262479876060665
ACH-000334,0.12624032194923804
ACH-000335,0.209421871951646
ACH-000336,0.13567064349828262
ACH-000337,0.11256045812728348
ACH-000338,0.6910021223726901
ACH-000339,0.10216439518248284
ACH-000341,-0.1263326896168077
ACH-000348,0.045590544270567836
ACH-000350,0.03046235976749527
ACH-000352,0.02016797401673737
ACH-000356,0.1027311663794031
ACH-000361,0.052162251197737375
ACH-000362,0.10103736850216696
ACH-000363,0.10499402613549272
ACH-000364,0.1691433889497782
ACH-000365,0.08737484336500848
ACH-000366,0.09814897975478416
ACH-000368,0.06608848353474042
ACH-000374,0.12076778457337033
ACH-000375,0.2153438555341294
ACH-000376,-0.09891953002901406
ACH-000381,0.09563415546441424
ACH-000383,0.08498068883652704
ACH-000387,0.17787751474867525
ACH-000389,-0.00821672241558871
ACH-000390,-0.009546615322387821
ACH-000393,-0.031222123166911874
ACH-000395,-0.002973074045839977
ACH-000396,0.1950003594392976
ACH-000397,-0.009691515045747948
ACH-000401,0.0271831320010469
ACH-000402,0.34811248011547746
ACH-000403,0.08708171448351708
ACH-000404,0.08327029227876277
ACH-000406,0.0904782538376711
ACH-000407,-0.006418729810998003
ACH-000408,0.1658290010411256
ACH-000410,-0.060096740748289065
ACH-000411,-0.0973840403595769
ACH-000414,0.08238789382487542
ACH-000415,0.18884641232235932
ACH-000416,0.0955410236467867
ACH-000420,-0.06255112092484179
ACH-000421,0.01369890496800722
ACH-000424,-0.003048013238973253
ACH-000425,-0.05635168965985188
ACH-000426,0.25299403712167506
ACH-000427,0.1068140824442216
ACH-000433,0.14533807480684674
ACH-000435,-0.059803909987696274
ACH-000436,0.059482641489028175
ACH-000444,0.139138551854195
ACH-000445,-0.03138892005479835
ACH-000448,0.1213397291305646
ACH-000450,0.016655697381183596
ACH-000452,0.02880665615351333
ACH-000454,-0.011215368762287773
ACH-000458,0.12424917538259375
ACH-000459,0.2788739857140118
ACH-000460,-0.04528112962119245
ACH-000461,0.0217405829344447
ACH-000463,0.08696124510302777
ACH-000464,0.093104345820618
ACH-000466,0.05276925275618664
ACH-000467,0.03151715223418503
ACH-000468,0.162630464323162
ACH-000469,0.11791103466259563
ACH-000470,-0.035300362288072915
ACH-000471,0.04177535612430716
ACH-000472,0.08565171916247641
ACH-000473,0.07994523979899662
ACH-000475,0.11015915932228224
ACH-000476,-0.23800204867342564
ACH-000477,-0.009296559269683
ACH-000479,0.13221837709953166
ACH-000480,0.09971192980318692
ACH-000481,0.275197991768002
ACH-000483,0.0017479910418569035
ACH-000484,-0.027435262698389872
ACH-000485,-0.005978617362722274
ACH-000486,0.10665118040804984
ACH-000487,0.0962386838487822
ACH-000488,0.08277938267275857
ACH-000490,0.08954204512079011
ACH-000491,0.08180012319198324
ACH-000495,0.07323082945727978
ACH-000496,-0.07553233848992602
ACH-000499,-0.0425800070256878
ACH-000500,0.033749451633409325
ACH-000502,0.09667842220202473
ACH-000503,0.04653390348054117
ACH-000505,0.0877775452957104
ACH-000507,0.1190476188927172
ACH-000510,0.09010463433007117
ACH-000511,0.08937982774856727
ACH-000512,0.08760993035957201
ACH-000516,0.1224205143144774
ACH-000517,-0.03863215953472367
ACH-000518,0.10223055021985976
ACH-000520,0.009499087154884437
ACH-000521,0.05058841886400958
ACH-000522,0.10281180419968552
ACH-000524,0.041393087602342726
ACH-000527,0.05104119660761725
ACH-000528,-0.0032830277755059698
ACH-000537,0.05090306219210701
ACH-000541,0.2202410572231306
ACH-000542,0.0648686556959637
ACH-000544,0.12819690371598316
ACH-000545,0.08747860952990813
ACH-000547,0.03733763137990518
ACH-000548,-0.040413475376357234
ACH-000549,0.0569886485262303
ACH-000550,0.10981827079049718
ACH-000552,0.0660730921890383
ACH-000556,0.030347446174173988
ACH-000557,0.038769358656395414
