,FAM120AOS (158293)
ACH-000004,-0.039180183116227785
ACH-000005,-0.06319559689195686
ACH-000007,-0.04058074042170951
ACH-000009,0.04324039874754968
ACH-000011,-0.09519194480074324
ACH-000012,-0.02447675802702773
ACH-000013,-0.06490937387095559
ACH-000014,0.0556868112929636
ACH-000015,-0.06502638945341173
ACH-000017,0.007078537425923578
ACH-000018,-0.14312646267683515
ACH-000019,0.04166594281990912
ACH-000021,-0.08364148492690879
ACH-000022,-0.06886253184331413
ACH-000025,-0.0312812273734777
ACH-000028,-0.1485234087699191
ACH-000030,-0.07341714876272451
ACH-000035,-0.15827119659777011
ACH-000036,-0.04136830234487085
ACH-000037,-0.30864417455972737
ACH-000039,0.07460431508508553
ACH-000040,-0.2542817182248229
ACH-000041,-0.2623201601919787
ACH-000042,-0.11610389470539716
ACH-000045,-0.11080284660576467
ACH-000047,-0.06275829788557198
ACH-000052,-0.25386942600692924
ACH-000053,0.03383957400455374
ACH-000054,-0.14656407420879503
ACH-000055,0.02478860802721346
ACH-000060,-0.005037062929236675
ACH-000067,-0.16546634699682086
ACH-000070,-0.0039840768436509785
ACH-000075,-0.3096270541562845
ACH-000078,-0.020243854650292308
ACH-000082,-0.02785172713590637
ACH-000085,-0.09064879771507807
ACH-000086,-0.08170509000264901
ACH-000087,-0.14236488205980793
ACH-000092,-0.19894916174640426
ACH-000095,-0.1949662674832736
ACH-000097,-0.13289856697725386
ACH-000098,-0.14189572162411826
ACH-000099,-0.1156134036674068
ACH-000108,-0.1565011611396287
ACH-000113,-0.12708010767623876
ACH-000116,-0.1013191889983895
ACH-000118,-0.15181829119245313
ACH-000120,-0.17645578009123822
ACH-000123,-0.03452442721184513
ACH-000127,0.036616805284594184
ACH-000128,-0.010807571845194656
ACH-000132,-0.15629826785981998
ACH-000133,-0.2237506537853856
ACH-000137,-0.2420702727399657
ACH-000138,-0.1656140233149783
ACH-000142,0.009204713197905272
ACH-000143,-0.15762613186563013
ACH-000146,-0.020190321098071243
ACH-000148,-0.1719474355421209
ACH-000150,0.03749268066504067
ACH-000152,-0.11172786931775083
ACH-000153,0.08882054459404648
ACH-000159,-0.1858358610432135
ACH-000160,0.009991463559630044
ACH-000163,-0.06081147576752991
ACH-000167,-0.09912521773903313
ACH-000168,-0.02866445828706737
ACH-000169,-0.2205225766072018
ACH-000178,-0.0002579891245279965
ACH-000183,-0.04960360892746835
ACH-000188,-0.3072759401928511
ACH-000189,-0.019748956453889868
ACH-000190,-0.12003546658764155
ACH-000198,-0.2170653451965614
ACH-000203,0.08043154802387617
ACH-000204,-0.11089906474779412
ACH-000206,-0.01638141061540968
ACH-000207,-0.14564875259551388
ACH-000208,-0.07203112646789024
ACH-000210,0.22596919181997985
ACH-000211,-0.11771113658512962
ACH-000215,-0.0641275366040643
ACH-000221,-0.02314809191789266
ACH-000222,-0.07553973709270533
ACH-000223,-0.2158497717900183
ACH-000226,-0.1423940817717332
ACH-000227,-0.14752514819069942
ACH-000228,0.10921238739144097
ACH-000231,-0.07140072105609127
ACH-000232,-0.14969662004727746
ACH-000233,-0.012981575333159549
ACH-000234,-0.12666456739789625
ACH-000235,-0.09897757923172726
ACH-000237,-0.08443618200588777
ACH-000238,-0.014001157423209235
ACH-000242,-0.09684725355478674
ACH-000243,-0.15834214723850254
ACH-000244,-0.11725485260005886
ACH-000246,-0.026532992508356
ACH-000248,-0.11199603187078136
ACH-000250,-0.1122327143973096
ACH-000251,-0.30494868824164323
ACH-000252,-0.2722093146907029
ACH-000253,-0.11217809214336306
ACH-000255,-0.10670811830806197
ACH-000256,-0.07066087501700409
ACH-000257,-0.3048902651689313
ACH-000258,0.03188276134948288
ACH-000259,-0.1180594476352198
ACH-000260,-0.024432727714346063
ACH-000261,-0.08585334693797753
ACH-000262,-0.17773889117034233
ACH-000263,0.1167924638899306
ACH-000264,-0.06119817263319871
ACH-000265,-0.09394350716572533
ACH-000266,-0.16827439242801628
ACH-000272,-0.12842959324944922
ACH-000274,-0.10051024328164997
ACH-000277,-0.23576526783715626
ACH-000278,-0.022810784978081804
ACH-000279,0.00545349253346949
ACH-000280,-0.06801707113215658
ACH-000281,-0.005587641584030672
ACH-000288,-0.12484436743661292
ACH-000291,-0.1284854684668081
ACH-000293,-0.14931607664369625
ACH-000294,0.09935403770841633
ACH-000295,-0.038269443642710455
ACH-000296,-0.12648588633779426
ACH-000302,-0.1999716848006164
ACH-000304,0.030404177723695813
ACH-000307,0.021473534628818472
ACH-000308,-0.07973671158621623
ACH-000310,-0.1180393730981642
