,CNTNAP2 (26047)
ACH-000004,0.014875086307722371
ACH-000005,0.18692018483830666
ACH-000007,0.1239896067876074
ACH-000009,-0.03757471800850802
ACH-000011,0.08285891228682486
ACH-000012,0.09632950349950277
ACH-000013,0.12717410042101607
ACH-000014,0.004827797266355543
ACH-000015,0.12488167099134966
ACH-000017,0.07445226228869099
ACH-000018,0.1814923338725444
ACH-000019,0.06542025940164745
ACH-000021,-0.12477194181051955
ACH-000022,0.018286924971709098
ACH-000025,0.11931884766935093
ACH-000028,-0.06416927644665914
ACH-000030,0.05799564206932883
ACH-000035,-0.012970843351911277
ACH-000036,-0.07161195606362072
ACH-000037,0.0024054342843646288
ACH-000039,-0.060827368873863585
ACH-000040,0.06275105838105031
ACH-000041,0.16861943242949567
ACH-000042,0.16204756250771754
ACH-000045,0.07350398540221148
ACH-000047,0.06759125120519725
ACH-000052,-0.09531930205726266
ACH-000053,0.04686291721823646
ACH-000054,-0.016850909444728748
ACH-000055,0.1252417000462245
ACH-000060,0.023924801109236636
ACH-000067,-0.010097390596880805
ACH-000070,0.15326775158476616
ACH-000075,-0.00569521786075069
ACH-000078,-0.06837222430151277
ACH-000082,0.030928979795355336
ACH-000085,0.0574829450384072
ACH-000086,0.17215906256736135
ACH-000087,-0.03403602136196398
ACH-000092,0.17715531932227105
ACH-000095,-0.02902317032840144
ACH-000097,0.07480973661622131
ACH-000098,0.19234827625814685
ACH-000099,-0.056255000874263
ACH-000108,0.08888852948163971
ACH-000113,0.1965439596682484
ACH-000116,0.020597289867261358
ACH-000118,0.13452506299072312
ACH-000120,0.029658771554236005
ACH-000123,0.008640269321039076
ACH-000127,0.14655453151823858
ACH-000128,0.1490999596702922
ACH-000132,-0.032241443120574434
ACH-000133,0.05639283394470171
ACH-000137,-0.04207673958032231
ACH-000138,0.004019130110052825
ACH-000142,0.25867426840535146
ACH-000143,0.07946649760568575
ACH-000146,0.060537782054057264
ACH-000148,0.07934203443066708
ACH-000150,0.11014749508377583
ACH-000152,0.010803323892932455
ACH-000153,0.0726873247088699
ACH-000159,0.14035003667250884
ACH-000160,0.17016328875995107
ACH-000163,0.07363230927045769
ACH-000167,0.1741527046118459
ACH-000168,-0.012130572943911427
ACH-000169,0.15699808521509606
ACH-000178,0.0031141254361232718
ACH-000183,0.034620416528246045
ACH-000188,0.2216875403027279
ACH-000189,-0.028690114683130718
ACH-000190,-0.06523484863163373
ACH-000198,-0.04870626736058552
ACH-000203,-0.1916144113645963
ACH-000204,0.081440551320765
ACH-000206,0.08296261753834983
ACH-000207,0.1783179597273186
ACH-000208,0.21962413437365585
ACH-000210,0.15674901607991654
ACH-000211,0.08427084331245116
ACH-000215,0.05865045786003785
ACH-000221,0.14409590189844287
ACH-000222,0.2052005013707864
ACH-000223,-0.02881186107286705
ACH-000226,0.0897414573216995
ACH-000227,-0.0103732735410054
ACH-000228,0.19398530176473225
ACH-000231,0.046720959192999255
ACH-000232,-0.07133103841816035
ACH-000233,0.003898946675127878
ACH-000234,0.019851198354929517
ACH-000235,0.11520778210595595
ACH-000237,-0.04139110061559432
ACH-000238,0.054910464116296125
ACH-000242,0.30456257138673565
ACH-000243,0.099694261381639
ACH-000244,-0.09145499989454647
ACH-000246,0.07547190033168306
ACH-000248,0.015579925132375688
ACH-000250,-0.012713032383671002
ACH-000251,-0.0006476467357643937
ACH-000252,0.0030804365170808983
