,NANOG (79923)
ACH-000004,-0.14592142155826113
ACH-000005,0.016852787556725275
ACH-000007,-0.33098018600277723
ACH-000009,-0.2966470399809318
ACH-000011,-0.13826857813442706
ACH-000012,-0.08394084858318462
ACH-000013,-0.08272021579567745
ACH-000014,-0.1916905327280304
ACH-000015,-0.1707317469641474
ACH-000017,-0.23037268619313464
ACH-000018,-0.19317624285771032
ACH-000019,-0.2619703908597209
ACH-000021,-0.15347093790380273
ACH-000022,-0.2969957213138535
ACH-000025,-0.2074240088436184
ACH-000028,-0.14549280231193662
ACH-000030,-0.15206980165378794
ACH-000035,-0.1859541458364594
ACH-000036,-0.2348636791170459
ACH-000037,-0.26336106081462823
ACH-000039,-0.16246036737646988
ACH-000040,-0.27712447427447984
ACH-000041,-0.12438298616408215
ACH-000042,-0.2057732787714867
ACH-000045,-0.22594437776287024
ACH-000047,-0.02136759114650809
ACH-000052,-0.40026034090673984
ACH-000053,-0.19859426727540985
ACH-000054,-0.14766219157267707
ACH-000055,-0.15694455701347587
ACH-000060,-0.2295032693340741
ACH-000067,-0.4316105299270917
ACH-000070,-0.1192046085241171
ACH-000075,-0.07790296864121607
ACH-000078,-0.20088265593943752
ACH-000082,-0.06572224539377104
ACH-000085,-0.24072856011352256
ACH-000086,-0.2723490911891132
ACH-000087,-0.4044647215716466
ACH-000092,-0.0070078868348793155
ACH-000095,-0.2527073847463713
ACH-000097,-0.2521934904086975
ACH-000098,-0.139880576252222
ACH-000099,-0.2213626844615976
ACH-000108,-0.3065441670052625
ACH-000113,-0.19900571137124112
ACH-000116,-0.1948657405807975
ACH-000118,-0.20491611610424787
ACH-000120,-0.25559110256696393
ACH-000123,-0.2554759035539951
ACH-000127,-0.08975228270134171
ACH-000128,-0.2634929459969268
ACH-000132,-0.12091273013201025
ACH-000133,-0.1256556539830785
ACH-000137,-0.014862548575708531
ACH-000138,-0.27177996577078645
ACH-000142,-0.3306586511827153
ACH-000143,-0.2596763936089012
ACH-000146,-0.18088424449201787
ACH-000148,-0.15991734861318413
ACH-000150,-0.3750654544953264
ACH-000152,-0.05762561737213263
ACH-000153,-0.5528520425058268
ACH-000159,-0.08634012886622068
ACH-000160,0.030727995559060063
ACH-000163,-0.2583566418517341
ACH-000167,0.4883199737513706
ACH-000168,-0.22392787930583435
ACH-000169,-0.2515752112606331
ACH-000178,-0.1786863587819441
ACH-000183,-0.3054022732587089
ACH-000188,-0.34211616482238616
ACH-000189,-0.06282255790132339
ACH-000190,0.25072544059457635
ACH-000198,-0.29897040185236057
ACH-000203,-0.30335516840310683
ACH-000204,-0.13043201934009188
ACH-000206,-0.3603811434883859
ACH-000207,-0.2588762923220789
ACH-000208,0.20807831693534876
ACH-000210,-0.050132671453821616
ACH-000211,-0.15230873706480813
ACH-000215,-0.17086130752775247
ACH-000221,-0.34997271877658825
ACH-000222,-0.2284423526424169
ACH-000223,-0.3688894631326671
ACH-000226,-0.4911832439123364
ACH-000227,-0.2599891072904961
ACH-000228,-0.2157801740012769
ACH-000231,-0.16420417026749565
ACH-000232,-0.12870401503298004
ACH-000233,-0.17000983918995224
ACH-000234,-0.18423310206476734
ACH-000235,-0.1242971440291596
ACH-000237,-0.1622786741543064
ACH-000238,-0.21156246048079336
ACH-000242,-0.6377028443879996
ACH-000243,-0.17023336967451289
ACH-000244,-0.07442098354432505
ACH-000246,-0.1401911846630976
ACH-000248,-0.12057508833975028
ACH-000250,-0.21784729058942806
ACH-000251,-0.09357013122118443
ACH-000252,-0.09779195278776197
ACH-000253,-0.07916074508051364
ACH-000255,-0.3432161489858009
ACH-000256,-0.2900291595672798
ACH-000257,-0.4112950067614252
ACH-000258,-0.14515313971375735
ACH-000259,-0.10425512596683804
ACH-000260,-0.18190231956747094
ACH-000261,-0.22516346274322285
ACH-000262,-0.19313472166628864
ACH-000263,-0.15596226083334466
ACH-000264,-0.1613101639243541
ACH-000265,-0.2128464182087256
ACH-000266,-0.18165825782129105
ACH-000272,-0.2737278681293756
ACH-000274,-0.17566606468601184
ACH-000277,-0.17745633494318835
ACH-000278,-0.269912022556406
ACH-000279,-0.1820278837143434
ACH-000280,-0.2566178753814405
ACH-000281,-0.11839921392829444
ACH-000288,-0.298811180469581
ACH-000291,-0.2587209777685249
ACH-000293,-0.06649428172186551
ACH-000294,-0.143954379594354
ACH-000295,-0.15383922115312032
ACH-000296,-0.20604781038993464
ACH-000302,-0.29857657399946874
ACH-000304,-0.1183139407105838
ACH-000307,-0.15893082575441395
ACH-000308,-0.17180302233202646
ACH-000310,-0.2994726006431156
ACH-000311,-0.18078158568104952
ACH-000312,-0.2544981966881709
ACH-000315,-0.13104536466804587
ACH-000316,-0.032265451449583364
ACH-000317,-0.10057282380509007
ACH-000318,-0.2949409971494951
ACH-000319,-0.19757738672909034
ACH-000320,-0.2000416831223936
ACH-000322,0.015352641575135387
ACH-000323,-0.28275651698882986
ACH-000324,-0.30796753437165536
ACH-000329,-0.3271457430443229
ACH-000330,-0.1379802252596364
ACH-000331,-0.11764102215270635
ACH-000332,-0.3054666260244597
ACH-000334,-0.3619120032700697
ACH-000335,-0.42957972778895664
ACH-000336,-0.6096284745659163
ACH-000337,-0.2615623339737814
ACH-000338,0.4674976803647963
ACH-000339,-0.21360452174242198
ACH-000341,-0.17074373734547138
ACH-000348,-0.22402949227801214
ACH-000350,-0.3102725612176971
ACH-000352,-0.2800854664731011
ACH-000356,-0.0019139824064763028
ACH-000361,-0.3091246841943671
ACH-000362,-0.2741630408847731
ACH-000363,-0.1985683327773188
ACH-000364,-0.03485646919636377
ACH-000365,-0.14137822453173401
ACH-000366,-0.2213420521005095
ACH-000368,-0.3457316999844305
ACH-000374,-0.2848812332871606
ACH-000375,-0.0812365551215712
ACH-000376,-0.3182903165225358
ACH-000381,-0.3945014492925126
ACH-000383,-0.19971265458538603
ACH-000387,-0.17326061793041148
ACH-000389,-0.14945695023651648
ACH-000390,-0.13281041016420805
ACH-000393,-0.20762488679185773
ACH-000395,-0.3229272319063344
ACH-000396,-0.14776914599026894
ACH-000397,-0.0974809967981024
ACH-000401,-0.0824108526602256
ACH-000402,-0.4173413606097285
ACH-000403,-0.258771642665412
ACH-000404,-0.4510986352444997
ACH-000406,-0.15043145312128892
ACH-000407,-0.16852333213713916
ACH-000408,-0.19145387942997472
ACH-000410,-0.3212073217650072
ACH-000411,-0.2294375115112859
ACH-000414,-0.2532395293223457
ACH-000415,-0.08034052148383293
ACH-000416,-0.06523053509413837
ACH-000420,-0.2623167896681613
ACH-000421,-0.2528884713269129
ACH-000424,-0.4951131900117858
ACH-000425,-0.23772355923297914
ACH-000426,-0.370145466678048
ACH-000427,-0.09590266630900347
ACH-000433,-0.0439984105589547
ACH-000435,-0.15108949864687998
ACH-000436,-0.1229083579256437
ACH-000444,-0.03566840107076002
ACH-000445,-0.13598842703157066
ACH-000448,-0.125102688635115
ACH-000450,-0.2579648776421238
ACH-000452,-0.16417766238646275
ACH-000454,-0.12833330329732828
ACH-000458,-0.3043217844384999
ACH-000459,-0.10792293019346796
ACH-000460,-0.22367780144871166
ACH-000461,-0.2301410166146515
ACH-000463,-0.2452446261094061
ACH-000464,-0.3917420554445009
ACH-000466,-0.1199533427632713
ACH-000467,-0.1885360254512856
ACH-000468,-0.2087483240046245
ACH-000469,-0.22479718860249887
ACH-000470,-0.4565183366165553
ACH-000471,-0.220289679439857
ACH-000472,-0.20797685538746505
ACH-000473,-0.18831610070867846
ACH-000475,-0.22306451074339875
ACH-000476,-0.22712174075929106
ACH-000477,-0.2477139868570641
ACH-000479,-0.378662217506414
ACH-000480,-0.130730559446934
ACH-000481,-0.1893375895487402
ACH-000483,-0.17057405907717535
ACH-000484,-0.2967233894472292
ACH-000485,-0.19568684136081446
ACH-000486,-0.11780841365477045
ACH-000487,-0.2193404250719523
ACH-000488,-0.26560090845070705
ACH-000490,-0.2890689697574384
ACH-000491,-0.4961006333662722
ACH-000495,-0.21078564929549165
ACH-000496,-0.1603426258593036
ACH-000499,-0.1604734269786397
ACH-000500,-0.19717854356412687
ACH-000502,-0.128800669034168
ACH-000503,0.002212301917759372
ACH-000505,-0.2220408973675665
ACH-000507,-0.3966618477946974
ACH-000510,-0.10792963598183568
ACH-000511,-0.1340369769994021
ACH-000512,-0.3269321330514841
ACH-000516,-0.176335402507364
ACH-000517,-0.20927670770221127
ACH-000518,-0.1391106550850731
ACH-000520,-0.2340541796101749
ACH-000521,-0.3091676126699877
ACH-000522,-0.21103320507392004
ACH-000524,-0.16734308785431087
ACH-000527,-0.13322567464645713
ACH-000528,-0.1100309631094312
ACH-000537,0.052690081993326
ACH-000541,-0.5062711652318731
ACH-000542,-0.1670658313667479
ACH-000544,-0.09364924092361224
ACH-000545,-0.2591497042586343
ACH-000547,-0.09157484209044728
ACH-000548,-0.2845091688321649
ACH-000549,-0.2266049609297505
ACH-000550,-0.07030647749366818
ACH-000552,-0.09980725547197816
ACH-000556,-0.19753837052687429
ACH-000557,-0.24680373095986224
ACH-000569,-0.4972560193909061
ACH-000570,-0.2688011627861977
ACH-000571,-0.21531508694926613
ACH-000573,-0.1305866829242983
ACH-000576,-0.19331218634661707
ACH-000579,-0.16397739190713753
ACH-000580,-0.2929608354293873
ACH-000584,-0.1978885870049637
ACH-000585,-0.10276645922932484
ACH-000588,-0.2626596791353834
ACH-000589,-0.192054687191221
ACH-000591,-0.335387818857302
ACH-000593,-0.2621447432922787
ACH-000600,-0.14738207660032707
ACH-000601,-0.1094613560076314
ACH-000605,-0.3035973743983927
ACH-000606,-0.231797627729754
ACH-000608,-0.35990111179378026
ACH-000614,-0.28449684067903713
ACH-000616,-0.06390093855468687
ACH-000618,-0.2002280592370418
ACH-000619,-0.1591269887118765
ACH-000620,-0.2651835895513897
ACH-000621,-0.18336635758085232
ACH-000622,-0.2251835453457408
ACH-000623,-0.2883991822898231
ACH-000624,-0.23175208422041976
ACH-000627,-0.12444382508340313
ACH-000630,-0.2588837336228038
ACH-000631,-0.3815010347859554
ACH-000632,-0.2111557414530872
ACH-000633,-0.30071734824461793
ACH-000637,-0.0064373092239098685
ACH-000638,-0.12202698983122555
ACH-000646,-0.1761613676809303
ACH-000647,-0.19316951990810027
ACH-000648,-0.17761299995692326
ACH-000649,-0.1994705793589552
ACH-000651,-0.1847802974207428
ACH-000652,-0.30231088171934456
ACH-000653,-0.11078477755636268
ACH-000657,-0.27408464335613564
ACH-000658,-0.17586832288008727
ACH-000661,-0.21948295035180546
ACH-000662,-0.6188013416955956
ACH-000663,-0.0720328512649698
ACH-000665,-0.0340329945229821
ACH-000671,-0.2498888795697736
ACH-000672,0.007071777973747201
ACH-000673,-0.33422459937758564
ACH-000676,-0.1016092324789118
ACH-000677,-0.1702834152654931
ACH-000681,-0.20267069514344
ACH-000683,-0.15946389496072436
ACH-000684,-0.17819682008992696
ACH-000688,-0.3821803277736234
ACH-000693,-0.23165550571193866
ACH-000694,-0.3376628350227138
ACH-000695,-0.3271644857563744
ACH-000696,-0.09645906721243368
ACH-000697,-0.3211034338566687
ACH-000699,-0.1532887315661297
ACH-000701,-0.3429299608798737
ACH-000706,-0.15442106185085616
ACH-000711,-0.20465679524800445
ACH-000713,-0.1944857490430633
ACH-000714,-0.17835840965495467
ACH-000718,-0.2327038588554717
ACH-000720,-0.183956232760648
ACH-000721,-0.2675801787844472
ACH-000724,-0.11690723631082475
ACH-000725,-0.3690421714574328
ACH-000732,-0.08506913474188571
ACH-000734,-0.11400032455196768
ACH-000735,-0.04613631677852965
ACH-000736,-0.1916141562983851
ACH-000738,-0.10979558306307342
ACH-000746,-0.21477665175389626
ACH-000747,-0.16634010664153578
ACH-000748,-0.07054609464905713
ACH-000753,-0.16251596109243602
ACH-000756,-0.21081436954238816
ACH-000757,-0.5079586161685559
ACH-000758,-0.2392816310882081
ACH-000760,-0.2071354691717867
ACH-000762,-0.24202774689646775
ACH-000763,-0.16179607558944073
ACH-000764,-0.041792596151249126
