,NAALAD2 (10003)
ACH-000004,0.13747906323733244
ACH-000005,-0.009312271577697644
ACH-000007,-0.023356294095787957
ACH-000009,0.08011956040594959
ACH-000011,0.09793986726994287
ACH-000012,0.08488867376641561
ACH-000013,0.1646749657422579
ACH-000014,0.0411523506558641
ACH-000015,0.08992264471550669
ACH-000017,0.12614984058798134
ACH-000018,0.12969552270805135
ACH-000019,0.1424687086987628
ACH-000021,-0.01240943298522897
ACH-000022,0.009822196691743484
ACH-000025,0.17656535452029715
ACH-000028,0.009689797645564132
ACH-000030,0.0643968901813762
ACH-000035,0.21367016416577905
ACH-000036,0.06574746173166597
ACH-000037,0.010779874835939778
ACH-000039,0.11257694387367423
ACH-000040,0.1138185838032447
ACH-000041,0.14163597259910884
ACH-000042,0.07224917987102639
ACH-000045,0.10940271107144768
ACH-000047,0.08744302432873212
ACH-000052,0.2686331037338861
ACH-000053,0.0981573622766419
ACH-000054,0.06449033612159223
ACH-000055,-0.013790038170359993
ACH-000060,0.1749438483877871
ACH-000067,0.20009140671126427
ACH-000070,0.04465980205749314
ACH-000075,0.15839728065231834
ACH-000078,0.08537516727673325
ACH-000082,0.049813587477501066
ACH-000085,0.03384168461902727
ACH-000086,0.024125570013166425
ACH-000087,0.11461429770653217
ACH-000092,0.036721296768614235
ACH-000095,0.006661165990859908
ACH-000097,0.09024891445841997
ACH-000098,0.13199099736238984
ACH-000099,0.08514603634463512
ACH-000108,0.1163815882518232
ACH-000113,0.06006576496167675
ACH-000116,-0.11189661807502786
ACH-000118,0.07722248850448267
ACH-000120,0.2535969617874633
ACH-000123,-0.04542724503912138
ACH-000127,-0.019903945780892936
ACH-000128,0.206528490278435
ACH-000132,0.04319164168247492
ACH-000133,0.09641385892750833
ACH-000137,0.03820460291500497
ACH-000138,0.08928830073465592
ACH-000142,0.10356534914525876
ACH-000143,-0.06469056288180472
ACH-000146,0.1880718275983175
ACH-000148,0.12806298652332293
ACH-000150,-0.055505331904747914
ACH-000152,0.08305958324950016
ACH-000153,0.10481362664036813
ACH-000159,0.17362688538290785
ACH-000160,-0.04299536466879215
ACH-000163,0.02739638573461504
ACH-000167,0.23054540269440074
ACH-000168,0.0812207066960116
ACH-000169,0.06417640182285725
ACH-000178,0.04733878167371454
ACH-000183,-0.08805615871099723
ACH-000188,0.0076558540594377075
