,MKL1 (57591)
ACH-000004,-0.3467380975483923
ACH-000005,-0.1969779569604364
ACH-000007,-0.3496087400901095
ACH-000009,-0.1957707771712606
ACH-000011,-0.11727722325268045
ACH-000012,-0.3691786833843914
ACH-000013,-0.319926018069865
ACH-000014,-0.3166518428445682
ACH-000015,-0.30473370510626463
ACH-000017,-0.2597041367154017
ACH-000018,-0.3538139397316235
ACH-000019,-0.34880890975993506
ACH-000021,-0.28337358274681057
ACH-000022,-0.2827832233807756
ACH-000025,-0.3674245105027755
ACH-000028,-0.3016171254305439
ACH-000030,-0.233435386127774
ACH-000035,-0.20982894387825127
ACH-000036,-0.2084424806717846
ACH-000037,-0.14613073976680868
ACH-000039,-0.09661227747224438
ACH-000040,-0.1842364663933076
ACH-000041,-0.2431139328817678
ACH-000042,-0.34241920170130163
ACH-000045,-0.4015439541615252
ACH-000047,-0.29196709685231104
ACH-000052,-0.27605201458240197
ACH-000053,-0.1950164158207351
ACH-000054,-0.3677495626947096
ACH-000055,0.02066376093794979
ACH-000060,-0.3456009700662245
ACH-000067,-0.2347076186649967
ACH-000070,-0.18130208037253048
ACH-000075,-0.1337445405811731
ACH-000078,-0.2749529194298419
ACH-000082,0.03856409873474862
ACH-000085,-0.15248528969423794
ACH-000086,-0.06328572682084091
ACH-000087,-0.2938176089363846
ACH-000092,-0.2364442570585828
ACH-000095,-0.21324876745990265
ACH-000097,-0.21643541651795647
ACH-000098,-0.2992918972609889
ACH-000099,-0.32246034233978177
ACH-000108,-0.1429223752822356
ACH-000113,-0.22813281262853355
ACH-000116,-0.09768727801579552
ACH-000118,-0.2232748322874592
ACH-000120,-0.3299321855553464
ACH-000123,-0.4514269621768053
ACH-000127,-0.21084535495308854
ACH-000128,-0.2487379579478159
ACH-000132,-0.17639147531699154
ACH-000133,-0.2754712436209403
ACH-000137,-0.2292830607513899
ACH-000138,-0.17268095226126534
ACH-000142,-0.2021137438080073
ACH-000143,-0.4501057467278175
ACH-000146,-0.1805317468336836
ACH-000148,-0.004231565876923347
ACH-000150,-0.043221436242851255
ACH-000152,-0.12275203820352552
ACH-000153,-0.17644971238476595
ACH-000159,-0.1858878605252175
ACH-000160,0.09548818535635063
ACH-000163,-0.3896469982370663
ACH-000167,0.29351917691229523
ACH-000168,-0.3475729868539877
ACH-000169,-0.25864835367270395
ACH-000178,-0.17927936102161787
ACH-000183,-0.15447725624981062
ACH-000188,-0.14945754361947533
ACH-000189,-0.09333623848598174
ACH-000190,0.10458753923644892
ACH-000198,-0.21234800528471687
ACH-000203,-0.4834068515396467
ACH-000204,-0.3651763125681899
ACH-000206,-0.3474970647706005
ACH-000207,-0.09674959347515316
ACH-000208,-0.4875934383891044
ACH-000210,-0.3110036876944699
ACH-000211,-0.1884799398624036
ACH-000215,-0.17611630775162124
ACH-000221,-0.2419065829372629
ACH-000222,-0.0713472853211877
ACH-000223,-0.23908283329364605
ACH-000226,-0.14916055589771632
ACH-000227,-0.153374175581958
ACH-000228,-0.317779089891086
ACH-000231,-0.3600509633254599
ACH-000232,-0.20165207272455266
ACH-000233,-0.24791916927165544
ACH-000234,-0.20829768210661406
ACH-000235,-0.1469174689397887
ACH-000237,-0.23752220729397994
ACH-000238,-0.0964468157196898
ACH-000242,-0.26677247598024345
ACH-000243,-0.2380712245367237
ACH-000244,-0.06602183848978657
ACH-000246,-0.10576906166644796
ACH-000248,-0.11247365068411204
ACH-000250,-0.16411690339930932
ACH-000251,-0.16402321084620608
ACH-000252,-0.3088852219867839
ACH-000253,-0.2770069605976135
ACH-000255,-0.2961841050175504
ACH-000256,-0.4872151806656638
ACH-000257,-0.2320075936840653
ACH-000258,-0.3164026703378963
ACH-000259,-0.2194956556809008
ACH-000260,-0.2059025422957597
ACH-000261,-0.1769256270536059
