,YPEL1 (29799)
ACH-000004,-0.4741956173409097
ACH-000005,-0.5184545620583544
ACH-000007,-0.3081000912462783
ACH-000009,-0.3227292840340064
ACH-000011,-0.34576816837082225
ACH-000012,-0.4592484794850733
ACH-000013,-0.4318466018371486
ACH-000014,-0.3608804511277761
ACH-000015,-0.4384201278633953
ACH-000017,-0.2084712197734577
ACH-000018,-0.3883915343796819
ACH-000019,-0.3149629733484248
ACH-000021,-0.3511700166286367
ACH-000022,-0.4009287787424706
ACH-000025,-0.5245653613446734
ACH-000028,-0.4018438729098192
ACH-000030,-0.4559730675107946
ACH-000035,-0.4275796130108834
ACH-000036,-0.246776780419496
ACH-000037,-0.3832407501003426
ACH-000039,-0.30672979883832896
ACH-000040,-0.37667158347886864
ACH-000041,-0.3645915824939053
ACH-000042,-0.27888723129682313
ACH-000045,-0.3163856943693536
ACH-000047,-0.43399312840467424
ACH-000052,-0.415005597058256
ACH-000053,-0.3916108195649898
ACH-000054,-0.3173543523710323
ACH-000055,-0.4536093159431411
ACH-000060,-0.4404175186254296
ACH-000067,-0.3137937673185949
ACH-000070,-0.31924750473636593
ACH-000075,-0.44776894392220135
ACH-000078,-0.371849348738134
ACH-000082,-0.2603336202458763
ACH-000085,-0.444898374089738
ACH-000086,-0.11827223160196662
ACH-000087,-0.4833357926360236
ACH-000092,-0.4485096357391818
ACH-000095,-0.3733991932604541
ACH-000097,-0.42616628208531504
ACH-000098,-0.4207049372774939
ACH-000099,-0.3864855697607349
ACH-000108,-0.399903544025102
ACH-000113,-0.3689882524673896
ACH-000116,-0.3305275241901505
ACH-000118,-0.28203116284211105
ACH-000120,-0.2338668270206703
ACH-000123,-0.3556457439514433
ACH-000127,-0.4105202508241203
ACH-000128,-0.14664463694930335
ACH-000132,-0.34326043282864604
ACH-000133,-0.4194554367052703
ACH-000137,-0.4417851542720255
ACH-000138,-0.16821223596866106
ACH-000142,-0.2431500293345948
ACH-000143,-0.435122337666414
ACH-000146,-0.396311465119542
ACH-000148,-0.2477112440517715
ACH-000150,-0.5870613616950029
ACH-000152,-0.33135652539461785
ACH-000153,-0.23421881834113845
ACH-000159,-0.18853435617220174
ACH-000160,-0.4412717375196885
ACH-000163,-0.2508167198041245
ACH-000167,-0.17527725972463068
ACH-000168,-0.5602527270778341
ACH-000169,-0.4354840948660908
ACH-000178,-0.4349764340255391
ACH-000183,-0.4372907045018963
ACH-000188,-0.4246636749244697
ACH-000189,-0.032544535734989576
ACH-000190,-0.4327431221349989
ACH-000198,-0.2629691908417367
ACH-000203,-0.6432033302511867
ACH-000204,-0.30131826097199754
ACH-000206,-0.5266144350416139
ACH-000207,-0.3344403471674446
ACH-000208,-0.2948628448792802
ACH-000210,-0.3733485295779603
ACH-000211,-0.3716228175979278
ACH-000215,-0.2763163697698546
ACH-000221,-0.4386721336873464
ACH-000222,-0.15938245865024805
ACH-000223,-0.43412999122138496
ACH-000226,-0.4026658031500184
ACH-000227,-0.3614607769409319
ACH-000228,-0.6374076121383194
ACH-000231,-0.468138546616337
ACH-000232,-0.3876825676829521
ACH-000233,-0.6337254180354741
ACH-000234,-0.1629901478570155
ACH-000235,-0.23289505432437846
ACH-000237,-0.4307651453884777
ACH-000238,-0.3787579948101424
ACH-000242,-0.25716735500416266
ACH-000243,-0.4055209865963645
ACH-000244,-0.4280745920323273
ACH-000246,-0.22674907173404016
ACH-000248,-0.4445191628571341
ACH-000250,-0.2340876734685463
ACH-000251,-0.2819628199975394
ACH-000252,-0.29398052027911
ACH-000253,-0.17866337146198585
ACH-000255,-0.3541852423432781
ACH-000256,-0.4821543566924564
ACH-000257,-0.0790636368164957
ACH-000258,-0.4550759953765785
ACH-000259,-0.2938842644355701
ACH-000260,-0.3724260603180585
ACH-000261,-0.30690138288555163
ACH-000262,-0.33115978978939664
ACH-000263,-0.2369641805334411
ACH-000264,-0.3525111404658638
ACH-000265,-0.4609801891026866
ACH-000266,-0.16054208235714404
ACH-000272,-0.28846557010281343
ACH-000274,-0.42730033122726174
ACH-000277,-0.15955441743103396
ACH-000278,-0.488587340618054
ACH-000279,-0.4006643998111788
ACH-000280,-0.4057136768353573
ACH-000281,-0.13759350500335102
ACH-000288,-0.4509287139352547
ACH-000291,-0.5205808965185466
ACH-000293,-0.3924922062124878
ACH-000294,-0.4184079993732381
ACH-000295,-0.5974982156690539
ACH-000296,-0.4503708168772417
ACH-000302,-0.4849264137674711
ACH-000304,-0.06764087566615523
ACH-000307,-0.17916118922478635
ACH-000308,-0.4821075526394564
ACH-000310,-0.4425220636504249
ACH-000311,-0.3143737505678992
ACH-000312,-0.2861678109710135
ACH-000315,-0.42041541850438346
ACH-000316,-0.3582334062981927
ACH-000317,-0.18096386463175226
ACH-000318,-0.4143443338429803
ACH-000319,-0.4324755293430046
ACH-000320,-0.24554527400961584
ACH-000322,-0.571142861011317
ACH-000323,-0.5536484305876728
ACH-000324,-0.38599020567641895
ACH-000329,-0.3811570123297479
ACH-000330,-0.4399123376281723
ACH-000331,-0.1759101221204953
ACH-000332,-0.2640319930722308
ACH-000334,-0.3621335740880644
ACH-000335,-0.480027314836011
ACH-000336,-0.091782749942426
ACH-000337,-0.6421982653832243
ACH-000338,-0.050671008714015364
ACH-000339,-0.3718459788066616
ACH-000341,-0.34488005158776114
ACH-000348,-0.35676719660500755
ACH-000350,-0.3868842532434467
ACH-000352,-0.3337817613590823
ACH-000356,-0.5721367246938113
ACH-000361,-0.29753107309708365
ACH-000362,-0.3440915947293412
ACH-000363,-0.398764614849243
ACH-000364,-0.3550529289435736
ACH-000365,-0.4425321873283598
ACH-000366,-0.36837304645307006
ACH-000368,-0.4215656025771044
ACH-000374,-0.2024506860895562
ACH-000375,-0.4634035506619162
ACH-000376,-0.29914210267148045
ACH-000381,-0.4794703994109635
ACH-000383,-0.263010511872808
ACH-000387,-0.3304361265734141
ACH-000389,-0.36625821907898376
ACH-000390,-0.4393407810232407
ACH-000393,-0.4800166890893043
ACH-000395,-0.21037472992253728
ACH-000396,-0.27656709652004113
ACH-000397,-0.36900441981132703
ACH-000401,-0.3573653407506146
ACH-000402,-0.3628604727430719
ACH-000403,-0.4763822631144422
ACH-000404,-0.18777878562981468
ACH-000406,-0.4093781520556605
ACH-000407,-0.24437319894341364
ACH-000408,-0.4613058885027314
ACH-000410,-0.3184180245043076
ACH-000411,-0.3860541240836903
ACH-000414,-0.368876180430418
ACH-000415,-0.40116768085841226
ACH-000416,-0.502530634933912
ACH-000420,-0.4693110743162768
ACH-000421,-0.5709773207320561
ACH-000424,-0.7321195551573509
ACH-000425,-0.6227592333169887
ACH-000426,-0.2887410439923598
ACH-000427,-0.35175809900567195
ACH-000433,-0.4329741470596769
ACH-000435,-0.5525920944783347
