,ZAR1 (326340)
ACH-000004,-0.12397614801125775
ACH-000005,-0.1739230971684198
ACH-000007,-0.21827599313619686
ACH-000009,0.015737013020374245
ACH-000011,0.016610120665424097
ACH-000012,-0.08541386569918669
ACH-000013,-0.07036793192665965
ACH-000014,-0.001613305814439749
ACH-000015,-0.21646569498114065
ACH-000017,-0.11419964948787563
ACH-000018,0.03741722847778384
ACH-000019,0.001352109873926744
ACH-000021,-0.013591360858917573
ACH-000022,-0.06776044531752241
ACH-000025,-0.0703866319317922
ACH-000028,-0.12887845666213393
ACH-000030,-0.10706677080371413
ACH-000035,0.14933205087560875
ACH-000036,-0.2629327130606404
ACH-000037,-0.13368690632740918
ACH-000039,0.043541989665949965
ACH-000040,-0.09468369421036492
ACH-000041,0.011269948191450802
ACH-000042,-0.0941924847636274
ACH-000045,0.05239142574791182
ACH-000047,-0.14150761343275906
ACH-000052,-0.11984898940387975
ACH-000053,-0.14996988179309964
ACH-000054,-0.10334109446852202
ACH-000055,-0.10502560632972713
ACH-000060,-0.10920823251397352
ACH-000067,-0.0027815154395453502
ACH-000070,-0.12729377350080476
ACH-000075,-0.17161488063261432
ACH-000078,-0.1120791946031455
ACH-000082,0.014915036333202313
ACH-000085,0.08790281218935292
ACH-000086,0.004026925306294935
ACH-000087,-0.1954236075301317
ACH-000092,-0.00010026468846729778
ACH-000095,-0.00786007565700721
ACH-000097,-0.10352720683577764
ACH-000098,0.0429352021804289
ACH-000099,-0.11482357248341987
ACH-000108,0.03632845069660926
ACH-000113,0.03798560470428184
ACH-000116,-0.06700931458646199
ACH-000118,-0.005524996634276612
ACH-000120,-0.08594401452147513
ACH-000123,-0.12873808146547838
ACH-000127,-0.10258311983640442
ACH-000128,-0.09529113162250408
ACH-000132,-0.05735940710952332
ACH-000133,-0.17652379067829832
ACH-000137,-0.24708532413033826
ACH-000138,0.005459034603083657
ACH-000142,0.008792004124730766
ACH-000143,-0.08593159795878896
ACH-000146,-0.1255642322805416
ACH-000148,-0.09310714689654508
ACH-000150,-0.16795863424915716
ACH-000152,-0.1874968985688954
ACH-000153,-0.022659598837867268
ACH-000159,-0.12872588716956704
ACH-000160,-0.04174999577215674
ACH-000163,-0.011592396477429698
ACH-000167,-0.014538757868020863
ACH-000168,-0.12251549960773035
ACH-000169,-0.07929454210007586
ACH-000178,-0.08843971214450587
ACH-000183,0.04405342406990657
ACH-000188,-0.0046143574541505535
ACH-000189,-0.13829294272340936
ACH-000190,0.13922202165529193
ACH-000198,9.741240559028696e-05
ACH-000203,-0.4915303227881618
ACH-000204,-0.13405256312559302
ACH-000206,0.00469888219775727
ACH-000207,0.016963944993134517
ACH-000208,-0.10324773908008346
ACH-000210,-0.16159737327889626
ACH-000211,-0.13949061752002034
ACH-000215,-0.12422976187807892
ACH-000221,-0.17399463544543758
ACH-000222,-0.2308162963378172
ACH-000223,-0.02544260258636977
ACH-000226,-0.14589280994652884
ACH-000227,-0.03165440085560438
ACH-000228,-0.3056496718816207
ACH-000231,-0.13345932399345867
ACH-000232,-0.031695053472582314
ACH-000233,0.08164010061812091
ACH-000234,-0.022502942415368068
ACH-000235,-0.11088403748188816
ACH-000237,-0.1221805516013288
ACH-000238,-0.060650162647149175
ACH-000242,-0.1853275804961354
ACH-000243,-0.14422015044898698
ACH-000244,-0.07120357299632019
ACH-000246,-0.1124574362662336
ACH-000248,-0.18627700931563745
ACH-000250,-0.07156333166081119
ACH-000251,0.04270550033706609
ACH-000252,-0.13023054063565834
ACH-000253,-0.12248112633273647
ACH-000255,-0.09183752571636078
ACH-000256,0.10574126327092932
ACH-000257,-0.06045282844530789
ACH-000258,-0.1897282539697176
ACH-000259,-0.05487740273214324
ACH-000260,-0.2162363486746603
ACH-000261,-0.11882149644080588
ACH-000262,-0.17281666236179072
ACH-000263,0.045592660703123226
ACH-000264,-0.10974283097871154
ACH-000265,0.030262195867354395
ACH-000266,-0.020375839149261842
ACH-000272,-0.17449907147635138
ACH-000274,-0.07738593437098122
ACH-000277,0.05883237092465221
ACH-000278,0.002761296249254503
ACH-000279,-0.09786695086261488
ACH-000280,0.08960529827516571
ACH-000281,-0.20910244729766556
ACH-000288,-0.029207594617336425
ACH-000291,-0.0706279703254938
ACH-000293,-0.02624791285418682
ACH-000294,0.09659541265962132
ACH-000295,-0.11244720078383816
ACH-000296,-0.08258422330966313
ACH-000302,-0.21417791963085805
ACH-000304,-0.08257318827860799
ACH-000307,-0.1558127568598643
ACH-000308,-0.09202852887893166
ACH-000310,-0.07516586802096323
ACH-000311,-0.19175220795592365
ACH-000312,-0.16245242637568866
ACH-000315,0.13326352637727856
ACH-000316,0.08354093516052967
ACH-000317,-0.26919717330464743
ACH-000318,-0.07797050625044012
ACH-000319,-0.15089649924405318
ACH-000320,-0.2443432218666131
ACH-000322,-0.25587318619262794
ACH-000323,-0.06665465838496623
ACH-000324,-0.07223169057013562
ACH-000329,-0.05603303255352269
ACH-000330,-0.2773572461505132
ACH-000331,-0.053098340638781626
ACH-000332,-0.060671651011128376
ACH-000334,0.0812842862100298
ACH-000335,-0.2182166140324536
ACH-000336,-0.2331451116427128
ACH-000337,-0.02676345759242429
ACH-000338,-0.4385553443157851
ACH-000339,-0.17053663023078286
ACH-000341,-0.07836392885371002
ACH-000348,-0.07768869031852461
ACH-000350,-0.20445307512686856
ACH-000352,-0.049222974851307486
ACH-000356,0.004602376662526646
ACH-000361,-0.18272230874540454
ACH-000362,-0.14471178521670974
ACH-000363,-0.05175996666075595
ACH-000364,-0.1673507370625738
ACH-000365,-0.0588890385132726
ACH-000366,-0.060839021740745125
ACH-000368,-0.19145820431917004
ACH-000374,0.029635098794973683
ACH-000375,-0.1795490831763203
ACH-000376,-0.034209559671833464
ACH-000381,-0.11913682140803948
ACH-000383,-0.05779055025951103
ACH-000387,-0.09008819201411256
ACH-000389,-0.26084521103330544
ACH-000390,-0.04104037030112937
ACH-000393,0.020619888950597937
ACH-000395,0.01626287742173332
ACH-000396,-0.1865539924644331
ACH-000397,-0.09362640682062964
ACH-000401,-0.1896576994878487
ACH-000402,0.4344269967840266
ACH-000403,-0.17661763666110314
ACH-000404,-0.2131381040065697
ACH-000406,-0.07814143594889575
ACH-000407,-0.17371097850110542
ACH-000408,-0.04544148041891589
ACH-000410,-0.05086274729950936
ACH-000411,-0.0721373493124057
ACH-000414,-0.13363048194680052
ACH-000415,-0.1791930383311083
ACH-000416,-0.03486976587942248
ACH-000420,-0.03695853526947571
ACH-000421,-0.035343980464301955
ACH-000424,-0.15168272075104547
ACH-000425,-0.03703059163155745
ACH-000426,0.039794741391268616
ACH-000427,-0.08656427241809407
ACH-000433,-0.24354514558271506
ACH-000435,0.2208787077318928
ACH-000436,-0.10484115359309404
ACH-000444,-0.11825853573832792
ACH-000445,0.07659168393453261
ACH-000448,-0.12611912776332765
ACH-000450,-0.06556001948266109
ACH-000452,-0.061711983410220876
ACH-000454,-0.0609110850506354
ACH-000458,-0.2438925748260457
ACH-000459,-0.06763672890109022
ACH-000460,0.045556162164037635
ACH-000461,-0.12444597284406758
ACH-000463,-0.10195879436114838
ACH-000464,-0.08987605839515855
ACH-000466,-0.12921892576035654
ACH-000467,-0.0784768183303106
ACH-000468,0.0960570949683682
ACH-000469,-0.16618649457727128
ACH-000470,-0.06821589650796693
ACH-000471,-0.12216967049264613
ACH-000472,-0.1221767876989432
ACH-000473,-0.050253525446227916
ACH-000475,-0.1165347061244908
ACH-000476,-0.10273099678877312
ACH-000477,0.057446354999609275
ACH-000479,0.1922908878573361
ACH-000480,0.0032648890904862548
ACH-000481,-0.12062406458205545
ACH-000483,0.02062363753666271
ACH-000484,-0.0822861138234738
ACH-000485,-0.16824898062658486
ACH-000486,-0.14266742150673345
ACH-000487,-0.20825480273473174
ACH-000488,-0.0005122878300745632
ACH-000490,-0.13065647792811105
ACH-000491,-0.0678063467213692
ACH-000495,0.09964007073236447
ACH-000496,-0.07952102908732388
ACH-000499,0.05457147006254099
ACH-000500,0.2873296799367712
ACH-000502,-0.2272511036517065
ACH-000503,-0.3990421936509103
ACH-000505,-0.1342596743586163
ACH-000507,-0.2317514651045785
ACH-000510,0.01867152965102801
ACH-000511,0.009576779202793614
ACH-000512,-0.21041432806098684
ACH-000516,-0.003510635752158125
ACH-000517,-0.043095794888730936
ACH-000518,-0.2762081808120939
ACH-000520,-0.2307779132251883
ACH-000521,-0.22088161011993754
ACH-000522,-0.00657951535104205
ACH-000524,-0.09795860845874076
ACH-000527,-0.17726917678306564
ACH-000528,-0.107319567512744
ACH-000537,-0.05197532255404037
ACH-000541,-0.09778651960042828
ACH-000542,-0.1131700119178593
ACH-000544,0.041964399227415766
ACH-000545,-0.0973256215309901
ACH-000547,-0.049046272005238215
ACH-000548,0.0035361246907452838
ACH-000549,-0.08286407146216802
ACH-000550,-0.11297385234938745
ACH-000552,0.003372178521916961
ACH-000556,-0.1683473760142876
ACH-000557,-0.1343464967238008
ACH-000569,-0.07714984106443439
ACH-000570,-0.13528686020973732
ACH-000571,-0.15746014114475232
ACH-000573,-0.06771521225709967
ACH-000576,0.03414352675753583
ACH-000579,-0.24374669933496404
ACH-000580,-0.2391960544809925
ACH-000584,-0.023553640317962102
ACH-000585,-0.03641973892966085
ACH-000588,-0.11708429401046345
ACH-000589,-0.07584332343311259
ACH-000591,0.1168531692536245
ACH-000593,-0.03846932673416407
ACH-000600,-0.03534453800203583
ACH-000601,-0.12438291210881974
ACH-000605,0.0014622721183823045
ACH-000606,-0.1716805572370968
ACH-000608,-0.08712228212194031
ACH-000614,-0.039015551868076516
ACH-000616,-0.2995103542496904
ACH-000618,-0.16606910367295588
ACH-000619,-0.18232197742480044
ACH-000620,-0.20174916125742864
ACH-000621,-0.1220180770690738
ACH-000622,0.032849944822193326
ACH-000623,-0.17413023487132748
ACH-000624,-0.1687337443430715
ACH-000627,-0.1500435484374491
ACH-000630,0.021400215589672877
ACH-000631,-0.16823884520070673
ACH-000632,-0.0918061866953988
ACH-000633,-0.10365279776548328
ACH-000637,0.06791911402168657
ACH-000638,-0.10576946329201882
ACH-000646,-0.11832831380659795
ACH-000647,-0.21259150416169886
ACH-000648,-0.17298442123136026
ACH-000649,-0.050198424703618114
ACH-000651,-0.04594092188941362
ACH-000652,0.1407171718299579
ACH-000653,-0.04432930720375265
ACH-000657,-0.008841570766580197
ACH-000658,0.03220090863123227
ACH-000661,-0.13377264551393062
ACH-000662,-0.06980399494731994
ACH-000663,-0.12606314870907984
ACH-000665,0.03050240154018577
ACH-000671,-0.07169751037472241
ACH-000672,0.14549257847101205
ACH-000673,-0.2620512556353097
ACH-000676,-0.13460512673988667
ACH-000677,-0.14205170488883828
ACH-000681,-0.16717531562615007
ACH-000683,-0.1276826320763891
ACH-000684,-0.2929761735743266
ACH-000688,-0.0257912137692526
ACH-000693,-0.10836983996123467
ACH-000694,-0.04804809825544516
ACH-000695,-0.3054146260431667
ACH-000696,-0.11260614770262264
ACH-000697,0.05570348765745334
ACH-000699,-0.11249184729074094
ACH-000701,-0.0016379870295219693
ACH-000706,-0.08930742941551104
ACH-000711,-0.07230366645927015
ACH-000713,0.1848478674540958
ACH-000714,0.009409583798609992
ACH-000718,-0.09209711947867648
ACH-000720,-0.06843688039340894
ACH-000721,-0.02620338248337891
ACH-000724,-0.2567710999389478
ACH-000725,-0.13221296971613242
ACH-000732,-0.011188172080076737
ACH-000734,0.0066698118895362575
ACH-000735,-0.047207258622317456
ACH-000736,-0.15685933400286153
ACH-000738,-0.15285040780653167
ACH-000746,-0.14113130758121625
ACH-000747,-0.11396265744885152
ACH-000748,-0.1893689177626592
ACH-000753,-0.03663550659329955
ACH-000756,-0.3378862070743654
ACH-000757,-0.08245951748616474
ACH-000758,-0.10517163232731644
ACH-000760,-0.09719808227427608
ACH-000762,-0.3086378324240749
ACH-000763,0.1825801322757173
ACH-000764,-0.13658047631296885
ACH-000765,-0.17133148058538927
ACH-000766,-0.11427156143700568
ACH-000767,0.0058948382881809785
ACH-000768,-0.07722130116239795
ACH-000769,0.035601344801935435
ACH-000770,-0.05083560005151151
ACH-000771,0.006477724203529568
ACH-000773,-0.042407463863816386
ACH-000776,0.04755091754154544
ACH-000777,-0.03648627301677178
ACH-000778,-0.2270651700973896
ACH-000781,-0.05610397379406095
ACH-000782,-0.17559796948490242
ACH-000783,-0.001939859941305764
ACH-000784,-0.308449702084846
ACH-000785,-0.1575929155047142
ACH-000787,-0.12072561664132266
ACH-000788,-0.051489602222589054
ACH-000791,-0.07644750754969458
ACH-000792,-0.27637801447101
ACH-000794,-0.3974686988380233
ACH-000796,-0.05274034902985608
ACH-000798,-0.15876469748082722
ACH-000799,0.05978984030273982
ACH-000800,-0.006703204156200418
ACH-000802,-0.1484026614760134
ACH-000804,-0.025720022181789728
ACH-000805,-0.14164038115731864
ACH-000809,-0.16477489357523692
ACH-000810,-0.24133995849394185
ACH-000811,-0.05761110492070073
ACH-000817,0.06936015110740128
ACH-000819,0.022383735833026587
ACH-000820,0.059594871271003526
ACH-000821,0.2334673912641595
ACH-000822,-0.030502743328857062
ACH-000823,-0.17777899134678288
ACH-000824,-0.07578301244519095
ACH-000827,-0.13362816395840085
ACH-000829,-0.02260123365012905
ACH-000831,-0.10898192826911036
ACH-000832,0.016362958673664937
ACH-000833,-0.04436290063963537
ACH-000834,-0.09288206239331387
ACH-000835,-0.2217617520376116
ACH-000836,-0.18166326950677514
ACH-000837,-0.048887169061032514
ACH-000838,-0.14974076708776365
ACH-000839,-0.11469665611996255
ACH-000840,-0.028869364579936344
ACH-000841,-0.03918861210190744
ACH-000843,-0.2052421835987513
ACH-000846,-0.09326517354337584
ACH-000847,-0.07183889907579209
ACH-000848,-0.1340315883598765
ACH-000849,-0.05197766164313841
ACH-000851,-0.10981256695090597
ACH-000855,-0.10541419454204487
ACH-000856,-0.09424833416297952
ACH-000858,-0.22569533580458126
ACH-000859,-0.2975130372020099
ACH-000861,-0.06998728183586694
ACH-000862,-0.09793564353920142
ACH-000865,-0.04424283267098759
ACH-000866,-0.04931116850135997
ACH-000867,-0.20807081611290731
ACH-000869,-0.026114274533857458
ACH-000872,-0.08200223240766921
ACH-000873,-0.04072179803848
ACH-000876,-0.1896355102870184
ACH-000878,0.01819885584159311
ACH-000880,-0.08097632709956057
ACH-000881,0.030919618262841612
ACH-000882,-0.047000658384318855
ACH-000884,-0.06993837306614209
ACH-000885,-0.08959740879547139
ACH-000887,-0.1878850812990225
ACH-000889,0.0641445211344787
ACH-000896,-0.32436075826500993
