,FARSA (2193)
ACH-000593,-0.6058912969071425
ACH-000600,-0.8369439692316262
ACH-000601,-0.7628284246359874
ACH-000605,-0.7540074600304291
ACH-000606,-0.7878896830645685
ACH-000608,-0.646070363312843
ACH-000614,-0.6571601735591781
ACH-000616,-0.7107305549763745
ACH-000618,-0.7632578634181094
ACH-000619,-0.9063063097348902
ACH-000620,-0.6848025261207146
ACH-000621,-0.6642666483989239
ACH-000622,-0.5439614367396751
ACH-000623,-0.7824986504999107
ACH-000624,-0.7541286867969259
ACH-000627,-0.6393081057354562
ACH-000630,-0.7490618397774856
ACH-000631,-1.067362382773668
ACH-000632,-0.781457087169515
ACH-000633,-0.4578994130351103
ACH-000637,-0.5251596143291964
ACH-000638,-0.7142491333765212
ACH-000646,-0.6262800818151918
ACH-000647,-0.7568082049677524
ACH-000648,-0.7883062727934346
ACH-000649,-0.7887416996935491
ACH-000651,-0.5833379560529561
ACH-000652,-0.5513497356272691
ACH-000653,-0.6096512683887961
ACH-000657,-0.7282393456336594
ACH-000658,-0.5794649686573488
ACH-000661,-0.6902225182161693
ACH-000662,-0.5616622526755402
ACH-000663,-0.602514167144855
ACH-000665,-0.7415235671868144
ACH-000671,-0.5611114614873388
ACH-000672,-0.8024796867499727
ACH-000673,-0.7653989680949109
ACH-000676,-0.6213068083509939
ACH-000677,-0.6505589630493747
ACH-000681,-0.7132864744434166
ACH-000683,-0.6025401648286249
ACH-000684,-0.8532381625123505
ACH-000688,-0.7580721158670373
ACH-000693,-0.6156062696749267
ACH-000694,-0.8000671963976849
ACH-000695,-0.5178946335308829
ACH-000696,-0.7944571305308772
ACH-000697,-0.7620041214879131
ACH-000699,-0.6348062255841658
ACH-000701,-0.753422565388431
ACH-000706,-0.7846825283056308
ACH-000711,-0.7960691278591371
ACH-000713,-0.6276608824667392
ACH-000714,-0.8027213722158332
ACH-000718,-0.5864846818771406
ACH-000720,-0.7790319204317573
ACH-000721,-1.0291284862890395
ACH-000724,-0.7734832353460508
ACH-000725,-0.5681636873550251
ACH-000732,-0.8345926773556142
ACH-000734,-0.8271557558269222
ACH-000735,-0.7489456458143291
ACH-000736,-0.7046302429081864
ACH-000738,-0.6922145637746836
ACH-000746,-0.7216291570843791
ACH-000747,-0.7443300800684757
ACH-000748,-1.0431843669207177
ACH-000753,-0.6619628188989959
ACH-000756,-0.7651864758109019
ACH-000757,-0.699188140359666
ACH-000758,-0.7483812355067113
ACH-000760,-0.8896999770406749
ACH-000762,-0.7294365427276862
ACH-000763,-0.5694098988830071
ACH-000764,-0.597368192575679
ACH-000765,-0.7157727984970929
ACH-000766,-0.7557144304369484
ACH-000767,-0.5975059246272301
ACH-000768,-0.8155741094316908
ACH-000769,-0.7545146664751672
ACH-000770,-0.5932409670761328
ACH-000771,-0.5858173384311747
ACH-000773,-0.6129384219865328
ACH-000776,-0.5222443556705956
ACH-000777,-0.6528321655993322
ACH-000778,-0.646851484808019
ACH-000781,-0.8258945429386922
ACH-000782,-0.5257346165800904
ACH-000783,-0.7328328660314248
ACH-000784,-0.7289046435940241
ACH-000785,-0.5500021073890196
ACH-000787,-0.5646325281078938
ACH-000788,-0.8300750923279856
ACH-000791,-0.7351837447942323
ACH-000792,-0.8782550045101286
ACH-000794,-0.7203167860106663
ACH-000796,-0.7228193224922986
ACH-000798,-0.7440091095056689
ACH-000799,-0.8984281922093178
ACH-000800,-0.6837547698217203
ACH-000802,-0.6025498891829424
ACH-000804,-0.4170987312483798
ACH-000805,-0.8288905991166925
ACH-000809,-0.8311953140060165
ACH-000810,-0.5479790791792348
ACH-000811,-0.7680393768638589
ACH-000817,-0.7021449810638145
ACH-000819,-0.7442163940089712
ACH-000820,-0.5422158423131856
ACH-000821,-0.5865900033715599
ACH-000822,-0.702433704682759
ACH-000823,-0.8124035681563733
ACH-000824,-0.7627370841161543
ACH-000827,-0.8954617091023537
ACH-000829,-0.7826595553939816
ACH-000831,-0.8083525262404762
ACH-000832,-0.7775981168737618
ACH-000833,-0.8071136112760874
ACH-000834,-0.8248265102338164
ACH-000835,-0.6325278594500189
ACH-000836,-0.8048385898857543
ACH-000837,-0.6472532152924851
ACH-000838,-0.4272061349319845
ACH-000839,-0.8745455330647386
ACH-000840,-0.8268790785247236
ACH-000841,-0.8942073861725344
ACH-000843,-0.5229595042850199
ACH-000846,-0.7288920624543157
ACH-000847,-0.6696279552487299
ACH-000848,-0.8265000560757257
ACH-000849,-0.5777272645437572
ACH-000851,-0.5867157389632256
ACH-000855,-0.6413890818185967
ACH-000856,-0.8124246661656535
ACH-000858,-0.8063152821628259
ACH-000859,-0.7175633967381162
ACH-000861,-0.6777696482016808
ACH-000862,-0.6109392403783847
ACH-000865,-0.8188756067946822
ACH-000866,-0.6498212643370004
ACH-000867,-0.6687930774696983
ACH-000869,-0.6772389802597671
ACH-000872,-0.731683931621771
ACH-000873,-0.6605972230170444
ACH-000876,-0.5576254309565124
ACH-000878,-0.8088941843918287
ACH-000880,-0.7326014064055321
ACH-000881,-0.905142560179788
ACH-000882,-0.6433307577160079
ACH-000884,-0.8684217237258287
ACH-000885,-0.7201497091254179
ACH-000887,-0.70752916252312
ACH-000889,-0.6552251800253693
ACH-000896,-0.8281366015229449
ACH-000898,-0.6207278026261429
ACH-000900,-0.5903809295138434
ACH-000901,-0.6270562444671207
ACH-000905,-0.5434242802640885
ACH-000906,-0.6514275639391771
ACH-000907,-0.8393421653842913
ACH-000910,-0.603115100645638
ACH-000911,-0.6066655009702795
ACH-000912,-0.6260886807644355
ACH-000913,-0.6120370904101312
ACH-000915,-0.66827912181029
ACH-000916,-0.8098006087098091
ACH-000917,-0.7860943632061127
ACH-000920,-0.8026526248067238
ACH-000921,-0.7420682376189808
ACH-000924,-0.6646066028696801
ACH-000926,-0.7195272875781705
ACH-000928,-0.8066293128844301
ACH-000929,-0.4248726552934945
ACH-000932,-0.7519318937295343
ACH-000935,-0.6219088233603339
ACH-000936,-0.6316750550862701
ACH-000937,-0.5462682553048573
ACH-000938,-0.7794480341613752
ACH-000939,-0.9379173095831328
ACH-000941,-0.8798517664473192
ACH-000943,-0.9024477403351632
ACH-000946,-0.7604419488671111
ACH-000947,-0.7180859273914711
ACH-000948,-0.6399771040641705
ACH-000950,-0.5886855262141526
ACH-000953,-0.6144780735501925
ACH-000954,-0.760825050329757
ACH-000957,-0.6444518970339173
ACH-000958,-0.7784659782756286
ACH-000960,-0.8932737801751502
ACH-000963,-0.7627475736974277
ACH-000968,-0.6976778913755624
ACH-000969,-0.4069631075002709
ACH-000972,-0.8018354867456469
ACH-000973,-0.7759726069615608
ACH-000974,-0.7395226703328526
ACH-000978,-0.5690591737192487
ACH-000984,-0.6931170740205619
ACH-000986,-0.7708008185765177
ACH-000988,-0.6796054744640587
ACH-000993,-0.8754440637582687
ACH-000994,-0.5884578431458101
ACH-000996,-0.9464202846730092
ACH-001001,-0.6476540143902803
ACH-001020,-0.9933116875870244
ACH-001028,-0.8801727665910702
ACH-001031,-0.5067320570948168
ACH-001038,-0.6500714554298855
ACH-001048,-0.7595024072038391
ACH-001050,-0.7365812322311347
ACH-001053,-0.3699495181674661
ACH-001054,-0.7975399759304672
ACH-001061,-0.7168099467979779
ACH-001067,-0.7218612611787361
ACH-001075,-0.7878189047119624
ACH-001096,-0.7103353987625458
ACH-001111,-0.6786549767804866
ACH-001119,-0.9862582536262228
ACH-001128,-0.30590554218769817
ACH-001134,-0.5857003102718339
ACH-001151,-0.6957889151289783
ACH-001163,-0.5274374108910973
ACH-001164,-0.7028653465063037
ACH-001183,-0.6437339061039524
ACH-001192,-0.7357255872363088
ACH-001193,-0.616914476933427
ACH-001196,-0.7372389904193754
ACH-001197,-0.8641339930148344
ACH-001205,-0.7167212549213909
ACH-001211,-0.7215719581687469
ACH-001212,-0.6627352305038383
ACH-001228,-0.6293369396020586
ACH-001232,-0.7582502503105736
ACH-001239,-0.6233005785955815
ACH-001270,-0.8866588899470783
ACH-001274,-0.6223257515667949
ACH-001275,-0.5127875241681886
ACH-001277,-0.35540855947417643
ACH-001278,-0.7309067484455288
ACH-001280,-0.587583149383472
ACH-001283,-0.7111298250460757
ACH-001289,-0.472180466562284
ACH-001300,-0.4598930621055045
ACH-001301,-0.7757893845382402
ACH-001302,-0.27929941498564936
ACH-001306,-0.7827586789522754
ACH-001318,-0.9169830449924316
ACH-001322,-0.8157840225630262
ACH-001328,-0.9437829056869586
ACH-001332,-0.9230541186625276
ACH-001336,-0.5666231937242759
ACH-001346,-0.6223160676113278
ACH-001353,-0.7975659338987601
ACH-001354,-0.3495949340595173
ACH-001367,-0.7761214588711853
ACH-001368,-0.7638489149851522
ACH-001374,-0.7621397904827801
ACH-001377,-0.6335745258961979
ACH-001380,-0.721906768214995
ACH-001391,-0.8000415668227566
ACH-001408,-0.8846686875588144
ACH-001430,-0.779548620562357
ACH-001431,-0.3509707877713267
ACH-001450,-0.4967912196510239
ACH-001496,-0.8813069657102673
ACH-001500,-0.7005285382295775
ACH-001523,-0.6459053067619872
ACH-001532,-0.5879626146788814
ACH-001550,-0.7228469236765965
ACH-001552,-0.9870223233596562
ACH-001554,-0.6033871313936846
ACH-001654,-0.6215410453630777
ACH-001735,-0.8575258868645449
ACH-001736,-0.742087261195768
ACH-001737,-0.543999829527079
ACH-001740,-0.7700386855245482
ACH-001745,-0.8279602046952076
ACH-001765,-0.59579280293199
