,SPNS1 (83985)
ACH-000004,-0.2699796252548575
ACH-000005,-0.5057588171368365
ACH-000007,-0.18275151731874775
ACH-000009,-0.1782461267969156
ACH-000011,-0.29963973449772185
ACH-000012,-0.2403880545431842
ACH-000013,-0.2748547839221516
ACH-000014,0.06612570539358456
ACH-000015,-0.5824245423997978
ACH-000017,-0.17008454294890016
ACH-000018,-0.631619954964394
ACH-000019,0.09830971751323987
ACH-000021,-0.3043482365021335
ACH-000022,-0.43376300661164796
ACH-000025,-0.4337105112819904
ACH-000028,-0.11876986443880508
ACH-000030,-0.21811075710353867
ACH-000035,-0.28677029065731097
ACH-000036,-0.1190940200849845
ACH-000037,-0.26286497493934874
ACH-000039,-0.06859792549835496
ACH-000040,-0.3206244752359771
ACH-000041,-0.15578186536667374
ACH-000042,-0.15246234326349656
ACH-000045,-0.17164303227798813
ACH-000047,-0.343324305920419
ACH-000052,-0.7364666873323517
ACH-000053,-0.30694513982478355
ACH-000054,-0.5514920025957389
ACH-000055,-0.2513432272564749
ACH-000060,-0.09906629828754823
ACH-000067,-0.259186194273244
ACH-000070,-0.2998675165793045
ACH-000075,-0.1792736419794765
ACH-000078,-0.10962159222094736
ACH-000082,-0.10364466742186117
ACH-000085,-0.204753481892474
ACH-000086,-0.2748081536330022
ACH-000087,0.17443801984896842
ACH-000092,-0.5425924771611015
ACH-000095,-0.13270269273722615
ACH-000097,-0.1885401770620368
ACH-000098,-0.10463208801244143
ACH-000099,-0.16453046190976586
ACH-000108,-0.18955020544868312
ACH-000113,-0.1472018194675765
ACH-000116,-0.23028199134215765
ACH-000118,-0.3607568899905932
ACH-000120,-0.3246458660272091
ACH-000123,-0.3341851089392206
ACH-000127,-0.23444289937345425
ACH-000128,-0.2362875506726629
ACH-000132,-0.1561538246575198
ACH-000133,-0.34478979165836005
ACH-000137,-0.16798024843715526
ACH-000138,-0.3336158721802721
ACH-000142,-0.2495402262798684
ACH-000143,-0.1212743528951689
ACH-000146,-0.20783428924219724
ACH-000148,-0.2586945542042972
ACH-000150,-0.2307860318859781
ACH-000152,-0.19924499799490308
ACH-000153,-0.4527193492915425
ACH-000159,-0.21107351544946545
ACH-000160,-0.15141012427192202
ACH-000163,-0.07004011261286054
ACH-000167,-0.1584757798262711
ACH-000168,-0.14168298958894826
ACH-000169,-0.09694266933222342
ACH-000178,-0.2424737490292895
ACH-000183,-0.2465417247429545
ACH-000188,-0.2807795573789629
ACH-000189,-0.1406661535729765
ACH-000190,-0.13229759132510602
ACH-000198,-0.14786431239173814
ACH-000203,-0.05762106219754025
ACH-000204,-0.753134300145583
ACH-000206,0.011530087302237708
ACH-000207,-0.07668177498089948
ACH-000208,-0.2618193531435049
ACH-000210,-0.2538198043169115
ACH-000211,-0.13187427854837136
ACH-000215,-0.0707610266099079
ACH-000221,-0.374143234060747
ACH-000222,-0.30196077698891466
ACH-000223,-0.16059088965054172
ACH-000226,-0.15222308811205912
ACH-000227,-0.2398364432558549
ACH-000228,-0.24819359046740225
ACH-000231,-0.30687666781610395
ACH-000232,-0.3165813313444381
ACH-000233,-0.08160912364942965
ACH-000234,-0.3348500363866824
ACH-000235,-0.15195357939282927
ACH-000237,-0.13211068519750802
ACH-000238,-0.15942413793127855
ACH-000242,-0.40731103954923065
ACH-000243,-0.35633433366912504
ACH-000244,-0.4950072006115726
ACH-000246,-0.12300221204911747
ACH-000248,-0.14386155139588835
ACH-000250,-0.2028190968066729
ACH-000251,-1.0352137013248153
ACH-000252,-0.13127140430788334
ACH-000253,-0.10764315461444016
ACH-000255,-0.1828333563649359
ACH-000256,-0.05533756417198631
ACH-000257,-0.29405791108398377
ACH-000258,-0.19784250960778
ACH-000259,-0.24716750208712399
ACH-000260,-0.27523491410064505
ACH-000261,-0.3156419773258444
ACH-000262,-0.33089163647477104
ACH-000263,-0.3731510505579944
ACH-000264,-0.14387067186175148
ACH-000265,-0.41171870286083656
ACH-000266,-0.2703894651461069
ACH-000272,-0.33224014094740506
ACH-000274,-0.10938271860248014
ACH-000277,-0.1510768625416119
ACH-000278,-0.010738466289886287
ACH-000279,-0.008470969437739109
ACH-000280,-0.13682102192895168
ACH-000281,0.05071759531213622
ACH-000288,-0.30473823757179874
ACH-000291,-0.2252390462508257
ACH-000293,-0.12415165631696555
ACH-000294,-0.1786900301717486
ACH-000295,-0.2286858981454426
ACH-000296,-0.4305459942942029
ACH-000302,-0.2602355801584178
ACH-000304,-0.4750848199218186
ACH-000307,-0.0816514163896638
ACH-000308,-0.2190118053078554
ACH-000310,-0.12629665193231734
ACH-000311,-0.38184321534627147
ACH-000312,-0.13469486438059344
ACH-000315,-0.23683868994605134
ACH-000316,-0.29561672119918403
ACH-000317,0.15708884230785414
ACH-000318,-0.24920718789247376
ACH-000319,-0.06117405778543353
ACH-000320,-0.3155325829618184
ACH-000322,-0.2994283571970631
ACH-000323,-0.22699400019873156
ACH-000324,-0.17424130239626684
ACH-000329,-0.17341276234143171
ACH-000330,-0.28657832992935
ACH-000331,-0.2373890901907517
ACH-000332,-0.12200392353591945
ACH-000334,-0.1596335080796677
ACH-000335,-0.132767534218504
ACH-000336,-0.6221898233110903
ACH-000337,-0.23419329143485496
ACH-000338,0.031118711089365182
ACH-000339,-0.24674531319484916
ACH-000341,-0.04459187303091194
ACH-000348,-0.4319043772545894
ACH-000350,-0.15752522422973192
ACH-000352,-0.4150255595048664
ACH-000356,-0.4733452250642243
ACH-000361,-0.3546202396462805
ACH-000362,-0.195764748563459
ACH-000363,-0.04845431832845885
ACH-000364,-0.3455877222962809
ACH-000365,-0.16533155904072788
ACH-000366,-0.264394658702517
ACH-000368,-0.1216431615292285
ACH-000374,-0.3900456780613948
ACH-000375,-0.31523390819971536
ACH-000376,0.0001342983433689902
ACH-000381,-0.16993780138819556
ACH-000383,-0.21670986779822374
ACH-000387,-0.2326855821338103
ACH-000389,-0.6623824943910168
ACH-000390,-0.4768291981312519
ACH-000393,-0.10298680201762024
ACH-000395,-0.28511532844255344
ACH-000396,-0.21793138883816646
ACH-000397,-0.4897769821698267
ACH-000401,-0.3403109843457663
ACH-000402,-0.35365543122766496
ACH-000403,-0.25368757587909985
ACH-000404,-0.5125956066051686
ACH-000406,-0.16007021652098602
ACH-000407,-0.33160654435693515
ACH-000408,-0.43650986295086414
