,RABL6 (55684)
ACH-000004,-0.08429691318989062
ACH-000005,-0.06084441448999154
ACH-000007,-0.04356497100293757
ACH-000009,-0.1314575805470295
ACH-000011,-0.0581632216843245
ACH-000012,-0.04402412005971197
ACH-000013,-0.03143120533651962
ACH-000014,-0.050608235702482574
ACH-000015,-0.12518050819720442
ACH-000017,-0.10665134614031743
ACH-000018,0.07445488869024365
ACH-000019,0.14015691568390354
ACH-000021,-0.02171528538132015
ACH-000022,-0.15841685796896898
ACH-000025,-0.06355298837374328
ACH-000028,0.047737482134764316
ACH-000030,-0.024825669841256462
ACH-000035,-0.03854111026155548
ACH-000036,-0.0060575365347060465
ACH-000037,-0.11817351364388595
ACH-000039,0.17737035279612726
ACH-000040,-0.04940652191133379
ACH-000041,-0.061006665159071875
ACH-000042,-0.057310217066303876
ACH-000045,-0.048022177343982765
ACH-000047,-0.20288303238295752
ACH-000052,-0.2760926752268112
ACH-000053,0.03082460344110017
ACH-000054,0.0038670933635988015
ACH-000055,-0.08995070067581355
ACH-000060,-0.0158365977853918
ACH-000067,-0.18350328091655124
ACH-000070,-0.10792603310270904
ACH-000075,-0.11601504504901786
ACH-000078,-0.12368810091872134
ACH-000082,0.07784832352219966
ACH-000085,-0.3036346415047045
ACH-000086,-0.0547025492654874
ACH-000087,-0.023375895689584786
ACH-000092,0.040934217244349626
ACH-000095,0.00018980633551486385
ACH-000097,-0.07111864014908033
ACH-000098,0.039603546081989606
ACH-000099,0.005830645680129628
ACH-000108,0.05569478634697424
ACH-000113,0.10714064483220108
ACH-000116,-0.03432916054141863
ACH-000118,-0.0598710060771802
ACH-000120,-0.16733961951291762
ACH-000123,-0.01348283589596535
ACH-000127,-0.0020327230021418377
ACH-000128,-0.005323701848147663
ACH-000132,-0.027836907381272574
ACH-000133,0.013236837463492869
ACH-000137,-0.16468896265372962
ACH-000138,-0.14880431473481542
ACH-000142,0.04052241390435127
ACH-000143,0.12315765984195648
ACH-000146,-0.11450474263898865
ACH-000148,0.0246323147863012
ACH-000150,-0.052575614239308316
ACH-000152,-0.09700682311838513
ACH-000153,-0.2957082640722063
ACH-000159,-0.053241656480485136
ACH-000160,-0.09230287517423773
ACH-000163,-0.0058347713845814725
ACH-000167,0.3846210979311291
ACH-000168,-0.2726583114999978
ACH-000169,-0.13016521110210155
ACH-000178,-0.1771313899039358
ACH-000183,-0.2256193305139884
ACH-000188,-0.13562468959299906
ACH-000189,0.11971936068101295
ACH-000190,-0.016251079748607764
ACH-000198,0.018965227869406773
ACH-000203,-0.15304356401770372
ACH-000204,0.17211969444521175
ACH-000206,0.0605937468527154
ACH-000207,-0.21577380203044447
ACH-000208,-0.019677079617251673
ACH-000210,0.36384167578407545
ACH-000211,-0.014036549882051486
ACH-000215,-0.1950618658012552
ACH-000221,0.0410188273819196
ACH-000222,-0.26436979730989363
ACH-000223,0.08397308184295174
ACH-000226,-0.007003789433380819
ACH-000227,-0.06080911539008019
ACH-000228,0.1636899266432978
ACH-000231,-0.08683904695497772
ACH-000232,0.00157661445621349
ACH-000233,-0.00485039398680318
ACH-000234,-0.09615865564812362
ACH-000235,-0.167882048668048
ACH-000237,-0.061830481547224786
ACH-000238,0.05164246285435011
ACH-000242,-0.4535999691805319
ACH-000243,0.00607753616665216
ACH-000244,0.08126429496567897
ACH-000246,-0.006599658829553233
ACH-000248,0.003945083499205695
ACH-000250,-0.19584072218660298
ACH-000251,-0.2442697013782007
ACH-000252,0.010646950773720949
ACH-000253,0.05751131429026993
ACH-000255,-0.0757999205972945
ACH-000256,-0.030231896025559295
ACH-000257,-0.18880609009711966
ACH-000258,0.12645900707899466
ACH-000259,0.000459334721628612
ACH-000260,-0.14044279838255716
ACH-000261,-0.09427476762843713
ACH-000262,-0.17274404531205986
ACH-000263,-0.12672848915584595
ACH-000264,-0.13871363936449405
ACH-000265,-0.13427229243738947
ACH-000266,0.0064805076468543886
ACH-000272,-0.02775147988926633
ACH-000274,-0.12609291392341254
ACH-000277,-0.047046601595207946
ACH-000278,-0.028210436471591237
ACH-000279,-0.033975846545226965
ACH-000280,-0.09549750472256027
ACH-000281,-0.004838297586498024
ACH-000288,0.039738739254338
ACH-000291,-0.053472322408060186
ACH-000293,0.011263029088297271
ACH-000294,-0.08676511803820082
ACH-000295,-0.06514948157595557
ACH-000296,-0.07224700263798321
ACH-000302,-0.1413937206565261
ACH-000304,-0.22264657119727613
ACH-000307,-0.12493610393330325
ACH-000308,-0.05401157643518795
ACH-000310,-0.031574625945227065
ACH-000311,-0.08670770493632649
ACH-000312,-0.13796666456947065
ACH-000315,-0.40067090290704543
ACH-000316,-0.049639201477499915
ACH-000317,0.04186097679608525
ACH-000318,-0.11446928192714025
ACH-000319,0.13315175334557533
ACH-000320,-0.12305699305660002
ACH-000322,0.18009194908660556
ACH-000323,0.09477035286559526
ACH-000324,-0.14062668496948674
ACH-000329,-0.13870427679588804
ACH-000330,0.07813966473924047
ACH-000331,0.07669772872730471
ACH-000332,-0.07030090129653299
ACH-000334,-0.22451949353772535
ACH-000335,-0.03630285552685461
ACH-000336,-0.11843232232212265
ACH-000337,0.08913631517180177
ACH-000338,-0.7639202150831272
ACH-000339,-0.07223882136604591
ACH-000341,-0.06436440765622715
ACH-000348,-0.05283844163377891
ACH-000350,-0.12191281830494508
ACH-000352,-0.001512107382514874
ACH-000356,-0.23622488897003044
ACH-000361,-0.03999643032611831
ACH-000362,-0.13604572421799466
ACH-000363,-0.006386051824485251
ACH-000364,-0.08345223375662596
ACH-000365,0.10020067815801867
ACH-000366,-0.07549673382962019
ACH-000368,-0.1076273156837478
ACH-000374,-0.1367851271498597
ACH-000375,0.0782262502097032
ACH-000376,-0.035046793867410754
ACH-000381,-0.12839171647368958
ACH-000383,-0.09566677555328944
ACH-000387,-0.1070893090720475
ACH-000389,-0.1377086427029411
ACH-000390,-0.005384021762896547
ACH-000393,-0.1682526309313622
ACH-000395,-0.10454085594542176
ACH-000396,-0.04712542438359645
ACH-000397,-0.08933413590233888
ACH-000401,-0.047679303665598735
ACH-000402,-0.12898020132236118
ACH-000403,-0.04190035216684889
ACH-000404,-0.13728940065159273
ACH-000406,0.02445061136590544
ACH-000407,-0.046622862376178964
ACH-000408,-0.04098256463272305
ACH-000410,-0.07925936809190119
ACH-000411,-0.05191775794795865
ACH-000414,-0.005238881347845884
ACH-000415,0.02298473256051692
ACH-000416,-0.014808812306244859
ACH-000420,-0.07015653172004932
ACH-000421,-0.2399997259235399
ACH-000424,0.21292895430143213
ACH-000425,-0.13395864150909784
ACH-000426,0.12919702937460004
ACH-000427,-0.2206961661909419
ACH-000433,-0.20309834140718094
ACH-000435,-0.3781475866167592
ACH-000436,-0.06220600800988652
ACH-000444,-0.0589681248778068
ACH-000445,-0.11234531942515692
ACH-000448,-0.10368306449061128
ACH-000450,0.010551700492815593
ACH-000452,-0.041215197873126684
ACH-000454,0.07330499758289079
ACH-000458,-0.08596331083713027
ACH-000459,-0.0477172575022484
ACH-000460,-0.03977539387594423
ACH-000461,-0.19413698729220896
ACH-000463,0.13621282795705594
ACH-000464,-0.08559587505513236
ACH-000466,0.05266277305382434
ACH-000467,-0.11309155856836553
ACH-000468,-0.04708805446373057
