,DIS3 (22894)
ACH-000004,-0.8589434592295073
ACH-000005,-0.9331368929397404
ACH-000007,-0.3937044529517657
ACH-000009,-0.5695270307149295
ACH-000011,-0.7490385496562163
ACH-000012,-0.8191942200383148
ACH-000013,-0.9057143276109104
ACH-000014,-0.7473413871735293
ACH-000015,-0.8826986918307405
ACH-000017,-0.6829101400712917
ACH-000018,-0.5210813550117841
ACH-000019,-0.6750959886170892
ACH-000021,-0.7778512683679473
ACH-000022,-0.5831978643657786
ACH-000025,-0.8325065644381964
ACH-000028,-0.7803954679815964
ACH-000030,-0.7617822939658639
ACH-000035,-0.9509016837420762
ACH-000036,-0.6176200293281982
ACH-000037,-1.087468244371129
ACH-000039,-0.5900277378478409
ACH-000040,-0.7694027660758969
ACH-000041,-0.4016496007555258
ACH-000042,-0.8917036079175253
ACH-000045,-0.5358001795785107
ACH-000047,-0.8501530016698131
ACH-000052,-0.7861426906805157
ACH-000053,-0.7451253268471492
ACH-000054,-0.6242803722676584
ACH-000055,-0.6943765456707375
ACH-000060,-0.862697207596679
ACH-000067,-0.8351348814206326
ACH-000070,-0.6651260997628199
ACH-000075,-0.7400848999311043
ACH-000078,-0.3930614106691169
ACH-000082,-0.6522454010256036
ACH-000085,-0.6871199173827093
ACH-000086,-1.0195252701346826
ACH-000087,-0.6238850792401185
ACH-000092,-0.6200418306380462
ACH-000095,-0.5582940444631806
ACH-000097,-0.8451592656263182
ACH-000098,-0.8704361198126837
ACH-000099,-0.7054775560226753
ACH-000108,-0.5500672014571681
ACH-000113,-0.5469365568479069
ACH-000116,-0.7538406875466022
ACH-000118,-0.6765094280027366
ACH-000120,-0.6321299991370918
ACH-000123,-0.6224027645185447
ACH-000127,-0.8247788913519732
ACH-000128,-0.6217155609263634
ACH-000132,-0.7088153232963398
ACH-000133,-0.7303182077232686
ACH-000137,-0.5952541119543466
ACH-000138,-0.7992989832759599
ACH-000142,-0.6540368597254845
ACH-000143,-0.9701398202537712
ACH-000146,-0.8606304857816757
ACH-000148,-0.7975515169911721
ACH-000150,-0.6543201031656793
ACH-000152,-0.6344517133063902
ACH-000153,-0.7857837621277531
ACH-000159,-0.6755581551585088
ACH-000160,-0.8633072019755571
ACH-000163,-0.9530843363667488
ACH-000167,-1.1684582734382647
ACH-000168,-0.6614245047006604
ACH-000169,-0.9623871439898168
ACH-000178,-0.6551270524467661
ACH-000183,-0.5892806449712434
ACH-000188,-0.8533516607374632
ACH-000189,-1.046821356598402
ACH-000190,-0.8706408961712305
ACH-000198,-0.7556610167765898
ACH-000203,-0.20323979554330934
ACH-000204,-0.6824529957289056
ACH-000206,-0.7313710376742024
ACH-000207,-0.5839823805020156
ACH-000208,-0.9329118986895852
ACH-000210,-0.7638845592073316
ACH-000211,-0.7002568800297271
ACH-000215,-0.8595124101773148
ACH-000221,-0.7018448727893104
ACH-000222,-0.6430626513098495
ACH-000223,-0.6798813294957371
ACH-000226,-0.6981670343893381
ACH-000227,-0.34926146386677204
ACH-000228,-0.5950510654782312
ACH-000231,-0.8206873154739027
ACH-000232,-0.6438263284662585
ACH-000233,-0.6188254885549708
ACH-000234,-0.5720647614764288
ACH-000235,-0.6323982062425956
ACH-000237,-0.7903253691268917
ACH-000238,-0.6513733858023314
ACH-000242,-0.7416129441607924
ACH-000243,-0.6386694596837112
ACH-000244,-0.7431623139499683
ACH-000246,-0.7613085686967973
ACH-000248,-0.8737007557061462
ACH-000250,-0.7998450410665668
ACH-000251,-1.0220870450101558
ACH-000252,-0.6808256047601308
ACH-000253,-0.5491440744560983
ACH-000255,-0.7519683012664519
ACH-000256,-0.8222968539198752
ACH-000257,-0.6434797303360648
ACH-000258,-0.6846171057893298
ACH-000259,-0.8056547363118751
ACH-000260,-0.8204061350314136
ACH-000261,-0.4496554768954015
ACH-000262,-0.6585766492256419
ACH-000263,-0.5131158988862273
ACH-000264,-0.481805215119115
ACH-000265,-0.6941058185044631
ACH-000266,-0.8619718702777732
ACH-000272,-0.6018613241400124
ACH-000274,-0.4548191922332191
ACH-000277,-0.40554264068141704
ACH-000278,-0.9098461541585868
ACH-000279,-0.7225211604026744
ACH-000280,-0.6279373247621943
ACH-000281,-0.6629288603826133
ACH-000288,-0.7122055748985147
ACH-000291,-0.5843633919699289
ACH-000293,-1.01582730822567
ACH-000294,-0.8353618125342741
ACH-000295,-0.5648960444562103
ACH-000296,-0.6140345068885097
ACH-000302,-0.9095969284574944
ACH-000304,-0.600197458903618
ACH-000307,-0.8609079355904521
ACH-000308,-0.6251262172383671
ACH-000310,-0.5124325258781735
ACH-000311,-0.8219620593185749
ACH-000312,-0.7032880688740873
ACH-000315,-0.8580500093726203
ACH-000316,-0.999995198970715
ACH-000317,-0.7821787828032408
ACH-000318,-0.710330686790144
ACH-000319,-0.6289360258994823
ACH-000320,-0.9420111553109524
ACH-000322,-0.5123041442835368
ACH-000323,-0.662807492674324
ACH-000324,-0.8992921801333381
ACH-000329,-0.488083074437705
ACH-000330,-0.5816777051880285
ACH-000331,-0.9204475398403978
ACH-000332,-0.8265336999246669
ACH-000334,-0.6490066692619773
ACH-000335,-0.8009457461367269
ACH-000336,-0.7395724527780037
ACH-000337,-0.5782231697251673
ACH-000338,-0.5644687967158715
ACH-000339,-0.8396259080096315
ACH-000341,-0.5894833432781185
ACH-000348,-0.6861911187643854
ACH-000350,-0.4641883717043283
ACH-000352,-0.7357155256330531
ACH-000356,-0.6988803495578895
ACH-000361,-0.6833518755383534
ACH-000362,-0.6371473734606148
ACH-000363,-0.3549095626950874
ACH-000364,-0.7086847292583018
ACH-000365,-0.5705958708462706
ACH-000366,-0.5631531490644686
ACH-000368,-0.7158805865399054
ACH-000374,-0.8119787124771454
ACH-000375,-0.5344587314925453
ACH-000376,-0.830345638340845
ACH-000381,-0.6412904340266371
ACH-000383,-0.8344521659402231
ACH-000387,-0.9606880881565114
ACH-000389,-1.0314025092780792
ACH-000390,-0.6256873037519407
ACH-000393,-0.59674216258587
ACH-000395,-0.7040720046268889
ACH-000396,-0.7109288114362541
ACH-000397,-0.776780829164879
ACH-000401,-0.4298076804793463
ACH-000402,-0.3503556169984778
ACH-000403,-0.5258630001173612
ACH-000404,-0.6456993059020087
ACH-000406,-0.659440739090032
ACH-000407,-0.6148877603953411
ACH-000408,-0.9010514732561904
ACH-000410,-0.6991182220933437
ACH-000411,-0.7873675233432738
ACH-000414,-0.7349760226852693
ACH-000415,-0.8336139976814679
ACH-000416,-0.8301708507539164
ACH-000420,-0.7743773130459761
ACH-000421,-0.8621062830511503
ACH-000424,-0.5990338896114678
ACH-000425,-0.8031745630468874
ACH-000426,-0.7770133118973954
ACH-000427,-0.6559964090059266
ACH-000433,-0.6483016934058222
ACH-000435,-0.6961663630841417
ACH-000436,-0.6885638607611839
ACH-000444,-0.6839679133228542
ACH-000445,-0.7077242502002499
ACH-000448,-0.8933037117167308
ACH-000450,-0.7298147562167268
ACH-000452,-0.8558888063629025
ACH-000454,-0.5302002965271033
ACH-000458,-0.7728110026702684
ACH-000459,-0.770456679176607
ACH-000460,-0.7210900696312808
ACH-000461,-0.5769481720370634
ACH-000463,-0.8646770779029515
ACH-000464,-0.6473968964777804
ACH-000466,-0.6833889103803124
ACH-000467,-0.7525518992030663
ACH-000468,-0.5872893889291941
ACH-000469,-0.581139797615045
ACH-000470,-0.5725281134671456
ACH-000471,-0.8065287997820653
ACH-000472,-0.6403142125755097
ACH-000473,-0.9331805882179144
ACH-000475,-0.6122788054462841
ACH-000476,-0.5676613557729018
ACH-000477,-0.6739702201496148
ACH-000479,-0.5264443410209768
ACH-000480,-0.8334102891295699
ACH-000481,-0.5940324813247898
ACH-000483,-0.7614083301502829
ACH-000484,-0.8081236337352449
ACH-000485,-0.5515728495042646
ACH-000486,-0.8412014725320904
ACH-000487,-0.4354771436576762
ACH-000488,-0.7041735671097148
ACH-000490,-0.8471465713671424
ACH-000491,-0.6948905922084303
ACH-000495,-0.6013942172990658
ACH-000496,-0.7402219561567808
ACH-000499,-0.5936257887655199
ACH-000500,-0.5984877102215734
ACH-000502,-0.7231895211744255
ACH-000503,-0.8131666162739931
ACH-000505,-0.8277460342786189
ACH-000507,-0.7096746488474031
ACH-000510,-0.9770486846117241
ACH-000511,-0.7267903398545071
ACH-000512,-0.5522681222218714
ACH-000516,-0.9293900374612752
ACH-000517,-0.7245672480341011
ACH-000518,-0.8738400262859007
ACH-000520,-0.710772210883486
ACH-000521,-0.8790274060057504
ACH-000522,-0.6119046855920339
ACH-000524,-0.5510969138776793
ACH-000527,-0.6972069937800001
ACH-000528,-0.699468302193518
ACH-000537,-0.8359714259466497
ACH-000541,-0.5745933308993224
ACH-000542,-0.7851681865977467
ACH-000544,-0.6800243599268812
ACH-000545,-0.780782768824008
ACH-000547,-0.6723516901453802
ACH-000548,-0.7309530722635909
ACH-000549,-0.7006206607887241
ACH-000550,-0.7569477295139623
ACH-000552,-0.6489960184672631
ACH-000556,-0.6763703072962173
ACH-000557,-0.6616223305507762
ACH-000569,-0.5485111888903543
ACH-000570,-0.7233651737275546
ACH-000571,-0.4829371114148465
ACH-000573,-0.8663349315959396
ACH-000576,-0.754479378820533
ACH-000579,-0.6762743156061518
ACH-000580,-0.6639436311837825
ACH-000584,-0.6600263443089096
ACH-000585,-0.7475511525925509
ACH-000588,-1.0492555509096408
ACH-000589,-0.8050012675635059
ACH-000591,-0.9321505392516884
ACH-000593,-0.8301049040129098
ACH-000600,-0.6418755501889015
ACH-000601,-0.6937605066822264
ACH-000605,-0.673973679986569
ACH-000606,-0.7740869709567343
ACH-000608,-0.4935878564646847
ACH-000614,-0.7897117615703422
ACH-000616,-0.8882868058365959
ACH-000618,-0.9511804077645049
ACH-000619,-0.8009886733848574
ACH-000620,-0.6479309746507044
ACH-000621,-0.9960823157973291
ACH-000622,-0.7264836410552122
ACH-000623,-0.818313950932303
ACH-000624,-0.8502601341902944
ACH-000627,-0.6086823965244721
ACH-000630,-0.8151377690849009
ACH-000631,-0.7447798233908203
ACH-000632,-0.8684976523369075
ACH-000633,-0.3892606016069368
ACH-000637,-0.7714630289625344
ACH-000638,-0.8078086402719904
ACH-000646,-0.5157586169056491
ACH-000647,-0.5449423705250752
ACH-000648,-1.0172416322068651
ACH-000649,-0.7586758270786229
ACH-000651,-0.6858638823043924
ACH-000652,-0.7014399663679558
ACH-000653,-0.6803639676469132
ACH-000657,-0.5975355954809285
ACH-000658,-0.5340524516876332
ACH-000661,-0.7657994192313059
ACH-000662,-0.33039997198503857
ACH-000663,-1.0514437625483095
ACH-000665,-0.7113847373200237
ACH-000671,-0.5856070930187501
ACH-000672,-0.6898551335719721
ACH-000673,-0.6504037561163704
ACH-000676,-0.7516408544277184
ACH-000677,-0.6491242708881192
ACH-000681,-0.5973579877019974
ACH-000683,-0.6907689182812392
ACH-000684,-0.8644373518672371
ACH-000688,-0.6786540990077277
ACH-000693,-0.6370037580308798
ACH-000694,-0.8598259165330409
ACH-000695,-0.8009116015828435
ACH-000696,-0.7483268172973425
ACH-000697,-0.9430100896938362
ACH-000699,-0.7424538921542648
ACH-000701,-0.4984280762890297
ACH-000706,-0.6806310309113913
ACH-000711,-0.661180807841152
ACH-000713,-0.8997614677567924
ACH-000714,-0.5513094325549212
ACH-000718,-0.6241646149744985
ACH-000720,-0.6062475684433074
ACH-000721,-0.7607539745614339
ACH-000724,-0.6109072933869576
ACH-000725,-0.5903817909705297
ACH-000732,-0.8374001101602938
ACH-000734,-0.6287682702843208
ACH-000735,-0.7733070042870295
ACH-000736,-0.4684296867488961
ACH-000738,-0.7234322677308265
ACH-000746,-0.44435236446517495
ACH-000747,-0.6772432559754693
ACH-000748,-0.8314333275572854
ACH-000753,-0.6015988722434014
ACH-000756,-0.5891662428367074
ACH-000757,-0.530284847392001
ACH-000758,-0.8202025490480126
ACH-000760,-0.8367162049978734
ACH-000762,-0.8160036659320656
ACH-000763,-0.8668010284459352
ACH-000764,-0.7289018078147405
ACH-000765,-0.8549710112425526
ACH-000766,-0.5221865954285332
ACH-000767,-0.4828268438890357
ACH-000768,-0.8002556105484937
ACH-000769,-0.8311911318566165
ACH-000770,-0.6126051589383922
ACH-000771,-0.818874379652843
ACH-000773,-0.7649177331059369
ACH-000776,-0.8341391202953573
ACH-000777,-0.6931652213916617
ACH-000778,-0.5257971581484397
ACH-000781,-0.8796748426163113
ACH-000782,-0.8995560695774747
ACH-000783,-0.5373275335173585
ACH-000784,-0.8727293621361922
ACH-000785,-0.4084986053671995
ACH-000787,-0.8444890146695211
ACH-000788,-0.7604877236924565
ACH-000791,-0.6531403731574184
ACH-000792,-0.8449719944877941
ACH-000794,-0.5741481906777426
ACH-000796,-0.5834563815223821
ACH-000798,-0.5217319538433746
ACH-000799,-0.5940098040243996
ACH-000800,-1.0179244149345683
ACH-000802,-0.8031492162750329
ACH-000804,-0.6761956661249322
ACH-000805,-0.7093626365329438
ACH-000809,-0.5496403644716407
ACH-000810,-0.4889892099001841
ACH-000811,-0.5842607255980944
ACH-000817,-0.8913845111733023
ACH-000819,-0.5979665599319534
ACH-000820,-1.0215399079178038
ACH-000821,-0.4711313018285113
ACH-000822,-0.2920453626270001
ACH-000823,-0.6640536560753971
ACH-000824,-0.6772041658637225
ACH-000827,-0.8938269615915572
ACH-000829,-0.5124913152225916
ACH-000831,-0.6901362188081491
ACH-000832,-0.9817719456565436
ACH-000833,-0.8723607041034706
ACH-000834,-0.6879267691357165
ACH-000835,-0.8168979519564998
ACH-000836,-0.7183098996684013
ACH-000837,-0.7684894428738909
ACH-000838,-0.6377403248667114
ACH-000839,-0.5345032362102122
ACH-000840,-0.7858459028713649
ACH-000841,-0.6505500567564462
ACH-000843,-0.9645015246901258
ACH-000846,-0.8097507147744055
ACH-000847,-0.5025204224203849
ACH-000848,-0.8735351938006298
ACH-000849,-0.6796368310830087
ACH-000851,-0.6525767613122962
ACH-000855,-0.9934271017883409
ACH-000856,-0.5725582147253807
ACH-000858,-0.7442525828945387
ACH-000859,-0.8785670030155163
ACH-000861,-0.6622638820926285
ACH-000862,-0.80723884052313
ACH-000865,-0.7682011258773549
ACH-000866,-0.7017408072987914
ACH-000867,-0.7077175250174034
ACH-000869,-0.703685594996818
ACH-000872,-0.8096119198580891
ACH-000873,-0.7291871184034869
ACH-000876,-0.5626070862069589
ACH-000878,-0.978735882437108
ACH-000880,-0.6959917842608799
ACH-000881,-0.8715260644958064
ACH-000882,-0.6984541303489061
ACH-000884,-0.9233946714092864
