,PTCHD4 (442213)
ACH-000004,0.25088908250994696
ACH-000005,0.3654886430734181
ACH-000007,0.3145120060865648
ACH-000009,0.2244617753635698
ACH-000011,0.21845768423213552
ACH-000012,0.2997034832109783
ACH-000013,0.20158172108501185
ACH-000014,0.24078754355234636
ACH-000015,0.2151626646957865
ACH-000017,0.18490796339937635
ACH-000018,0.021615591610096026
ACH-000019,0.1554956568520744
ACH-000021,0.2207908315826748
ACH-000022,0.1258545023099552
ACH-000025,0.12178110837556015
ACH-000028,0.062104573272157376
ACH-000030,0.15887493154881374
ACH-000035,-0.005072398689464787
ACH-000036,0.19594692648313736
ACH-000037,0.14401918894952748
ACH-000039,0.16937923621435222
ACH-000040,0.10723814928753136
ACH-000041,0.2118753630302744
ACH-000042,0.19967482055293548
ACH-000045,0.17672480524158934
ACH-000047,0.07240515167318975
ACH-000052,0.00852978392686954
ACH-000053,0.17733044271293585
ACH-000054,0.1884759836428196
ACH-000055,0.32846861855444226
ACH-000060,0.18892429326780352
ACH-000067,0.1817307892218829
ACH-000070,0.034882244972596496
ACH-000075,0.1609313159893304
ACH-000078,0.2589229987960287
ACH-000082,0.09118261483055408
ACH-000085,0.2942453651939759
ACH-000086,0.2195095280302348
ACH-000087,0.17919092700973538
ACH-000092,0.22787657686055404
ACH-000095,0.17214807079250907
ACH-000097,0.19383838770838926
ACH-000098,0.10692715744974303
ACH-000099,0.26350768163893323
ACH-000108,0.10000997289758423
ACH-000113,0.26102696748704063
ACH-000116,0.23074483547600855
ACH-000118,0.07461438140971775
ACH-000120,0.15131906308964213
ACH-000123,0.1983762115796678
ACH-000127,0.06347164350903695
ACH-000128,0.20915179286552685
ACH-000132,0.19975774405033705
ACH-000133,0.2394164290721114
ACH-000137,0.12932358607345462
ACH-000138,0.225456376921838
ACH-000142,-0.011144244810200543
ACH-000143,0.08433665385934344
ACH-000146,0.10981681914122196
ACH-000148,0.26354345659306583
ACH-000150,0.14010323224456606
ACH-000152,0.20638883367029587
ACH-000153,0.4061401871758433
ACH-000159,0.17291895992851294
ACH-000160,0.1669566359460052
ACH-000163,0.2873992480768987
ACH-000167,0.07521494602518511
ACH-000168,0.3110468592094848
ACH-000169,0.2168201517268044
ACH-000178,0.2734832761310086
ACH-000183,0.18387233067374004
ACH-000188,0.2217192419679106
ACH-000189,0.5787097191367455
ACH-000190,-0.12896665502449128
ACH-000198,0.12666516447081824
ACH-000203,0.41137899107117054
ACH-000204,0.045173382420633804
ACH-000206,0.2806786169487384
ACH-000207,0.12345115022745899
ACH-000208,0.2494620974153552
ACH-000210,0.24163235557598475
ACH-000211,0.27885045236984435
ACH-000215,0.1819741702511491
ACH-000221,0.1340653988112583
ACH-000222,0.04172944613692876
ACH-000223,0.2710369797555524
ACH-000226,0.2588292532499989
ACH-000227,0.2638383770836043
ACH-000228,0.011326346277275296
ACH-000231,0.23503473953999826
ACH-000232,0.16398560637345266
ACH-000233,0.2992443807927285
ACH-000234,0.14992591077303266
ACH-000235,0.08510948275475168
ACH-000237,0.15405369514689374
ACH-000238,-0.05309534506672954
ACH-000242,0.7470704229937819
ACH-000243,0.08414541323937842
ACH-000244,0.08091332589355363
ACH-000246,0.16671063846379505
ACH-000248,0.2463779141010434
ACH-000250,0.08728949955915602
ACH-000251,0.09750190521546087
ACH-000252,0.4498374848446615
ACH-000253,0.1864050063510048
ACH-000255,0.17597964539097238
ACH-000256,0.15072775038327255
ACH-000257,0.21054627542655452
ACH-000258,0.2817974967490036
ACH-000259,0.0919663071105125
ACH-000260,0.22060850263256335
ACH-000261,0.2056551828387012
ACH-000262,0.18477322590814504
ACH-000263,0.0734388057764884
ACH-000264,0.12612899125181687
ACH-000265,0.08225403514453815
ACH-000266,0.08003327956413862
ACH-000272,0.2938992860432068
ACH-000274,0.2465218648314939
ACH-000277,0.3010258613586023
ACH-000278,0.20793153348916504
ACH-000279,0.2856574205251437
ACH-000280,0.18072869143207626
ACH-000281,0.15035678022320104
ACH-000288,0.17615654809776782
ACH-000291,0.16924620698733894
ACH-000293,0.10408188285462633
ACH-000294,0.2732628758614604
ACH-000295,0.18294897433862067
ACH-000296,0.1935916497301099
ACH-000302,0.18179693935105626
ACH-000304,0.12899400856558071
ACH-000307,0.09154043846014184
ACH-000308,0.22588127976059494
ACH-000310,0.2173327596007162
ACH-000311,0.1167192549557082
ACH-000312,0.05889178265952642
ACH-000315,0.18786542025708752
ACH-000316,0.18714075363424854
ACH-000317,0.1792024764204341
ACH-000318,0.11027569329797106
ACH-000319,0.11185358887954384
ACH-000320,0.10441083051354348
ACH-000322,-0.007831504405244643
ACH-000323,0.21293226208300448
ACH-000324,0.16137534520325014
ACH-000329,0.22459640999034508
ACH-000330,0.2745497330177334
ACH-000331,0.20137004056778213
ACH-000332,0.10652313637488847
ACH-000334,0.3440295465057589
ACH-000335,-0.1138192912780881
ACH-000336,-0.02924684843450588
ACH-000337,0.08844104323343939
ACH-000338,-0.1814296872280952
ACH-000339,0.14308775579151434
ACH-000341,0.14359655880995864
ACH-000348,0.240325724018747
ACH-000350,0.2887084393348614
ACH-000352,0.10455430506505772
ACH-000356,0.09674717817817796
ACH-000361,0.1936558667891391
ACH-000362,0.2286205817051385
ACH-000363,0.11689144824198044
ACH-000364,0.05530828235534178
ACH-000365,0.1718230475274969
ACH-000366,0.2217855184721366
ACH-000368,0.095053895417144
ACH-000374,0.21274548033491647
ACH-000375,-0.006882878947859839
ACH-000376,0.2098660343170725
ACH-000381,0.03656574335336113
ACH-000383,0.12380642967538387
ACH-000387,0.31069134497361994
ACH-000389,0.4250309494052149
ACH-000390,0.2312404768125348
ACH-000393,0.08053834383062917
ACH-000395,0.2044538819949306
ACH-000396,0.025578616335247325
ACH-000397,0.2403348694834868
ACH-000401,0.18620473781175048
ACH-000402,0.4933011260194154
ACH-000403,0.23555325050950604
ACH-000404,0.2293810848818885
ACH-000406,0.27625416100188305
ACH-000407,0.19673816847887146
ACH-000408,0.12589687740830113
ACH-000410,0.2665859384082051
ACH-000411,0.3788673363011999
ACH-000414,0.11006271571571033
ACH-000415,0.2583818281059865
ACH-000416,0.11620801203475452
ACH-000420,0.34640021894519746
ACH-000421,0.2288273065455844
ACH-000424,0.01985643002896088
ACH-000425,0.14866809622947705
ACH-000426,0.2610959832202533
ACH-000427,0.18487333802786665
ACH-000433,-0.0009069129936994537
ACH-000435,0.2330509194501623
ACH-000436,0.2494258927950068
ACH-000444,0.15841602165865284
ACH-000445,0.3356437731574838
ACH-000448,0.20230358042890667
ACH-000450,0.016803777500135408
ACH-000452,0.2003086901338116
ACH-000454,-0.03533254940706842
ACH-000458,0.08287490477973826
ACH-000459,0.3568575612653501
ACH-000460,0.21076779775213028
ACH-000461,0.11749167388938254
ACH-000463,0.16757755867055696
ACH-000464,0.1278903310738491
ACH-000466,0.19577618989621404
ACH-000467,0.1972605696085306
ACH-000468,0.19843270843803829
ACH-000469,0.18131278744939466
ACH-000470,0.011281406013544524
ACH-000471,0.18620178157627712
ACH-000472,0.12835110477872028
ACH-000473,0.07398934371595603
ACH-000475,0.12321038050602025
ACH-000476,0.18327369149931594
ACH-000477,0.17006585737837615
ACH-000479,0.29967527914964004
ACH-000480,0.2472965112518688
ACH-000481,0.2971078665461313
ACH-000483,0.08076777510403277
ACH-000484,0.1591889165074324
ACH-000485,0.243228551881966
ACH-000486,0.3315545476688521
ACH-000487,0.2712373698305061
ACH-000488,0.11188070774973624
ACH-000490,0.1642128178071398
ACH-000491,0.11713156876881012
ACH-000495,0.21112926354472186
ACH-000496,0.06779106167670859
ACH-000499,0.17014346439125952
ACH-000500,-0.22816534019597198
ACH-000502,0.2038706598232284
ACH-000503,0.2670631530787994
ACH-000505,0.16746196381010428
ACH-000507,0.38117774774697866
ACH-000510,0.15382386098882894
ACH-000511,0.11995994315478692
ACH-000512,0.06937458690914906
ACH-000516,0.2159960643831456
ACH-000517,0.2322104888981564
ACH-000518,0.3143485847934549
ACH-000520,0.14699242523559514
ACH-000521,0.24539748206972195
ACH-000522,0.20944197685011548
ACH-000524,0.1844289881505479
ACH-000527,0.1677635301619093
ACH-000528,0.2650126591668784
ACH-000537,0.4001000203814963
ACH-000541,0.15761813147178216
ACH-000542,0.3185841558874677
ACH-000544,0.29605558384457764
ACH-000545,0.05573269001609316
ACH-000547,0.04083773212379674
ACH-000548,0.19259893861388602
ACH-000549,0.031802198789140326
ACH-000550,0.09264959847640314
ACH-000552,0.30294920334577463
ACH-000556,0.12602116962623247
ACH-000557,0.19562284251796805
ACH-000569,0.2236609500120036
ACH-000570,0.14102615554189366
ACH-000571,0.3364231340138829
ACH-000573,0.15566216033328253
ACH-000576,0.16847735608641687
ACH-000579,0.048693192745921314
ACH-000580,0.12945169493559494
ACH-000584,0.25832166209265345
ACH-000585,0.22472214277512947
ACH-000588,0.18886043937479305
