,PYGO2 (90780)
ACH-001211,-0.1986565764647988
ACH-001212,-0.21938954735669108
ACH-001228,-0.2028811530356789
ACH-001232,-0.1500896403721646
ACH-001239,-0.1629661162496173
ACH-001270,-0.3227925471249158
ACH-001274,-0.1099088297042214
ACH-001275,-0.2816844516433803
ACH-001277,-0.24076712577130266
ACH-001278,-0.3686520339291743
ACH-001280,0.0061836310158498295
ACH-001283,0.009694482233447776
ACH-001289,-0.08305613201444415
ACH-001300,-0.413916975891813
ACH-001301,-0.2696249801597595
ACH-001302,-0.20024944459589508
ACH-001306,-0.2179907309222724
ACH-001318,-0.14207551320445766
ACH-001322,-0.21707416003558067
ACH-001328,-0.1811191712603624
ACH-001332,-0.22827076958517234
ACH-001336,-0.11673907381221907
ACH-001346,-0.14926801583546398
ACH-001353,-0.11233035935025937
ACH-001354,-0.15834431048423234
ACH-001367,-0.2274904898512552
ACH-001368,-0.10150640535861237
ACH-001374,-0.11852223469214054
ACH-001377,-0.07598709142595096
ACH-001380,-0.27105036605985683
ACH-001391,-0.2309703615670348
ACH-001408,-0.09885760765468814
ACH-001430,-0.2548736089069121
ACH-001431,-0.11326676897225935
ACH-001450,-0.07714428447102277
ACH-001496,-0.16468411233956676
ACH-001500,-0.3164341171858136
ACH-001523,-0.2242523097328103
ACH-001532,-0.19925998447615215
ACH-001550,0.05723018815084657
ACH-001552,-0.11839542113598482
ACH-001554,-0.13055911638994158
ACH-001654,-0.03899177119660853
ACH-001735,-0.15918897475792865
ACH-001736,-0.008834739158057195
ACH-001737,-0.061117936713570034
ACH-001740,-0.214205528795834
ACH-001745,-0.18893424424046174
ACH-001765,-0.19926272933363293
