,PYGO2 (90780)
ACH-000004,-0.3280563568187915
ACH-000005,-0.17181611330932786
ACH-000007,-0.2344966283542808
ACH-000009,-0.2738407499054258
ACH-000011,-0.058371258713142464
ACH-000012,-0.11764160971704765
ACH-000013,-0.2441467784895073
ACH-000014,-0.13165796063152915
ACH-000015,-0.37415211947828064
ACH-000017,-0.08276293043811872
ACH-000018,-0.1925149687138684
ACH-000019,-0.2968277285564713
ACH-000021,-0.1429648148304765
ACH-000022,-0.15921763047947582
ACH-000025,-0.1701882755427648
ACH-000028,-0.2762309690184805
ACH-000030,-0.11368131657069384
ACH-000035,-0.12960859613311435
ACH-000036,-0.3973092138949325
ACH-000037,-0.13729533545602396
ACH-000039,-0.08203813091907462
ACH-000040,-0.286229793350094
ACH-000041,-0.1648862900832633
ACH-000042,-0.14023914805853385
ACH-000045,-0.2951332486448893
ACH-000047,-0.17678144437843016
ACH-000052,-0.25929426169851083
ACH-000053,-0.2087141991649348
ACH-000054,-0.2572265463714583
ACH-000055,-0.3694020187162351
ACH-000060,-0.0694422927497154
ACH-000067,-0.009267163438425263
ACH-000070,-0.2160626461619996
ACH-000075,-0.11676839578807055
ACH-000078,-0.1825613697614494
ACH-000082,-0.2668791995097548
ACH-000085,-0.09672489640288882
ACH-000086,-0.2830189419584653
ACH-000087,-0.2829334342902521
ACH-000092,-0.3083497881682801
ACH-000095,-0.05777448468647368
ACH-000097,-0.5519284123134954
ACH-000098,-0.2373409985708282
ACH-000099,-0.06266235960316201
ACH-000108,-0.09400134264720317
ACH-000113,-0.2959123357915524
ACH-000116,-0.1397689216533596
ACH-000118,-0.06754551152667895
ACH-000120,-0.14729594261594695
ACH-000123,-0.2568028032983833
ACH-000127,-0.19084905687121292
ACH-000128,-0.4217811287549691
ACH-000132,-0.34317877550140635
ACH-000133,-0.19007165516469274
ACH-000137,-0.06735703885158398
ACH-000138,-0.012991157464257677
ACH-000142,-0.16732901276689324
ACH-000143,-0.11892298870756353
ACH-000146,-0.1325111595934281
ACH-000148,-0.23090922050873486
ACH-000150,-0.13901180388958545
ACH-000152,-0.15659630299339947
ACH-000153,-0.24448408435537666
ACH-000159,-0.14943753431903098
ACH-000160,0.08680727506418817
ACH-000163,-0.2699879590309409
ACH-000167,0.7335651372821215
ACH-000168,-0.1836518563006684
ACH-000169,-0.3060175579797482
ACH-000178,0.1038547247872116
ACH-000183,-0.2734163340843224
ACH-000188,-0.1985214016890592
ACH-000189,-0.4522830720872208
ACH-000190,0.013302958632657305
ACH-000198,-0.2352113429389917
ACH-000203,-0.369917315677431
ACH-000204,-0.21231418966251486
ACH-000206,-0.21199263211163735
ACH-000207,-0.017983685904582717
ACH-000208,-0.021348644981065375
ACH-000210,-0.07033673174548674
ACH-000211,-0.19373712068760787
ACH-000215,-0.1917384207225032
ACH-000221,-0.33469031077392153
ACH-000222,-0.045588400962361685
ACH-000223,0.0003478077460553416
ACH-000226,-0.09134771482445726
ACH-000227,-0.09455969185002967
ACH-000228,-0.28944988579807346
ACH-000231,-0.2274711459785086
ACH-000232,-0.14978109808435766
ACH-000233,-0.3673719065133401
ACH-000234,-0.2248622057885838
ACH-000235,-0.12941880853477228
ACH-000237,-0.20261742311044095
ACH-000238,-0.15494010237128905
ACH-000242,-0.01850904202650474
ACH-000243,-0.1403321704856429
ACH-000244,-0.06579381256172917
ACH-000246,-0.368523977791602
ACH-000248,-0.05971510315916932
ACH-000250,-0.19795272679213588
ACH-000251,-0.1548838913906295
ACH-000252,-0.13004132673363689
ACH-000253,-0.18742344532816496
ACH-000255,-0.23018015511978
ACH-000256,-0.3020326488810641
ACH-000257,-0.1949430001052668
ACH-000258,-0.10121594956455447
ACH-000259,-0.2668741803377869
ACH-000260,-0.21505064098265494
ACH-000261,-0.07660305537198156
ACH-000262,0.0019905297918188366
ACH-000263,-0.14442099828262656
ACH-000264,-0.2063589958613204
ACH-000265,-0.16836900375662184
ACH-000266,-0.10403328698507644
ACH-000272,-0.21597131755510168
ACH-000274,-0.029048616173357918
ACH-000277,-0.11908803090097272
ACH-000278,-0.19290649122591594
ACH-000279,-0.12162519655424155
ACH-000280,0.02518683447817361
ACH-000281,-0.07365979601195025
ACH-000288,-0.15128373153281433
ACH-000291,-0.0433739321202762
ACH-000293,0.007371165013987003
ACH-000294,-0.16574148566110844
ACH-000295,-0.023248727619354485
ACH-000296,-0.2404030873701787
ACH-000302,-0.08418397317891832
ACH-000304,-0.2337092272123657
ACH-000307,0.03811693319372865
ACH-000308,-0.2410910609579348
ACH-000310,-0.10186329992703687
ACH-000311,-0.11245127832813644
ACH-000312,-0.1910761067214903
ACH-000315,-0.16522532840153334
ACH-000316,-0.15299392006964027
ACH-000317,-0.1329327966220361
ACH-000318,-0.15738900889257834
ACH-000319,-0.24229041103045526
ACH-000320,-0.14746768386890793
ACH-000322,-0.06670151064381571
ACH-000323,-0.24687895920288044
ACH-000324,-0.20091381008276735
ACH-000329,-0.058579555916878585
ACH-000330,-0.15312396139775228
ACH-000331,-0.22591960498571195
ACH-000332,-0.1994849720725202
ACH-000334,-0.10970567471688136
ACH-000335,-0.09174159364963508
ACH-000336,-0.4374270582817151
ACH-000337,-0.3055647857022552
ACH-000338,-0.6624675760278803
ACH-000339,-0.10893269990785737
ACH-000341,-0.30029480941501124
ACH-000348,-0.07344564603224331
ACH-000350,-0.2945352571732635
ACH-000352,-0.1661837505867644
ACH-000356,-0.2965938202382305
ACH-000361,0.03220991685295628
ACH-000362,-0.0996393758805039
ACH-000363,-0.005707396669152115
ACH-000364,-0.19059008001291775
ACH-000365,-0.2595167135942539
ACH-000366,-0.2837959548251033
ACH-000368,0.03821393893082037
ACH-000374,-0.1532458371230042
ACH-000375,-0.19273473172209687
ACH-000376,-0.24839067562136535
ACH-000381,-0.38953145011603335
ACH-000383,-0.2071462922198374
ACH-000387,-0.12849341428010255
ACH-000389,-0.3637780299739535
ACH-000390,-0.21637633286078636
ACH-000393,-0.09569162738930276
ACH-000395,-0.14441907072206445
ACH-000396,-0.34384542309119864
ACH-000397,-0.14638939514656665
ACH-000401,-0.3454367418121317
ACH-000402,0.02077598394954689
ACH-000403,-0.2425956428544455
ACH-000404,-0.15184417427191074
ACH-000406,-0.23620230145129706
ACH-000407,-0.2442273647068823
ACH-000408,0.0880395705638464
ACH-000410,-0.3888225880986159
ACH-000411,0.07530509298295279
ACH-000414,-0.1595437874097504
ACH-000415,-0.21365294622015374
ACH-000416,-0.16866954083455268
ACH-000420,-0.3117453541084018
ACH-000421,-0.11230100161000676
ACH-000424,0.005136659159199145
ACH-000425,-0.16778259195237016
ACH-000426,-0.008509570425024518
ACH-000427,-0.10521249033248244
ACH-000433,-0.3815054472501615
ACH-000435,-0.31572532426845795
ACH-000436,-0.22341143983207135
ACH-000444,-0.10203461647724893
ACH-000445,-0.027095057386429054
ACH-000448,-0.09925085991474493
ACH-000450,0.06304429359559642
ACH-000452,-0.12266988516068802
ACH-000454,-0.2577610694483528
ACH-000458,-0.10274746894500698
ACH-000459,0.1057596043895498
ACH-000460,-0.3230897420210947
ACH-000461,-0.10238769924638956
ACH-000463,-0.2357422872971404
ACH-000464,-0.16392002604711636
ACH-000466,-0.1753372435205946
ACH-000467,-0.034813945465180275
ACH-000468,-0.21747060219185255
ACH-000469,-0.017363317395330022
ACH-000470,-0.0632791252723158
ACH-000471,-0.15665840294283262
ACH-000472,-0.07071205019296799
ACH-000473,-0.13451590319537418
ACH-000475,-0.32581443761866635
ACH-000476,-0.2519909977664543
ACH-000477,-0.044580750678482016
ACH-000479,-0.3680187629443264
ACH-000480,-0.12300681956906112
ACH-000481,-0.21082296007210424
ACH-000483,-0.04770874961459852
ACH-000484,-0.3932491225047461
ACH-000485,-0.06771715847025402
ACH-000486,-0.12957018873833046
ACH-000487,-0.05564384993654778
ACH-000488,-0.011694244432710398
ACH-000490,-0.27546140949575953
ACH-000491,-0.2123560666758849
ACH-000495,-0.4002041994366459
ACH-000496,-0.11279897760188758
ACH-000499,-0.12966399408845478
ACH-000500,-0.4559423708006767
ACH-000502,-0.14024477494936727
ACH-000503,-0.1276645023984856
ACH-000505,-0.17864948665846864
ACH-000507,-0.1190574613923705
ACH-000510,-0.2910198641130055
ACH-000511,-0.13394698064669364
ACH-000512,-0.2504091293226501
ACH-000516,-0.186216297547332
ACH-000517,-0.14315219098514845
ACH-000518,-0.2034780847916051
ACH-000520,-0.0009049604319687981
ACH-000521,-0.14898796018932575
ACH-000522,-0.17896633163070227
ACH-000524,-0.10768139048831664
ACH-000527,-0.14934113916318342
ACH-000528,-0.07837626130712351
ACH-000537,-0.09574078673612706
ACH-000541,-0.32220124030840275
ACH-000542,-0.2369780858451131
ACH-000544,-0.17489848780175474
ACH-000545,-0.0063855181132638295
ACH-000547,0.05602302640320489
ACH-000548,-0.2575024458388742
ACH-000549,0.048565784002536895
ACH-000550,-0.09568673644474204
ACH-000552,0.06321148039739558
ACH-000556,-0.08618652835350607
ACH-000557,-0.23417111560899898
ACH-000569,-0.4800457101569773
ACH-000570,-0.15570609131473445
ACH-000571,-0.1511990677807843
ACH-000573,0.062319858494762084
ACH-000576,-0.27517255078287445
ACH-000579,-0.21770804534342816
ACH-000580,-0.17245869456069046
ACH-000584,-0.3337844892248054
ACH-000585,0.043233345276884334
ACH-000588,-0.30995868031692564
ACH-000589,0.022715649380275482
ACH-000591,0.1464975914656801
ACH-000593,-0.1804089517702985
ACH-000600,-0.1901623829130231
ACH-000601,-0.3257868968529585
ACH-000605,-0.20791522488130607
ACH-000606,-0.1926856277339555
ACH-000608,-0.041688112093928295
ACH-000614,-0.1379285330045861
ACH-000616,-0.20687562369858767
ACH-000618,-0.0651140211935557
ACH-000619,-0.19950118870360872
ACH-000620,-0.27014105914760245
ACH-000621,-0.016523810363767003
ACH-000622,-0.3274546409915937
ACH-000623,-0.09216388733709747
ACH-000624,-0.09499951948399396
ACH-000627,-0.13302074614855788
ACH-000630,-0.1919665956206681
ACH-000631,-0.6671333871429675
ACH-000632,-0.14813906174536715
ACH-000633,-0.0868406261988941
ACH-000637,-0.2716037049251532
ACH-000638,-0.18867986327689434
ACH-000646,-0.3123646479734606
ACH-000647,-0.22624879300022654
ACH-000648,-0.1816633318530936
ACH-000649,-0.1742804130963555
ACH-000651,-0.2776787521720692
ACH-000652,-0.3273587672078798
ACH-000653,-0.2460793019086471
ACH-000657,-0.2418122051808344
ACH-000658,-0.32336547454777664
ACH-000661,-0.10245127045278188
ACH-000662,-0.4389476876442341
ACH-000663,-0.06443288903009406
ACH-000665,-0.2985024620570571
ACH-000671,-0.059474198279273076
ACH-000672,0.07264962352886814
ACH-000673,-0.031011597333467394
ACH-000676,-0.19188986470844724
ACH-000677,-0.26702018605632505
ACH-000681,-0.17178139115884244
ACH-000683,-0.4165707043177119
ACH-000684,-0.25384082226130106
ACH-000688,-0.13766080396025412
ACH-000693,-0.18204630881837106
ACH-000694,-0.10822716747722386
ACH-000695,-0.03895638294142996
ACH-000696,-0.09028941037250586
ACH-000697,-0.1327351933241781
ACH-000699,-0.04364465516131432
ACH-000701,-0.09710120086278316
ACH-000706,-0.1468302002212535
ACH-000711,-0.22328444419319807
ACH-000713,-0.4200752792493783
ACH-000714,-0.17978631975918075
ACH-000718,-0.12668231311272682
ACH-000720,-0.14575874030244193
ACH-000721,-0.3667029349101866
ACH-000724,0.10435791270885053
ACH-000725,-0.341381820013692
ACH-000732,-0.10411263656338857
ACH-000734,-0.2992912214997729
ACH-000735,-0.10293398170412704
ACH-000736,-0.4729086053776593
ACH-000738,-0.12105302214949296
ACH-000746,-0.04813950377475154
ACH-000747,-0.2996014626681657
ACH-000748,-0.2498329975720777
ACH-000753,-0.203176947644484
ACH-000756,-0.18072582566496967
ACH-000757,-0.26456707543907343
ACH-000758,-0.2552309888806544
ACH-000760,-0.06495345829722939
ACH-000762,-0.1787381014894316
ACH-000763,-0.1355995504021197
ACH-000764,-0.10279751703034888
ACH-000765,-0.34519753563947125
ACH-000766,-0.23656561326595324
ACH-000767,-0.4259918073667649
ACH-000768,-0.19855600200789988
ACH-000769,-0.21194567283393456
ACH-000770,-0.0913189069157436
ACH-000771,-0.08273751666841098
ACH-000773,-0.3675489712244657
ACH-000776,-0.13727253110263699
ACH-000777,-0.10218517461718378
ACH-000778,-0.16687199266131694
ACH-000781,-0.15184972651203318
ACH-000782,-0.1114424122017824
ACH-000783,-0.2353033163891429
ACH-000784,-0.15071053486046096
ACH-000785,-0.1658149802616795
ACH-000787,-0.05241462951042626
ACH-000788,-0.1992241402017425
ACH-000791,-0.13825387559633492
ACH-000792,-0.1672947254387159
ACH-000794,-0.040619731582618224
ACH-000796,-0.171734894757432
ACH-000798,-0.1404857235800239
ACH-000799,-0.005108854005476235
ACH-000800,-0.2667520021289275
ACH-000802,-0.2903851932505632
ACH-000804,-0.34140717752734234
ACH-000805,-0.1984765263197011
ACH-000809,-0.036868899258039774
ACH-000810,-0.08298262411602217
ACH-000811,-0.12002723621235148
ACH-000817,-0.3079429090879301
ACH-000819,-0.4258580702002565
ACH-000820,0.15466718441295735
ACH-000821,-0.2911525142517365
ACH-000822,-0.2557725541335061
ACH-000823,-0.046859784495860035
ACH-000824,-0.3043783899434924
ACH-000827,-0.26348361347344296
ACH-000829,-0.18014956384612707
ACH-000831,-0.11077498387668107
ACH-000832,-0.04399070898162888
ACH-000833,-0.02585945686930135
ACH-000834,-0.18314514214489472
ACH-000835,-0.08176505251105097
ACH-000836,0.044783238222187965
ACH-000837,-0.0803862622573595
ACH-000838,-0.4036385087652905
ACH-000839,0.007138313324041442
ACH-000840,-0.16493449145572073
ACH-000841,-0.05520145317736818
ACH-000843,-0.3331893340470434
ACH-000846,-0.2363459117402181
ACH-000847,-0.22003517860362087
ACH-000848,-0.29709361602970313
ACH-000849,-0.07663064955664255
ACH-000851,-0.3844716969480975
ACH-000855,-0.2011439802024545
ACH-000856,-0.0620347332260728
ACH-000858,-0.0927497192743498
ACH-000859,-0.2647749136615123
ACH-000861,-0.15765168073808924
ACH-000862,-0.14367563774268746
ACH-000865,-0.14927136384928294
ACH-000866,-0.14793949046751045
ACH-000867,-0.17723271742494412
ACH-000869,-0.2529691200120411
ACH-000872,-0.13701900003028092
ACH-000873,-0.16427923638218012
ACH-000876,-0.16556919882914609
ACH-000878,-0.217670459579244
ACH-000880,-0.16013782972072402
ACH-000881,-0.12177796304701888
ACH-000882,-0.2242105450337328
ACH-000884,-0.01123655495959679
ACH-000885,-0.06113651630710607
ACH-000887,-0.08176380151901963
ACH-000889,-0.2594148925793968
ACH-000896,-0.2597119223013224
ACH-000898,-0.007573884306303068
ACH-000900,-0.2449324695030616
ACH-000901,-0.2300107772167708
ACH-000905,-0.2300889512213123
ACH-000906,-0.02579563099001292
ACH-000907,-0.23045245988927096
ACH-000910,0.017150323676131604
ACH-000911,-0.026905855688016945
ACH-000912,-0.09782177317954008
ACH-000913,-0.1481664794135506
ACH-000915,-0.1107955140679903
ACH-000916,-0.2520719170205824
ACH-000917,-0.31633745299212546
ACH-000920,-0.2913287040161913
ACH-000921,-0.10886310333645127
ACH-000924,-0.27147823394210074
ACH-000926,-0.14182473280927488
ACH-000928,-0.14838884371229338
ACH-000929,-0.11528548013515702
ACH-000932,-0.2613260510833904
ACH-000935,0.029909116516594832
ACH-000936,-0.26857995414100233
ACH-000937,-0.0833915915969139
ACH-000938,-0.29923732461319485
ACH-000939,0.16692858650275338
ACH-000941,-0.16590648457026574
ACH-000943,-0.17015423361308876
ACH-000946,-0.2572772363508989
ACH-000947,-0.2944707220518505
ACH-000948,-0.19132548116884732
ACH-000950,-0.2271734622741599
ACH-000953,-0.2495218782269799
ACH-000954,-0.09747921591064757
ACH-000957,0.12381226718472975
ACH-000958,-0.33550975826301244
ACH-000960,-0.15297609518491806
ACH-000963,-0.14594811227473445
ACH-000968,-0.06411019866360454
ACH-000969,-0.16077415120198366
ACH-000972,-0.283164040421891
ACH-000973,-0.0666446118759601
ACH-000974,-0.2710785337478052
ACH-000978,-0.12978818927188132
ACH-000984,-0.4300574834511661
ACH-000986,0.047466357578051135
ACH-000988,-0.18513494847741574
ACH-000993,-0.13175702386142754
ACH-000994,-0.02964409480950792
ACH-000996,-0.2715726625355016
ACH-001001,-0.13721262249268504
ACH-001020,0.026073618489433608
ACH-001028,-0.3757742431289179
ACH-001031,-0.1331657767624524
ACH-001038,-0.1805982558672196
ACH-001048,-0.03283201890628342
ACH-001050,-0.16014773914297073
ACH-001053,-0.13155100255101018
ACH-001054,-0.15570533086388902
ACH-001061,-0.1760687936176145
ACH-001067,-0.2695197967920208
ACH-001075,-0.02856185747293025
ACH-001096,-0.12756003427893728
ACH-001111,-0.5680045257817785
ACH-001119,0.03353833453863578
ACH-001128,0.5697689512844842
ACH-001134,-0.22379620198805347
ACH-001151,-0.10033955033585504
ACH-001163,-0.38635185691601387
ACH-001164,-0.2565323367644434
ACH-001183,-0.13815076283683442
ACH-001192,-0.3545655676300912
ACH-001193,-0.15631936036806673
ACH-001196,-0.010260629871362646
ACH-001197,-0.4200628784042518
ACH-001205,-0.08821408426786732
