,TULP1 (7287)
ACH-000004,-0.4650576705282022
ACH-000005,-0.7505621048553773
ACH-000007,-0.2219708452931887
ACH-000009,-0.3262594885134571
ACH-000011,-0.2787107533361666
ACH-000012,-0.3749067009927245
ACH-000013,-0.4809833372220483
ACH-000014,-0.4076725852383154
ACH-000015,-0.3358880160461671
ACH-000017,-0.4560439488172069
ACH-000018,-0.2100920003612248
ACH-000019,-0.30661748496296803
ACH-000021,-0.33502242284455164
ACH-000022,-0.17897187500210648
ACH-000025,-0.2103385248720044
ACH-000028,-0.29568607486969034
ACH-000030,-0.34021897527247497
ACH-000035,-0.3450642787350995
ACH-000036,-0.28349822316865303
ACH-000037,-0.19195720442743894
ACH-000039,-0.3112006427306721
ACH-000040,-0.29870108344978546
ACH-000041,-0.2026182578994772
ACH-000042,-0.31068408484973914
ACH-000045,-0.36620949872365655
ACH-000047,-0.4859095409875035
ACH-000052,-0.6741078067996964
ACH-000053,-0.2772722821790657
ACH-000054,-0.3469639712453033
ACH-000055,-0.2559405137729667
ACH-000060,-0.4821660522160517
ACH-000067,-0.35860262549149485
ACH-000070,-0.3079277784803132
ACH-000075,-0.4976579203702429
ACH-000078,-0.3215464793584573
ACH-000082,-0.4415633570504564
ACH-000085,-0.29494682575202263
ACH-000086,-0.26171158069133355
ACH-000087,-0.6853204503495192
ACH-000092,-0.3583216538356147
ACH-000095,-0.23155204439662075
ACH-000097,-0.2863468413865369
ACH-000098,-0.28758477436886754
ACH-000099,-0.3394843662125441
ACH-000108,-0.3642321262582891
ACH-000113,-0.4626083807060812
ACH-000116,-0.3709546932768972
ACH-000118,-0.2651480512890473
ACH-000120,-0.5147563966981586
ACH-000123,-0.35741306118115823
ACH-000127,-0.27930549830832146
ACH-000128,-0.4928302249416859
ACH-000132,-0.2553899677998725
ACH-000133,-0.4130526375721338
ACH-000137,-0.3002572142104021
ACH-000138,-0.3494550937183292
ACH-000142,-0.4585024499887669
ACH-000143,-0.26484351909085063
ACH-000146,-0.3185003377815793
ACH-000148,-0.2006130829060196
ACH-000150,-0.3337044298971581
ACH-000152,-0.29769346262316937
ACH-000153,-0.12967935286557078
ACH-000159,-0.3263142893816988
ACH-000160,-0.33819455761503897
ACH-000163,-0.40420226262685405
ACH-000167,-0.34118427854608896
ACH-000168,-0.3672010509217185
ACH-000169,-0.3866833328572029
ACH-000178,-0.3696405538387987
ACH-000183,-0.4063274199189933
ACH-000188,-0.4943848097703678
ACH-000189,-0.2713009598960513
ACH-000190,-0.6607388464229291
ACH-000198,-0.34819651957467057
ACH-000203,-0.20961670449247535
ACH-000204,-0.32056482547820464
ACH-000206,-0.1065317088409064
ACH-000207,-0.6087313859793161
ACH-000208,-0.538515657667261
ACH-000210,-0.2162146957613149
ACH-000211,-0.3494302146155847
ACH-000215,-0.36785852900262
ACH-000221,-0.4523913033964229
ACH-000222,-0.5856865162678048
ACH-000223,-0.3629155515664063
ACH-000226,-0.3947333883352237
ACH-000227,-0.3000663380377865
ACH-000228,-0.3720079256571919
ACH-000231,-0.4517508284505313
ACH-000232,-0.32727142812446464
ACH-000233,-0.26750364509789143
ACH-000234,-0.3710109884601421
ACH-000235,-0.27768730878568626
ACH-000237,-0.3419195442270995
ACH-000238,-0.16902890969190265
ACH-000242,-0.0927563117340799
ACH-000243,-0.2791125919398218
ACH-000244,-0.4505727133334526
ACH-000246,-0.4483194780678513
ACH-000248,-0.15162778979722924
ACH-000250,-0.3393879432610193
ACH-000251,-0.20407657729292106
ACH-000252,-0.7846282490644875
ACH-000253,-0.2557740091081076
ACH-000255,-0.24150774466096755
ACH-000256,-0.2554032924120497
ACH-000257,-0.3120681551012654
ACH-000258,-0.2826651621550173
ACH-000259,-0.4116645419954653
ACH-000260,-0.35146526763523844
ACH-000261,-0.3189401885536656
ACH-000262,-0.15005507197844156
ACH-000263,-0.6060827119577245
ACH-000264,-0.3852908257479659
ACH-000265,-0.3200110456464011
ACH-000266,-0.2937697655053431
ACH-000272,-0.3116963641016398
ACH-000274,-0.321132455742744
ACH-000277,-0.2962988013906915
ACH-000278,-0.1489412823551062
ACH-000279,-0.19187843672758373
ACH-000280,-0.3412552757638771
ACH-000281,-0.4307298623685485
ACH-000288,-0.30290631920246663
ACH-000291,-0.43330105842735
ACH-000293,-0.4558472953042358
ACH-000294,-0.1360974249109297
ACH-000295,-0.5231352668299375
ACH-000296,-0.17497692919771102
ACH-000302,-0.3808428285699161
ACH-000304,-0.18648291837828151
ACH-000307,-0.2732896897918977
ACH-000308,-0.31284250281261705
ACH-000310,-0.20722821454613616
ACH-000311,-0.2376251053419992
ACH-000312,-0.3202585233256638
ACH-000315,-0.5022872072094408
ACH-000316,-0.4095299271775206
ACH-000317,-0.31273972410862183
ACH-000318,-0.23027283537756896
ACH-000319,-0.3230991517125337
ACH-000320,-0.36401654781979453
ACH-000322,-0.1393323483439296
ACH-000323,-0.2492441233144697
ACH-000324,-0.3804667554903616
ACH-000329,-0.2928379824545754
ACH-000330,-0.3104497021414471
ACH-000331,-0.20782986645574467
ACH-000332,-0.31561122378303585
ACH-000334,0.15042595329350597
ACH-000335,-0.2887119557514215
ACH-000336,-0.17176416817128015
ACH-000337,-0.2564317970826128
ACH-000338,0.039806390957287316
ACH-000339,-0.3200577140150078
ACH-000341,-0.2821342335647268
ACH-000348,-0.2630603760273335
ACH-000350,-0.2801725384585059
ACH-000352,-0.3902879402286237
ACH-000356,-0.4296129096953092
ACH-000361,-0.3298577314844158
ACH-000362,-0.398125477299695
ACH-000363,-0.21991405678701706
ACH-000364,-0.532739737444681
ACH-000365,-0.3743809718209926
ACH-000366,-0.28946529466109355
ACH-000368,-0.3574089293662557
ACH-000374,-0.6231037972055257
ACH-000375,-0.19152047879082013
ACH-000376,-0.2463529766418213
ACH-000381,-0.4650099438886987
ACH-000383,-0.2447682539647695
ACH-000387,-0.34552749988754383
ACH-000389,-0.294754675615236
ACH-000390,-0.5301679517191755
ACH-000393,-0.4315851469500329
ACH-000395,-0.5072596267598737
ACH-000396,-0.07743903442802738
ACH-000397,-0.3056493841415486
ACH-000401,-0.202130553362882
ACH-000402,0.10526768172034334
ACH-000403,-0.21388186251623748
ACH-000404,-0.2761264779301413
ACH-000406,-0.06322543196905824
ACH-000407,-0.4303030519895047
ACH-000408,-0.4010958022916104
ACH-000410,-0.21866730359952294
ACH-000411,-0.3049661334254863
ACH-000414,-0.42510297203544456
ACH-000415,-0.4423782463545603
ACH-000416,-0.1987076216946244
ACH-000420,-0.2096164944230601
ACH-000421,-0.20575103932682573
ACH-000424,-0.20330395683216013
ACH-000425,-0.35021749057807017
ACH-000426,-0.3806948478081025
ACH-000427,-0.17098643768522673
ACH-000433,-0.5762273938825146
ACH-000435,-0.09757168393066364
ACH-000436,-0.42855226322365103
ACH-000444,-0.3991407199327624
ACH-000445,-0.3237429061688387
ACH-000448,-0.27279912739581913
ACH-000450,-0.2255115045652741
ACH-000452,-0.38243720596030384
ACH-000454,-0.4959616230369477
ACH-000458,-0.15198734597491326
ACH-000459,-0.2462789175828454
ACH-000460,-0.3216358102277047
ACH-000461,-0.19982645907034727
ACH-000463,-0.3766679232855159
ACH-000464,-0.4207537601469253
ACH-000466,-0.4792342502579001
ACH-000467,-0.31524300998268245
ACH-000468,-0.4320255676024757
ACH-000469,-0.24843683491826365
ACH-000470,-0.327803381273282
ACH-000471,-0.2847944943473573
ACH-000472,-0.4111315746398748
ACH-000473,-0.14921085630030467
ACH-000475,-0.21248135951016894
ACH-000476,-0.5041255903065791
ACH-000477,-0.2632153638259923
ACH-000479,-0.3488890973207114
ACH-000480,-0.3474244956848237
ACH-000481,-0.20314221822260947
ACH-000483,-0.37708803997852935
ACH-000484,-0.23751063141299755
ACH-000485,-0.1107003520509046
ACH-000486,-0.4010677318200569
ACH-000487,-0.21636145904970164
ACH-000488,-0.3820179575510567
ACH-000490,-0.4142800485712111
ACH-000491,-0.5003914014835809
ACH-000495,-0.3560472593811626
ACH-000496,-0.2678093344854932
ACH-000499,-0.21497295848964385
ACH-000500,-0.9492736073803156
ACH-000502,-0.3764825848657896
ACH-000503,-0.5242872001313766
ACH-000505,-0.3510448459387761
ACH-000507,-0.216569348378144
ACH-000510,-0.3666531235318977
ACH-000511,-0.1902570298764852
ACH-000512,-0.4193877523863566
ACH-000516,-0.30841142761557594
ACH-000517,-0.4031950937287949
ACH-000518,-0.40811199164879824
ACH-000520,-0.3530324253280899
ACH-000521,-0.3962654531219862
ACH-000522,-0.30688178817385625
ACH-000524,-0.4795563090764374
ACH-000527,-0.30914484414917753
ACH-000528,-0.3617597126085901
ACH-000537,-0.1181727265669342
ACH-000541,-0.2913568230826252
ACH-000542,-0.20976793297764065
ACH-000544,-0.3220639284503638
ACH-000545,-0.4192991728641721
ACH-000547,-0.3753686832991932
ACH-000548,-0.3299689722423877
ACH-000549,-0.4526407471059107
ACH-000550,-0.4267773163533771
ACH-000552,-0.21940161576452824
ACH-000556,-0.2943428260176577
ACH-000557,-0.3892937188410489
ACH-000569,-0.3999204494808632
ACH-000570,-0.14097503100928602
ACH-000571,-0.2718530048032917
ACH-000573,-0.2406676983651841
ACH-000576,-0.2735820447394998
ACH-000579,-0.2745209132132422
ACH-000580,-0.2225849918778255
ACH-000584,-0.29466729953782744
ACH-000585,-0.2800405990614264
ACH-000588,-0.2374578150811659
ACH-000589,-0.3432159954143149
ACH-000591,-0.5291676484356285
ACH-000593,-0.29484624897329004
ACH-000600,-0.457602759623329
ACH-000601,-0.288082048449477
ACH-000605,-0.40248139403094507
ACH-000606,-0.3465975864584035
ACH-000608,-0.35312429768998793
ACH-000614,-0.1274650719072178
ACH-000616,-0.11745435513266925
ACH-000618,-0.4138436570931751
ACH-000619,-0.4726579156115699
ACH-000620,-0.3261582034671927
ACH-000621,-0.4183705990106494
ACH-000622,-0.2782687464855305
ACH-000623,-0.3089900083720791
ACH-000624,-0.3838251446833685
ACH-000627,-0.4195392717269468
ACH-000630,-0.3688458177657941
ACH-000631,-0.3852105266748095
ACH-000632,-0.32059157152876444
ACH-000633,-0.20319879695428744
ACH-000637,-0.3729936847973269
ACH-000638,-0.37447794631237935
ACH-000646,-0.22121789235840644
ACH-000647,-0.35957614656388903
ACH-000648,-0.33234896932729163
ACH-000649,-0.3284567205792352
ACH-000651,-0.3585004974101409
ACH-000652,-0.33781460272649383
ACH-000653,-0.2352101845864424
ACH-000657,-0.2951098688744763
ACH-000658,-0.3260340262707305
ACH-000661,-0.33821883415359794
ACH-000662,-0.3909438532271235
ACH-000663,-0.3121800228109014
ACH-000665,-0.4163818724062875
ACH-000671,-0.4295371351489033
ACH-000672,-0.4578236942997648
ACH-000673,-0.38539684937752267
ACH-000676,-0.3684320476169993
ACH-000677,-0.3263213013402869
ACH-000681,-0.4417334775266823
ACH-000683,-0.4317195210200699
ACH-000684,-0.2719328904542646
ACH-000688,-0.2829280182210526
ACH-000693,-0.2860763876551821
ACH-000694,-0.345810602892091
ACH-000695,-0.241234872317244
ACH-000696,-0.3135741683501919
ACH-000697,-0.499865531357423
ACH-000699,-0.2629166616981953
ACH-000701,-0.31940825255069305
ACH-000706,-0.2914858808752757
ACH-000711,-0.3985733470402606
ACH-000713,-0.19205040500869194
ACH-000714,-0.3056889995501998
ACH-000718,-0.3331226376621669
ACH-000720,-0.3628988987188741
ACH-000721,-0.35177167388135244
ACH-000724,-0.1922733124424591
ACH-000725,-0.4007566804769079
ACH-000732,-0.5579910427314683
ACH-000734,-0.2838787375447979
ACH-000735,-0.3693622838265185
ACH-000736,-0.3905872807629359
ACH-000738,-0.29085905550300123
ACH-000746,-0.2508861222961882
ACH-000747,-0.36668625305483793
ACH-000748,-0.4058045214857274
ACH-000753,-0.2864701372010535
ACH-000756,-0.5117561638078092
ACH-000757,-0.2788832430669861
ACH-000758,-0.3218043140391975
ACH-000760,-0.3226922282404899
ACH-000762,-0.4261370273776141
ACH-000763,-0.3238444312834889
ACH-000764,-0.526766105391021
ACH-000765,-0.2734001640202913
ACH-000766,-0.3622716513529337
ACH-000767,-0.5725838152636001
ACH-000768,-0.3709237832137933
ACH-000769,-0.17489529985191074
ACH-000770,-0.3315170281648993
ACH-000771,-0.3551552442923209
ACH-000773,-0.3165418367406768
ACH-000776,-0.21385428998543432
ACH-000777,-0.18395987839253236
ACH-000778,-0.2871492713770264
ACH-000781,-0.4513227292296523
ACH-000782,-0.3280737858725096
ACH-000783,-0.44976463943412825
ACH-000784,-0.40182179035506205
ACH-000785,-0.2455039709249255
ACH-000787,-0.30005192463894803
ACH-000788,-0.3274407103921524
ACH-000791,-0.3928813210207432
ACH-000792,-0.2653682107839587
ACH-000794,-0.4769578958573775
ACH-000796,-0.2981655630838776
ACH-000798,-0.5255801371921818
ACH-000799,-0.166250996649013
ACH-000800,-0.4574866917450161
ACH-000802,-0.26486013105174583
ACH-000804,-0.3047554589785729
ACH-000805,-0.3255437732829611
ACH-000809,-0.3231012523293809
ACH-000810,-0.5879897597162831
ACH-000811,-0.2394875436760948
ACH-000817,-0.20329131263715128
ACH-000819,-0.11741075183700425
ACH-000820,-0.3160673546397254
ACH-000821,-0.1915394949608641
ACH-000822,-0.3535202776557087
ACH-000823,-0.2610478521427412
ACH-000824,-0.30451479291677075
ACH-000827,-0.3071163380041326
ACH-000829,-0.18179709176213948
ACH-000831,-0.2112931081032459
ACH-000832,-0.17038886336562692
ACH-000833,-0.5229020488916231
ACH-000834,-0.3288723359636172
ACH-000835,-0.3539004288291694
ACH-000836,-0.4344895687938169
ACH-000837,-0.3825385997908503
ACH-000838,-0.27341871948661306
ACH-000839,-0.458403382756079
ACH-000840,-0.3107642262798477
ACH-000841,-0.21445712646247628
ACH-000843,-0.374887620550816
ACH-000846,-0.3903283947620974
ACH-000847,-0.28453058406351944
ACH-000848,-0.4255201428114277
ACH-000849,-0.3515794714034639
ACH-000851,-0.4039031868650459
ACH-000855,-0.1302179529398894
ACH-000856,-0.4127010543734976
ACH-000858,-0.4730855791788357
ACH-000859,-0.32511053108240523
ACH-000861,-0.3378124492276601
ACH-000862,-0.4615507433809353
ACH-000865,-0.35488565849765713
ACH-000866,-0.16601291732570328
ACH-000867,-0.3102446192187585
ACH-000869,-0.4290885493374592
ACH-000872,-0.1892952779998204
ACH-000873,-0.38962769848781903
ACH-000876,-0.4618009903158654
ACH-000878,-0.2583021230652348
ACH-000880,-0.09771617057268983
ACH-000881,-0.232119363236502
ACH-000882,-0.3276240929670929
ACH-000884,-0.3032636691567159
ACH-000885,-0.3179982488672987
ACH-000887,-0.2578926801735788
ACH-000889,-0.2657326049959852
ACH-000896,-0.32364226547304903
ACH-000898,-0.2566104056575366
ACH-000900,-0.2534625902272613
ACH-000901,-0.2364213292101733
ACH-000905,-0.3835367830522352
ACH-000906,-0.25117223365973457
ACH-000907,-0.4687991479752917
ACH-000910,-0.3040858767686105
ACH-000911,-0.3447166838503589
ACH-000912,-0.27042298884608484
ACH-000913,-0.37242030504877055
ACH-000915,-0.3643818908345564
ACH-000916,0.17575242305406322
ACH-000917,-0.29290458169364736
ACH-000920,-0.41672571581334666
ACH-000921,-0.3824000777214348
ACH-000924,-0.321941529507336
ACH-000926,-0.3899931510095985
ACH-000928,-0.6274445303497109
ACH-000929,-0.4277012543655024
ACH-000932,-0.3169752034962631
ACH-000935,-0.2260263364197713
ACH-000936,-0.4445298753696226
ACH-000937,-0.3301815231879531
ACH-000938,-0.38312287979220977
ACH-000939,-0.4504396136816092
ACH-000941,-0.4060157850214403
ACH-000943,-0.3570703882430315
ACH-000946,-0.4279734572668737
ACH-000947,-0.2980080564879746
ACH-000948,-0.2669032801407336
ACH-000950,-0.44690475231289656
ACH-000953,-0.3717720036419317
ACH-000954,-0.4943444793179076
ACH-000957,-0.3629318253729799
ACH-000958,-0.207905927032998
ACH-000960,-0.2902860390266513
ACH-000963,-0.34224912863264595
ACH-000968,-0.2750217240310537
ACH-000969,-0.24476656451283146
ACH-000972,-0.2355827034041782
ACH-000973,-0.2348707285701145
ACH-000974,-0.21562182101124971
ACH-000978,-0.2738988142381381
ACH-000984,-0.3198272607672823
ACH-000986,-0.3053248731500701
ACH-000988,-0.4307085803106581
ACH-000993,-0.3245114321729737
ACH-000994,-0.25072486995362586
ACH-000996,-0.22812838217006376
ACH-001001,-0.4064224755204876
ACH-001020,-0.5248938504975835
ACH-001028,-0.3783797749697734
ACH-001031,-0.2643368603098475
ACH-001038,-0.345345146708236
ACH-001048,-0.2270679632076301
ACH-001050,-0.277167580518398
ACH-001053,-0.5778981084240399
ACH-001054,-0.31373878350967505
ACH-001061,-0.2686645485842937
ACH-001067,-0.5038460813536944
ACH-001075,-0.3221336469250484
ACH-001096,-0.3923794519223506
ACH-001111,-0.32497555601807976
ACH-001119,-0.3621249637735864
ACH-001128,-0.2792777723762048
ACH-001134,-0.3233455090144645
ACH-001151,-0.2875852951198294
ACH-001163,-0.4815716797257617
ACH-001164,-0.5416327809399686
ACH-001183,-0.478100364176367
ACH-001192,-0.3884601751613084
ACH-001193,-0.4331897084536892
ACH-001196,-0.16025984123724193
ACH-001197,-0.2974215499714412
ACH-001205,-0.3192712426234471
ACH-001211,-0.21023016842167505
ACH-001212,-0.5374078985119829
ACH-001228,-0.435380882891888
ACH-001232,-0.11761127054790994
ACH-001239,-0.2248730384099393
ACH-001270,0.14158368993746848
ACH-001274,-0.2161008760174434
ACH-001275,-0.4074503152122696
ACH-001277,-0.3930386960722885
ACH-001278,-0.3033660695268644
ACH-001280,-0.3025073232875479
ACH-001283,-0.3227278451662441
ACH-001289,-0.4030319848816933
ACH-001300,-0.34140038993836685
ACH-001301,-0.4490918669695033
ACH-001302,0.0023026251316917703
ACH-001306,-0.3626302586367057
ACH-001318,-0.3938040808810556
ACH-001322,-0.6788643192867596
ACH-001328,-0.3619199375931457
ACH-001332,-0.13363169292867697
ACH-001336,-0.2655068145829705
ACH-001346,-0.4021614151989962
ACH-001353,-0.34607087213475207
ACH-001354,-0.6014792647268795
ACH-001367,-0.20778500619391851
ACH-001368,-0.3331679734100785
ACH-001374,-0.20921434594018015
ACH-001377,-0.3106407781300719
ACH-001380,-0.2768007006463299
ACH-001391,-0.4701649089664185
ACH-001408,-0.4001661661998001
ACH-001430,-0.20448304794093888
ACH-001431,-0.2432840119980922
ACH-001450,-0.1901484517535149
ACH-001496,-0.4245695344101924
ACH-001500,-0.1748379446830408
ACH-001523,-0.40118751927787294
ACH-001532,-0.3274933460054353
ACH-001550,-0.3777911148230005
ACH-001552,-0.334476993272218
ACH-001554,-0.4787085746125622
ACH-001654,-0.29498668326315697
ACH-001735,-0.3510702593525725
ACH-001736,-0.1923155479973789
ACH-001737,-0.386809257335456
ACH-001740,-0.37102797816390176
ACH-001745,-0.44816509857904896
ACH-001765,-0.5202877195011921
