,KRTDAP (388533)
ACH-000004,-0.34835953172369216
ACH-000005,-0.7128821871425799
ACH-000007,-0.4019756712080209
ACH-000009,-0.3193685802721846
ACH-000011,-0.18332291077985846
ACH-000012,-0.33910709082107043
ACH-000013,-0.43038150255159136
ACH-000014,-0.3798637941931597
ACH-000015,-0.2867360161011152
ACH-000017,-0.14815414669634033
ACH-000018,-0.15927001445653494
ACH-000019,-0.18133843955561565
ACH-000021,-0.39916422674160906
ACH-000022,-0.42143643869991
ACH-000025,-0.25914366927505106
ACH-000028,-0.25127002655443503
ACH-000030,-0.3690520844181111
ACH-000035,-0.23222634004740395
ACH-000036,-0.180887107393888
ACH-000037,-0.34380146852237703
ACH-000039,-0.2853204401240996
ACH-000040,-0.31176597552355245
ACH-000041,-0.3648768206771876
ACH-000042,-0.26070434356332084
ACH-000045,-0.2623997118943977
ACH-000047,-0.3169441687249905
ACH-000052,-0.6657490925961445
ACH-000053,-0.3758011035601822
ACH-000054,-0.2347012222481516
ACH-000055,-0.4627862117939213
ACH-000060,-0.23734896445032505
ACH-000067,-0.3131825411908635
ACH-000070,-0.021884361016196983
ACH-000075,-0.5644136791277785
ACH-000078,-0.4764967866097964
ACH-000082,-0.4461325879753956
ACH-000085,-0.2739223399186475
ACH-000086,-0.2116980538896142
ACH-000087,-0.42505578885850376
ACH-000092,-0.4800866441518782
ACH-000095,-0.3254323780169159
ACH-000097,-0.3936656831875251
ACH-000098,-0.3524635630898921
ACH-000099,-0.29762911494492583
ACH-000108,-0.2373311467008658
ACH-000113,-0.3922681155778703
ACH-000116,-0.257842024550862
ACH-000118,-0.1866294271470084
ACH-000120,-0.34954583892574703
ACH-000123,-0.2729616518216088
ACH-000127,-0.1405699031859759
ACH-000128,-0.16262579027642313
ACH-000132,-0.3393003918718109
ACH-000133,-0.3017353688415176
ACH-000137,-0.4526703601436668
ACH-000138,-0.2994237639238988
ACH-000142,-0.191145218868426
ACH-000143,-0.3120512095019588
ACH-000146,-0.20183647594038864
ACH-000148,-0.17523208469070964
ACH-000150,-0.2535296150306046
ACH-000152,-0.28169413007151195
ACH-000153,-0.5288549539163697
ACH-000159,-0.13350591483130572
ACH-000160,-0.2502179708245464
ACH-000163,-0.19206425278173705
ACH-000167,-0.3432527395591044
ACH-000168,-0.20487279099391645
ACH-000169,-0.16835749898308291
ACH-000178,-0.16730670619442242
ACH-000183,-0.2929475303298422
ACH-000188,-0.44170999308867104
ACH-000189,-0.025973103902980518
ACH-000190,-0.36977373011257697
ACH-000198,-0.19720989125553004
ACH-000203,-0.06195329133335864
ACH-000204,-0.1330409413431325
ACH-000206,-0.377535008706199
ACH-000207,-0.2655313917605188
ACH-000208,-0.292472579957146
ACH-000210,-0.6938389637152028
ACH-000211,-0.29198310505285263
ACH-000215,-0.217085573301828
ACH-000221,-0.3256301475815225
ACH-000222,-0.15956799232566168
ACH-000223,-0.3660544657891611
ACH-000226,-0.3987243526148387
ACH-000227,-0.5177917663605511
ACH-000228,-0.1731136673047276
ACH-000231,-0.11980487132546686
ACH-000232,-0.2649372138158572
ACH-000233,-0.11265055422359616
ACH-000234,-0.2146251032434645
ACH-000235,-0.3237793835804682
ACH-000237,-0.2792900037829077
ACH-000238,-0.2924460867728097
ACH-000242,-0.5073451271891634
ACH-000243,-0.2386479250932012
ACH-000244,-0.3116573732427025
ACH-000246,-0.25732239345887864
ACH-000248,-0.22049450496963208
ACH-000250,-0.2513005521148093
ACH-000251,-0.5792567397222143
ACH-000252,-0.2150191891055449
ACH-000253,-0.29937306947815584
ACH-000255,-0.3425884131496839
ACH-000256,-0.3978229323361277
ACH-000257,-0.3337176273027028
ACH-000258,-0.22194379840932046
ACH-000259,-0.31056577924374873
ACH-000260,-0.21850999050447345
ACH-000261,-0.38255097954860257
ACH-000262,-0.195659667237761
ACH-000263,-0.22597199380106905
ACH-000264,-0.23015829645224825
ACH-000265,-0.1248093021230136
ACH-000266,-0.3166480657433965
ACH-000272,-0.2876411382872899
ACH-000274,-0.27505415784606674
ACH-000277,-0.20860368477452845
ACH-000278,-0.2671770075374559
ACH-000279,-0.1948902704158791
ACH-000280,-0.4646379806518721
ACH-000281,-0.33502729181840063
ACH-000288,-0.33434224908466825
ACH-000291,-0.3951884670683151
ACH-000293,-0.7508117862516458
ACH-000294,-0.40521376780733387
ACH-000295,-0.12390624487295122
ACH-000296,-0.244410489966311
ACH-000302,-0.3963731420309161
ACH-000304,-0.3727476551376086
ACH-000307,-0.22190833946669916
ACH-000308,-0.4430021678569792
ACH-000310,-0.32670854453455983
ACH-000311,-0.2875354198233278
ACH-000312,-0.3017864774642066
ACH-000315,-0.3789751588309713
ACH-000316,-0.0038764136673794963
ACH-000317,-0.14802648005335484
ACH-000318,-0.6045169030169427
ACH-000319,-0.15376887682047796
ACH-000320,-0.15556919725701268
ACH-000322,-0.2552839222008114
ACH-000323,-0.25120039045360354
ACH-000324,-0.3776558040994395
ACH-000329,-0.20089299338775335
ACH-000330,-0.4016507760741741
ACH-000331,-0.245740302328598
ACH-000332,-0.22820430297631866
ACH-000334,-0.5131648912301955
ACH-000335,-0.3027752663918765
ACH-000336,-0.3175938187745683
ACH-000337,-0.3442122257397483
ACH-000338,-0.29950737512280257
ACH-000339,-0.2861787702332937
ACH-000341,-0.4476770183377913
ACH-000348,-0.2129983704653716
ACH-000350,-0.23570577252299266
ACH-000352,-0.2225356319155692
ACH-000356,-0.2512436905312953
ACH-000361,-0.39245066373868936
ACH-000362,-0.3874559811277328
ACH-000363,-0.3050223197293963
ACH-000364,-0.35244011007496595
ACH-000365,-0.2758070923192001
ACH-000366,-0.3207135488033281
ACH-000368,-0.1889361869866625
ACH-000374,-0.23820375405371394
ACH-000375,-0.4174594060890491
ACH-000376,-0.33045915750959504
ACH-000381,-0.23198640882028124
ACH-000383,-0.3688936203423894
ACH-000387,-0.3028326508571724
ACH-000389,-0.244727126129588
ACH-000390,-0.32295354769913753
ACH-000393,-0.28659488642249986
ACH-000395,-0.4507055255291012
ACH-000396,-0.2486523430776486
ACH-000397,-0.3961161058093573
ACH-000401,-0.1851051929401816
ACH-000402,0.13183382131194715
ACH-000403,-0.3998294181211892
ACH-000404,-0.4976473552511352
ACH-000406,-0.2305676258564168
ACH-000407,-0.4462448170461776
ACH-000408,-0.032082397965312696
ACH-000410,-0.18311215701844846
ACH-000411,-0.27941357455290616
ACH-000414,-0.31220764108474364
ACH-000415,-0.2972493057534434
ACH-000416,-0.07463342351278128
ACH-000420,-0.2739426225197648
ACH-000421,-0.22433273152035427
ACH-000424,-0.0947657067676072
ACH-000425,-0.16121800483726278
ACH-000426,-0.4253456408224088
ACH-000427,-0.3629542344582848
ACH-000433,-0.17555429447821624
ACH-000435,-0.7170552205895507
ACH-000436,-0.29850349767630263
ACH-000444,-0.21556119918564398
ACH-000445,-0.2619392420323835
ACH-000448,-0.3590361899628048
ACH-000450,-0.247363959245248
ACH-000452,-0.17973620758690215
ACH-000454,-0.38148276752481175
ACH-000458,-0.4477307686478158
