,MMACHC (25974)
ACH-000764,-0.3386676182281508
ACH-000765,-0.41094277832500936
ACH-000766,-0.2866157758296787
ACH-000767,-0.33847827024421245
ACH-000768,-0.4453610027291288
ACH-000769,-0.13899007785213638
ACH-000770,-0.15725864167406214
ACH-000771,-0.21788406006554595
ACH-000773,-0.12535903581275726
ACH-000776,-0.2030110375443049
ACH-000777,-0.32922941386193033
ACH-000778,-0.21719710391978445
ACH-000781,-0.11720144995120005
ACH-000782,-0.2861883545599217
ACH-000783,-0.2531812172295195
ACH-000784,-0.2397824571956417
ACH-000785,-0.23286217635546666
ACH-000787,-0.37513098234996994
ACH-000788,-0.2546124284439481
ACH-000791,-0.4107427438483031
ACH-000792,-0.14061213937665695
ACH-000794,-0.28928587338065376
ACH-000796,-0.31029186510731954
ACH-000798,-0.18519286319914408
ACH-000799,-0.260719149512667
ACH-000800,-0.3686158109941721
ACH-000802,-0.289513781138156
ACH-000804,-0.16293387261751707
ACH-000805,-0.2705418650910797
ACH-000809,-0.2542365052592776
ACH-000810,0.2279548697675778
ACH-000811,-0.2414807915975025
ACH-000817,-0.3057870823367642
ACH-000819,-0.19487045880707404
ACH-000820,-0.4042042977085415
ACH-000821,-0.2883324197130852
ACH-000822,-0.20363838509361407
ACH-000823,-0.16591426105939022
ACH-000824,-0.2121265207572961
ACH-000827,-0.2732633699194094
ACH-000829,-0.40474699716205415
ACH-000831,-0.3197989116867729
ACH-000832,-0.19485726266265466
ACH-000833,-0.033154884606739925
ACH-000834,-0.17744563435105512
ACH-000835,-0.2215409777916134
ACH-000836,-0.32843171126806064
ACH-000837,-0.10044865262125742
ACH-000838,-0.3142252206949847
ACH-000839,-0.3024329482594846
ACH-000840,-0.1829236829832213
ACH-000841,-0.3157810334939953
ACH-000843,-0.6945357000033846
ACH-000846,-0.13448856847366292
ACH-000847,-0.274695725805357
ACH-000848,-0.09073024400696686
ACH-000849,-0.2072164658146696
ACH-000851,-0.3229806355162865
ACH-000855,-0.21797023935042625
ACH-000856,-0.2676941365329194
ACH-000858,-0.06615370436129826
ACH-000859,-0.5410954330268716
ACH-000861,-0.2845044250691581
ACH-000862,-0.3500659854940896
ACH-000865,-0.2803758994040458
ACH-000866,-0.11918046598911745
ACH-000867,-0.5870079579032099
ACH-000869,-0.22830612634489555
ACH-000872,-0.19238834217758466
ACH-000873,-0.09330864113915263
ACH-000876,-0.4777098060456322
ACH-000878,-0.04618494753427944
ACH-000880,-0.3804949522743001
ACH-000881,-0.2704115447250178
ACH-000882,-0.25484664124913714
ACH-000884,-0.2048929246490765
ACH-000885,-0.2181725119436862
ACH-000887,-0.3217582409181559
ACH-000889,-0.20079350572445287
ACH-000896,-0.3399846555845096
ACH-000898,-0.18926524370733055
ACH-000900,-0.2414445760142892
ACH-000901,-0.3065618197506265
ACH-000905,-0.2573038171006687
ACH-000906,-0.1966054653000336
ACH-000907,-0.2745450343172961
ACH-000910,-0.22293793032132933
ACH-000911,-0.368705290562266
ACH-000912,-0.2069458880650124
ACH-000913,-0.1464160752437465
ACH-000915,-0.01276981827941438
ACH-000916,-0.4236574798337866
ACH-000917,-0.26865003980395624
ACH-000920,-0.2140415450801108
ACH-000921,-0.2401426814135828
ACH-000924,-0.3572537987142904
ACH-000926,-0.28654405483358364
ACH-000928,-0.1647503172852781
ACH-000929,-0.3760869900706053
ACH-000932,-0.10826817218710014
ACH-000935,-0.051919548605303664
ACH-000936,-0.4350513153497424
ACH-000937,-0.11570979837927865
ACH-000938,-0.23188771252655824
ACH-000939,-0.10162565259423094
ACH-000941,-0.2051281301281865
ACH-000943,-0.15809785841903606
ACH-000946,-0.16190752417459334
ACH-000947,-0.07432472763470115
ACH-000948,-0.6000804654537769
ACH-000950,0.18447139571028215
ACH-000953,-0.3731065558231519
ACH-000954,-0.20472673204102504
ACH-000957,-0.4450282523313918
ACH-000958,-0.3150885230123633
ACH-000960,-0.15592329158096138
ACH-000963,-0.3151316280495225
ACH-000968,-0.17284974115488122
ACH-000969,-0.2704859717052758
ACH-000972,-0.7692142825236249
ACH-000973,-0.2790363662004637
ACH-000974,-0.1533742469184315
ACH-000978,-0.22553692453133065
ACH-000984,-0.2078967030506303
ACH-000986,-0.2947420774973476
ACH-000988,-0.22420986805884394
ACH-000993,-0.35223893507434106
ACH-000994,-0.37445851455389145
ACH-000996,-0.14525285024188309
ACH-001001,-0.2738008463971049
ACH-001020,-0.11880555878053108
ACH-001028,-0.17070134544890211
ACH-001031,-0.3810393972126709
ACH-001038,-0.07860901783320601
ACH-001048,-0.4645084861250073
ACH-001050,-0.3690989693516624
ACH-001053,-0.17282536711927302
ACH-001054,-0.11197047893368832
ACH-001061,-0.2327496095740117
ACH-001067,-0.4020088156372932
ACH-001075,-0.2846810959070025
ACH-001096,-0.11336409370547618
ACH-001111,-0.29878095590309817
ACH-001119,-0.3356082237677711
ACH-001128,-0.09337646824600294
ACH-001134,-0.3414913925458035
ACH-001151,-0.638851033672679
ACH-001163,-0.4864077606013801
ACH-001164,0.17471277511459407
ACH-001183,-0.19398668701929853
ACH-001192,-0.13134654959691267
ACH-001193,-0.35461956388425925
ACH-001196,-0.34165592623339985
ACH-001197,0.12391448274091413
ACH-001205,-0.2571472145002677
ACH-001211,-0.3834307481662911
ACH-001212,-0.4377165738200274
ACH-001228,-0.2436749800640835
ACH-001232,-0.295023469341458
ACH-001239,-0.17821554244786506
ACH-001270,-0.4315897634676041
ACH-001274,-0.4938940373739225
ACH-001275,0.14783986256651824
ACH-001277,-0.02444533114185753
ACH-001278,-0.3612293840247213
ACH-001280,-0.12944373359526906
ACH-001283,-0.3045190916328431
ACH-001289,-0.21043722056739989
ACH-001300,-0.16596224183386152
ACH-001301,-0.15981809746670786
ACH-001302,-0.1680538475983808
ACH-001306,-0.2248849674409742
ACH-001318,-0.2530831802921331
ACH-001322,-0.3818688873824451
ACH-001328,-0.2261209480546453
ACH-001332,-0.06124273866039655
ACH-001336,-0.2967535350249636
ACH-001346,-0.08390872386324476
ACH-001353,-0.3297999462610389
ACH-001354,-0.5785874664868229
ACH-001367,0.06894350614615975
ACH-001368,-0.217927931666462
ACH-001374,-0.4125001702188412
ACH-001377,-0.18206183973612092
ACH-001380,-0.2527187974044736
ACH-001391,-0.2864823709933364
ACH-001408,-0.7230820918593162
ACH-001430,-0.12427868730706085
ACH-001431,-0.18939209005356109
ACH-001450,-0.17903756622258066
ACH-001496,-0.5340013725071907
ACH-001500,-0.22219610632004524
ACH-001523,-0.19178109710895047
ACH-001532,-0.3773983543035124
ACH-001550,-0.2028644430783497
ACH-001552,-0.244647428907442
ACH-001554,-0.3169312766487215
ACH-001654,-0.2185984477881111
ACH-001735,-0.2911320794773245
ACH-001736,-0.08191839683411939
ACH-001737,-0.4354563858098585
ACH-001740,-0.19053122365355726
ACH-001745,-0.1690473280735057
ACH-001765,-0.2355765688292385
