,ACTR8 (93973)
ACH-000004,-0.8938261505874089
ACH-000005,-0.7926318349300314
ACH-000007,-0.7386636086116166
ACH-000009,-0.6940894924954313
ACH-000011,-0.6640447425723528
ACH-000012,-0.9286690957457144
ACH-000013,-0.6795148831773526
ACH-000014,-0.8408265204143069
ACH-000015,-0.8305422858823173
ACH-000017,-0.8751253886908593
ACH-000018,-0.9833694020256734
ACH-000019,-0.5611103940626172
ACH-000021,-0.7263491199330099
ACH-000022,-0.7828576443676206
ACH-000025,-0.8703572994572357
ACH-000028,-0.7809310469829053
ACH-000030,-0.7591432921370617
ACH-000035,-0.9843160212817677
ACH-000036,-0.7973952082720002
ACH-000037,-0.7730437715308471
ACH-000039,-0.6961640907061486
ACH-000040,-0.8230970986054537
ACH-000041,-0.632896854357958
ACH-000042,-0.9085226190225456
ACH-000045,-0.7192643800525358
ACH-000047,-0.850700151170532
ACH-000052,-0.7229655479226225
ACH-000053,-0.8361754771992154
ACH-000054,-0.7510241334062164
ACH-000055,-0.5867355076459699
ACH-000060,-1.020134120177184
ACH-000067,-0.7040298973989335
ACH-000070,-0.7011815323658481
ACH-000075,-0.6790059060134237
ACH-000078,-0.8515342317006126
ACH-000082,-0.9636991359761208
ACH-000085,-0.8195840328331656
ACH-000086,-0.6226687400326474
ACH-000087,-0.872192817020872
ACH-000092,-0.6658897859637379
ACH-000095,-0.7165395941787478
ACH-000097,-0.7243585607283916
ACH-000098,-0.8311769759564701
ACH-000099,-0.7422549039708601
ACH-000108,-0.8069642711646684
ACH-000113,-0.8367287851901231
ACH-000116,-0.957096288874782
ACH-000118,-0.7646066924724355
ACH-000120,-0.8526647338309384
ACH-000123,-0.7499966992236141
ACH-000127,-0.8503178112278583
ACH-000128,-0.8700916886817958
ACH-000132,-0.6734428258479732
ACH-000133,-0.7405359212906779
ACH-000137,-0.4889135583936085
ACH-000138,-0.8355564998746058
ACH-000142,-0.7137325726354691
ACH-000143,-0.8734989842210609
ACH-000146,-0.8238771023981459
ACH-000148,-0.7460908610180538
ACH-000150,-0.7932524833618907
ACH-000152,-0.7203071159003376
ACH-000153,-1.3504720114527728
ACH-000159,-0.8196976155420289
ACH-000160,-0.5489629835771483
ACH-000163,-0.7414923732799069
ACH-000167,-0.8371702020260114
ACH-000168,-0.7489667552859944
ACH-000169,-0.8604224719639297
ACH-000178,-0.8209095428748834
ACH-000183,-0.5726106072735426
ACH-000188,-0.8601453590656636
ACH-000189,-1.0823733027930718
ACH-000190,-0.6544523352577137
ACH-000198,-0.8301530061460753
ACH-000203,-0.9657962926760888
ACH-000204,-0.7452760142039225
ACH-000206,-1.276707761893371
ACH-000207,-0.661859273596397
ACH-000208,-0.6666910560279632
ACH-000210,-0.9477989457503976
ACH-000211,-0.8014698599596326
ACH-000215,-0.7231694468561933
ACH-000221,-0.6518966165258827
ACH-000222,-0.7723733366431258
ACH-000223,-0.7924334620593023
ACH-000226,-0.6439983608605718
ACH-000227,-0.7870626911776318
ACH-000228,-1.1501661855298009
ACH-000231,-0.8185621921906481
ACH-000232,-0.7449982456755269
ACH-000233,-0.8640225545743632
ACH-000234,-0.902965409243656
ACH-000235,-0.8432396939801008
ACH-000237,-0.7717337777128422
ACH-000238,-1.1115205455151822
ACH-000242,-0.7241825487266028
ACH-000243,-1.075697985192392
ACH-000244,-0.7109439606087437
ACH-000246,-0.9963433416683604
ACH-000248,-0.8117455779588807
ACH-000250,-0.8865785343212317
ACH-000251,-1.138305302003315
ACH-000252,-0.9466316645398528
ACH-000253,-0.8530450939035532
ACH-000255,-0.6950769845688021
ACH-000256,-0.8318074618303187
ACH-000257,-0.9031995810060478
ACH-000258,-0.4626012834258063
ACH-000259,-0.710125105709117
ACH-000260,-1.061208533664332
ACH-000261,-0.7779313290334033
ACH-000262,-0.7548358669347675
ACH-000263,-0.7042064965665504
ACH-000264,-0.94003749941006
ACH-000265,-0.5854172728901793
ACH-000266,-0.6116531760288462
ACH-000272,-0.6848617083265559
ACH-000274,-0.7955746526666456
ACH-000277,-0.863969987627128
ACH-000278,-0.8947386058489492
ACH-000279,-0.6598052932606301
ACH-000280,-0.7522073698726853
ACH-000281,-0.7132333529954212
ACH-000288,-0.5289755547733238
ACH-000291,-0.7113705673488191
ACH-000293,-1.0172266981336409
ACH-000294,-0.6854946214249855
ACH-000295,-0.5670948951514951
ACH-000296,-0.9783598166252532
ACH-000302,-0.9826540930894744
ACH-000304,-0.9274910890180328
ACH-000307,-0.9132386718843252
ACH-000308,-0.8526330268983321
ACH-000310,-0.7950158394651264
ACH-000311,-0.8546168526479037
ACH-000312,-0.7582219357598026
ACH-000315,-0.7047768445295229
ACH-000316,-0.7546908819255895
ACH-000317,-1.1499845503796455
ACH-000318,-1.0506067397566108
ACH-000319,-0.9747617599851344
ACH-000320,-0.8551895263832022
ACH-000322,-0.8129669293341695
ACH-000323,-0.6761042453483129
ACH-000324,-0.8592295178556252
ACH-000329,-0.9253659115235322
ACH-000330,-0.7856879458720223
ACH-000331,-0.8975077488062998
ACH-000332,-1.1208188043969851
ACH-000334,-0.8843777408563271
ACH-000335,-0.9008490399996528
ACH-000336,-0.7149048595006952
ACH-000337,-0.8894141591305003
ACH-000338,0.09481449743710414
ACH-000339,-0.8396758152948187
ACH-000341,-0.8532097773293091
ACH-000348,-0.5055529993163378
ACH-000350,-0.7649357311786692
ACH-000352,-0.6593372334024871
ACH-000356,-0.7212772118915761
ACH-000361,-0.4516607742197098
ACH-000362,-0.8205450947703241
ACH-000363,-0.8716455422373479
ACH-000364,-0.7523565849272056
ACH-000365,-0.7632226367021163
ACH-000366,-0.7636066772013951
ACH-000368,-0.7728564692149495
ACH-000374,-0.8107602925015504
ACH-000375,-0.754442577672767
ACH-000376,-0.7803844680772684
ACH-000381,-0.7078809071151494
ACH-000383,-0.6571763852771886
ACH-000387,-0.8038256581567031
ACH-000389,-0.8478676424863291
ACH-000390,-0.6562360133320234
ACH-000393,-0.8064864595303914
ACH-000395,-0.7234795124142289
ACH-000396,-0.6691951286893749
ACH-000397,-0.8970406939847521
ACH-000401,-0.8382689071152941
ACH-000402,-0.9245374894827708
ACH-000403,-0.8198626405545084
ACH-000404,-0.4347499645572792
ACH-000406,-0.6322093947865316
ACH-000407,-0.9378203829751718
ACH-000408,-0.906495287195792
ACH-000410,-0.6732721459027032
ACH-000411,-0.8703941264824995
ACH-000414,-0.9272659632949252
ACH-000415,-1.028145497786529
ACH-000416,-0.7261628894256222
ACH-000420,-0.5649255189810548
ACH-000421,-0.8962169214707891
ACH-000424,-0.8872041938358752
ACH-000425,-0.8835604431710103
ACH-000426,-1.3200648691975778
ACH-000427,-0.949824756929504
ACH-000433,-0.5666015465015012
ACH-000435,-0.6361788355995535
ACH-000436,-0.8130244588062625
ACH-000444,-0.7341921867860631
ACH-000445,-0.6152448932313015
ACH-000448,-0.8778867596266602
ACH-000450,-0.9783003569551753
ACH-000452,-0.6640723118001772
ACH-000454,-0.7720105070521623
ACH-000458,-0.8547815977067459
ACH-000459,-0.861689881416761
ACH-000460,-0.8242048358666874
ACH-000461,-0.8399112558517541
ACH-000463,-0.9460729574193272
ACH-000464,-0.4800983647016401
ACH-000466,-0.8357490452091312
ACH-000467,-0.8534520854591504
ACH-000468,-0.8242980025191816
ACH-000469,-0.7149633589256923
ACH-000470,-0.8621865386144059
ACH-000471,-1.047209785116317
ACH-000472,-0.6654414928371724
ACH-000473,-1.165895823142869
ACH-000475,-0.7377607239432517
ACH-000476,-0.6329395176663369
ACH-000477,-0.8756338252185122
ACH-000479,-0.5084071547272679
ACH-000480,-0.8614515112084188
ACH-000481,-0.7954327987690164
ACH-000483,-1.1241921467890366
ACH-000484,-0.7663697552781897
ACH-000485,-0.7249659227195152
ACH-000486,-0.8763055482664113
ACH-000487,-1.0457229651351647
ACH-000488,-0.8224684827784943
ACH-000490,-0.7367693695630291
ACH-000491,-0.6957959907163731
ACH-000495,-1.0551452165093094
ACH-000496,-0.6924064065666076
ACH-000499,-0.8204845318418303
ACH-000500,-0.6969180586726265
ACH-000502,-0.9679058210200212
ACH-000503,-0.9840332277255864
ACH-000505,-0.8345429183011631
ACH-000507,-0.880797479197019
ACH-000510,-0.6660542103210911
ACH-000511,-0.8468859475973587
ACH-000512,-0.801507251089645
ACH-000516,-0.7988824796167447
ACH-000517,-0.9168053169062198
ACH-000518,-1.1306558400502975
ACH-000520,-0.8873730546446875
ACH-000521,-0.711511784691537
ACH-000522,-0.6433282246010781
ACH-000524,-0.7250634141807262
ACH-000527,-0.8816483559344119
ACH-000528,-0.8184429954944107
