,DCTN3 (11258)
ACH-000004,-0.7844847813796305
ACH-000005,-0.8274878393510328
ACH-000007,-0.5865839199819016
ACH-000009,-0.7886329850869468
ACH-000011,-0.3617103100634624
ACH-000012,-0.5788216711388391
ACH-000013,-0.7197959407155279
ACH-000014,-0.8016523842064361
ACH-000015,-0.7332686672293747
ACH-000017,-0.8011683652303679
ACH-000018,-0.6184312902099477
ACH-000019,-0.4901945160087003
ACH-000021,-0.8515523267585017
ACH-000022,-0.9606720103683244
ACH-000025,-0.6901494859945183
ACH-000028,-0.6838514187129933
ACH-000030,-0.9193936832194838
ACH-000035,-0.5423248947457637
ACH-000036,-0.6487077966681416
ACH-000037,-0.5828775656334569
ACH-000039,-0.5771664299255899
ACH-000040,-0.7190284311742086
ACH-000041,-0.6571808404418931
ACH-000042,-0.8693633132165192
ACH-000045,-0.6024592984531479
ACH-000047,-0.8220048206578846
ACH-000052,-0.601698026198256
ACH-000053,-0.6833825635585419
ACH-000054,-0.6946415880418645
ACH-000055,-0.6956451758444838
ACH-000060,-0.6201587597329253
ACH-000067,-0.7292469043719341
ACH-000070,-0.5825489768744543
ACH-000075,-0.5626267315571885
ACH-000078,-0.5862822728009103
ACH-000082,-0.6197684784649475
ACH-000085,-0.8364235784227155
ACH-000086,-0.544075733638946
ACH-000087,-0.5114420735310993
ACH-000092,-0.7262354335469833
ACH-000095,-0.6625946229874128
ACH-000097,-0.8039862955747055
ACH-000098,-0.7480898448441328
ACH-000099,-0.4208030873417685
ACH-000108,-0.8024791715612278
ACH-000113,-0.6412769430985462
ACH-000116,-0.6616636769865503
ACH-000118,-0.7474141908112519
ACH-000120,-0.8297961149707281
ACH-000123,-0.7827927458896617
ACH-000127,-0.5849196021149338
ACH-000128,-0.5891504180621976
ACH-000132,-0.5010078493264416
ACH-000133,-0.5037920227193765
ACH-000137,-0.975534539922818
ACH-000138,-0.7286977175084961
ACH-000142,-0.6546268944722847
ACH-000143,-0.8176931334941405
ACH-000146,-0.4711759292913358
ACH-000148,-0.8369407166925747
ACH-000150,-0.7877487835817037
ACH-000152,-0.5831054208141119
ACH-000153,-0.6569155033209497
ACH-000159,-0.4883799352934625
ACH-000160,-0.8622578105566451
ACH-000163,-0.6957710907327597
ACH-000167,-0.6215496004117272
ACH-000168,-0.6652960021796498
ACH-000169,-0.9712786384162272
ACH-000178,-0.6896627093304086
ACH-000183,-0.7149848403765601
ACH-000188,-0.7962455617475626
ACH-000189,-1.070886893323494
ACH-000190,-0.7237053599539616
ACH-000198,-0.7347848373071936
ACH-000203,-0.6069608394646299
ACH-000204,-0.443260702564313
ACH-000206,-0.8927352253562311
ACH-000207,-0.8400852850063318
ACH-000208,-0.5344691611425402
ACH-000210,-0.5707461419534786
ACH-000211,-0.6220840094157709
ACH-000215,-0.6270814211297571
ACH-000221,-0.8665383199812093
ACH-000222,-0.7170444991970889
ACH-000223,-0.4767462087097981
ACH-000226,-0.6633544124667962
ACH-000227,-0.4256456812316903
ACH-000228,-0.8381690621234225
ACH-000231,-0.6907152850517856
ACH-000232,-0.6045553186394551
ACH-000233,-0.5239966595904421
ACH-000234,-0.8636898783138559
ACH-000235,-0.7294251554838203
ACH-000237,-0.6198280801766236
ACH-000238,-0.5769109417205008
ACH-000242,-0.4237312090711422
ACH-000243,-0.5985844290656196
ACH-000244,-0.545639726875044
