,PLIN1 (5346)
ACH-000004,0.03532040415662347
ACH-000005,0.4600246157320546
ACH-000007,0.0580587967768773
ACH-000009,0.030739657100080718
ACH-000011,0.005798755190196889
ACH-000012,0.07764589934086154
ACH-000013,0.05926751964030876
ACH-000014,-0.08303547811766625
ACH-000015,0.0894137671078495
ACH-000017,0.03921785939384563
ACH-000018,0.021358357161190687
ACH-000019,0.017016963017390963
ACH-000021,0.1162365037141149
ACH-000022,-0.004803328937742455
ACH-000025,-0.09066276200219213
ACH-000028,0.03377640229653022
ACH-000030,0.13474454793373689
ACH-000035,0.21001507109568315
ACH-000036,0.08685156957337907
ACH-000037,0.11820433932113025
ACH-000039,0.05277517769213582
ACH-000040,-0.015526636735886432
ACH-000041,-0.09127329404299646
ACH-000042,0.0018933372526241442
ACH-000045,0.08452310951990226
ACH-000047,0.029591939131398924
ACH-000052,0.1516668753165266
ACH-000053,0.08557013029165422
ACH-000054,0.09338917162579133
ACH-000055,0.13044928352955876
ACH-000060,0.04476132157068049
ACH-000067,0.1429170422466172
ACH-000070,0.04074141821195772
ACH-000075,0.2125840915638517
ACH-000078,-0.06252556475627004
ACH-000082,0.05194802031732317
ACH-000085,0.1341781776361962
ACH-000086,0.16271415907577594
ACH-000087,0.1468538870286321
ACH-000092,0.05801719997770964
ACH-000095,0.08880351288453095
ACH-000097,0.10240750101698534
ACH-000098,0.18381232582483736
ACH-000099,-0.021928975207037474
ACH-000108,0.018568096213067518
ACH-000113,0.15880598487020567
ACH-000116,0.0567572333248566
ACH-000118,0.10236232521843397
ACH-000120,0.0409530702404772
ACH-000123,0.06507147510131321
ACH-000127,0.07139795400251653
ACH-000128,0.1236866639039486
ACH-000132,0.006743092067192378
ACH-000133,0.16022453555315402
ACH-000137,0.1185946880973738
ACH-000138,0.09615592768527703
ACH-000142,0.03679321791859226
ACH-000143,0.0619405615579182
ACH-000146,0.10177910862570733
ACH-000148,0.02457957894332134
ACH-000150,0.044498050128581865
ACH-000152,0.17060120845231908
ACH-000153,0.13836192432140018
ACH-000159,0.12343874310491487
ACH-000160,0.08129912955473508
ACH-000163,-0.0015308598769087835
ACH-000167,0.37075577989550185
ACH-000168,0.012171898247079193
ACH-000169,-0.04216971913237697
ACH-000178,0.10408801939250907
ACH-000183,0.051290801407400416
ACH-000188,0.07078142004037083
ACH-000189,-0.06301182423624792
ACH-000190,0.17976301462036975
ACH-000198,0.11330661643538872
ACH-000203,0.14872243806011765
ACH-000204,-0.2289091811759359
ACH-000206,0.10379144120454097
ACH-000207,0.1343884957730735
ACH-000208,0.2661164611189794
ACH-000210,0.20144478754504505
ACH-000211,0.10969456142400667
ACH-000215,0.1936957371353367
ACH-000221,0.09828220770310893
ACH-000222,0.08439052723399014
ACH-000223,0.03355191634920866
ACH-000226,0.16067586620678687
ACH-000227,-0.11859336255204275
ACH-000228,0.16617801591995887
