,CYP2S1 (29785)
ACH-000527,-0.22265225084140666
ACH-000528,-0.10328006136283573
ACH-000537,-0.11478551754914215
ACH-000541,-0.4825294216990887
ACH-000542,-0.18706271045333367
ACH-000544,-0.09968693380826316
ACH-000545,0.021369876208476656
ACH-000547,-0.5443157260450784
ACH-000548,-0.07675869317387163
ACH-000549,-0.14815989248083594
ACH-000550,0.027379691477088144
ACH-000552,-0.20503229163351108
ACH-000556,-0.20904397256821167
ACH-000557,-0.20177072413761768
ACH-000569,-0.10577823079826157
ACH-000570,-0.15358697635933954
ACH-000571,-0.18815111557264488
ACH-000573,-0.18125547814679446
ACH-000576,-0.10097889591176083
ACH-000579,0.1811489433884169
ACH-000580,-0.0646998667065964
ACH-000584,-0.16139694154573828
ACH-000585,-0.15014694499663878
ACH-000588,-0.2541621866810154
ACH-000589,-0.2303264607902008
ACH-000591,-0.012452483989723295
ACH-000593,-0.14125054111104715
ACH-000600,-0.10652599723386716
ACH-000601,-0.07841987721250036
ACH-000605,-0.13478928031360424
ACH-000606,-0.0284010573597588
ACH-000608,-0.21934830855343154
ACH-000614,-0.11482882935722585
ACH-000616,-0.2928662612314443
ACH-000618,-0.16435220745055976
ACH-000619,-0.042493116139953324
ACH-000620,-0.3522227058204815
ACH-000621,-0.12961531127266365
ACH-000622,-0.11207633255499806
ACH-000623,-0.15899801460812718
ACH-000624,-0.19262755886431965
ACH-000627,-0.32770712538960817
ACH-000630,-0.09497810116103217
ACH-000631,0.13336854314874724
ACH-000632,-0.12312725482435145
ACH-000633,-0.21810097695058694
ACH-000637,-0.23168380807739405
ACH-000638,-0.1359407309720142
ACH-000646,-0.22759041635469354
ACH-000647,-0.11420897246044785
ACH-000648,-0.006530722769489987
ACH-000649,-0.12297357651166248
ACH-000651,-0.14485605927557754
ACH-000652,-0.04813433778461605
ACH-000653,-0.2798081332088177
ACH-000657,-0.15187793291275078
ACH-000658,-0.194421691102878
ACH-000661,-0.3373887520673167
ACH-000662,-0.4913018906371813
ACH-000663,-0.2725303521819574
ACH-000665,-0.11022532960555942
ACH-000671,-0.17089196163808254
ACH-000672,-0.08552830811061908
ACH-000673,-0.09287330112913134
ACH-000676,-0.17789273604529096
ACH-000677,-0.14390114217010672
ACH-000681,-0.31312023365832353
ACH-000683,-0.0311102555504948
ACH-000684,0.2077878420879528
ACH-000688,-0.1647077423327356
ACH-000693,-0.11822697346552345
ACH-000694,-0.12821647114893528
ACH-000695,0.0863063948792939
ACH-000696,-0.09641053374845104
ACH-000697,-0.11031580801434232
ACH-000699,-0.2636399568519541
ACH-000701,-0.2841214000526558
ACH-000706,-0.14518627055817673
ACH-000711,-0.18040504931913848
ACH-000713,-0.27749332700586865
ACH-000714,-0.111579498987127
ACH-000718,-0.12023245147322925
ACH-000720,-0.2464878306282224
ACH-000721,-0.10368996684474464
ACH-000724,-0.08148020146924817
ACH-000725,-0.2972358913335169
ACH-000732,0.020549032224280242
ACH-000734,-0.1988235641310548
ACH-000735,-0.18794234987224215
ACH-000736,-0.14065049631728782
ACH-000738,-0.14075638322165654
ACH-000746,-0.2257848662718583
ACH-000747,-0.1676790641171848
ACH-000748,-0.1548338013847881
ACH-000753,-0.04689965662143444
ACH-000756,-0.1465717922730972
ACH-000757,-0.2955347870667979
ACH-000758,-0.25909776924940925
ACH-000760,-0.19284593394217292
ACH-000762,-0.18104200157016515
ACH-000763,-0.12013076862914555
ACH-000764,-0.2338218276771589
ACH-000765,-0.14662790009496315
ACH-000766,-0.2713079197904425
ACH-000767,-0.19968199309624893
ACH-000768,-0.1521077809235938
ACH-000769,-0.09037170975986196
ACH-000770,-0.13361025135210772
ACH-000771,-0.08022893005331484
ACH-000773,-0.10432293394297852
ACH-000776,-0.3513278942939029
ACH-000777,-0.3462028266295049
ACH-000778,-0.318617113982454
ACH-000781,-0.1336458260637041
ACH-000782,-0.36286919613222174
ACH-000783,-0.09007125687717228
ACH-000784,-0.16142908156413585
ACH-000785,-0.11009990720559294
ACH-000787,-0.17266529001087316
ACH-000788,-0.1606191217932534
ACH-000791,-0.12330279226391495
ACH-000792,-0.15992840136672806
ACH-000794,-0.031190006063037536
ACH-000796,-0.13554670548476186
ACH-000798,-0.2675908749244025
ACH-000799,-0.2116142086653974
ACH-000800,-0.07750999480628634
ACH-000802,-0.19483724098408373
ACH-000804,-0.03103091762179685
ACH-000805,-0.0372636299489315
ACH-000809,-0.15054391989844387
ACH-000810,0.051206735661863824
ACH-000811,-0.16299934584763354
ACH-000817,-0.092923787733632
ACH-000819,-0.35829045492017103
ACH-000820,-0.4327775438915926
ACH-000821,-0.25860511909681017
ACH-000822,-0.1023711986873588
ACH-000823,-0.2745214528990148
ACH-000824,-0.3308447470627457
ACH-000827,-0.11645896988735667
ACH-000829,-0.045068515164247834
ACH-000831,-0.15980578207967264
ACH-000832,-0.11641318508614855
ACH-000833,-0.3665897591069615
ACH-000834,-0.2230252657932376
ACH-000835,-0.14467706252694718
ACH-000836,-0.053992618433824066
ACH-000837,-0.2303293549337305
ACH-000838,0.04541771888213368
ACH-000839,-0.18556819821356432
ACH-000840,-0.1796643635997185
ACH-000841,-0.062067615395542425
ACH-000843,-0.1588495971420751
ACH-000846,-0.03819600459477887
ACH-000847,-0.1885959778857422
ACH-000848,-0.27959133472571424
ACH-000849,-0.09713286711754757
ACH-000851,-0.2326015253139469
ACH-000855,-0.13573519203966428
ACH-000856,-0.32789234856968624
ACH-000858,-0.15500585017495022
ACH-000859,-0.041008025045543316
ACH-000861,-0.2636147255439221
ACH-000862,-0.07631504457798914
ACH-000865,-0.07073117943666214
ACH-000866,-0.18365264060911346
ACH-000867,-0.18236164848641045
ACH-000869,-0.08425649334715916
ACH-000872,-0.1757038160471552
ACH-000873,-0.11036804101596527
ACH-000876,-0.07287118696128572
ACH-000878,-0.04050988358805569
ACH-000880,-0.12487472816195562
ACH-000881,-0.12628923965148328
ACH-000882,-0.18387782976163505
ACH-000884,-0.16523484177563275
ACH-000885,-0.16862383563929026
ACH-000887,-0.1880587954966212
ACH-000889,-0.06005945615823183
ACH-000896,-0.16123750758871044
ACH-000898,-0.1376667647304421
ACH-000900,-0.09986824866740322
ACH-000901,-0.2838588619096866
ACH-000905,-0.26366681474494674
ACH-000906,-0.16378255883138068
ACH-000907,-0.19370779299062066
ACH-000910,-0.07791378069449989
ACH-000911,-0.08505505252952145
ACH-000912,-0.21258025618449647
ACH-000913,-0.0731456675520603
ACH-000915,-0.13791014961781806
ACH-000916,-0.3519852865498295
ACH-000917,-0.22079275170478727
ACH-000920,-0.3567755062874778
ACH-000921,-0.07198701231833922
ACH-000924,-0.17902974648030145
ACH-000926,0.06859664549004638
ACH-000928,-0.2449991319362304
ACH-000929,-0.2361681493519331
ACH-000932,-0.1722123363366245
ACH-000935,-0.1819262629553204
ACH-000936,-0.2648417366514591
ACH-000937,-0.008171832107146813
ACH-000938,-0.05792066105775232
ACH-000939,-0.30809689196019363
ACH-000941,-0.33795732837584336
ACH-000943,-0.21398050356622866
ACH-000946,-0.17335229646829756
ACH-000947,-0.25931972167376444
ACH-000948,-0.1948541286803184
ACH-000950,-0.23620190541792602
ACH-000953,-0.13647386260423044
ACH-000954,-0.13030172929092154
ACH-000957,-0.09240772527072252
ACH-000958,-0.2114206734080308
ACH-000960,-0.0333459154688687
ACH-000963,-0.14207371759960888
ACH-000968,-0.2495739270312017
ACH-000969,-0.15091605107074482
ACH-000972,-0.2776908596144941
ACH-000973,-0.1548310692777516
ACH-000974,-0.21498980176518326
ACH-000978,-0.27244665943094004
ACH-000984,-0.11394750599609475
ACH-000986,0.0017338858676274956
ACH-000988,-0.2350594058786179
ACH-000993,-0.1998262577794867
ACH-000994,-0.05250803386552552
ACH-000996,-0.11811104022362592
ACH-001001,-0.13971666007786118
ACH-001020,-0.1886221239548586
ACH-001028,-0.131501082987561
ACH-001031,-0.2088845857429278
ACH-001038,-0.11510591240602215
ACH-001048,-0.13865670659797472
ACH-001050,-0.04576684545861948
ACH-001053,-0.2648182460024809
ACH-001054,-0.03796012463964252
ACH-001061,-0.105975216703021
ACH-001067,-0.08150534780137006
ACH-001075,-0.049624937571208665
ACH-001096,-0.006290913872074189
ACH-001111,-0.26839077973371744
ACH-001119,-0.01372636000179921
ACH-001128,-0.15351979173541333
ACH-001134,-0.22819486393375946
ACH-001151,-0.1331221633719977
ACH-001163,-0.09436855959165608
ACH-001164,0.002021523343227371
ACH-001183,-0.004002175089317379
ACH-001192,-0.2483509966359905
ACH-001193,-0.09048176754812168
ACH-001196,0.013967514730878348
ACH-001197,-0.1631010906017544
ACH-001205,0.06369710131556408
ACH-001211,-0.1427509970838146
ACH-001212,-0.3985211605977333
ACH-001228,-0.08268118969185811
ACH-001232,-0.22463453028688052
ACH-001239,-0.02298012368332687
ACH-001270,0.13424695348124807
ACH-001274,-0.1680544105788539
ACH-001275,-0.24411046900452896
ACH-001277,-0.16765155069879886
ACH-001278,-0.27597081753290925
ACH-001280,-0.10906231471060636
ACH-001283,-0.29030356548189823
ACH-001289,-0.013319114211552758
ACH-001300,-0.2575532603942654
ACH-001301,-0.1416297054883525
ACH-001302,-0.34589202139176195
ACH-001306,-0.062024937941511364
ACH-001318,-0.10855205891409248
ACH-001322,-0.005469327767664968
ACH-001328,-0.16056784619193493
ACH-001332,-0.0503261369112103
ACH-001336,-0.06859442381874972
ACH-001346,-0.05441616552590043
ACH-001353,-0.2811827397568397
ACH-001354,0.2338170550178762
ACH-001367,-0.08421725423369639
ACH-001368,-0.17648399938181342
ACH-001374,-0.07172411387463443
ACH-001377,-0.2183016570210276
ACH-001380,-0.05698362197428944
ACH-001391,-0.2624589452957327
ACH-001408,-0.04485701904173586
ACH-001430,0.14725119468202433
ACH-001431,-0.3080574388906949
ACH-001450,0.148184742143001
ACH-001496,-0.17064216845202096
ACH-001500,-0.21816858291633945
ACH-001523,-0.14443190696957062
ACH-001532,-0.137947838437276
ACH-001550,-0.1325430838166226
ACH-001552,-0.2459568193669149
ACH-001554,-0.1779181925205679
ACH-001654,-0.22358448387563856
ACH-001735,-0.15586096261551316
ACH-001736,-0.1117062676099025
ACH-001737,0.1546164297337467
ACH-001740,-0.11961401493132635
ACH-001745,-0.05435057658812695
ACH-001765,-0.15773342444783894
