,UQCC1 (55245)
ACH-000004,-0.42904546319527204
ACH-000005,-0.2639341390856799
ACH-000007,-0.3209722726090812
ACH-000009,-0.13712889279773086
ACH-000011,0.07209162585754594
ACH-000012,-0.18715714166385156
ACH-000013,-0.219931535005376
ACH-000014,-0.3773597719553621
ACH-000015,-0.5306013433263176
ACH-000017,-0.2374037545458299
ACH-000018,-0.3544862083781256
ACH-000019,-0.317054085649521
ACH-000021,-0.3401873677532601
ACH-000022,-0.30964444324290563
ACH-000025,-0.24032735067761715
ACH-000028,-0.2280277332544188
ACH-000030,-0.6951087808592836
ACH-000035,-0.2279832920667075
ACH-000036,-0.14119003783865122
ACH-000037,-0.3232168635645249
ACH-000039,-0.38842341043024015
ACH-000040,-0.3824503386148728
ACH-000041,-0.20307252134617385
ACH-000042,-0.3603507286194224
ACH-000045,-0.3703461119193313
ACH-000047,-0.305310418454105
ACH-000052,-0.048464710618029504
ACH-000053,-0.3247257766783514
ACH-000054,-0.20129561312292032
ACH-000055,-0.3450717388900003
ACH-000060,-0.26727450161140426
ACH-000067,-0.17808681357097125
ACH-000070,-0.2239533393373443
ACH-000075,-0.6906411169632231
ACH-000078,-0.4081358991539572
ACH-000082,-0.3293607519866236
ACH-000085,-0.19252743702913386
ACH-000086,-0.3954030640735741
ACH-000087,-0.22831317895729136
ACH-000092,-0.4035049321673799
ACH-000095,-0.13051873910138856
ACH-000097,-0.21113635936287348
ACH-000098,-0.2506268817287353
ACH-000099,-0.3885906530052127
ACH-000108,-0.2186823866088782
ACH-000113,-0.494196707095812
ACH-000116,-0.09122251455528718
ACH-000118,-0.4820885060645398
ACH-000120,-0.30871601387426617
ACH-000123,-0.5184555587545386
ACH-000127,-0.13240469463895724
ACH-000128,-0.4101677714010788
ACH-000132,-0.27138447277434946
ACH-000133,-0.30079394766451545
ACH-000137,-0.3368397282722471
ACH-000138,-0.3668901903196131
ACH-000142,-0.2648045315017448
ACH-000143,-0.3594099163788161
ACH-000146,-0.25342754070562074
ACH-000148,-0.4948954972557383
ACH-000150,-0.7194295275781198
ACH-000152,-0.3380302531021955
ACH-000153,-0.4331217588399716
ACH-000159,-0.2916854385352897
ACH-000160,-0.34730604455502584
ACH-000163,-0.4487666390477232
ACH-000167,-0.26124389998676795
ACH-000168,-0.09735876726345033
ACH-000169,-0.33859209357289743
ACH-000178,-0.06026309381719834
ACH-000183,-0.44105443673411293
ACH-000188,-0.18217931389010208
ACH-000189,-0.10987391486545088
ACH-000190,-0.5749823952541617
ACH-000198,-0.7454908551503274
ACH-000203,0.2625426820938617
ACH-000204,-0.5341355587765563
ACH-000206,-0.2640443538456765
ACH-000207,-0.4487583228487114
ACH-000208,-0.14619214204547398
ACH-000210,-0.3572396965655515
ACH-000211,-0.3028842162313857
ACH-000215,-0.293642029935614
ACH-000221,-0.6461309601032525
ACH-000222,-0.4815735353093754
ACH-000223,-0.3207924360617569
ACH-000226,-0.16980090450542468
ACH-000227,-0.3169447219437482
ACH-000228,-0.5741755610809326
ACH-000231,-0.2506488614051984
ACH-000232,-0.2785374508837544
ACH-000233,-0.1023368647580649
ACH-000234,-0.2890341147345637
ACH-000235,-0.2276328115335128
ACH-000237,-0.07015421164638627
ACH-000238,-0.21399066798160732
ACH-000242,-0.4459327336521957
ACH-000243,-0.3067336530436994
ACH-000244,-0.5019969503151557
ACH-000246,-0.4081074230915098
ACH-000248,-0.3345405656890647
ACH-000250,-0.24650275010071254
ACH-000251,-0.3325348591721288
ACH-000252,-0.4983900381101194
ACH-000253,-0.08658546482114739
ACH-000255,-0.20696355510457656
ACH-000256,-0.2446231471772128
ACH-000257,-0.46028591159640103
ACH-000258,-0.2329188738049465
ACH-000259,-0.2766761238124885
ACH-000260,-0.28180678980581875
ACH-000261,-0.2580481636033224
ACH-000262,-0.5132236948511818
ACH-000263,-0.343839626730836
ACH-000264,-0.3645482781590597
ACH-000265,-0.4987305885634234
ACH-000266,-0.2907255655957657
ACH-000272,-0.35386160338015904
ACH-000274,-0.410657991105978
ACH-000277,-0.4228157698696615
ACH-000278,-0.1372914979916172
ACH-000279,-0.12099442588205525
ACH-000280,-0.20105460865862565
ACH-000281,-0.14737659186287902
ACH-000288,-0.35351925076311297
ACH-000291,-0.31056437718887114
ACH-000293,-0.32260367823385194
ACH-000294,0.03432681513346074
ACH-000295,-0.5727878939992751
ACH-000296,-0.2741698667199617
ACH-000302,-0.22055999060044024
ACH-000304,-0.5546428196455849
ACH-000307,-0.2476763141054357
ACH-000308,-0.31314716963050765
ACH-000310,-0.2829023124414368
ACH-000311,-0.4926737311906053
ACH-000312,-0.4467930285589135
ACH-000315,-0.27410050431698074
ACH-000316,-0.5810053825592704
ACH-000317,-0.7369472486525211
ACH-000318,-0.4515637654116618
ACH-000319,-0.26335098652998645
ACH-000320,-0.3690036925353289
ACH-000322,-0.2983736057454292
ACH-000323,-0.24455708972978216
ACH-000324,-0.28020280170474915
ACH-000329,-0.6713390520275022
ACH-000330,-0.3510089867618407
ACH-000331,-0.3069608944783251
ACH-000332,-0.23357959280871754
ACH-000334,-0.4107225080564748
ACH-000335,-0.22966801015250954
ACH-000336,-0.06935406647037372
ACH-000337,0.013596695037274141
ACH-000338,-0.627802295100749
ACH-000339,-0.22409892284950805
ACH-000341,-0.3557279212804926
ACH-000348,-0.3747867173869242
ACH-000350,-0.33520927267391515
ACH-000352,-0.2299085942941523
ACH-000356,-0.1568587030218452
ACH-000361,-0.06647011233574304
ACH-000362,-0.3640143887763413
ACH-000363,-0.29074649350808
ACH-000364,-0.3392321983200923
ACH-000365,-0.3985606390018635
ACH-000366,-0.4681802735813586
ACH-000368,-0.4848377344354004
ACH-000374,-0.32427680288816285
ACH-000375,-0.4032861174768928
ACH-000376,-0.4210541069519562
ACH-000381,-0.25979803009346164
ACH-000383,-0.2603318195593791
ACH-000387,-0.3117300632730065
ACH-000389,0.0423770445771229
ACH-000390,-0.3127516271839911
ACH-000393,-0.26040264979111144
ACH-000395,-0.3388306973487978
ACH-000396,-0.053425211219690884
ACH-000397,-0.1981528385431623
ACH-000401,-0.3418079784795057
ACH-000402,-0.09013958017084577
ACH-000403,-0.2303814343781917
ACH-000404,-0.19349412414691364
ACH-000406,-0.4583140056964037
ACH-000407,-0.3737005903665314
ACH-000408,-0.268202561693899
ACH-000410,-0.17456042538409858
ACH-000411,-0.2989724380990213
ACH-000414,-0.2607647264996059
ACH-000415,-0.16839672870129144
ACH-000416,-0.16099812919921075
ACH-000420,-0.3964245084334244
ACH-000421,-0.28312226888982106
ACH-000424,-0.5523196962943797
ACH-000425,-0.4863352329416405
ACH-000426,-0.4224155844361694
ACH-000427,-0.6282438140389732
ACH-000433,-0.3062865626544106
ACH-000435,-0.4461851229094948
ACH-000436,-0.227677928660685
ACH-000444,-0.21678089389814512
ACH-000445,-0.34018259069087226
ACH-000448,-0.21426680155640845
ACH-000450,-0.2387874127226465
ACH-000452,-0.19127130401119646
ACH-000454,-0.3908633229171763
ACH-000458,-0.1360757727427579
ACH-000459,-0.5960877401895556
ACH-000460,-0.35175457268409044
ACH-000461,-0.21438610656031384
ACH-000463,-0.30185824655450894
ACH-000464,-0.24737195849001156
ACH-000466,-0.09527077356090033
ACH-000467,-0.1611024777059303
ACH-000468,-0.27035840841438763
ACH-000469,-0.34547905379382543
ACH-000470,-0.23102379410824125
ACH-000471,-0.4389854593956393
ACH-000472,-0.26670850946428576
ACH-000473,-0.2838901659805081
ACH-000475,-0.2665959691740995
