,NRROS (375387)
ACH-000004,-0.16706311773827368
ACH-000005,-0.03583333225206417
ACH-000007,0.04624138868946523
ACH-000009,-0.05689462772914915
ACH-000011,-0.032659975362825416
ACH-000012,-0.14340510957339642
ACH-000013,0.0011302501692835574
ACH-000014,-0.014740701932110922
ACH-000015,0.0896742870365215
ACH-000017,0.011613071600071335
ACH-000018,-0.017898486819067364
ACH-000019,-0.1287017469520494
ACH-000021,-0.028656997008428362
ACH-000022,-0.01801607548682659
ACH-000025,-0.1344667515754665
ACH-000028,-0.0505498556921709
ACH-000030,0.003391572373189205
ACH-000035,-0.08276165688634067
ACH-000036,-0.10604207026370334
ACH-000037,0.006350736746707426
ACH-000039,-0.09732192342416833
ACH-000040,-0.144806521697283
ACH-000041,-0.026601882565804025
ACH-000042,-0.15128360955589285
ACH-000045,-0.017849333221516647
ACH-000047,-0.13369961331466151
ACH-000052,0.13571562600590278
ACH-000053,-0.0724586080344361
ACH-000054,-0.11269576152089658
ACH-000055,0.21899359564381776
ACH-000060,-0.05702195140823608
ACH-000067,-0.04429180011292362
ACH-000070,-0.18933434803129398
ACH-000075,-0.05220584220556055
ACH-000078,-0.10510223513297924
ACH-000082,-0.006309608383453218
ACH-000085,-0.12285614212848747
ACH-000086,-0.058004702271916286
ACH-000087,0.018655054999394863
ACH-000092,-0.11992835702539205
ACH-000095,-0.048406321889730215
ACH-000097,-0.07969354207755408
ACH-000098,0.06352097098166155
ACH-000099,-0.07479563739721788
ACH-000108,-0.12055521216316535
ACH-000113,-0.004327185598341807
ACH-000116,0.042964956718696566
ACH-000118,0.0431002054978959
ACH-000120,-0.033019077139854844
ACH-000123,0.0420280741529262
ACH-000127,0.023666567257251192
ACH-000128,-0.1576456592958898
ACH-000132,-0.13966411385538166
ACH-000133,-0.044098753993655856
ACH-000137,0.09629045067459872
ACH-000138,-0.09501565307289404
ACH-000142,0.0023635421569939076
ACH-000143,0.15667434275264872
ACH-000146,-0.029633296671301736
ACH-000148,-0.10179059535207764
ACH-000150,0.011406607786551178
ACH-000152,-0.04227876232224968
ACH-000153,-0.10677010701121477
ACH-000159,0.014235452632635263
ACH-000160,-0.09972001789258132
ACH-000163,-0.1443659573914606
ACH-000167,-0.3819076776637844
ACH-000168,0.1501259520059782
ACH-000169,-0.05545866900656976
ACH-000178,-0.06107671258286705
ACH-000183,-0.09987224225568964
ACH-000188,-0.018752472689874417
ACH-000189,0.18400112541003966
ACH-000190,0.013987573005082791
ACH-000198,0.01541666387133136
ACH-000203,-0.3999872366384354
ACH-000204,-0.08712011361816227
ACH-000206,0.14143933163225575
ACH-000207,-0.2586915273297684
ACH-000208,-0.2350786282659043
ACH-000210,0.11138473882634477
ACH-000211,-0.009921490185325586
ACH-000215,0.02258431569167061
ACH-000221,0.028344179899135562
ACH-000222,-0.00964749788129178
ACH-000223,0.05203534082489164
ACH-000226,-0.2430147790575063
ACH-000227,-0.13796442582578813
ACH-000228,-0.011196164403457536
ACH-000231,-0.011717901076693314
ACH-000232,-0.11297772625289575
ACH-000233,0.003869016807485068
ACH-000234,-0.26336312184435096
ACH-000235,-0.10487194628675488
ACH-000237,-0.08205240996773723
ACH-000238,-0.03597202845661145
ACH-000242,0.1250873500015534
ACH-000243,0.01349542762953122
ACH-000244,-0.2337105698616426
ACH-000246,-0.09766901859917998
ACH-000248,0.11140056982901657
ACH-000250,-0.10188812894451273
ACH-000251,0.06623036952110857
ACH-000252,0.20962089737218
ACH-000253,0.013079083220131571
ACH-000255,-0.024714632348127284
ACH-000256,0.0014967006965988926
ACH-000257,-0.3395934939068881
ACH-000258,-0.1608203633411353
ACH-000259,-0.058779568970235674
ACH-000260,-0.1270171390995566
ACH-000261,-0.06783716126747036
ACH-000262,-0.05186511742512929
ACH-000263,-0.030950841253368264
ACH-000264,0.031238364262834
ACH-000265,0.07367209143411384
ACH-000266,-0.10680866442325376
ACH-000272,0.005947498959393643
ACH-000274,-0.163922540429383
ACH-000277,-0.07522543297645401
ACH-000278,-0.039301985166118526
ACH-000279,-0.1303486408410423
ACH-000280,-0.2240065987161757
ACH-000281,-0.05736749633431928
ACH-000288,-0.09615080196552048
ACH-000291,-0.003856880364570083
ACH-000293,0.013256084152109843
ACH-000294,-0.1069487186508104
ACH-000295,-0.13809273165784602
ACH-000296,-0.16396420862154704
ACH-000302,0.03131734984295791
ACH-000304,0.1826051514439345
ACH-000307,0.07920691611081405
ACH-000308,-0.12215980162600575
ACH-000310,-0.1350569608949281
ACH-000311,-0.1230267653959486
ACH-000312,-0.11856462549970274
ACH-000315,-0.2577859221564849
ACH-000316,-0.19756935749928026
ACH-000317,-0.20276546151935432
ACH-000318,-0.00825511298694517
ACH-000319,0.04188286465950939
ACH-000320,0.09930745051970463
ACH-000322,-0.18878079832574568
ACH-000323,-0.01653266457627127
ACH-000324,-0.12385247986095105
ACH-000329,-0.12243237232592705
ACH-000330,-0.14772974006537512
ACH-000331,-0.011827484235675109
ACH-000332,-0.028092231334211463
ACH-000334,-0.10511566303137827
ACH-000335,-0.04270162489094125
ACH-000336,-0.06661838365102174
ACH-000337,0.08862443477877817
ACH-000338,0.4932108482207503
ACH-000339,-0.04612533066691585
ACH-000341,-0.17218305701929248
ACH-000348,0.02685252745576246
ACH-000350,-0.15056511048817525
ACH-000352,-0.11819167618520796
ACH-000356,0.019474568540175145
ACH-000361,0.03682675861210078
ACH-000362,-0.1694657098884784
ACH-000363,-0.11109167107220208
ACH-000364,0.0987855534378244
ACH-000365,-0.18517406185479196
ACH-000366,-0.05419143317501875
ACH-000368,-0.13212078017150658
ACH-000374,-0.08208978140600272
ACH-000375,-0.23035570597322666
ACH-000376,-0.11878507221358288
ACH-000381,-0.1011051318964091
ACH-000383,-0.06922647701081686
ACH-000387,-0.13219728363675942
ACH-000389,-0.09072550279016177
ACH-000390,-0.02535743991984724
ACH-000393,-0.04259880676105008
ACH-000395,-0.005288461100028903
ACH-000396,0.1434047518926001
ACH-000397,-0.09042164732403914
ACH-000401,-0.2910408420127596
ACH-000402,-0.06297582331730371
ACH-000403,-0.007523089755612653
ACH-000404,0.01563889135113011
ACH-000406,-0.11658808127902147
ACH-000407,0.01918795563055609
ACH-000408,-0.22197808212112946
ACH-000410,0.06368008909161386
ACH-000411,-0.02037039842138593
ACH-000414,-0.14087735182491154
ACH-000415,0.031708149592765134
ACH-000416,-0.0707710381284473
ACH-000420,-0.09531265947037593
ACH-000421,-0.05924093625813785
ACH-000424,-0.10098081389624422
ACH-000425,0.08084178894267159
ACH-000426,-0.10491986579145274
ACH-000427,0.051211380716334895
ACH-000433,-0.027823748951516628
ACH-000435,0.1293067513457911
ACH-000436,-0.051179362452969786
ACH-000444,-0.1191193935737166
ACH-000445,-0.19565223813619004
ACH-000448,-0.15685635197892298
ACH-000450,0.25693926717093146
ACH-000452,0.015524520884803304
ACH-000454,-0.16578135482222767
ACH-000458,-0.14390122606404865
ACH-000459,-0.1971988660274458
ACH-000460,-0.15333899520963987
ACH-000461,-0.10315856637273783
ACH-000463,-0.09621570114779426
ACH-000464,-0.06980772431547096
ACH-000466,-0.2107784392319083
ACH-000467,-0.13038654622508689
ACH-000468,-0.17147720393417087
ACH-000469,-0.01850799911456656
ACH-000470,-0.1992028615261353
ACH-000471,-0.08643147320766914
ACH-000472,-0.029652706740572264
ACH-000473,-0.0941870475010336
ACH-000475,-0.11803264136403208
ACH-000476,-0.07436728999769901
ACH-000477,0.03203005170476487
ACH-000479,-0.008894604175613594
ACH-000480,0.1116818473573523
ACH-000481,-0.07536813778317862
ACH-000483,-0.07415265801147389
ACH-000484,-0.08175797357242064
ACH-000485,-0.014349317604945443
ACH-000486,-0.07465630443375554
ACH-000487,-0.0012244580299118903
ACH-000488,-0.0614682925850942
ACH-000490,-0.17520379837955366
ACH-000491,-0.07584008002663714
ACH-000495,0.037976275522243794
ACH-000496,-0.11778253581589528
ACH-000499,0.10488177867871447
ACH-000500,-0.17482898704878333
ACH-000502,-0.0694465574395977
ACH-000503,-0.09429030157735134
ACH-000505,-0.1194760129651362
ACH-000507,0.15979144812200094
ACH-000510,-0.0210139706628273
ACH-000511,-0.08435856943366178
ACH-000512,0.0480347440929675
ACH-000516,0.05391132535025835
ACH-000517,-0.18058029035705492
ACH-000518,-0.010126735881953144
ACH-000520,-0.028289843117136088
ACH-000521,-0.05624844646117426
ACH-000522,-0.021322674843676902
ACH-000524,-0.04975222234108578
ACH-000527,-0.022805005372149245
ACH-000528,-0.0830269676090108
ACH-000537,0.041553650342422664
ACH-000541,-0.12762179219463354
ACH-000542,0.00937835840004325
ACH-000544,-0.021497821903928144
ACH-000545,-0.06148475897411618
ACH-000547,-0.10478500389033113
ACH-000548,-0.10184721573582507
ACH-000549,0.0725979696006843
ACH-000550,-0.06891011556790258
ACH-000552,-0.1036045263177294
ACH-000556,-0.11122242974621532
ACH-000557,0.034734340057964
ACH-000569,-0.41742653427476295
ACH-000570,-0.03770183821562488
ACH-000571,-0.04477431267084885
ACH-000573,-0.03388901188072172
ACH-000576,0.013467489905501687
ACH-000579,0.054228547357964514
ACH-000580,0.07454856009682267
ACH-000584,-0.021642989617894872
ACH-000585,-0.015348929807125237
ACH-000588,-0.03399149102151492
ACH-000589,-0.13578304582098724
ACH-000591,-0.08319779225562589
ACH-000593,-0.1570836946159926
ACH-000600,-0.09702060782361263
ACH-000601,-0.08284568721384679
ACH-000605,-0.09174010399205816
ACH-000606,0.06808331488957599
ACH-000608,-0.09105666600169822
ACH-000614,-0.17732842127215645
ACH-000616,-0.07966454683118795
ACH-000618,-0.04310988686462968
ACH-000619,-0.1399530876192811
ACH-000620,0.0381334199475492
ACH-000621,-0.12137972262573668
ACH-000622,-0.08369189897846921
ACH-000623,-0.09587581510677884
ACH-000624,-0.1015694108748476
ACH-000627,-0.041998445851924686
