,PAQR3 (152559)
ACH-000004,-0.2731618190013843
ACH-000005,-0.2042366086993112
ACH-000007,-0.19808258630481052
ACH-000009,-0.23109231119219764
ACH-000011,-0.15640743173302074
ACH-000012,-0.21829070372952752
ACH-000013,-0.3200166758240449
ACH-000014,-0.21182413600311767
ACH-000015,-0.2019411254707632
ACH-000017,-0.2791471049550989
ACH-000018,-0.29908105517923195
ACH-000019,-0.3620844626486298
ACH-000021,-0.21132550879936127
ACH-000022,-0.15760876372564492
ACH-000025,-0.2535247348804413
ACH-000028,-0.2258908974166213
ACH-000030,-0.18247139650452104
ACH-000035,-0.16074545398591158
ACH-000036,-0.31520542018097525
ACH-000037,-0.2015429172871344
ACH-000039,-0.09766703172758703
ACH-000040,-0.2377240259240828
ACH-000041,-0.31795951961352964
ACH-000042,-0.2417095456675325
ACH-000045,-0.1860747314414632
ACH-000047,-0.08422906807740911
ACH-000052,-0.2279895417543313
ACH-000053,-0.3772330842299227
ACH-000054,-0.28884758919201103
ACH-000055,-0.06164007244419974
ACH-000060,-0.3248922390689717
ACH-000067,-0.22045452767520005
ACH-000070,-0.3747719294878622
ACH-000075,-0.04686873323564486
ACH-000078,-0.20775729990433814
ACH-000082,-0.21664311560972924
ACH-000085,0.045515104908416405
ACH-000086,-0.08943700860223573
ACH-000087,-0.2112205587498899
ACH-000092,-0.2764162998045415
ACH-000095,-0.3436592628342385
ACH-000097,-0.4259387782272634
ACH-000098,-0.20824015847247584
ACH-000099,-0.3134460358848891
ACH-000108,0.04596190224696625
ACH-000113,-0.2062523005043572
ACH-000116,-0.321202583700462
ACH-000118,-0.21461905480269786
ACH-000120,-0.1329969308837021
ACH-000123,-0.2353646168172313
ACH-000127,-0.22203174998574965
ACH-000128,-0.2479206077267653
ACH-000132,-0.4463202840770073
ACH-000133,-0.306139413144414
ACH-000137,-0.3719442879985035
ACH-000138,-0.23829773454179998
ACH-000142,-0.10748701816103856
ACH-000143,-0.2109578220195668
ACH-000146,-0.1673149340759013
ACH-000148,-0.20894958799366306
ACH-000150,-0.2347575175381728
ACH-000152,-0.30711803143666044
ACH-000153,-0.29362108093194617
ACH-000159,-0.272903520562699
ACH-000160,-0.2551914614680308
ACH-000163,-0.3327673904000728
ACH-000167,-0.5729734776505735
ACH-000168,-0.13600269725086364
ACH-000169,-0.14560341632306048
ACH-000178,-0.3063938153116203
ACH-000183,-0.18066113867506972
ACH-000188,-0.17114136676739106
ACH-000189,-0.444740930372471
ACH-000190,-0.2368868886188054
ACH-000198,-0.2367455507737841
ACH-000203,-0.22164868639694651
ACH-000204,-0.26585092576694225
ACH-000206,-0.12482604837228832
ACH-000207,-0.118652167192829
ACH-000208,-0.4892725098707561
ACH-000210,-0.42896653328296747
ACH-000211,-0.3240148867542058
ACH-000215,-0.23498864431551944
ACH-000221,-0.2489363611842366
ACH-000222,-0.13543375508319988
ACH-000223,-0.18075190339453798
ACH-000226,-0.2381602857705774
ACH-000227,-0.26989929302687704
ACH-000228,-0.4412516650166528
ACH-000231,-0.31506359974916365
ACH-000232,-0.30551642676781565
ACH-000233,-0.1444228311822794
ACH-000234,-0.2952893225991519
ACH-000235,-0.2180829276505235
ACH-000237,-0.203192383321964
ACH-000238,-0.07712462206152051
ACH-000242,0.12181315390499413
ACH-000243,-0.13861067118496384
ACH-000244,-0.08502642223182093
ACH-000246,-0.1693209804434831
ACH-000248,-0.0956723179486886
ACH-000250,-0.25960612601915906
ACH-000251,-0.13434048713758348
ACH-000252,-0.06123697360670141
ACH-000253,-0.27249528232035064
ACH-000255,-0.17692184342148687
ACH-000256,-0.251830992052696
ACH-000257,-0.29507506688406193
ACH-000258,-0.390861126329619
ACH-000259,-0.22514517318749186
ACH-000260,-0.37192793877314506
