,GUCA1A (2978)
ACH-000004,-0.2596196408370837
ACH-000005,-0.21004098077301905
ACH-000007,-0.23674076366015975
ACH-000009,-0.012147579631588277
ACH-000011,-0.008556026629796541
ACH-000012,0.013287954597470751
ACH-000013,-0.03119066280347527
ACH-000014,-0.15798615101729735
ACH-000015,-0.010710052159349672
ACH-000017,-0.008515878458947322
ACH-000018,-0.20372071348768486
ACH-000019,-0.047326282601463585
ACH-000021,-0.014026829097317298
ACH-000022,0.015310151219466297
ACH-000025,-0.0911630378264756
ACH-000028,-0.0714226229108471
ACH-000030,-0.02307103612327197
ACH-000035,-0.1572588871191142
ACH-000036,0.050415775671631725
ACH-000037,-0.06863902559612971
ACH-000039,-0.13568310958196367
ACH-000040,-0.024586368512527917
ACH-000041,-0.06595762067813392
ACH-000042,-0.14838809748767642
ACH-000045,-0.10160556390316657
ACH-000047,-0.1207038498728197
ACH-000052,-0.0678238873221429
ACH-000053,-0.040584181588812766
ACH-000054,-0.05834458324326147
ACH-000055,-0.17221376403255909
ACH-000060,-0.03598243524288279
ACH-000067,-0.041697662225129384
ACH-000070,-0.040823775197900015
ACH-000075,-0.09234815421531706
ACH-000078,-0.0245527871851212
ACH-000082,-0.01922229383383493
ACH-000085,-0.06431523632201708
ACH-000086,-0.0475727099135278
ACH-000087,0.11490360171861895
ACH-000092,-0.10347814426130762
ACH-000095,0.015168272196950069
ACH-000097,-0.06568336382518365
ACH-000098,-0.13665588470946402
ACH-000099,0.05382034709159563
ACH-000108,-0.05801631449937308
ACH-000113,-0.10526553066832206
ACH-000116,0.004922736356703924
ACH-000118,-0.12558455708795066
ACH-000120,-0.1000897009392016
ACH-000123,-0.202233428425072
ACH-000127,-0.07274603611381422
ACH-000128,-0.07498860015596162
ACH-000132,-0.1316313918527192
ACH-000133,-0.138334064685809
ACH-000137,-0.06977364673201734
ACH-000138,0.02270865153515873
ACH-000142,-0.15084721573280216
ACH-000143,-0.051315663099993934
ACH-000146,-0.0961452449220551
ACH-000148,-0.012727964776752473
ACH-000150,0.021785809166274768
ACH-000152,0.05171292131685381
ACH-000153,0.03514306766206285
ACH-000159,-0.061837660188437615
ACH-000160,-0.08170435579311154
ACH-000163,-0.04863895633257614
ACH-000167,-0.24542237506153405
ACH-000168,-0.14471788082891512
ACH-000169,-0.06538746805192011
ACH-000178,0.0411909856018392
ACH-000183,0.06772241878794702
ACH-000188,-0.034168761908660535
ACH-000189,0.3088026763300343
ACH-000190,-0.015206079815318544
ACH-000198,-0.17515806451157115
ACH-000203,0.20701224107898908
ACH-000204,-0.20340234918611164
ACH-000206,0.005128821404288993
ACH-000207,-0.1854690137246992
ACH-000208,0.08682632688946429
ACH-000210,-0.27900071821018524
ACH-000211,-0.03677780158638128
ACH-000215,-0.044557235948107364
ACH-000221,0.05919884075848005
ACH-000222,-0.06761782910419177
ACH-000223,-0.1378740941440709
ACH-000226,0.023387947149047187
ACH-000227,-0.016404410464648425
ACH-000228,-0.15167440089818068
ACH-000231,-0.1445776168207551
ACH-000232,-0.1315436760072544
ACH-000233,-0.11692028319255032
ACH-000234,0.11269738092895384
ACH-000235,-0.07159958532175822
ACH-000237,0.02981200047906356
ACH-000238,-0.2170402526283092
ACH-000242,-0.03497693123326199
ACH-000243,-0.004247514497874279
ACH-000244,-0.1227589092073854
ACH-000246,0.05662839064844358
ACH-000248,-0.047551786653586316
ACH-000250,-0.0630872627661405
ACH-000251,-0.007388616772452911
ACH-000252,0.07680025354285774
ACH-000253,-0.4373625237022784
ACH-000255,-0.06681997082285471
ACH-000256,0.040680519287540906
ACH-000257,0.06934011761172276
ACH-000258,0.13823425707763126
ACH-000259,-0.08170461932565676
ACH-000260,-0.010165042992454007
ACH-000261,-0.0563454178636701
ACH-000262,0.1902137948361994
ACH-000263,0.10607044207425234
ACH-000264,-0.10913236839863574
ACH-000265,-0.04686290482674329
ACH-000266,-0.01059583224074232
ACH-000272,-0.12162271595478916
ACH-000274,0.09706611153984013
ACH-000277,0.06947025599667486
ACH-000278,-0.048039704252628886
ACH-000279,-0.1010149032177786
ACH-000280,0.04388310703821118
ACH-000281,-0.18682193943190456
ACH-000288,-0.04108443684838689
ACH-000291,-0.026201077189995092
ACH-000293,-0.10820068877167653
ACH-000294,-0.012906313048139936
ACH-000295,-0.28722969697562617
ACH-000296,0.08744404983230003
ACH-000302,-0.07630581627695011
ACH-000304,0.08142757232244371
ACH-000307,-0.06322783701029443
ACH-000308,-0.08312510989410049
ACH-000310,0.10361923882658933
ACH-000311,-0.0384539008619162
