,ARL8B (55207)
ACH-000004,-0.2768600930770009
ACH-000005,-0.4556235968539735
ACH-000007,-0.4556482376024867
ACH-000009,-0.2427267443424813
ACH-000011,-0.21217951008164448
ACH-000012,0.04811306257103504
ACH-000013,-0.17712870416496698
ACH-000014,-0.17593620368712642
ACH-000015,-0.16598505599487914
ACH-000017,-0.3517083029342337
ACH-000018,-0.10006771553878344
ACH-000019,-0.10190191499063074
ACH-000021,-0.13959196317576214
ACH-000022,-0.20818787374434086
ACH-000025,-0.3660426951513989
ACH-000028,-0.15658539932288545
ACH-000030,-0.15722485297521535
ACH-000035,-0.09127632656957313
ACH-000036,-0.4801533792589459
ACH-000037,-0.2578810594278421
ACH-000039,-0.18376508488451307
ACH-000040,-0.10283277520792176
ACH-000041,-0.27494645717091304
ACH-000042,-0.14955332806380675
ACH-000045,-0.2846134305529105
ACH-000047,-0.26007851315036434
ACH-000052,-0.1520018758998814
ACH-000053,-0.4463871468314517
ACH-000054,-0.3961157627276656
ACH-000055,-0.1639155355645223
ACH-000060,-0.2193409330860044
ACH-000067,-0.4586768889716368
ACH-000070,-0.014279302726482541
ACH-000075,-0.07522487663159977
ACH-000078,-0.19597872457061968
ACH-000082,-0.19107635851226906
ACH-000085,0.0634387216662773
ACH-000086,-0.08335480461001073
ACH-000087,-0.25114452651595903
ACH-000092,-0.5707359769656873
ACH-000095,-0.20161430769609248
ACH-000097,-0.1368226436892344
ACH-000098,0.3159145650927285
ACH-000099,-0.12414175838082273
ACH-000108,-0.14350244345841678
ACH-000113,-0.27708906921535026
ACH-000116,-0.1912832363371616
ACH-000118,0.03177682306284122
ACH-000120,-0.18063816312038908
ACH-000123,-0.21044497173212584
ACH-000127,-0.259705589196193
ACH-000128,-0.18954581998032027
ACH-000132,-0.2053610998645133
ACH-000133,-0.22485109383660726
ACH-000137,-0.19811133005462805
ACH-000138,-0.2404216734939344
ACH-000142,-0.2733619737809969
ACH-000143,-0.059182370174197925
ACH-000146,-0.3466770229391798
ACH-000148,-0.15797691403993427
ACH-000150,-0.3179455265522785
ACH-000152,-0.2425953370257848
ACH-000153,-0.11409458495440147
ACH-000159,-0.28673251205621186
ACH-000160,-0.2529783592280116
ACH-000163,-0.21413003388681487
ACH-000167,-0.2669180639667001
ACH-000168,-0.2174004781698617
ACH-000169,-0.4514673904648915
ACH-000178,-0.23957420079120756
ACH-000183,-0.3434092607409684
ACH-000188,-0.18593596178213653
ACH-000189,-0.21720042911963167
ACH-000190,-0.2122551583053292
ACH-000198,-0.15054295885837188
ACH-000203,-0.06356144326205787
ACH-000204,-0.08037325367995381
ACH-000206,-0.258267270884024
ACH-000207,-0.09766123009656844
ACH-000208,-0.3783187988793485
ACH-000210,-0.04724388937140672
ACH-000211,-0.18193028529502356
ACH-000215,-0.2486023494823413
ACH-000221,-0.2792786882026431
ACH-000222,-0.07209972531977653
ACH-000223,-0.13531651839346642
ACH-000226,-0.2045223124114217
ACH-000227,-0.4677111369530921
ACH-000228,-0.16162573553489892
ACH-000231,-0.23008079869127684
ACH-000232,-0.1820034733576545
ACH-000233,0.011028369001304229
ACH-000234,-0.17982388137784813
ACH-000235,-0.15795097203192413
ACH-000237,-0.4519987186081456
ACH-000238,-0.2845287833889939
ACH-000242,-0.2193256097859
ACH-000243,-0.037023690316746516
ACH-000244,-0.3022331507967267
ACH-000246,-0.18031956065151186
ACH-000248,-0.2369542552370887
ACH-000250,-0.22324971188147055
ACH-000251,-0.45845365631593
ACH-000252,-0.1732667629603947
ACH-000253,-0.1387041483315439
ACH-000255,-0.028899406338201674
ACH-000256,-0.2186492486377524
ACH-000257,-0.3295765898851038
ACH-000258,-0.13294866958429766
ACH-000259,-0.12108467969763448
ACH-000260,-0.2698847104127155
ACH-000261,-0.08194248655960236
ACH-000262,-0.2613460408177208
ACH-000263,-0.37767924017936894
ACH-000264,-0.3780598994328017
ACH-000265,0.010805296621001263
ACH-000266,-0.05676841096297708
ACH-000272,-0.4049148463676831
ACH-000274,-0.09644930049439003
ACH-000277,-0.3050771247238703
ACH-000278,-0.2381443859629049
ACH-000279,-0.3033587515428421
ACH-000280,-0.3348243090756796
ACH-000281,-0.1365392370714562
ACH-000288,-0.38376753061457897
ACH-000291,-0.146165136767482
ACH-000293,-0.225721185707354
ACH-000294,-0.3876965635142268
ACH-000295,-0.5761653371015764
ACH-000296,-0.4481544585070285
ACH-000302,-0.15048721712325155
ACH-000304,-0.2433184562537857
ACH-000307,-0.24997279736086886
ACH-000308,-0.10112686414274426
ACH-000310,-0.3284255028269955
ACH-000311,-0.11804680356077232
ACH-000312,-0.2511253268168353
ACH-000315,-0.3536960111961975
ACH-000316,-0.11223737005928057
ACH-000317,-0.09643378850050678
ACH-000318,-0.13998735039191662
ACH-000319,-0.1457408373032962
ACH-000320,-0.06453041857966148
ACH-000322,-0.09716428686097177
ACH-000323,-0.26583868793382603
ACH-000324,-0.22916328118554094
ACH-000329,-0.26869870101524884
ACH-000330,-0.14514349456859538
ACH-000331,-0.2634656534479433
ACH-000332,-0.11243774308096663
ACH-000334,-0.015018968189985462
ACH-000335,-0.17997236279536413
ACH-000336,-0.204055264132548
ACH-000337,-0.19131281930891447
ACH-000338,0.3063574592045802
ACH-000339,-0.09363016470013394
ACH-000341,-0.2828530369263291
ACH-000348,-0.32480979455616066
ACH-000350,-0.08536977795242727
ACH-000352,-0.08988496147927022
ACH-000356,-0.09216531504447943
ACH-000361,-0.08215477900888797
ACH-000362,-0.3059470807516545
ACH-000363,-0.25424750833576193
ACH-000364,-0.002063276687745557
ACH-000365,-0.3000907799779909
ACH-000366,-0.3599151745697841
ACH-000368,-0.10205869558179448
ACH-000374,-0.045381882676009816
ACH-000375,-0.13045624570575656
ACH-000376,-0.060068769548992776
ACH-000381,-0.17226920222891876
ACH-000383,-0.2013019496350375
ACH-000387,-0.06354012285187785
ACH-000389,-0.1801579330733405
ACH-000390,-0.19721852674499388
ACH-000393,-0.22233593859536405
ACH-000395,-0.4057620310058643
ACH-000396,0.07222674687218478
ACH-000397,-0.1446189616840668
ACH-000401,-0.2312056872401274
ACH-000402,-0.09961769022713332
ACH-000403,-0.2644672076166618
ACH-000404,-0.31804485011358474
ACH-000406,-0.25775404181732225
ACH-000407,-0.07246189492663152
ACH-000408,-0.24988937681203816
ACH-000410,-0.2366357661413815
ACH-000411,-0.007257368303253634
ACH-000414,-0.2991890695709307
ACH-000415,-0.2970107876242456
ACH-000416,-0.24767936230841936
ACH-000420,-0.24263144854933585
ACH-000421,-0.15462075592112506
ACH-000424,0.24621924695124095
ACH-000425,-0.062198491890458424
ACH-000426,-0.09516577743313237
ACH-000427,-0.2747002933785393
ACH-000433,-0.041524238502499616
ACH-000435,0.04890214654272314
ACH-000436,-0.2941024881678222
ACH-000444,-0.275935244652156
ACH-000445,-0.11255684002738099
ACH-000448,-0.1350126244962358
ACH-000450,-0.4652507688790831
ACH-000452,-0.07211399717496786
ACH-000454,-0.3183120856102734
ACH-000458,-0.2320475873323917
ACH-000459,-0.5224428673751499
ACH-000460,-0.14318702930239294
ACH-000461,-0.4076925325436566
ACH-000463,-0.08089248479547867
ACH-000464,-0.4433572777444952
ACH-000466,-0.06002907197988415
ACH-000467,-0.1652815824485414
ACH-000468,-0.12372995582559307
ACH-000469,-0.24830686294389326
ACH-000470,-0.4014801621086829
ACH-000471,-0.04371505622847815
ACH-000472,-0.18129198858815368
ACH-000473,-0.0799300357423448
ACH-000475,-0.16627874390502198
ACH-000476,-0.20823116810306835
ACH-000477,-0.2946049144829973
ACH-000479,-0.09981966824376333
ACH-000480,0.01041271037627583
ACH-000481,-0.19502864220706728
ACH-000483,-0.30657576246175033
ACH-000484,-0.3322391747985629
ACH-000485,-0.3710833558170449
ACH-000486,-0.060807982467346165
ACH-000487,-0.19121391463056764
ACH-000488,-0.08398788591635432
ACH-000490,-0.20021557881526672
ACH-000491,-0.2735272425713713
ACH-000495,-0.3470623669792598
ACH-000496,-0.4046976112876096
ACH-000499,-0.10779206626925364
ACH-000500,0.05408252669657592
ACH-000502,-0.21238144933435976
ACH-000503,-0.1903842401316743
ACH-000505,-0.12907532342534508
ACH-000507,-0.40979660588275
ACH-000510,-0.1992420099587604
ACH-000511,-0.16570250569680725
ACH-000512,-0.2656597380443557
ACH-000516,-0.1621867819263827
ACH-000517,-0.2290954271175885
ACH-000518,0.006267852763625574
ACH-000520,-0.1622487223390315
ACH-000521,-0.21351178576248786
ACH-000522,-0.25206245635655977
ACH-000524,-0.15927113936613785
ACH-000527,-0.2349884979445232
ACH-000528,-0.13724650923523998
ACH-000537,-0.33784780126824143
ACH-000541,-0.5066716513300803
ACH-000542,-0.2778263905355504
ACH-000544,-0.2533753773095692
ACH-000545,-0.0892833564402138
ACH-000547,-0.2650742229492846
ACH-000548,-0.3755956092229851
ACH-000549,-0.2803330113971553
ACH-000550,-0.3787094494027921
ACH-000552,-0.2190058407840375
ACH-000556,-0.16084016436969176
ACH-000557,-0.4127482325992826
ACH-000569,-0.4997399777274167
ACH-000570,0.13626102248927927
ACH-000571,-0.2835874077015616
ACH-000573,-0.1809648306549376
ACH-000576,-0.2409309437202185
ACH-000579,-0.2592635529345298
ACH-000580,-0.25248340219641285
ACH-000584,-0.047369865132210316
ACH-000585,-0.12953999635875085
ACH-000588,-0.2845313099448592
ACH-000589,-0.13529660185903974
ACH-000591,-0.07312352527346064
ACH-000593,-0.24327165014289004
ACH-000600,0.05498727717170858
ACH-000601,-0.05879488698188246
ACH-000605,-0.3258852863214187
ACH-000606,-0.10591302597903282
ACH-000608,-0.23311682918115176
ACH-000614,-0.2337068237696857
ACH-000616,-0.22062273531763
ACH-000618,-0.11221844226416612
ACH-000619,-0.11835903531341865
ACH-000620,-0.3814914671127728
ACH-000621,-0.2492643036386111
ACH-000622,0.07006296897619702
ACH-000623,-0.0353638544986145
ACH-000624,-0.07960973750905884
ACH-000627,-0.26867424467590484
ACH-000630,-0.2917896074232782
ACH-000631,-0.3304187990480691
ACH-000632,-0.07201860656798535
ACH-000633,-0.2240984645974834
ACH-000637,-0.02159571297804216
ACH-000638,-0.2690384934237643
ACH-000646,-0.21871369974090896
ACH-000647,-0.12075498327857576
ACH-000648,-0.038470040848478826
ACH-000649,-0.4219608469846835
ACH-000651,-0.05473736095027242
ACH-000652,-0.2374152999116577
ACH-000653,-0.2880855384827753
ACH-000657,-0.23927688098438796
ACH-000658,-0.4792127298026348
ACH-000661,-0.2227359057774619
ACH-000662,-0.5960031643537517
ACH-000663,-0.21340873398746368
ACH-000665,-0.05612655626011855
ACH-000671,-0.5916063203273371
ACH-000672,-0.05705201027158021
ACH-000673,-0.1904993158163579
ACH-000676,-0.15066669484433914
ACH-000677,-0.10317416272206828
ACH-000681,-0.14203652512183734
ACH-000683,-0.16443964856246554
ACH-000684,-0.3724296759470386
ACH-000688,-0.37089434973072216
ACH-000693,-0.17968234271906314
ACH-000694,-0.11631930152957325
ACH-000695,-0.2666682534051055
ACH-000696,-0.09129306362561082
ACH-000697,-0.31312851826788024
ACH-000699,-0.2694172823937891
ACH-000701,-0.15311149022434534
ACH-000706,-0.0022160049840475797
ACH-000711,-0.19610294334434492
ACH-000713,-0.5150390939102425
ACH-000714,-0.25485067645172377
ACH-000718,-0.3917756895103324
ACH-000720,-0.2128126075259348
ACH-000721,-0.2828579647793191
ACH-000724,-0.10906354877835334
ACH-000725,-0.23334486753246955
ACH-000732,-0.2057772187610717
ACH-000734,-0.1971447367873279
ACH-000735,-0.23998878140669305
ACH-000736,-0.2398676242065359
ACH-000738,-0.19767549788161068
ACH-000746,-0.21532535362440555
ACH-000747,-0.02374034098038461
ACH-000748,-0.04699992418868487
ACH-000753,-0.28425469508642226
ACH-000756,-0.06448257193179291
ACH-000757,-0.18800324216191253
ACH-000758,-0.12429622725523967
ACH-000760,-0.22158265502366653
ACH-000762,-0.2717971466771589
ACH-000763,-0.3845146647555716
ACH-000764,-0.18200216294496888
ACH-000765,-0.2928504483886261
ACH-000766,-0.3928047871354962
ACH-000767,-0.2288280777517899
ACH-000768,-0.2671801329682801
ACH-000769,-0.18887044442471887
ACH-000770,-0.4283619264165363
ACH-000771,-0.13892609959728394
ACH-000773,-0.2386805127307703
ACH-000776,-0.2397921418144303
ACH-000777,-0.05175183537461489
ACH-000778,-0.2473843609191693
ACH-000781,-0.005408739575712039
ACH-000782,-0.1439076967246083
ACH-000783,-0.12904239313184626
ACH-000784,-0.1031178646642188
ACH-000785,-0.1460087867860477
ACH-000787,-0.19949054779979927
ACH-000788,-0.14499768136636915
ACH-000791,-0.2119248147937212
ACH-000792,-0.4827089757472018
ACH-000794,-0.35615207977414204
ACH-000796,-0.37339327074745415
ACH-000798,-0.2004246857276736
ACH-000799,-0.04936543104638793
ACH-000800,-0.03869894814108628
ACH-000802,-0.2298901384938822
ACH-000804,-0.1887421859228774
ACH-000805,-0.31874403374901283
ACH-000809,-0.2984408668209358
ACH-000810,-0.1792376686303409
ACH-000811,-0.1828104119914091
ACH-000817,-0.1650102914514626
ACH-000819,-0.16268624972594806
ACH-000820,0.10220873130086733
ACH-000821,-0.2567247236931238
ACH-000822,-0.3650826859798982
ACH-000823,-0.20824144073705103
ACH-000824,-0.14411933509801444
ACH-000827,-0.14096086264133129
ACH-000829,-0.5188090210294503
ACH-000831,-0.05872431527359534
ACH-000832,-0.18586099691161628
ACH-000833,-0.4867253712042706
ACH-000834,-0.1694989004640758
ACH-000835,-0.23871496086655386
ACH-000836,-0.22030261410775356
ACH-000837,-0.14921951691674534
ACH-000838,-0.2249743908247198
ACH-000839,-0.2060078774916422
ACH-000840,-0.11120962564862004
ACH-000841,-0.4374843775059068
ACH-000843,-0.13944590683618796
ACH-000846,-0.13289774967738482
ACH-000847,-0.3353219667510011
ACH-000848,-0.20719423817430727
ACH-000849,-0.16616774188259803
ACH-000851,-0.18532685585229614
ACH-000855,-0.1931213001681828
ACH-000856,-0.3256254636629602
ACH-000858,-0.1970188532526183
ACH-000859,-0.03613250873774637
ACH-000861,-0.039014857197416736
ACH-000862,-0.2002160001281084
ACH-000865,-0.1524145128208789
ACH-000866,-0.09459142573954328
ACH-000867,-0.04899287365062601
ACH-000869,-0.2117320134478624
ACH-000872,-0.14432103418163675
ACH-000873,-0.13528785285330291
ACH-000876,-0.17393657906268745
ACH-000878,-0.20727905339382796
ACH-000880,0.020974007769517283
ACH-000881,-0.12613047235089836
ACH-000882,-0.3405050553123803
ACH-000884,0.16805452644539776
ACH-000885,-0.22078190872000555
ACH-000887,-0.2396802922169053
ACH-000889,-0.4475148536375492
ACH-000896,-0.13716813311037349
ACH-000898,-0.2491972677078992
ACH-000900,-0.03810689409754474
ACH-000901,-0.10619470896997522
ACH-000905,-0.025764199895998728
ACH-000906,-0.12856513054881186
ACH-000907,-0.40066390460849655
ACH-000910,-0.3193748619528562
ACH-000911,-0.11880528298452815
ACH-000912,-0.0024010660045715865
ACH-000913,-0.29020212261189443
ACH-000915,-0.3443163794553787
ACH-000916,-0.3285663305109202
