,RILPL2 (196383)
ACH-000004,-0.29907548632129904
ACH-000005,-0.38710617329035335
ACH-000007,-0.14503377649913335
ACH-000009,-0.20055605586460853
ACH-000011,-0.3106723958564189
ACH-000012,-0.1320319288733862
ACH-000013,-0.1778543170129163
ACH-000014,-0.14193589394054185
ACH-000015,-0.17507588861192608
ACH-000017,-0.2429806649047638
ACH-000018,-0.1761832367243027
ACH-000019,-0.1814740713145955
ACH-000021,-0.2828915996870676
ACH-000022,-0.15994798169804647
ACH-000025,-0.2341579388204533
ACH-000028,-0.0032335523832456694
ACH-000030,-0.14160441718869335
ACH-000035,-0.3799536058093954
ACH-000036,-0.21855370341869265
ACH-000037,-0.3590433353655317
ACH-000039,-0.3920365550047265
ACH-000040,-0.2976968232535516
ACH-000041,-0.3360483878921071
ACH-000042,-0.2967739777663067
ACH-000045,-0.10746547628592057
ACH-000047,-0.13953178071001884
ACH-000052,-0.13146748456795465
ACH-000053,-0.18768568593398355
ACH-000054,-0.26859315547554025
ACH-000055,-0.09457150337510042
ACH-000060,-0.31255012708776025
ACH-000067,-0.3244286786829257
ACH-000070,-0.19268773995298386
ACH-000075,-0.2340365068432229
ACH-000078,-0.3978105720731609
ACH-000082,-0.2737766745540221
ACH-000085,-0.18572189075824105
ACH-000086,-0.12948929103689286
ACH-000087,-0.3378231971411155
ACH-000092,-0.2581853903814349
ACH-000095,-0.3289824663402577
ACH-000097,-0.3231717327484048
ACH-000098,-0.20265721768432865
ACH-000099,-0.3065992142804137
ACH-000108,-0.16594033332692307
ACH-000113,-0.344046106294682
ACH-000116,-0.18941447206592102
ACH-000118,-0.34429830553298024
ACH-000120,0.00027611631581919764
ACH-000123,-0.2743025190061844
ACH-000127,-0.2428362793736524
ACH-000128,-0.3068110282432642
ACH-000132,-0.2466167525255287
ACH-000133,-0.232239864284298
ACH-000137,-0.1113360706497025
ACH-000138,-0.1610623751687292
ACH-000142,-0.1693535427381686
ACH-000143,-0.3432645178716225
ACH-000146,-0.11292182700905425
ACH-000148,-0.28480440117365097
ACH-000150,-0.2870946214479849
ACH-000152,-0.3132090037156889
ACH-000153,-0.23472187840291606
ACH-000159,-0.1414314345361496
ACH-000160,-0.22557211692417845
ACH-000163,-0.26069319774719196
ACH-000167,-0.4877104887863725
ACH-000168,-0.1845944225483579
ACH-000169,-0.29368673275741464
ACH-000178,-0.2612087737123947
ACH-000183,-0.2558822948938393
ACH-000188,-0.21527662024726968
ACH-000189,-0.4131601483203031
ACH-000190,-0.0589708295588223
ACH-000198,-0.29584788907053394
ACH-000203,-0.3365998482465952
ACH-000204,-0.2098106939411816
ACH-000206,-0.227668260497412
ACH-000207,-0.250510416437338
ACH-000208,-0.5979621809834584
ACH-000210,-0.25183354134669783
ACH-000211,-0.3960650071346021
ACH-000215,-0.33821668250898346
ACH-000221,0.05948679709581384
ACH-000222,-0.1410245417446275
ACH-000223,-0.3325879706235842
ACH-000226,-0.1717268044695269
ACH-000227,-0.3679613090908455
ACH-000228,-0.0908431205131182
ACH-000231,-0.2267612084059672
ACH-000232,-0.2960372130328064
ACH-000233,-0.21279964639586196
ACH-000234,-0.4021481072671459
ACH-000235,-0.1982332162185772
ACH-000237,-0.33247400709797936
ACH-000238,-0.12250727634282901
ACH-000242,-0.2290511071149711
ACH-000243,-0.1956968379733254
ACH-000244,-0.201648554976115
ACH-000246,-0.23434518054648856
ACH-000248,-0.17614612870271876
ACH-000250,-0.2805530354257802
ACH-000251,-0.4127265027483557
ACH-000252,-0.11488558006628535
ACH-000253,-0.2871734579631236
ACH-000255,-0.3109307572751209
ACH-000256,-0.31084060165686905
ACH-000257,-0.3573515219258533
ACH-000258,-0.07792569023854372
ACH-000259,-0.2530800080462439
ACH-000260,-0.27688111214627675
ACH-000261,-0.2787077398626786
ACH-000262,-0.24712022690391056
ACH-000263,-0.5482900062721802
ACH-000264,-0.31050717982220805
ACH-000265,-0.19909219321449054
ACH-000266,-0.3179007939600581
ACH-000272,-0.28452268274629466
ACH-000274,-0.37082660495579
ACH-000277,-0.33802594859465995
ACH-000278,-0.2403235235114865
ACH-000279,-0.3716813515723557
ACH-000280,-0.1596377188851978
ACH-000281,-0.24966018841761256
ACH-000288,-0.2638526719149548
ACH-000291,-0.2476249929857101
ACH-000293,-0.1820668024878269
ACH-000294,-0.26924779382084
ACH-000295,-0.2509398490503374
ACH-000296,-0.24554037315861146
ACH-000302,-0.3033791496050696
ACH-000304,-0.2891519197769596
ACH-000307,-0.3392508364333292
ACH-000308,-0.3034448954640426
ACH-000310,-0.32856733654679565
ACH-000311,-0.21969959310142814
ACH-000312,-0.1919936653667234
ACH-000315,-0.2008357682704638
ACH-000316,-0.20647576712863105
ACH-000317,-0.16754866442636718
ACH-000318,-0.2353179606420493
ACH-000319,-0.09679683100231476
ACH-000320,-0.2191882088296776
ACH-000322,-0.019453714127865358
ACH-000323,-0.13230357363553133
ACH-000324,-0.32124682600351834
ACH-000329,-0.3286220741485108
ACH-000330,0.01253800056802922
ACH-000331,-0.24531125146281316
ACH-000332,-0.3548524928479493
ACH-000334,-0.17968045519715395
ACH-000335,-0.14957243797792102
ACH-000336,-0.11021832482671652
ACH-000337,-0.14990450430476698
ACH-000338,-0.11523765338657872
ACH-000339,-0.20715492714193792
ACH-000341,-0.05666842282548255
ACH-000348,-0.2514965672142737
ACH-000350,-0.2797486120264656
ACH-000352,-0.18765175293518072
ACH-000356,-0.2060613949380595
ACH-000361,-0.13365012274162344
ACH-000362,-0.22697224693811344
ACH-000363,-0.2395771324374367
ACH-000364,-0.1855760194142516
ACH-000365,-0.2064024690373522
ACH-000366,-0.37186654324487295
ACH-000368,-0.36743607354976576
ACH-000374,-0.4462990190538575
ACH-000375,-0.1528140047828799
ACH-000376,-0.1789369965872482
ACH-000381,-0.3711895527812517
ACH-000383,-0.1850018301489172
ACH-000387,-0.1460170204998828
ACH-000389,-0.2312200157753594
ACH-000390,-0.15618806217222272
ACH-000393,-0.2876269907068081
ACH-000395,-0.2814190759080094
ACH-000396,-0.4049887305742052
ACH-000397,-0.3487367620713625
ACH-000401,-0.25171290924266937
ACH-000402,0.4641202099696557
ACH-000403,-0.3194216184051955
ACH-000404,0.030833124226358213
ACH-000406,-0.19243761260909228
ACH-000407,-0.26595123062627474
ACH-000408,-0.28144258549490137
ACH-000410,-0.2234757254882689
ACH-000411,-0.2632526473515089
ACH-000414,-0.2713172673000255
ACH-000415,-0.10138887723098837
ACH-000416,-0.2350013168998757
ACH-000420,-0.3039259662190673
ACH-000421,-0.2655419459472885
ACH-000424,-0.14537797867228966
ACH-000425,-0.2879650371694863
ACH-000426,-0.20248708521751027
ACH-000427,-0.3153778150564274
ACH-000433,0.0429042921961826
ACH-000435,-0.116848807265431
ACH-000436,-0.1649968879359327
ACH-000444,-0.3742174905847279
ACH-000445,-0.4998710179916176
ACH-000448,-0.2442352057595881
ACH-000450,-0.22065423019633307
ACH-000452,-0.282913607987607
ACH-000454,-0.36267751545075294
ACH-000458,-0.21953017567486974
ACH-000459,-0.06856357912500169
ACH-000460,-0.23050867227201505
ACH-000461,-0.2364386192879894
ACH-000463,-0.3638367225121869
ACH-000464,-0.2340896878313138
ACH-000466,-0.2757110541605313
ACH-000467,-0.16005761887431544
ACH-000468,-0.2634738791543719
ACH-000469,-0.2316190678785594
ACH-000470,-0.4564318657600017
ACH-000471,-0.19381868042281847
ACH-000472,-0.16963091712537906
ACH-000473,-0.16262675211319655
ACH-000475,-0.1944129706622906
ACH-000476,-0.2448027009925228
ACH-000477,-0.04660443899063597
ACH-000479,0.039530566799232385
ACH-000480,-0.2389909385873573
ACH-000481,-0.27395027760065715
ACH-000483,-0.2756907883671115
ACH-000484,-0.09732160239899153
ACH-000485,-0.5527464242980897
ACH-000486,-0.18799367232432404
ACH-000487,-0.34430297205826393
ACH-000488,-0.15578087398090348
ACH-000490,-0.22499251876286816
ACH-000491,-0.1988211663493536
ACH-000495,-0.5487197823916551
ACH-000496,-0.1557880513597143
ACH-000499,-0.3047155071795549
ACH-000500,-0.05543220569819182
ACH-000502,-0.24785247440572866
ACH-000503,-0.2697989009995523
ACH-000505,-0.19569070518028428
ACH-000507,-0.2215419639719375
ACH-000510,-0.13401549438203364
ACH-000511,-0.2967791785531009
ACH-000512,0.09581163609728097
ACH-000516,-0.33448946500116444
ACH-000517,-0.3813455381809565
ACH-000518,-0.06439398700181344
ACH-000520,-0.24126598106198655
ACH-000521,-0.20532405094528167
ACH-000522,-0.2044592989659693
ACH-000524,-0.24438494850894266
ACH-000527,-0.3203813095634808
ACH-000528,-0.3421597801547974
ACH-000537,-0.26519748651268177
ACH-000541,-0.36795148464691496
ACH-000542,-0.4119455249708896
ACH-000544,-0.12542543937946454
ACH-000545,-0.1834019305482741
ACH-000547,-0.2405831461379649
ACH-000548,-0.20973706369181208
ACH-000549,-0.06189481081552789
ACH-000550,-0.32908109694541104
ACH-000552,-0.058382742182593275
ACH-000556,-0.11564178952839765
ACH-000557,-0.421225933664758
ACH-000569,-0.4083355983350369
ACH-000570,-0.1267975688821698
ACH-000571,-0.19542292683586024
ACH-000573,-0.25737634889835503
ACH-000576,-0.24372906275614736
ACH-000579,-0.21172729652966896
ACH-000580,-0.04869911705888465
ACH-000584,-0.13750606369429202
ACH-000585,-0.17877172626893534
ACH-000588,-0.21705283609601886
ACH-000589,-0.24685604350761356
ACH-000591,-0.15172522624568918
ACH-000593,-0.1902078978466701
ACH-000600,-0.14329968871061488
ACH-000601,-0.22241712694143648
ACH-000605,-0.21706113880377947
ACH-000606,-0.16546361652992647
ACH-000608,-0.20317301386803932
ACH-000614,-0.2182253907494268
ACH-000616,-0.18936080655573664
ACH-000618,-0.2228170041022933
ACH-000619,-0.18213733644164853
ACH-000620,-0.21799684855540374
ACH-000621,-0.3587260588021523
ACH-000622,-0.4790444670214328
ACH-000623,-0.2215075172200642
ACH-000624,-0.2491259049825069
ACH-000627,-0.23767072635861924
ACH-000630,-0.10713883106271696
ACH-000631,-0.2459303361345016
ACH-000632,-0.18567748003656648
ACH-000633,-0.4734297475859313
ACH-000637,-0.3660966599076788
ACH-000638,-0.2127844261537126
ACH-000646,-0.1482610418946535
ACH-000647,-0.2814706256116989
ACH-000648,-0.22802719910123195
ACH-000649,-0.24781202183854475
ACH-000651,-0.3377386722504931
ACH-000652,-0.12928156272773006
ACH-000653,-0.2597470615792459
ACH-000657,-0.3295679026157663
ACH-000658,-0.10569901528260256
ACH-000661,-0.17348553683549636
ACH-000662,-0.03547090151652443
ACH-000663,-0.3549419832873045
ACH-000665,-0.20150034093276634
ACH-000671,-0.3096079397427473
ACH-000672,-0.07749997040029492
ACH-000673,-0.34749750381721056
ACH-000676,-0.3419556560356334
ACH-000677,-0.19078078881745
ACH-000681,-0.23161650578933202
ACH-000683,-0.23729912110808324
ACH-000684,-0.1731987738655301
ACH-000688,-0.2519785470601997
ACH-000693,-0.2207632343219402
ACH-000694,-0.18166212896390915
ACH-000695,-0.4845684023871147
ACH-000696,-0.2947546718343283
ACH-000697,-0.12300549599891035
ACH-000699,-0.3264049727044919
ACH-000701,-0.3270011560777217
ACH-000706,-0.20005680572951365
ACH-000711,-0.2576160570192466
ACH-000713,-0.1471281528862203
ACH-000714,-0.3968106654115757
ACH-000718,-0.3922492633847566
ACH-000720,-0.10088503089063633
ACH-000721,-0.1240339769561043
ACH-000724,-0.16194065203151425
ACH-000725,-0.33890475175240203
ACH-000732,-0.1285724205021967
ACH-000734,-0.07518641849547952
ACH-000735,-0.31380952670675344
ACH-000736,-0.10077363828717564
ACH-000738,-0.2286501550267037
ACH-000746,-0.016276986467240382
ACH-000747,-0.17501736156381126
ACH-000748,-0.3142467975571697
ACH-000753,-0.2036536605495357
ACH-000756,-0.2614494680446977
ACH-000757,-0.33064316642945585
ACH-000758,-0.260850785783198
ACH-000760,-0.2131719830756283
ACH-000762,-0.08748452071648198
ACH-000763,-0.08824249124177301
ACH-000764,-0.2103456230124263
ACH-000765,-0.2810236907912808
ACH-000766,-0.5005126764993576
ACH-000767,-0.3860253043920959
ACH-000768,-0.26407627075739376
ACH-000769,-0.27116375262389697
ACH-000770,-0.2607979023251191
ACH-000771,-0.2871129134359259
ACH-000773,-0.2046881932813093
ACH-000776,-0.09826539165209308
ACH-000777,-0.16938521634672504
ACH-000778,-0.4239139673852973
ACH-000781,-0.2150797314783256
ACH-000782,-0.16264987535376355
ACH-000783,-0.2897728231397921
ACH-000784,-0.19909184333701505
ACH-000785,-0.3142405607325285
ACH-000787,-0.20977275279612534
ACH-000788,-0.2416546654507732
ACH-000791,-0.3000094455324925
ACH-000792,-0.17941837510570702
ACH-000794,-0.2727641653440823
ACH-000796,-0.2025093720833077
ACH-000798,-0.20072389510456856
ACH-000799,-0.3829587147557333
ACH-000800,-0.22133419821034986
ACH-000802,-0.1839641877921918
ACH-000804,-0.4258272099056662
ACH-000805,-0.4125916027188728
ACH-000809,-0.22202184475357967
ACH-000810,-0.2495218967821857
ACH-000811,-0.1906851541884948
ACH-000817,-0.2020829881657744
ACH-000819,-0.3425164266317126
ACH-000820,-0.18339298749066604
ACH-000821,-0.265391093419004
ACH-000822,-0.3448454761721369
ACH-000823,-0.1864947332134273
ACH-000824,-0.34418224501022554
ACH-000827,-0.2293046009311919
ACH-000829,-0.3381733513312473
ACH-000831,-0.13364418479360374
ACH-000832,-0.09036721083201599
ACH-000833,-0.2086716531168102
ACH-000834,-0.12589905902090376
ACH-000835,-0.15483658189943006
ACH-000836,-0.2523702894225797
ACH-000837,-0.201139601025738
ACH-000838,-0.17887469522075974
ACH-000839,-0.03543958122378508
ACH-000840,-0.23371286203254715
ACH-000841,-0.2459566115069229
ACH-000843,-0.1203745002835582
ACH-000846,-0.2480392545400808
ACH-000847,-0.20370956211427693
ACH-000848,-0.24323514715422895
ACH-000849,-0.3312848639866708
ACH-000851,-0.20398450490755135
ACH-000855,-0.35614810738792113
ACH-000856,-0.2297079800707628
ACH-000858,-0.27094825758246605
ACH-000859,-0.2887260253557043
ACH-000861,-0.2980360832743169
ACH-000862,-0.18208483246842327
ACH-000865,-0.15015641937118354
ACH-000866,-0.31809682818104434
ACH-000867,-0.34991467819015465
ACH-000869,-0.2556920871923385
ACH-000872,-0.2648918818105141
ACH-000873,-0.15045451941638588
ACH-000876,-0.20864137483332013
ACH-000878,-0.3835827713510036
ACH-000880,-0.18335024704163386
ACH-000881,-0.3161009759291805
ACH-000882,-0.15891262870757292
ACH-000884,-0.20941454020971376
ACH-000885,-0.3437541330010399
ACH-000887,-0.3731214290738044
ACH-000889,-0.22769980003284396
ACH-000896,-0.1695341284384404
ACH-000898,-0.2556255857583017
ACH-000900,-0.25502187326375464
ACH-000901,-0.4446137779703088
ACH-000905,-0.3086057175988834
ACH-000906,-0.24097768718625384
ACH-000907,-0.3875891858136257
ACH-000910,-0.4024507164554169
ACH-000911,-0.30328551575848417
ACH-000912,-0.2007048129578164
ACH-000913,-0.2028056865246764
ACH-000915,-0.2981199819531601
ACH-000916,-0.23974768625910825
ACH-000917,-0.17772811907912212
ACH-000920,-0.20494345285916304
ACH-000921,-0.1509949255374345
ACH-000924,-0.1776826305913954
ACH-000926,-0.2356198870165564
ACH-000928,-0.3506954193761503
ACH-000929,-0.22561792698402405
ACH-000932,-0.16061024970061574
ACH-000935,-0.04704546123887431
ACH-000936,-0.2408144600979624
ACH-000937,-0.3065118294466081
