,SEZ6L2 (26470)
ACH-000004,0.002967666083084556
ACH-000005,-0.09610964803375224
ACH-000007,-0.01725001151918738
ACH-000009,0.22469450282449294
ACH-000011,0.1807230031215141
ACH-000012,0.06312864000711887
ACH-000013,-0.0698214054461138
ACH-000014,-0.013984761629552051
ACH-000015,-0.011688976311977666
ACH-000017,0.0800470944594022
ACH-000018,0.0954649782336692
ACH-000019,-0.005232851131947631
ACH-000021,-0.062206134680173684
ACH-000022,0.12934984021659812
ACH-000025,-0.022644615785196987
ACH-000028,-0.11467536766544414
ACH-000030,0.16449365496602986
ACH-000035,0.15868429281308338
ACH-000036,0.2301743409558029
ACH-000037,-0.08590935326379479
ACH-000039,-0.10804593488377126
ACH-000040,-0.13591366896118168
ACH-000041,0.020113263121230598
ACH-000042,0.20523873776638704
ACH-000045,-0.08034114918930392
ACH-000047,0.03566853251021146
ACH-000052,0.221241957101608
ACH-000053,0.11792936982045615
ACH-000054,0.1776684002011932
ACH-000055,0.05407637771060482
ACH-000060,0.36346558577657984
ACH-000067,-0.013579671382640395
ACH-000070,-0.08227859963968187
ACH-000075,-0.10101575401707284
ACH-000078,0.12075862625168107
ACH-000082,0.0015243626164966806
ACH-000085,0.09155986290215387
ACH-000086,0.2194293441554174
ACH-000087,0.2700528097439801
ACH-000092,0.0036583612729802904
ACH-000095,0.011589237536279384
ACH-000097,0.05223872473496985
ACH-000098,-0.05162224046163393
ACH-000099,0.07988964808854135
ACH-000108,0.15623967118706725
ACH-000113,0.1040562017909714
ACH-000116,-0.0697286487495683
ACH-000118,0.08850278903869045
ACH-000120,-0.09530724975935533
ACH-000123,-0.009937023011487951
ACH-000127,-0.12560186085717706
ACH-000128,0.14728128070330546
ACH-000132,-0.021003244577321552
ACH-000133,-0.019734282830704962
ACH-000137,-0.08444145347603907
ACH-000138,0.11562442560564297
ACH-000142,-0.030137485934211
ACH-000143,-0.11126045012463168
ACH-000146,0.07791457370341537
ACH-000148,-0.10087878836239278
ACH-000150,0.1891048401487064
ACH-000152,0.08785212756975311
ACH-000153,-0.002779186259922702
ACH-000159,-0.017500221693022483
ACH-000160,0.052673742789676126
ACH-000163,0.03595965280013508
ACH-000167,-0.07797175520620858
ACH-000168,-0.04890664448887685
ACH-000169,-0.1167570358968078
ACH-000178,0.05431905204728773
ACH-000183,-0.2614827949023567
ACH-000188,0.1534670509962852
ACH-000189,0.20547289685969056
ACH-000190,-0.1994351615667084
ACH-000198,0.042120582585097883
ACH-000203,0.3293227965661704
